policy,raw_tepe,output_tepe,raw_teper,output_teper
ungated,0.11064588209791797,0.1277006752383493,9.102437647633488,11.142219598364418
score_threshold,0.11064588209791797,0.1135963208998388,9.102437647633488,9.20948962656595
magnitude_threshold,0.11064588209791797,0.1106484948523622,9.102437647633488,9.101534539211594
logistic,0.11064588209791797,0.11287119256617914,9.102437647633488,9.139258815157248
harm_mlp,0.11064588209791797,0.10863602097599712,9.102437647633488,9.053097989524366
joint_gain_risk,0.11064588209791797,0.11293316544079601,9.102437647633488,9.123110919349896
