oracle,gain,output_epe,coverage,exact_raw_fallback_frequency,intervention_precision,harmful_update_rate,harmful_update_rate_all_valid,clean_degradation,degraded_frame_fraction,worst_frame_degradation,gain_over_fixed_h4,valid_count,accepted_count
oracle_reject_harm_gt_margin,0.05784934014081955,0.49007648229599,0.10053848614869795,0.899461513851302,0.754729421059325,0.0,0.0,0.0,0.01880384360503645,0.07811546325683594,0.02718299627304077,27999606,2815038
oracle_positive_gain_only,0.05847614258527756,0.489449679851532,0.0890349314201064,0.9109650685798936,0.852242510157673,0.0,0.0,0.0,0.0,0.0,0.02780979871749878,27999606,2492943
oracle_help_margin_only,0.05771441012620926,0.4902114272117615,0.07587935344518776,0.9241206465548122,1.0,0.0,0.0,0.0,0.0,0.0,0.027048051357269287,27999606,2124592
