epoch,global_step,total,geometry,correction,error_gate,memory_gate,clean_preservation,clean_pixel_update,clean_frame_update,safety_ranking,update_magnitude,target_error_mean,target_memory_mean,clean_pixel_ratio,clean_frame_ratio,gradient_norm,gate_mean,flow_latency_ms,update_abs_max,validation_raw_epe,validation_refined_epe,validation_oracle_epe,validation_oracle_recovery
0,312,0.24484265700746805,0.1403100469794411,0.07088091484724711,0.19854102269388163,0.6652730409151468,0.04305091097231548,0.04299141804240674,0.043110403931887746,0.008311315211215468,0.04309728591462585,0.04943219813494346,0.38119288467061824,0.22481297044895399,0.9677483974358975,0.051445885406186186,0.018433399689503204,2.4906999276423356,2.5,0.7873572578335644,0.7763786975282811,0.6991422231907028,0.12445225861702493
1,624,0.24102843175522792,0.13741998391178173,0.06870841425962937,0.19496491379462755,0.664485789835453,0.04805822341511838,0.047515935777949214,0.048600510974677325,0.00940591599031065,0.0486271034162014,0.04945982501913722,0.38136822099869067,0.22481297109371576,0.9677483974358975,0.06833590754570487,0.023476233849158652,2.4151809407507803,2.96875,0.7873572578335644,0.760825555294957,0.6991422231907028,0.300761685873853
2,936,0.23318573593711242,0.13076038360118103,0.06430591218985426,0.19355212529309285,0.6643180598815283,0.05434087458520363,0.05275929315636555,0.05592245612150201,0.00989844992932959,0.056185464219500623,0.04926935524846881,0.3812749470846775,0.22481297078327492,0.9677483974358975,0.10554537566927955,0.029505020532852564,2.41016913241765,2.984375,0.7873572578335644,0.7520202618115164,0.6991422231907028,0.4005779305660286
3,1248,0.22476904695996872,0.12327834469481157,0.059690467201364346,0.19452234868628857,0.6646275058006629,0.06224164107623391,0.05987046694812866,0.06461281529985942,0.010380983043712778,0.06530979795094866,0.04930718563114985,0.3810985853465704,0.22481297102207556,0.9677483974358975,0.14708084067425284,0.03455333220653045,2.446532637595038,3.0,0.7873572578335644,0.7583010306541085,0.6991422231907028,0.3293795360064188
