seed,raw_epe,selector_epe,gain,oracle_gain,oracle_recovery,false_update_rate,clean_pixel_degradation,intervention_coverage,intervention_precision,frames_worsened_fraction,worst_frame_degradation,seen_promotion_passed
0,0.7239087811998226,0.7037281950909037,0.02018058610891893,0.06690232338640989,0.301642530295417,0.0014051667271126288,0.0008733589742235443,0.00679484063941113,0.5604091371713492,0.05608974358974359,0.9157192707061768,False
1,0.7239087811998226,0.7005423259185124,0.023366455281310206,0.06690232338640989,0.3492622393149461,0.008166926811705296,0.004400972955420816,0.017285048748649483,0.5445295709835065,0.08506944444444445,0.5810419619083405,False
2,0.7239087811998226,0.7046365571246983,0.0192722240751243,0.06690232338640989,0.2880650939999961,0.016956323454093845,0.006703665984914577,0.02799275546119285,0.6744879551782771,0.07946047008547008,0.5810419619083405,False
