sequence_id,num_frames_total,frames_evaluated,frames_skipped,valid_pixel_pct_mean,valid_pixel_pct_min,valid_pixel_pct_max,disparity_mae_mean,disparity_mae_median,disparity_rmse_mean,bad_1px_mean,bad_2px_mean,bad_3px_mean,depth_mae_mean,depth_mae_median,runtime_ms_mean,runtime_ms_median,temporal_pairs,temporal_pair_coverage,temporal_disp_diff_mean,temporal_disp_diff_median,temporal_depth_diff_mean,temporal_depth_diff_median,gt_temporal_disp_diff_mean,gt_temporal_disp_diff_median,gt_temporal_depth_diff_mean,gt_temporal_depth_diff_median,temporal_error_variation_mean,temporal_error_variation_median,temporal_motion_mismatch_mean,temporal_motion_mismatch_median,temporal_valid_intersection_pct_mean,warnings
dataset_1_keyframe_1,10,10,0,0.4748342132568359,0.4605598449707031,0.48959808349609374,1.1793584621703057,1.1765673997726052,1.5143516470658573,49.18936639221897,16.86827377035435,4.751199632965951,0.9325179927302987,0.9335033611057071,255.89674015063792,64.02110343333334,9,1.0,0.39078475700484383,0.39998576045036316,0.3238399508926604,0.3388412892818451,0.9186154339048598,0.9033070206642151,0.7488344245486789,0.7430935502052307,0.6861575444539388,0.673869788646698,0.6210023164749146,0.6006704568862915,0.23785239325629337,
