temporal_dt_bin,px_fraction,gap_share,gap_px_mean,egbm_v1_recovered_frac,egbm_v2_care_recovered_frac,egbm_v3_window_recovered_frac
"[0,0.5)",0.3166339339300992,0.060182008892297745,1.2481755018234253,0.279487669467926,0.26542359590530396,0.3018265664577484
"[0.5,2)",0.2760233555949994,0.1263277381658554,3.0055179595947266,0.21652841567993164,0.2176373451948166,0.2171080857515335
"[2,8)",0.16788484376396676,0.28755056858062744,11.247840881347656,0.13605010509490967,0.14368653297424316,0.13399377465248108
"[8,inf)",0.2394578667109346,0.5259396433830261,14.423584938049316,0.09023547172546387,0.096360944211483,0.08881574869155884
