model,support_recall_on_beneficial,sign_accuracy_when_supported,"undersized_frac_of_beneficial(sign_ok,mag<50%)",median_magnitude_ratio_when_sign_ok
egbm_v1,0.7651591920433137,0.9418416448397376,0.5050924910371133,0.15749746561050415
egbm_v2_care,0.7606619494135235,0.944228747398684,0.5141656676725336,0.1546979695558548
egbm_v3_window,0.7482438402953038,0.9526122367720147,0.48313991521827765,0.1694381982088089
