delta_mag_bin,px_fraction,gap_share,gap_px_mean,egbm_v1_recovered_frac,egbm_v2_care_recovered_frac,egbm_v3_window_recovered_frac
"[0,0.5)",0.44150579101275683,0.006018123589456081,0.08951403200626373,2.9894938468933105,3.1278672218322754,2.956815719604492
"[0.5,1.5)",0.18144072991022972,0.022238442674279213,0.8048890233039856,0.70500648021698,0.6192261576652527,0.7981556057929993
"[1.5,3)",0.06186519135242814,0.01806771196424961,1.9178880453109741,0.45118048787117004,0.48180055618286133,0.4544218182563782
"[3,6)",0.05139118386944363,0.0308828204870224,3.9463422298431396,0.31695830821990967,0.3737281262874603,0.3254605531692505
"[6,12)",0.055415075787564966,0.0635220929980278,7.527716636657715,0.21133749186992645,0.2345806360244751,0.21041128039360046
"[12,inf)",0.20838202806757672,0.8592705726623535,27.07921600341797,0.07648235559463501,0.07881351560354233,0.07408787310123444
