model,selected_recovered_gap_frac,harm_px_frac,benefit_px_frac
egbm_v1,0.13075345754623413,0.06489873708674387,0.4880089004099041
egbm_v2_care,0.1354646384716034,0.055964679291542696,0.47707576202576907
egbm_v3_window,0.13083307445049286,0.06160060527895187,0.4848269080972022
