raw_err_bin,px_fraction,gap_share,gap_px_mean,egbm_v1_recovered_frac,egbm_v2_care_recovered_frac,egbm_v3_window_recovered_frac
"[0,1)",0.2496852294058306,0.005925563629716635,0.15584872663021088,-0.5950813889503479,-0.5016551613807678,-0.595177948474884
"[1,3)",0.24510790310428932,0.019609127193689346,0.5253725647926331,0.5081137418746948,0.4233422577381134,0.6423904895782471
"[3,6)",0.09730957336772612,0.0187422726303339,1.2648327350616455,0.7563635110855103,0.743607759475708,0.7598017454147339
"[6,12)",0.0942781984650943,0.04393516853451729,3.060324192047119,0.36223599314689636,0.3882918059825897,0.3612443804740906
"[12,24)",0.1205967871691078,0.1569986343383789,8.549221992492676,0.20979273319244385,0.22441178560256958,0.20752175152301788
"[24,inf)",0.19302230848795188,0.7547887563705444,25.67936897277832,0.08119867742061615,0.08466853201389313,0.07826120406389236
