epoch,optimizer_step,total,classification,regression,ranking,fusion,weight_regularizer,learning_rate,loader_wait_s
1,3973,0.7764876842866338,0.5542361417664798,0.08854075369407302,0.0826612620316999,0.14398230629812073,0.06666760140991979,0.001994795800599443,6.831942418924882
2,7946,0.6131837055135847,0.43460888447642715,0.05085909765807027,0.06912872215004845,0.12523497874550138,0.05314075403719983,0.0019792402206962583,0.7728768580564065
3,11919,0.5673304338363535,0.4021689875725082,0.029748689548177852,0.06400531590577489,0.12427873753670865,0.05003548436581323,0.0019535036904791262,0.8211734550422989
4,15892,0.5451163004482764,0.3845963835174285,0.024949221408007285,0.05977016087677006,0.12369761764445301,0.04702538913483887,0.001917868184759225,0.8410830105276546
5,19865,0.5289913582229476,0.37168734762587896,0.022712449653000538,0.057717379705435175,0.12252708293381294,0.0449564117884834,0.0018727241335940066,0.8620506829174701
6,23838,0.5140856748361027,0.3592077716519288,0.022162495901315405,0.05585212602352514,0.12096103684183912,0.044362785652366114,0.001818566144655039,0.919162686666823
7,27811,0.5034321987232122,0.34877307571633887,0.020651849598504027,0.054941127611206515,0.122001563560212,0.042981700575564746,0.0017559875842024092,0.8054336022469215
8,31784,0.4894932959910427,0.3368524407178891,0.019881856137868595,0.05348198713707554,0.12102530841166405,0.04152055774441961,0.0016856740760398498,0.9338416548853274
9,35757,0.4830770064984525,0.3297067292497826,0.019182190397194532,0.05261115573467103,0.1223590818042507,0.04133631209117353,0.00160839598967684,0.9274495853169356
10,39730,0.47261176093298873,0.3228109725360685,0.018603065171450838,0.051534481961296515,0.11952706397185935,0.040443034907777155,0.001524999999999046,0.7848951579944696
11,43703,0.4660349188003527,0.31730662066496024,0.017832350057040865,0.04998655322492132,0.11951058190829326,0.039024751971897954,0.0014363998109211242,1.040163272555219
12,47676,0.45883618501663626,0.31150662051708355,0.01728546166749263,0.049100081030684466,0.11876967538740292,0.038210866675099646,0.0013435661446553754,0.9416706723277457
13,51649,0.4528043115079748,0.3045015191912966,0.01707804231086815,0.04866679222692201,0.12007854494488669,0.03759272897270504,0.0012475161062761163,0.8265360992809292
14,55622,0.4460038742326667,0.29884246694289285,0.016198071700651146,0.047419100508151034,0.11983409850712112,0.036867465055952016,0.0011493020401035744,1.0557915482786484
15,59595,0.43940848757023176,0.29262313652355126,0.0161899547245864,0.04664453676684457,0.11979278063297501,0.03618206318937619,0.001049999999999313,0.8601107414870057
16,63568,0.43466830224440106,0.2884757192095138,0.015436191618984732,0.045664100256895476,0.11993845213502796,0.03560011062218805,0.0009506979598949667,0.9305296836537309
17,67541,0.43009673837987716,0.2856530386564483,0.015403488112618012,0.04516126806465658,0.11841882589881925,0.03516382826625806,0.0008524838937224563,0.9734945074887946
18,71514,0.42614473288856763,0.28057449293390135,0.015013703946368766,0.044538150168005955,0.11998844921697666,0.034701912642545435,0.0007564338553432098,0.93287123463233
19,75487,0.42011101424165226,0.27599677157848734,0.01444939122781539,0.04354442259331468,0.11917686579749456,0.03413285880253233,0.0006636001890774788,0.9181823015387636
20,79460,0.41684638103106864,0.2732400679996009,0.01403729236188253,0.0431416736629255,0.11904252654918077,0.03379863016016682,0.0005749999999995841,0.882468490221072
21,83433,0.4130417444327602,0.27115837593412645,0.013736886777822468,0.04244104362360846,0.11770630308178205,0.033491789949591386,0.0004916040103219018,1.119757388223661
22,87406,0.4120740189552007,0.2669298040171677,0.013570133597552407,0.04220257646775986,0.12134636766008851,0.03231066826936312,0.00041432592395888835,1.0757537276076619
23,91379,0.4045714135793934,0.2648701266583225,0.013118262828436483,0.04136377488484003,0.11627639065809096,0.03262419380170706,0.000344012415796321,0.9212586811627261
24,95352,0.4049218961874784,0.26215424311665875,0.012849096788865604,0.04137436054124697,0.1195254588177113,0.03237015781551412,0.00028143385534373143,0.9517635379743297
25,99325,0.4013596876364285,0.2601661282651766,0.012794434718381901,0.04088100182429789,0.11818634170317811,0.03194866785317802,0.00022727586640478004,1.0432307086884975
26,103298,0.39932467926855264,0.25748976201790424,0.01265933483304222,0.040625768129554665,0.11896157133203819,0.03193615174791599,0.00018213181523952984,1.079033302346943
27,107271,0.3969204765832412,0.2572349788325239,0.012458169255613119,0.040467544424758035,0.11693808993968335,0.03200722268808107,0.00014649630951960399,1.0705591915757395
28,111244,0.3952670649834223,0.2561556581026161,0.01246134116900501,0.04010665693664687,0.11650048658789036,0.031767886680528136,0.00012075977930288466,0.8316367725492455
29,115217,0.39480263965892126,0.2543474668857266,0.012467024617319987,0.03974787902995089,0.11799286837541195,0.031459021022209974,0.00010520419940014007,1.0979186603508424
30,119190,0.3938255322970058,0.2533881638781373,0.012165020840707112,0.03961524190772639,0.1182011282430123,0.03124965914484538,0.0001,1.0119977071299218
