family,seed,epoch,total,error,harm,rank,validation_harm_auroc,validation_harm_auprc,validation_raw_error_mae,validation_proposal_error_mae,validation_delta_mae,validation_delta_spearman,validation_sample_count,validation_harm_fraction,validation_best_selective_gain,validation_best_selective_harm,validation_best_selective_coverage,validation_best_constrained_gain,validation_best_constrained_harm,validation_best_constrained_coverage,learning_rate
plane_sweep,20260722,1,-0.1802650019904636,-1.3251076390085845,1.1392295521777749,0.05613084656573932,0.6437911348414536,0.5763881812668539,0.3495335578918457,0.3114057779312134,0.29244333505630493,0.23622233154512895,563434,0.45272738244408395,0.05405881255865097,0.27207513782073095,0.2607758850193634,0.0,0.0,0.0,0.0009838147674871471
plane_sweep,20260722,2,-0.7182097081595019,-1.7305598476539121,1.0074998428757558,0.048502964649549465,0.6784997510620707,0.643904075520783,0.32416394352912903,0.3136177659034729,0.2618376314640045,0.3687338901852366,563434,0.45272738244408395,0.060812391340732574,0.3091062613665887,0.2732529453316626,0.0,0.0,0.0,0.0009363620667974238
plane_sweep,20260722,3,-1.1667815199020262,-2.001675274326847,0.8311186255474619,0.037751293217375775,0.7064845482839899,0.6820564447949561,0.33006468415260315,0.2836265563964844,0.2535665035247803,0.39829215157325765,563434,0.45272738244408395,0.061907485127449036,0.3043294595590548,0.3949388925765928,0.0,0.0,0.0,0.000860875721063441
plane_sweep,20260722,4,-1.4390069521622946,-2.1715852428153437,0.7293641579381172,0.032141318782420214,0.7452499001730146,0.7155393278740767,0.30805259943008423,0.2759431302547455,0.23907305300235748,0.4965244797241456,563434,0.45272738244408395,0.0757007971405983,0.25122581979931724,0.3431457810497769,0.01377146877348423,0.09656391558943764,0.016063993298239012,0.000762499999999851
plane_sweep,20260722,5,-1.6505721850845738,-2.3286140037189167,0.6751361768117687,0.029056419689370783,0.7032747532296927,0.6751130169036321,0.3044983744621277,0.2923296391963959,0.24272216856479645,0.43471165031672154,563434,0.45272738244408395,0.06934957951307297,0.2892366681919016,0.3064263072516036,0.0,0.0,0.0,0.0006479390464235705
plane_sweep,20260722,6,-1.8154011810167956,-2.4426203519391283,0.6245528916234538,0.02666283232291173,0.72869867804542,0.7016032231383459,0.31673669815063477,0.2897110879421234,0.250323623418808,0.4620910333607554,563434,0.45272738244408395,0.07096298038959503,0.2605755233373263,0.33040427095276464,0.0,0.0,0.0,0.0005249999999998892
plane_sweep,20260722,7,-1.9602926247648507,-2.5558878137003442,0.5930975664382013,0.024976237990499642,0.739821269889499,0.7173294188466139,0.30392903089523315,0.28326690196990967,0.22569139301776886,0.49520905813997734,563434,0.45272738244408395,0.07552403956651688,0.26862502802998134,0.3719992048758151,0.0,0.0,0.0,0.00040206095357620187
plane_sweep,20260722,8,-2.0818218283205225,-2.652750676587824,0.5685592565910528,0.02369589106282907,0.7492519263627432,0.7211100079703802,0.29690665006637573,0.28351566195487976,0.22665679454803467,0.5002521557934715,563434,0.45272738244408395,0.0776887983083725,0.25687508075176163,0.3571562951472577,0.0,0.0,0.0,0.00028749999999993424
plane_sweep,20260722,9,-2.187994692247086,-2.7346479883279975,0.5443921378044874,0.022611573837766262,0.7356394446986453,0.7143383672120874,0.29944679141044617,0.28344810009002686,0.2255118042230606,0.49167015376352263,563434,0.45272738244408395,0.07615243643522263,0.2724136346931275,0.38634516198880436,0.041333552449941635,0.09529372496662217,0.01063478597315746,0.0001891242789363633
plane_sweep,20260722,10,-2.2701441786118357,-2.8007523826704728,0.5284271249735115,0.021810790327465124,0.7342685285586006,0.7100998393143477,0.29787999391555786,0.28277891874313354,0.22728703916072845,0.4885874054533685,563434,0.45272738244408395,0.07596167176961899,0.26454474733932504,0.32168985187262394,0.0,0.0,0.0,0.00011363793320239151
plane_sweep,20260722,11,-2.334793068481072,-2.8554397460879546,0.5185143039030516,0.02132372332396198,0.7378132655806452,0.7156391070445741,0.29891133308410645,0.28295406699180603,0.22792814671993256,0.494441985406823,563434,0.45272738244408395,0.07660876214504242,0.26726791622845564,0.3695783357056905,0.0,0.0,0.0,6.618523251269294e-05
plane_sweep,20260722,12,-2.3686898227131006,-2.880930309520172,0.5101447942497946,0.02095691774715513,0.7374337838696932,0.717630383311976,0.2972630560398102,0.28183773159980774,0.22886328399181366,0.4950754543982488,563434,0.45272738244408395,0.07645951211452484,0.26925639882450514,0.37021727478284944,0.0,0.0,0.0,5e-05
