role,backbone,coverage_threshold,independent_sequence_count,raw_error_sum,memory_error_sum,oracle_error_sum,helpful_sum,harmful_sum,temporal_difference_sum,gt_relative_temporal_consistency_sum,valid_pixel_count,memory_better_count,memory_worse_count,tie_count,raw_bad1_count,raw_bad3_count,raw_bad5_count,memory_bad1_count,memory_bad3_count,memory_bad5_count,oracle_bad1_count,oracle_bad3_count,oracle_bad5_count,valid_causal_pair_count,causal_pair_count,raw_epe,memory_epe,oracle_epe,oracle_epe_gain,relative_oracle_gain,memory_better_fraction,memory_worse_fraction,tie_fraction,mean_helpful_magnitude,mean_harmful_magnitude,raw_bad1,raw_bad3,raw_bad5,memory_bad1,memory_bad3,memory_bad5,oracle_bad1,oracle_bad3,oracle_bad5,flow_warped_raw_temporal_difference,gt_relative_temporal_error_consistency,sequence_mean_oracle_gain,sequence_std_oracle_gain,sequence_bootstrap_ci95_low,sequence_bootstrap_ci95_high,positive_sequence_fraction
seen,RAFT-Stereo,0.5,17,19080202.676469564,19081295.20597315,16779173.63096118,2301029.0455083847,2302121.5750119686,5067716.090351343,4603150.620520353,83782251,41722942,42001447,57862,1682956,445325,221879,1695621,437544,219937,1400885,399929,198949,15805,16904,0.2277356176127276,0.22774865771955863,0.2002712201055708,0.02746439750715679,0.12059772553391697,0.49799261182419174,0.5013167645734417,0.0006906236023665681,0.055150210776325044,0.05481053009940273,0.020087261680281184,0.005315266595069163,0.002648281674838266,0.020238427349009755,0.005222394896026367,0.002625102541109811,0.016720546216883098,0.004773433456687622,0.0023745960227303992,0.06048675023485992,0.05494183512114461,0.032214315236085214,0.027411228254835048,0.02234311510942388,0.046819031096016754,1.0
seen,S2M2-S,0.5,17,23758165.4999907,23808270.960790396,20999052.18037319,2759113.31961751,2809218.780417204,5902559.733728647,5568332.100034714,83782251,41757736,41972049,52466,2800465,839936,298659,2814761,837070,297765,2400336,669576,248371,15805,16904,0.28357038891197495,0.28416843277212017,0.250638433913326,0.03293195499864893,0.11613326456617995,0.49840790264754287,0.5009658787993175,0.0006262185531396143,0.06607430344445661,0.06693070382189832,0.03342551634235753,0.010025225987303684,0.0035647048919704963,0.03359614914142137,0.009991018264715757,0.003554034374177891,0.028649695745224128,0.007991859755594296,0.002964482298285349,0.07045119536987192,0.06646195385744308,0.032778080851136426,0.027274185415347183,0.02177756559044286,0.04697241160661609,1.0
seen,StereoAnywhere,0.5,17,24167209.445663214,24076672.58431673,17771224.35508752,6395985.090575695,6305448.229229212,13090079.503012896,12701433.319804907,83782251,41676193,42057094,48964,2059650,642302,413797,2061537,633136,409165,1536472,423032,220859,15805,16904,0.28845261564604197,0.28737199462827434,0.21211204214467236,0.07634057350136961,0.2646555079086076,0.4974346296806945,0.5019809505953713,0.0005844197239341302,0.15346855435129825,0.14992591331272703,0.024583369095681137,0.007666325413004241,0.004938957775197518,0.024605891765787005,0.007556922766374467,0.004883671602473417,0.01833887227498817,0.005049183985281083,0.002636107258564824,0.15623929110012688,0.15160052598497153,0.14295652265107506,0.3381470862974789,0.036318243756294576,0.3179679181290979,1.0
unseen,CREStereo,0.5,17,19553169.314803362,19555600.39161539,17376539.194139957,2176630.1206634045,2179061.1974754333,4704853.795552492,4355691.318138838,83782251,41618684,42106637,56930,1719524,487704,266854,1724302,480580,265635,1456390,453997,250778,15805,16904,0.23338080657206695,0.23340982318099082,0.20740119758945075,0.025979608982616198,0.11131853284856058,0.4967482193812148,0.502572281090896,0.0006794995278892662,0.05229934999058126,0.05175101486911513,0.020523726439386308,0.005821089719826219,0.0031850898825814553,0.020580755224635823,0.005736059777147788,0.003170540261564469,0.01738303736909623,0.005418773004797877,0.0029932115335502265,0.05615573393405832,0.05198823457415626,0.029457462699853682,0.01812894115240059,0.022162353980228193,0.03876203683063348,1.0
unseen,Fast-FoundationStereo,0.5,17,19353683.353746176,19360494.24922633,17444135.507115126,1909547.84663105,1916358.742111206,4101891.1666088104,3825906.588742256,83782251,41732670,41984775,64806,1736744,436325,221781,1742991,429958,220327,1500962,414464,212601,15805,16904,0.23099980154204947,0.23108109436241253,0.2082080070528915,0.022791794489157968,0.09866586177568261,0.49810872233547415,0.5011177725458821,0.0007735051186438044,0.04575666609951029,0.04564413509685847,0.02072925923176736,0.005207845275009382,0.0026471119760198376,0.020803821563591077,0.0051318506589182,0.002629757464979068,0.017915035488841186,0.0049469188885841705,0.0025375422295588596,0.04895895153985312,0.04566488179867901,0.025400152379213697,0.012960618540293997,0.01978545432383528,0.03174509848294815,1.0
