role,backbone,sequence,region,aggregation_level,coverage_threshold,raw_error_sum,memory_error_sum,oracle_error_sum,helpful_sum,harmful_sum,temporal_difference_sum,gt_relative_temporal_consistency_sum,valid_pixel_count,memory_better_count,memory_worse_count,tie_count,raw_bad1_count,raw_bad3_count,raw_bad5_count,memory_bad1_count,memory_bad3_count,memory_bad5_count,oracle_bad1_count,oracle_bad3_count,oracle_bad5_count,valid_causal_pair_count,causal_pair_count,raw_epe,memory_epe,oracle_epe,oracle_epe_gain,relative_oracle_gain,memory_better_fraction,memory_worse_fraction,tie_fraction,mean_helpful_magnitude,mean_harmful_magnitude,raw_bad1,raw_bad3,raw_bad5,memory_bad1,memory_bad3,memory_bad5,oracle_bad1,oracle_bad3,oracle_bad5,flow_warped_raw_temporal_difference,gt_relative_temporal_error_consistency
unseen,CREStereo,dataset_3_keyframe_2,gt_disparity_4_to_8px,sequence,0.5,804496.0619344711,801676.881043911,699059.0671200752,105436.9948143959,102617.81392383575,225818.5543255806,208054.80873823166,6137628,3050960,3086391,277,33522,2436,0,31605,1392,0,26023,1199,0,1596,1596,0.13107605445205722,0.13061672702286795,0.11389726896450472,0.0171787854875525,0.13105967798134988,0.49709105863046765,0.5028638099278744,4.5131441657917356e-05,0.03455862902640346,0.03324848145417601,0.005461719087569335,0.0003968959995620458,0.0,0.005149383442593784,0.00022679771403545475,0.0,0.004239911574960229,0.00019535234132795275,0.0,0.036792479818845425,0.03389824354591573
unseen,CREStereo,dataset_3_keyframe_2,gt_disparity_ge_8px,sequence,0.5,672606.3723220825,705952.5462284088,580886.3301296234,91720.0421924591,125066.2160987854,240213.61342525482,216786.2582912445,7483532,3362939,4118640,1953,13629,283,0,12456,164,0,11742,133,0,1596,1596,0.08987819819866909,0.0943341387767713,0.07762194778209319,0.012256250416575895,0.1363651103628531,0.4493785821988868,0.5503604447739383,0.00026097302717486876,0.027273775168820815,0.030365901389484248,0.0018211988670590305,3.781636799308134e-05,0.0,0.001664454698663679,2.1914785692103673e-05,0.0,0.001569045204857813,1.777235668932798e-05,0.0,0.032098962552074985,0.028968441411254004
unseen,CREStereo,dataset_3_keyframe_2,motion_high_ge_1px,sequence,0.5,101431.68835735321,106883.74557733536,83739.07423305511,17692.614124298096,23144.671344280243,46314.37289190292,40837.28546857834,965966,437602,528164,200,1300,50,0,1124,13,0,927,11,0,403,1596,0.10500544362571064,0.11064959385458221,0.08668946343148218,0.018315980194228462,0.17442886351221304,0.4530200855930747,0.5467728677820959,0.00020704662482944535,0.04043083469522099,0.04382099375247128,0.0013458030613913948,5.176165620736134e-05,0.0,0.0011636020315414829,1.3458030613913947e-05,0.0,0.0009596611060844792,1.1387564365619494e-05,0.0,0.04794617294180429,0.0422761106173285
unseen,CREStereo,dataset_3_keyframe_2,motion_low_lt_1px,sequence,0.5,1375686.296617508,1400760.7855911255,1196220.9469542503,179465.3496632576,204539.83863687515,419719.2015981674,384005.18830013275,12655228,5976320,6676878,2030,45851,2669,0,42937,1543,0,36838,1321,0,1582,1596,0.10870497920839577,0.1106863333944774,0.09452385582893097,0.014181123379464797,0.13045514090277777,0.47224119549643834,0.527598396488787,0.0001604080147746054,0.030029407672825015,0.030634053615608246,0.0036230876282908535,0.00021090098100168562,0.0,0.003392827059299129,0.00012192589497399809,0.0,0.0029108918464369033,0.00010438373769322844,0.0,0.033165676793667206,0.030343600945011245
unseen,CREStereo,dataset_3_keyframe_2,non_boundary,sequence,0.5,337807.8573627472,354591.5149464607,291330.6170477867,46477.24031496048,63260.89789867401,119656.85904741287,109738.13821363449,4183191,1871652,2310564,975,2451,191,0,2144,41,0,1348,29,0,1596,1596,0.08075362979188548,0.0847657960027311,0.06964315448369121,0.01111047530819427,0.1375848409146149,0.44742207563556147,0.552344848705211,0.00023307565922760877,0.024832201880990952,0.027378985346726604,0.0005859163495044811,4.565892401279311e-05,0.0,0.0005125273983425571,9.801130285468677e-06,0.0,0.00032224203962955553,6.932506787282723e-06,0.0,0.028604206465211095,0.02623311682723416
unseen,CREStereo,dataset_3_keyframe_2,raw_error_high_gt_3px,sequence,0.5,9470.214887619019,7822.595094203949,7773.481806755066,1696.7330808639526,49.11328744888306,1759.929193019867,1745.8463683128357,2719,2328,391,0,2719,2719,0,2614,1332,0,2614,1332,0,643,1596,3.482977156167348,2.877011803679275,2.8589488071920064,0.6240283489753415,0.17916521441157526,0.8561971312982715,0.14380286870172856,0.0,0.7288372340480896,0.1256094308155577,1.0,1.0,0.0,0.9613828613460831,0.48988598749540274,0.0,0.9613828613460831,0.48988598749540274,0.0,0.6472707587421357,0.6420913454626097
unseen,CREStereo,dataset_3_keyframe_2,raw_error_low_le_1px,sequence,0.5,1395918.4447655678,1437574.7857494354,1211702.840836525,184215.60392904282,225871.94491291046,450779.0679183006,410087.5488419533,13574043,6379637,7192176,2230,0,0,0,6296,49,0,0,0,0,1596,1596,0.10283733776042758,0.1059061611746357,0.0892661707964624,0.013571166963965181,0.13196731128513758,0.46998797631626776,0.5298477395423015,0.00016428414143081763,0.0288755620310439,0.03140523047724506,0.0,0.0,0.0,0.00046382643697238913,3.609830910363257e-06,0.0,0.0,0.0,0.0,0.03320890230849428,0.03021115734213847
unseen,CREStereo,dataset_3_keyframe_2,raw_error_mid_1_to_3px,sequence,0.5,71729.32532167435,62247.15032482147,60483.69854402542,11245.626777648926,1763.451780796051,13494.577378749847,13009.078558444977,44432,31957,12475,0,44432,0,0,35151,175,0,35151,0,0,1596,1596,1.6143618410531677,1.4009531491902565,1.361264371264526,0.25309746978864167,0.15677864983697054,0.7192338854879367,0.2807661145120634,0.0,0.35189870068056844,0.1413588601840522,1.0,0.0,0.0,0.7911190133237307,0.00393860280878646,0.0,0.7911190133237307,0.0,0.0,0.3037130306704593,0.292786247714372
unseen,CREStereo,dataset_3_keyframe_3,all,sequence,0.5,465746.86075639725,463668.14143514633,391886.70274448395,73860.1580119133,71781.43869066238,163213.08303165436,145641.59670257568,2747846,1370355,1377436,55,46182,3570,0,44628,2499,0,38534,2172,0,447,447,0.16949525583180325,0.1687387653584467,0.14261596273753477,0.02687929309426848,0.1585843389088238,0.4987015283971518,0.5012784559251137,2.0015677734487303e-05,0.053898557681705324,0.05211235853474309,0.016806618711528956,0.0012991994456749032,0.0,0.01624108483517635,0.0009094396119724322,0.0,0.01402334774219516,0.0007904373098055713,0.0,0.05939673585479476,0.05300209571518043
unseen,CREStereo,dataset_3_keyframe_3,boundary,sequence,0.5,418586.80249500275,416777.7772612572,357275.6544446945,61311.14805030823,59502.12281656265,133639.93952703476,120813.27086687088,2262376,1130447,1131878,51,43905,3320,0,42386,2469,0,37006,2156,0,447,447,0.18502088180523607,0.18422126881705655,0.15792054656020685,0.027100335245029222,0.1464717656764637,0.49967246823693323,0.5003049890911149,2.2542671951965544e-05,0.0542361986455873,0.05256937833985876,0.019406588471589162,0.001467483742755404,0.0,0.018735170457961012,0.0010913305303804496,0.0,0.01635713957361641,0.0009529804064399551,0.0,0.0590706140478129,0.05340105750187894
unseen,CREStereo,dataset_3_keyframe_3,fb_consistent,sequence,0.5,465745.8936276436,463667.5312228203,391886.2537841797,73859.6398434639,71781.2774386406,163212.28599643707,145640.9172821045,2747830,1370344,1377431,55,46182,3570,0,44628,2499,0,38534,2172,0,447,447,0.16949589080388655,0.16873952581594215,0.14261662977119388,0.02687926103269267,0.15858355565559426,0.49870042906584466,0.501279555139874,2.001579428130561e-05,0.05389861220501122,0.05211243063256206,0.01680671657271374,0.0012992070106229278,0.0,0.016241179403383762,0.0009094449074360495,0.0,0.014023429397015098,0.000790441912345378,0.0,0.05939679164884184,0.05300215707744092
unseen,CREStereo,dataset_3_keyframe_3,fb_inconsistent_occlusion_like,sequence,0.5,0.9671287536621094,0.6102123260498047,0.4489603042602539,0.5181684494018555,0.16125202178955078,0.7970352172851562,0.6794204711914062,16,11,5,0,0,0,0,0,0,0,0,0,0,3,447,0.060445547103881836,0.03813827037811279,0.02806001901626587,0.03238552808761597,0.5357802127584045,0.6875,0.3125,0.0,0.04710622267289595,0.032250404357910156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049814701080322266,0.04246377944946289
unseen,CREStereo,dataset_3_keyframe_3,gt_disparity_0_to_2px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
unseen,CREStereo,dataset_3_keyframe_3,gt_disparity_2_to_4px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
unseen,CREStereo,dataset_3_keyframe_3,gt_disparity_4_to_8px,sequence,0.5,302069.44912576675,300550.0149760246,246649.2445282936,55420.204597473145,53900.77044773102,122789.44630908966,109320.97504520416,1672467,829368,843066,33,38936,2979,0,37710,1905,0,31862,1621,0,447,447,0.18061309976565562,0.17970460103309938,0.14747629969876452,0.0331368000668911,0.18346842011950346,0.49589498626878736,0.5040852824001909,1.9731331021778007e-05,0.06682221233212897,0.06393422394893285,0.023280578929210562,0.0017812010640568692,0.0,0.022547530085795416,0.0011390359271662759,0.0,0.019050899061087603,0.0009692268965546106,0.0,0.07341815791228745,0.06536510140122595
unseen,CREStereo,dataset_3_keyframe_3,gt_disparity_ge_8px,sequence,0.5,163677.4116306305,163118.1264591217,145237.45821619034,18439.953414440155,17880.668242931366,40423.6367225647,36320.62165737152,1075379,540987,534370,22,7246,591,0,6918,594,0,6672,551,0,447,447,0.15220439643198397,0.1516843145152748,0.13505699685058972,0.017147399581394246,0.11266034348131958,0.5030663607900099,0.49691318130631157,2.0457903678610052e-05,0.03408576068267843,0.033461212723265465,0.00673808954796402,0.0005495736851844792,0.0,0.0064330808022101975,0.0005523633993224714,0.0,0.006204324242894831,0.0005123774966779154,0.0,0.03759013029133421,0.033774717246079305
unseen,CREStereo,dataset_3_keyframe_3,motion_high_ge_1px,sequence,0.5,22442.918999671936,22601.631757736206,19112.694669246674,3330.2243304252625,3488.9370884895325,7586.981992721558,6819.161418914795,138041,71245,66796,0,1312,39,0,1287,23,0,1107,18,0,112,447,0.16258154461118027,0.16373129546827542,0.13845665178640168,0.024124892824778588,0.14838641669000105,0.5161147774936432,0.4838852225063568,0.0,0.046743270831991895,0.05223272484115116,0.00950442259908288,0.00028252475713737226,0.0,0.009323316985533283,0.0001666171644656298,0.0,0.008019356567976182,0.00013039604175571026,0.0,0.05496180115126345,0.04939953650665233
unseen,CREStereo,dataset_3_keyframe_3,motion_low_lt_1px,sequence,0.5,443303.9417567253,441066.5096774101,372774.0080752373,70529.93368148804,68292.50160217285,155626.1010389328,138822.4352836609,2609805,1299110,1310640,55,44870,3531,0,43341,2476,0,37427,2154,0,444,447,0.1698609443068449,0.16900362658413565,0.14283596210262348,0.02702498220422142,0.15910062383382378,0.4977804855152013,0.5021984401133418,2.10743714568713e-05,0.05429096356851078,0.052106224136431706,0.01719285540490573,0.0013529746475311373,0.0,0.016606987878404707,0.0009487298859493334,0.0,0.014340918191205856,0.000825349020329105,0.0,0.05963131384871007,0.05319264668573356
unseen,CREStereo,dataset_3_keyframe_3,non_boundary,sequence,0.5,47160.0582613945,46890.36417388916,34611.04829978943,12549.009961605072,12279.315874099731,29573.1435046196,24828.325835704803,485470,239908,245558,4,2277,250,0,2242,30,0,1528,16,0,447,447,0.09714309485940326,0.09658756292642008,0.07129389725377351,0.025849197605629745,0.26609403008048793,0.4941767771437988,0.5058149834181309,8.239438070323604e-06,0.05230759275057552,0.05000576594572252,0.0046903001215317115,0.0005149648793952253,0.0,0.00461820503841638,6.179578552742703e-05,0.0,0.0031474653428636167,3.295775228129442e-05,0.0,0.060916521112776484,0.051142863278276315
unseen,CREStereo,dataset_3_keyframe_3,raw_error_high_gt_3px,sequence,0.5,12516.800087451935,10611.06460571289,10539.039539337158,1977.7605481147766,72.02506637573242,2060.3539633750916,2049.785614490509,3570,2928,642,0,3570,3570,0,3429,2172,0,3429,2172,0,381,447,3.506106467073371,2.97228700440137,2.9521119157807165,0.5539945512926545,0.15800847934748732,0.8201680672268907,0.17983193277310924,0.0,0.6754646680719866,0.11218857690924053,1.0,1.0,0.0,0.9605042016806723,0.6084033613445378,0.0,0.9605042016806723,0.6084033613445378,0.0,0.5771299617297175,0.5741696399133078
unseen,CREStereo,dataset_3_keyframe_3,raw_error_low_le_1px,sequence,0.5,384135.1903614998,390405.7546596527,320812.61570358276,63322.57465791702,69593.13895606995,150360.45914888382,132915.71361398697,2701664,1338658,1362951,55,0,0,0,6094,63,0,0,0,0,447,447,0.14218466484414782,0.14450566564149084,0.1187463043900288,0.023438360454119025,0.16484450330709294,0.4954938882111173,0.5044857539649639,2.0357823918888507e-05,0.04730302635767838,0.051060631641247516,0.0,0.0,0.0,0.0022556468902128466,2.3318961943454107e-05,0.0,0.0,0.0,0.0,0.055654759122112825,0.049197721705581066
unseen,CREStereo,dataset_3_keyframe_3,raw_error_mid_1_to_3px,sequence,0.5,69094.87030744553,62651.32216978073,60535.047501564026,8559.8228058815,2116.2746682167053,10792.269919395447,10676.097474098206,42612,28769,13843,0,42612,0,0,35105,264,0,35105,0,0,447,447,1.621488555041902,1.470274152111629,1.4206103328068156,0.20087822223508645,0.12388506943849222,0.6751384586501455,0.3248615413498545,0.0,0.2975363344531093,0.15287688132750887,1.0,0.0,0.0,0.8238289683657186,0.006195437904815545,0.0,0.8238289683657186,0.0,0.0,0.2532683262788756,0.2505420415398997
unseen,CREStereo,dataset_3_keyframe_4,all,sequence,0.5,917538.3219556808,921955.2888350487,744350.887812376,173187.43414330482,177604.40102267265,397077.40622758865,350791.8351659775,6912892,3467203,3433674,12015,75717,7482,2678,75770,7125,2556,53939,4503,1789,833,833,0.13272857755562806,0.13336752387207101,0.10767575825173835,0.02505281930388971,0.18875226243865822,0.5015560781218628,0.4967058649259962,0.0017380569521410142,0.049950185825088644,0.05172430493479365,0.010953013586788279,0.0010823256026566016,0.00038739213631574165,0.010960680421450241,0.0010306829616316875,0.0003697439508674517,0.00780266782701075,0.0006513916317512265,0.0002587918341556616,0.05744012870844629,0.050744584924222375
unseen,CREStereo,dataset_3_keyframe_4,boundary,sequence,0.5,676937.2347311974,683863.7854454517,549932.9533684254,127004.28136277199,133930.83207702637,297399.2387521267,260935.11343979836,4379264,2169487,2200592,9185,65034,7461,2678,64565,7066,2556,46587,4503,1789,833,833,0.15457785480190217,0.15615952485290946,0.12557657025665167,0.0290012845452505,0.1876160371252197,0.4953999119486745,0.5025027036506591,0.0020973844006664136,0.058541158053849594,0.060861273728626826,0.014850440621985796,0.0017037109432087218,0.0006115182825241867,0.01474334500043843,0.0016135131382807705,0.0005836597199894777,0.010638088957413848,0.0010282549761786454,0.0004085161342179873,0.06791078107009002,0.05958423914150834
unseen,CREStereo,dataset_3_keyframe_4,fb_consistent,sequence,0.5,917026.2841439247,921444.2285242081,743902.0376884937,173124.24645543098,177542.19083571434,396910.22346735,350666.4372911453,6912465,3467023,3433427,12015,75570,7426,2660,75607,7079,2540,53814,4458,1774,833,833,0.13266270196578567,0.13330182916285407,0.10761747620978822,0.02504522575599745,0.18878875060494946,0.5015610205621295,0.49670081512166786,0.001738164316202686,0.04993455378156735,0.05170990699255127,0.010932424250972699,0.0010742911537345939,0.0003848120749978481,0.010937776900136203,0.0010240919845525439,0.00036745213176486247,0.007785066542832405,0.000644921891105416,0.0002566378274609709,0.05741949123320697,0.05072957870906331
unseen,CREStereo,dataset_3_keyframe_4,fb_inconsistent_occlusion_like,sequence,0.5,512.037811756134,511.0603108406067,448.8501238822937,63.18768787384033,62.21018695831299,167.18276023864746,125.39787483215332,427,180,247,0,147,56,18,163,46,16,125,45,15,12,833,1.1991517839722108,1.1968625546618423,1.0511712503098214,0.1479805336623894,0.12340433933409276,0.4215456674473068,0.5784543325526932,0.0,0.35104271041022406,0.2518631050943846,0.3442622950819672,0.13114754098360656,0.04215456674473068,0.38173302107728335,0.10772833723653395,0.03747072599531616,0.2927400468384075,0.1053864168618267,0.0351288056206089,0.3915287125026873,0.2936718380144106
unseen,CREStereo,dataset_3_keyframe_4,gt_disparity_0_to_2px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
unseen,CREStereo,dataset_3_keyframe_4,gt_disparity_2_to_4px,sequence,0.5,2.9035377502441406,3.3342983722686768,1.3504085540771484,1.5531291961669922,1.9838898181915283,4.042828798294067,3.5370190143585205,24,11,13,0,0,0,0,0,0,0,0,0,0,15,833,0.12098073959350586,0.1389290988445282,0.05626702308654785,0.06471371650695801,0.5349092485663047,0.4583333333333333,0.5416666666666666,0.0,0.14119356328790839,0.15260690909165603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16845119992891947,0.14737579226493835
unseen,CREStereo,dataset_3_keyframe_4,gt_disparity_4_to_8px,sequence,0.5,220182.704955101,221276.30503582954,166399.24499678612,53783.459958314896,54877.06003904343,123116.05996155739,108660.51999735832,961579,468386,493183,10,52222,5598,2642,52412,5461,2537,36751,3528,1786,655,833,0.22898035934135522,0.23011765547690782,0.17304791909638845,0.05593244024496677,0.24426741405180877,0.4871009038258947,0.5128886966125508,1.0399561554484863e-05,0.11482721507114836,0.1112711915030393,0.05430859034983085,0.005821674558200626,0.0027475641626949006,0.054506182019366065,0.005679200564904184,0.0026383687663728097,0.03821942866888732,0.0036689653164222596,0.0018573616936309965,0.12803530439158653,0.11300217662548613
unseen,CREStereo,dataset_3_keyframe_4,gt_disparity_ge_8px,sequence,0.5,697352.7134628296,700675.6495008469,577950.2924070358,119402.42105579376,122725.35709381104,273957.303437233,242127.7781496048,5951289,2998806,2940478,12005,23495,1884,36,23358,1664,19,17188,975,3,833,833,0.11717675170250169,0.11773510738612204,0.09711346439519838,0.020063287307303307,0.17122242267170615,0.503891845951356,0.4940909439954941,0.00201721005314983,0.03981665404690859,0.04173653300375348,0.003947884231466494,0.00031657007414696213,6.049109697075709e-06,0.003924864008452622,0.00027960329266483276,3.192585673456624e-06,0.0028881138187038134,0.00016383005429580045,5.040924747563091e-07,0.04603327168907996,0.04068493029822696
unseen,CREStereo,dataset_3_keyframe_4,motion_high_ge_1px,sequence,0.5,163847.95851039886,170607.7272362709,128989.46709680557,34858.49141359329,41618.26013946533,86776.1780667305,76476.75155305862,1030354,459301,569981,1072,17016,3164,1367,16614,2438,1103,11872,2046,956,256,833,0.15902103404305595,0.16558166148359776,0.12518946604449108,0.033831567998564877,0.21274901274635635,0.4457700945500284,0.553189486331882,0.001040419118089511,0.0758946560394889,0.07301692537025854,0.01651471241922679,0.003070789262719415,0.0013267284836085461,0.016124555249943225,0.0023661770614759586,0.001070505864974562,0.011522253516752495,0.0019857252944133763,0.0009278364523260937,0.08421977113373705,0.07422376343767154
unseen,CREStereo,dataset_3_keyframe_4,motion_low_lt_1px,sequence,0.5,753690.363445282,751347.5615987778,615361.4207155704,138328.94272971153,135986.14088320732,310301.22816085815,274315.08361291885,5882538,3007902,2863693,10943,58701,4318,1311,59156,4687,1453,42067,2457,833,798,833,0.12812333102570386,0.12772506724117683,0.1046081505492307,0.023515180476473163,0.1835355066732974,0.5113272536446003,0.4868124948789111,0.0018602514764885496,0.04598851383113929,0.04748628462730024,0.00997885606518819,0.0007340369071988995,0.00022286298873037453,0.010056203631833743,0.0007967649337751834,0.0002470022293098659,0.007151165024348334,0.000417676859885988,0.00014160554508955148,0.05274954928652533,0.04663209716841929
unseen,CREStereo,dataset_3_keyframe_4,non_boundary,sequence,0.5,240601.0872244835,238091.50338959694,194417.93444395065,46183.15278053284,43673.568945646286,99678.16747546196,89856.72172617912,2533628,1297716,1233082,2830,10683,21,0,11205,59,0,7352,0,0,832,833,0.09496306767389825,0.09397255768786773,0.07673499599939322,0.018228071674505034,0.1919490610507651,0.5121967392213853,0.48668628543732545,0.00111697534128925,0.03558802756576388,0.03541821950660726,0.0042164832406335895,8.28850959967288e-06,0.0,0.0044225119078254585,2.3286765065747615e-05,0.0,0.0029017677417521436,0.0,0.0,0.03934206895229369,0.03546563336297954
unseen,CREStereo,dataset_3_keyframe_4,raw_error_high_gt_3px,sequence,0.5,34120.86669778824,26341.15544986725,25592.03350019455,8528.833197593689,749.121949672699,9851.389137744904,9277.955147266388,7482,5763,1719,0,7482,7482,2678,6418,4503,2030,6418,4503,1789,154,833,4.560393838250232,3.520603508402466,3.420480286045783,1.1399135522044492,0.2499594536426749,0.7702485966319166,0.2297514033680834,0.0,1.479929411347161,0.43578938317201804,1.0,1.0,0.35792568831863136,0.8577920342154504,0.6018444266238974,0.2713178294573643,0.8577920342154504,0.6018444266238974,0.23910719059075114,1.3166785802920213,1.2400367745611318
unseen,CREStereo,dataset_3_keyframe_4,raw_error_low_le_1px,sequence,0.5,777753.8653578758,804415.740000248,635411.4410455227,142342.42431235313,169004.29895472527,354147.89887332916,311346.7232670784,6837175,3417289,3407871,12015,0,0,0,21831,1454,490,0,0,0,833,833,0.11375368706488803,0.1176532325120021,0.092934792665907,0.020818894398981033,0.1830173151847412,0.49981008238051533,0.4984326128847075,0.0017573047347771557,0.04165361030698695,0.049592340483171245,0.0,0.0,0.0,0.00319298540698461,0.00021266093086691506,7.166702622062474e-05,0.0,0.0,0.0,0.051797401539865395,0.04553733424507613
unseen,CREStereo,dataset_3_keyframe_4,raw_error_mid_1_to_3px,sequence,0.5,105663.58990001678,91198.39338493347,83347.41326665878,22316.176633358,7850.980118274689,33078.11821651459,30167.15675163269,68235,44151,24084,0,68235,0,0,47521,1168,36,47521,0,0,720,833,1.5485248025209466,1.336533939839283,1.2214759766492091,0.32704882587173745,0.2112002502893805,0.6470433062211475,0.35295669377885247,0.0,0.5054512159035582,0.325983230288768,1.0,0.0,0.0,0.696431450135561,0.01711731516084121,0.0005275884809848319,0.696431450135561,0.0,0.0,0.48476761510243405,0.4421067890618112
unseen,CREStereo,dataset_6_keyframe_1,all,sequence,0.5,158004.31943702698,152429.5882077217,122221.99516677856,35782.32427024841,30207.593040943146,74214.8687119484,65989.91731119156,1334001,689430,643172,1399,9497,138,9,8964,136,9,7218,108,9,636,636,0.11844392878043343,0.11426497297057626,0.09162061735094544,0.02682331142948799,0.22646421564765856,0.5168137055369524,0.48213756961201676,0.0010487248510308463,0.0519013159715249,0.04696658598468706,0.00711918506807716,0.00010344819831469392,6.746621629219168e-06,0.006719635142702292,0.00010194894906375633,6.746621629219168e-06,0.005410790546633773,8.095945955063002e-05,6.746621629219168e-06,0.05563329316241022,0.04946766704911882
unseen,CREStereo,dataset_6_keyframe_1,boundary,sequence,0.5,139787.5309867859,133890.7801065445,108921.12492990494,30866.40605688095,24969.655176639557,62021.76338291168,55836.06123352051,990470,520345,468894,1231,9496,138,9,8964,136,9,7218,108,9,636,636,0.14113252393993345,0.1351790363226998,0.1099691307459135,0.03116339319401995,0.22080943728664,0.525351600755197,0.4734055549385645,0.0012428443062384525,0.05931911723352958,0.05325223862245957,0.009587367613355276,0.0001393277938756348,9.086595252758792e-06,0.009050248871747756,0.00013730855048613285,9.086595252758792e-06,0.0072874493927125505,0.0001090391430331055,9.086595252758792e-06,0.06261851785809937,0.05637329877080629
unseen,CREStereo,dataset_6_keyframe_1,fb_consistent,sequence,0.5,157281.23837518692,151762.11861085892,121648.4755191803,35632.76285600662,30113.64309167862,73948.93848609924,65746.40594768524,1332271,688365,642507,1399,9352,136,9,8838,129,9,7109,106,9,636,636,0.11805498909395079,0.11391234862190869,0.09130910717052333,0.02674588192342746,0.2265544398309375,0.5166854191076741,0.4822644942357824,0.0010500866565436012,0.05176434428828691,0.046868972776450094,0.007019592860611692,0.00010208133330230862,6.75538235088807e-06,0.0066337854685720845,9.682714702939567e-05,6.75538235088807e-06,0.005336001459162588,7.956339213268171e-05,6.75538235088807e-06,0.055505928212878045,0.049349123374812814
unseen,CREStereo,dataset_6_keyframe_1,fb_inconsistent_occlusion_like,sequence,0.5,723.0810618400574,667.469596862793,573.5196475982666,149.56141424179077,93.94994926452637,265.9302258491516,243.51136350631714,1730,1065,665,0,145,2,0,126,7,0,109,2,0,136,636,0.4179659316994551,0.3858205762212676,0.3315142471666281,0.08645168453282703,0.20683906982876168,0.615606936416185,0.38439306358381503,0.0,0.14043325280919322,0.14127811919477648,0.0838150289017341,0.0011560693641618498,0.0,0.07283236994219654,0.004046242774566474,0.0,0.0630057803468208,0.0011560693641618498,0.0,0.1537168935544229,0.14075801358746656
unseen,CREStereo,dataset_6_keyframe_1,gt_disparity_0_to_2px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
unseen,CREStereo,dataset_6_keyframe_1,gt_disparity_2_to_4px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
unseen,CREStereo,dataset_6_keyframe_1,gt_disparity_4_to_8px,sequence,0.5,54111.539752960205,51239.275095939636,40426.110934734344,13685.42881822586,10813.164161205292,28293.505701065063,24498.592979431152,529523,279967,249387,169,5215,28,0,4860,26,0,4034,10,0,381,636,0.10218921511050551,0.09676496600891678,0.07634439096079744,0.025844824149708068,0.25291146547862176,0.5287154665614147,0.4709653782744092,0.00031915516417606034,0.048882292621008405,0.04335897284624015,0.009848486279160679,5.287777868005733e-05,0.0,0.00917807158518138,4.910079448862467e-05,0.0,0.007618177114119689,1.8884920957163335e-05,0.0,0.053432061876566385,0.04626539919782739
unseen,CREStereo,dataset_6_keyframe_1,gt_disparity_ge_8px,sequence,0.5,103892.77968406677,101190.31311178207,81795.88423204422,22096.895452022552,19394.428879737854,45921.36301088333,41491.32433176041,804478,409463,393785,1230,4282,110,9,4104,110,9,3184,98,9,636,636,0.12914309612452643,0.1257838164769976,0.10167572541703343,0.027467370707493,0.21268942383886744,0.5089797359281423,0.48949132232329534,0.001528941748562422,0.0539655486625716,0.04925131449836295,0.005322706152312431,0.0001367346279202166,1.118737864801772e-05,0.005101444663496081,0.0001367346279202166,1.118737864801772e-05,0.0039578459572542695,0.00012181812305619297,1.118737864801772e-05,0.057082186226202994,0.05157546176745716
unseen,CREStereo,dataset_6_keyframe_1,motion_high_ge_1px,sequence,0.5,54237.879187107086,50045.80045413971,42506.613855838776,11731.26533126831,7539.186598300934,20424.258992671967,19270.451929569244,240674,139239,101103,332,4866,20,0,4563,21,0,3710,8,0,488,636,0.22535828210403736,0.20794020315505501,0.17661489756200827,0.04874338454202909,0.21629284749129635,0.5785377730872466,0.42008276756109925,0.0013794593516541047,0.08425272611314581,0.07456936587738182,0.020218220497436365,8.309996094301835e-05,0.0,0.01895925608914964,8.725495899016927e-05,0.0,0.015415042754929905,3.323998437720734e-05,0.0,0.08486275622905659,0.08006869013507585
