role,backbone,sequence,coverage_threshold,raw_error_sum,memory_error_sum,oracle_error_sum,helpful_sum,harmful_sum,temporal_difference_sum,gt_relative_temporal_consistency_sum,valid_pixel_count,memory_better_count,memory_worse_count,tie_count,raw_bad1_count,raw_bad3_count,raw_bad5_count,memory_bad1_count,memory_bad3_count,memory_bad5_count,oracle_bad1_count,oracle_bad3_count,oracle_bad5_count,valid_causal_pair_count,causal_pair_count,raw_epe,memory_epe,oracle_epe,oracle_epe_gain,relative_oracle_gain,memory_better_fraction,memory_worse_fraction,tie_fraction,mean_helpful_magnitude,mean_harmful_magnitude,raw_bad1,raw_bad3,raw_bad5,memory_bad1,memory_bad3,memory_bad5,oracle_bad1,oracle_bad3,oracle_bad5,flow_warped_raw_temporal_difference,gt_relative_temporal_error_consistency,frame_count,mean_frame_oracle_gain
seen,RAFT-Stereo,dataset_6_keyframe_2,0.5,709523.9582252502,678422.9485549927,588304.3874578476,121219.57076740265,90118.56109714508,226180.4249572754,211338.13186454773,3151785,1700681,1448012,3092,73799,1156,182,64334,960,171,45973,451,87,973,1086,0.22511813408124293,0.21525038939997262,0.18665752500816127,0.03846060907308166,0.1708463391012365,0.5395929608142688,0.4594260078019281,0.0009810313838031464,0.07127707710464376,0.06223605957488272,0.02341498547648396,0.00036677628708811036,5.774505557961599e-05,0.020411925305818767,0.00030458930415621624,5.4254969802826016e-05,0.014586337583305967,0.0001430935168483891,2.7603405689157096e-05,0.0717626440119727,0.06705347346489299,1086,nan
seen,RAFT-Stereo,dataset_6_keyframe_3,0.5,1962175.4802780151,1923101.9384622574,1668710.3045749664,293465.1757030487,254391.63388729095,583577.7766494751,547856.8095903397,7476064,3947638,3520926,7500,151544,2279,327,145631,2030,286,90631,912,35,1569,1572,0.2624610330085477,0.25723454727812084,0.2232070651849645,0.039253967823583175,0.14956112674564065,0.5280369456441251,0.47095985267113816,0.0010032016847367814,0.07433943429033987,0.072251343506592,0.02027055948156677,0.00030483955193534996,4.3739593454523664e-05,0.019479635273320292,0.0002715332560020888,3.825542424462926e-05,0.012122822918583897,0.0001219893248639926,4.68160786210498e-06,0.07805949449462646,0.07328144991673957,1572,nan
seen,RAFT-Stereo,dataset_6_keyframe_4,0.5,1834586.491446972,1816422.4593410492,1587412.3253054619,247174.16614151,229010.1340355873,527911.2101426125,476184.3001770973,6613166,3375751,3229651,7764,301108,56287,16068,292529,54067,15380,252882,49521,14356,1198,1359,0.2774142508213119,0.27466760388912803,0.24003817918761783,0.03737607163369405,0.13473017886802338,0.5104591356091772,0.488366842749751,0.001174021641071765,0.07322049705132577,0.07090863193440632,0.04553159560791306,0.008511354470763323,0.0024296985740264194,0.04423433496149953,0.008175660493022555,0.002325663683627479,0.038239173188757095,0.007488243906171416,0.0021708210560569628,0.07982730361563772,0.07200549633520424,1359,nan
seen,RAFT-Stereo,dataset_7_keyframe_1,0.5,428626.9454932213,422082.8423266411,353141.0619645119,75485.88352870941,68941.78036212921,165123.97007656097,144427.66389083862,2987068,1554752,1432163,153,38320,8856,2540,37102,8433,1989,34416,8049,1869,646,646,0.14349420418056144,0.1413033925999144,0.11822330859709651,0.02527089558346493,0.17611091491657802,0.5204943442867722,0.4794544349174508,5.122079577699604e-05,0.04855171984259188,0.04813822194968674,0.012828633295258093,0.0029647801790920057,0.0008503321651867316,0.012420875587700046,0.0028231697437085465,0.0006658703451009485,0.011521666061837226,0.002694615589601576,0.0006256971719425203,0.05527961535410676,0.04835097958628281,646,0.0256715869466525
seen,RAFT-Stereo,dataset_7_keyframe_2,0.5,47990.02904987335,45681.92518949509,38032.58055925369,9957.44849061966,7649.344630241394,20009.844497203827,17606.793120861053,254507,136247,118244,16,3332,2195,1671,3133,2160,1533,2863,2153,1529,344,627,0.1885607431224813,0.1794918221875826,0.1494362848929644,0.039124458229516906,0.2074899450523658,0.5353369455457021,0.46460018781408763,6.286664021028891e-05,0.0730837999414274,0.0646911862778779,0.013091977823792665,0.00862451720384901,0.0065656347369620486,0.012310073986177197,0.008486996428389003,0.006023409965148306,0.011249199432628572,0.008459492273297002,0.006007693305095734,0.0786219809168464,0.0691799955241351,627,nan
seen,RAFT-Stereo,dataset_7_keyframe_3,0.5,3159203.024011135,3154621.8974728584,2811518.2139263153,347684.8100848198,343103.6835465431,808180.8075137138,690788.4936313629,2672683,1427693,1244417,573,407382,292236,182038,408239,291453,182154,379570,271895,166253,583,583,1.1820343168311152,1.18032026150234,1.0519460085338648,0.13008830829725038,0.11005459523882583,0.534179698826984,0.4656059098666022,0.00021439130641381712,0.24352911311102582,0.2757143976227769,0.15242436158721404,0.10934181120619244,0.06811058400865348,0.15274501315719075,0.1090488471696793,0.0681539860881369,0.14201833887520518,0.10173110690643072,0.06220453379618907,0.3023855831438722,0.2584625612657255,583,0.1268131533510682
seen,RAFT-Stereo,dataset_7_keyframe_4,0.5,1293756.382768631,1273194.5484924316,1141607.8630599976,152148.51970863342,131586.68543243408,311223.8168001175,283735.2051410675,3652263,1957944,1693673,646,237670,37586,8619,233239,36591,8184,207655,31941,6814,1913,2196,0.35423417830770426,0.34860428958495915,0.31257548075261765,0.04165869755508661,0.11760214035275819,0.536090637503378,0.4637324858587676,0.0001768766378543933,0.07770831020122813,0.07769308800012403,0.06507472216540813,0.01029115373126196,0.0023599067208467735,0.06386150175932018,0.010018719900510998,0.0022408024832822828,0.056856529773458266,0.008745536671373337,0.0018656925856653805,0.08521396646411211,0.07768750638742815,2196,nan
seen,S2M2-S,dataset_1_keyframe_2,0.5,434731.26952028275,444777.4601211548,398912.1411523819,35819.12836790085,45865.31896877289,85667.49331140518,81684.44733667374,4283664,1957674,2320919,5071,810,211,4,826,199,3,760,192,3,279,279,0.10148584705062833,0.10383108015034671,0.09312405014781315,0.008361796902815175,0.08239372430565337,0.4570092332171711,0.5418069671197367,0.0011837996630921566,0.01829677891615297,0.019761706017647703,0.00018909046087648332,4.925689783325676e-05,9.337800537110287e-07,0.0001928255810913274,4.645555767212368e-05,7.003350402832715e-07,0.00017741821020509545,4.4821442578129374e-05,7.003350402832715e-07,0.01999864912640328,0.019068826905348724,279,0.008163102292130537
seen,S2M2-S,dataset_1_keyframe_3,0.5,748163.9251093864,761181.9767661095,695696.5608487129,52467.36426067352,65485.415917396545,124867.16367292404,117952.78017807007,5607664,2650203,2952552,4909,1065,88,11,1025,86,11,896,85,11,470,470,0.13341810870076853,0.13573958367800024,0.12406174136836888,0.009356367332399654,0.07012816643491933,0.47260374373357605,0.5265208471834261,0.0008754090829978401,0.019797488819035192,0.022179259134943785,0.00018991865418470152,1.5692808984275807e-05,1.961601123034476e-06,0.00018278555919184886,1.5336154234633173e-05,1.961601123034476e-06,0.00015978132783989912,1.5157826859811857e-05,1.961601123034476e-06,0.022267233499176135,0.02103420964203099,470,0.01087727469313723
seen,S2M2-S,dataset_2_keyframe_2,0.5,475126.58312129974,470724.77468538284,438444.07841587067,36682.50470542908,32280.696269512177,71861.68301439285,68963.20097494125,2028109,1103147,923303,1659,21018,1030,748,19731,1053,748,18943,993,719,1029,1032,0.23427073353616584,0.23210033320959714,0.21618368559868856,0.018087047937477285,0.07720575107468589,0.543928851950265,0.45525314467812134,0.0008180033716136558,0.03325259888793522,0.03496219146857768,0.010363348321022193,0.0005078622500072728,0.00036881646893732045,0.009728767043585922,0.0005192028633569497,0.00036881646893732045,0.009340227768823076,0.000489618654618662,0.0003545174347138147,0.035432850509707736,0.03400369554838584,1032,nan
seen,S2M2-S,dataset_2_keyframe_3,0.5,1187463.094239235,1202178.3921694756,1070651.7952690125,116811.29897022247,131526.5969004631,267313.9804806709,248337.89587068558,4673151,2270880,2402213,58,82932,1855,0,86985,1838,1,73894,1617,0,1101,1101,0.2541033008005166,0.25725220352808537,0.2291070404677727,0.02499626033274388,0.09837046686916971,0.48594192655020135,0.5140456621239075,1.2411325891245542e-05,0.051438780988085006,0.05475226255975765,0.017746484117461644,0.0003969484401424221,0.0,0.018613779011206786,0.00039331063772602256,2.1398837743526798e-07,0.01581245716220169,0.00034601920631282835,0.0,0.05720208494882167,0.053141423393056546,1101,0.0261433255385554
seen,S2M2-S,dataset_2_keyframe_4,0.5,3668757.767542839,3732706.502781868,3406250.3817596436,262507.3857831955,326456.1210222244,606150.8231973648,588963.5068054199,11119198,5444515,5670850,3833,198244,22401,5548,239925,21841,5594,174302,21185,5306,1860,2113,0.3299480562845305,0.33569925661741684,0.3063395742894086,0.02360848199512189,0.07155211720587658,0.48964997295668267,0.5100053079367775,0.00034471910653987816,0.0482150174594423,0.05756740541933298,0.01782898370907686,0.0020146237165666087,0.0004989568492259963,0.021577545430884495,0.0019642603720160393,0.0005030938382426502,0.015675770860452347,0.001905263311256801,0.00047719268961664323,0.05451389778267864,0.05296816432313013,2113,nan
seen,S2M2-S,dataset_3_keyframe_1,0.5,554502.7419097424,568425.7281615734,508710.4764854908,45792.26542425156,59715.25167608261,111996.71944379807,105507.51710033417,4646996,2121234,2524747,1015,7369,76,0,6822,54,0,6019,50,0,328,328,0.11932498799433922,0.12232111414805896,0.10947082297585167,0.009854165018487543,0.08258257707895202,0.4564742470189344,0.5433073323067203,0.000218420674345319,0.021587559611175172,0.02365197450520096,0.0015857556150252765,1.6354651478073148e-05,0.0,0.0014680451629396712,1.1620410260736183e-05,0.0,0.001295245358506872,1.075963913031128e-05,0.0,0.024100885699879677,0.022704456190694843,328,0.012942550361825698
seen,S2M2-S,dataset_3_keyframe_2,0.5,2189046.3071546555,2192120.149618864,1977287.5360267162,211758.77112793922,214832.61359214783,453661.5153057575,426591.38472008705,13621194,6720619,6897671,2904,55049,3562,2,50958,2634,1,46043,2393,0,1596,1596,0.1607088414682777,0.16093450762237613,0.145162570625359,0.015546270842918708,0.09673562886076423,0.4933942648493223,0.506392537981619,0.00021319716905874773,0.031508819519145366,0.031145674183669796,0.004041422506720042,0.0002615042411113152,1.4683000623880696e-07,0.0037410817289585626,0.00019337511821650876,7.341500311940348e-08,0.0033802469886266943,0.00017568210246473253,0.0,0.0333055615613255,0.031318207839935844,1596,0.015812845083295664
seen,S2M2-S,dataset_3_keyframe_3,0.5,477741.8256011009,475919.5751633644,412494.51323366165,65247.31236743927,63425.06192970276,142513.46595478058,128672.37429714203,2747846,1375945,1371851,50,53145,4631,0,51889,3861,0,45692,3659,0,447,447,0.17386048039122312,0.17319732443643654,0.1501155862568942,0.023744894134328925,0.136574419217627,0.5007358490978024,0.49924595483152984,1.819607066771573e-05,0.04742000033972235,0.04623320020155451,0.01934060351271505,0.001685320065243831,0.0,0.01888351821754203,0.0014051005769610088,0.0,0.016628297218985344,0.0013315884514634372,0.0,0.05186370195228575,0.04682663231387131,447,0.02534552945808727
seen,S2M2-S,dataset_3_keyframe_4,0.5,806045.5320587158,823620.1080281734,679551.5638847351,126493.96817398071,144068.54414343834,303871.2936632633,270562.51231741905,6912892,3352243,3546230,14419,33061,1088,5,32389,837,3,25909,598,2,833,833,0.11660033630768654,0.11914262627394923,0.09830206574683,0.018298270560856547,0.15693154188312822,0.4849262797682938,0.5129879072318793,0.00208581299982699,0.03773412851454406,0.04062583198028282,0.004782513599228803,0.00015738709645688086,7.232862888643421e-07,0.004685303922005436,0.00012107812475589088,4.339717733186053e-07,0.003747924891637248,8.650504014817532e-05,2.893145155457369e-07,0.04395718805722169,0.03913883108797578,833,0.018634345141652246
seen,S2M2-S,dataset_6_keyframe_1,0.5,151156.7167444229,148441.23367452621,122338.68717575073,28818.02956867218,26102.546498775482,63038.79594540596,54920.57606744766,1334001,670728,661534,1739,3641,102,11,3344,107,12,2635,94,10,636,636,0.11331079717663099,0.11127520419739281,0.0917080925544664,0.021602704622164598,0.19065001006470633,0.502794225791435,0.4959021769848748,0.0013035972236902372,0.042965299746949855,0.03945760384012837,0.002729383261331888,7.646171179781725e-05,8.245870880156762e-06,0.0025067447475676553,8.020983492516123e-05,8.995495505625557e-06,0.001975260888110279,7.046471479406687e-05,7.496246254687965e-06,0.04725543380057883,0.041169816265091,636,0.044432725458783566
seen,S2M2-S,dataset_6_keyframe_2,0.5,687431.2899303436,668382.1852149963,526937.7529687881,160493.53696155548,141444.4322462082,345955.7592201233,301937.9692077637,3151785,1656600,1492616,2569,62678,2514,253,58098,2574,255,20419,606,197,973,1086,0.21810856068238907,0.21206465073442393,0.16718708699000348,0.05092147369238559,0.2334684779591835,0.5256069179845706,0.47357798834628634,0.0008150936691430411,0.09688128513917389,0.09476277371152941,0.019886508756149293,0.0007976432402590913,8.027197286616949e-05,0.018433363950904013,0.0008166800717688548,8.090653391649493e-05,0.0064785510432976865,0.0001922719982486115,6.250426345705688e-05,0.10976502496843005,0.09579903743680603,1086,nan
seen,S2M2-S,dataset_6_keyframe_3,0.5,3301013.4609308243,3267408.7756972313,2854625.6137633324,446387.8471674919,412783.1619338989,883831.7650256157,859171.0091013908,7476064,3960747,3507599,7718,680733,166123,78,668154,169285,95,575133,98289,1,1569,1572,0.44154430204594614,0.4370493318004275,0.3818353633360191,0.05970893870992705,0.13522751495888144,0.5297904084288203,0.46917723015747326,0.0010323614137064637,0.11270294395665563,0.11768254065926548,0.09105499899412312,0.022220649796470444,1.0433297521262525e-05,0.08937242912848258,0.02264359962675547,1.270722133999923e-05,0.07692991927302922,0.013147158718812465,1.3376022463157084e-07,0.11822153542634409,0.11492290717433543,1572,nan
seen,S2M2-S,dataset_6_keyframe_4,0.5,3626760.69063282,3606752.3526473045,2846618.6613087654,780142.0293240547,760133.6913385391,1608392.209666729,1540275.7206625938,6613166,3435598,3172205,5363,855795,279943,80374,849273,277941,80521,714995,197516,37863,1198,1359,0.5484151903389118,0.5453896594531733,0.43044718086749456,0.11796800947141728,0.2151071151010878,0.5195088101523536,0.4796802318284465,0.0008109580191998809,0.22707605177440862,0.23962313007467648,0.12940776021651354,0.04233116180661426,0.01215363412925065,0.12842154574677242,0.04202843237263362,0.012175862514263214,0.10811689892556757,0.029867086354705145,0.005725396882521927,0.24321062100463364,0.23291048805709608,1359,nan
seen,S2M2-S,dataset_7_keyframe_1,0.5,514574.07851839066,510736.3658556938,451338.3734359741,63235.705082416534,59397.992419719696,130825.62108707428,122633.69750213623,2987068,1543144,1443763,161,35292,8717,2595,34348,8298,2035,32833,8102,1984,646,646,0.17226727965964975,0.17098250386522632,0.15109745524238957,0.021169824417260175,0.12288941033425278,0.5166082593365802,0.4833378416560989,5.3899007320891255e-05,0.0409784861830241,0.04114109616309581,0.011814930225893753,0.0029182462535168267,0.0008687448695510112,0.011498901263714117,0.0027779749239053146,0.000681270061478346,0.01099171495258896,0.0027123587410798817,0.000664196462886014,0.043797336079082996,0.041054873040096924,646,0.021558630077513293
seen,S2M2-S,dataset_7_keyframe_2,0.5,56387.20959472656,55814.56978368759,48267.98904752731,8119.220547199249,7546.580736160278,16749.402953624725,15665.801283359528,254507,124036,130446,25,3149,2159,1533,2867,2126,1408,2751,2125,1398,344,627,0.2215546511283641,0.21930465481769693,0.18965289382031658,0.03190175730804751,0.14399046531216492,0.4873579115702122,0.5125438593044592,9.822912532857643e-05,0.06545858095391055,0.057852143692871213,0.012372940626387486,0.00848306726337586,0.006023409965148306,0.011264916092681144,0.00835340481794214,0.0055322643385054245,0.01080913295115655,0.008349475652928996,0.005492972688373994,0.06581116807641725,0.06155351830542786,627,nan
seen,S2M2-S,dataset_7_keyframe_3,0.5,3395665.296945095,3408986.2570528984,3246795.345378399,148869.95156669617,162190.9116744995,337405.98799324036,311060.8632411957,2672683,1432604,1239756,323,398506,302062,198492,401074,301453,198709,389601,295985,193932,583,583,1.2705080613544872,1.2754921766078875,1.2148074969528369,0.05570056440165039,0.04384117353987355,0.5360171782437348,0.4638619694142553,0.00012085234200988295,0.10391563304772021,0.13082486527550544,0.14910335419501677,0.11301826666312466,0.0742669444898628,0.150064186437374,0.11279040574583668,0.07434813631096543,0.14577149628294864,0.11074452151639383,0.07256079377913505,0.1262424268022958,0.11638524405670095,583,0.05770626171902304
seen,S2M2-S,dataset_7_keyframe_4,0.5,1483597.710436821,1470094.5533680916,1314130.7102184296,169467.00021839142,155963.84314966202,348456.05379247665,325430.84336805344,3652263,1937819,1713794,650,307978,43374,9005,307053,42883,8369,269511,36087,6945,1913,2196,0.40621327391724554,0.4025160710956718,0.3598127271279285,0.04640054678931704,0.11422705698871337,0.5305803552482392,0.46924167290252644,0.00017797184923429665,0.0874524402012734,0.09100501177484693,0.08432525258996956,0.011875924597982129,0.0024655946190074484,0.0840719849583669,0.01174148740109899,0.002291456009602813,0.07379287855228389,0.009880723266643174,0.0019015607583572158,0.0954082588774348,0.08910389075706034,2196,nan
seen,StereoAnywhere,dataset_1_keyframe_2,0.5,374759.06570482254,387542.84124040604,327594.544239521,47164.521465301514,59948.29700088501,115302.09945297241,107112.81846618652,4283664,1895618,2381117,6929,5779,447,9,5648,412,12,2550,153,5,279,279,0.08748563512563604,0.09046994377719775,0.07647531277885497,0.011010322346781065,0.12585291666419754,0.4425225694638982,0.5558598900380609,0.0016175404980409295,0.024880815367495725,0.025176544034117187,0.0013490787325990087,0.00010434992100220746,2.1010051208498144e-06,0.0013184974358399725,9.617934553223595e-05,2.801340161133086e-06,0.0005952847842407808,3.5717087054446846e-05,1.167225067138786e-06,0.026916700155047737,0.02500495334512383,279,0.01062828475709994
seen,StereoAnywhere,dataset_1_keyframe_3,0.5,539484.3908467293,551927.1236524582,470052.0991516113,69432.29169511795,81875.02450084686,165071.71894025803,151307.3161959648,5607664,2617069,2984293,6302,2515,348,200,2383,365,212,970,67,9,470,470,0.09620483517677401,0.09842371505362271,0.08382315687095578,0.012381678305818239,0.12870120595360107,0.46669504449624655,0.5321811363876295,0.0011238191161239332,0.02653055448485231,0.027435317008365753,0.00044849334767560966,6.205792643781796e-05,3.5665474964263196e-05,0.000424954134199196,6.508949180978033e-05,3.780540346211899e-05,0.0001729775535766765,1.194793411302817e-05,1.6049463733918436e-06,0.029436806295858316,0.02698223648848519,470,0.014001184842523986
seen,StereoAnywhere,dataset_2_keyframe_2,0.5,530305.5263175964,515945.9209885597,461199.94808483124,69105.5782327652,54745.972903728485,128521.14588975906,123851.55113649368,2028109,1144290,882450,1369,35465,8368,7367,34032,8094,7056,29598,6785,5734,1029,1032,0.2614778230941219,0.2543975304032277,0.22740392557048522,0.034073897523636654,0.13031276274382692,0.5642152369522545,0.4351097500183669,0.0006750130293785985,0.06039166490379641,0.06203861171027082,0.01748673271505624,0.004126010978699863,0.0036324477629160958,0.016780163196356803,0.0039909097587950155,0.0034791029476226375,0.01459389017059734,0.0033454809381547046,0.002827264215089031,0.06336994012144272,0.06106750235637911,1032,nan
seen,StereoAnywhere,dataset_2_keyframe_3,0.5,1431675.476778984,1441035.576233387,1177228.5878720284,254446.88890695572,263806.98836135864,540102.2154755592,518253.87726831436,4673151,2317000,2356037,114,174395,7161,4089,179465,7274,4083,133144,2456,5,1101,1101,0.3063619122897985,0.3083648647846789,0.2519132353891471,0.05444867690065136,0.17772665176846933,0.49581107051751594,0.5041645348074565,2.439467502762055e-05,0.10981738839316173,0.11197064747343044,0.037318503082823556,0.001532370770813954,0.0008749984753328108,0.03840342415642037,0.0015565514574641393,0.0008737145450681992,0.02849126852524132,0.0005255554549810182,1.06994188717634e-06,0.1155755967388084,0.1109003062961831,1101,0.06060242556363007
seen,StereoAnywhere,dataset_2_keyframe_4,0.5,3805758.641735077,3866814.8435726166,3516381.7353634834,289376.9063715935,350433.10820913315,653151.3060541153,639810.0145807266,11119198,5576765,5538628,3805,180000,22782,6273,222696,22603,6430,150382,20587,5537,1860,2113,0.34226916741073204,0.3477602290716126,0.31624418733828497,0.02602498007244708,0.07603658918308705,0.5015438163795626,0.498113982681125,0.00034220093931234966,0.051889743672468444,0.06327074290043187,0.016188217891254388,0.0020488887777697635,0.0005641593935102154,0.020028063175059927,0.0020327904944223494,0.0005782791168931429,0.013524536571792319,0.0018514824540403004,0.000497967569243753,0.05874086476867444,0.057541021805774716,2113,nan
