sequence,raw_epe,memory_epe,fused_epe,oracle_epe,raw_bad1,raw_bad3,fused_bad1,fused_bad3,harmful_update_rate,clean_pixel_degradation,effective_temporal_fraction,gain,oracle_gain,oracle_recovery,frames_worsened_fraction,worst_frame_degradation
dataset_7_keyframe_1,0.15812873616049158,0.15632320841389608,0.15423641921906958,0.13534549474859303,0.012523789132922973,0.0029535268539821885,0.011413648079538067,0.0026996941733243643,0.003200440330611643,0.01576745593910211,0.8656709220704107,0.0038923169414220027,0.022783241411898553,0.1708412280347975,0.2971014492753623,0.03864598274230957
dataset_7_keyframe_2,0.2130935409476453,0.20672638300385113,0.19552187323299336,0.17630213161970462,0.016152797439011907,0.00852104921795362,0.01355299994080787,0.00798930216510591,0.004460047246893918,0.04174314827944164,0.8863214026849806,0.017571667714651934,0.03679140932794067,0.4776024630648601,0.2936046511627907,0.41428565979003906
dataset_7_keyframe_3,1.2081723039493122,1.2102283801072327,1.1269594663227378,1.106231581234543,0.1506293815696572,0.11020752808971916,0.14559714910515306,0.10559114339420296,0.004613927104312269,0.025695396402395126,0.7794671276458249,0.08121283762657439,0.10194072271476928,0.7966672735272671,0.1660919540229885,0.08539226651191711
dataset_7_keyframe_4,0.3683570207550461,0.3635695397299884,0.3520296418224344,0.3270772487691468,0.07014910576869536,0.010373280406824031,0.06380391587904166,0.00927514996619912,0.008843873843684331,0.04899727042612795,0.7426021319288724,0.016327378932611714,0.04127977198589933,0.39552977516903315,0.2772259975605506,0.5881333351135254
