backbone,raw_epe,memory_epe,fused_epe,oracle_epe,raw_bad1,raw_bad3,fused_bad1,fused_bad3,harmful_update_rate,clean_pixel_degradation,effective_temporal_fraction,gain,oracle_gain,oracle_recovery,frames_worsened_fraction,worst_frame_degradation
S2M2-S,0.5692236663558742,0.5687483116384594,0.5487335419794365,0.5284864911062904,0.0777052726052569,0.03714738672678518,0.07267909232441436,0.035935678077220874,0.005640251771040335,0.03328132471715046,0.7975642429314911,0.020490124376437713,0.04073717524958376,0.5029834359132959,0.2884228669922436,0.29456520080566406
RAFT-Stereo,0.514768915644598,0.5112238705614308,0.47914757354984844,0.4535849351740328,0.07161723952429395,0.035530241396332526,0.06824062249612593,0.03357856133077003,0.006158390019531834,0.03285162756877525,0.7899207638477045,0.0356213420947496,0.061183980470565225,0.5822004685014983,0.24964090778511921,0.5881333351135254
StereoAnywhere,0.5155059483487792,0.5135644808394844,0.4798123687529858,0.46043855413588397,0.07028621088840507,0.03499837382721162,0.06595493037916167,0.03275524361238208,0.005553908262008225,0.029637095157737686,0.7979325549313506,0.03569357959579339,0.05506739421289519,0.6481799276319304,0.2539500143636886,0.41428565979003906
