epoch,train_total,train_disparity,train_reset,train_fusion,validation_fused_epe,validation_gain
1,1.7682176365902673,0.08019848696975365,0.6910138858676427,0.9970052669612167,0.3105777451338704,-0.0009262236732083817
2,1.6857061904827901,0.07588889429138766,0.6294683193393033,0.9803489744478245,0.30945682492895016,0.00019469653171183543
3,1.6195342599198657,0.0643730215773953,0.617115248815722,0.9380459875737859,0.3069512600367496,0.0027002614239123868
4,1.5315642750167018,0.05261761762423199,0.5685072063477288,0.9104394500556012,0.3068840118442824,0.0027675096163796153
5,1.4906715655608032,0.05122226969790451,0.5447306429928669,0.8947186511100116,0.3053843611496294,0.004267160311032581
6,1.4392877965703061,0.05131368313336191,0.5192776395779132,0.8686964727017836,0.3055684927446347,0.004083028716027282
7,1.3956286408825738,0.04981433123513168,0.50270946067375,0.8431048485375872,0.3015505610379584,0.008100960422703585
8,1.3376654996996262,0.048212890477398955,0.4801218408639821,0.8093307694798297,0.3041212074277916,0.005530314032870409
9,1.3130074818448056,0.049743016621862174,0.4767006437575315,0.7865638203461077,0.3015908124786779,0.008060708981984077
10,1.252581874696014,0.04563827629615613,0.4455670689214136,0.7613765269258909,0.29896028839835537,0.010691233062306627
11,1.2234558055927707,0.04807079304790114,0.43565522224314124,0.7397297883000453,0.2963771430858641,0.01327437837479789
12,1.1852757315469928,0.04798726175265985,0.4191705713792092,0.718117898106945,0.29700445723926816,0.012647064221393833
