phase,threshold,coverage,epe,gain,harmful_selected_fraction
test,0.05,0.13854166865348816,0.12057366967201233,-0.0007425248622894287,0.01225285418331623
test,0.1,0.13310185074806213,0.12058132886886597,-0.0007501840591430664,0.01275362353771925
test,0.2,0.12426698207855225,0.12063636630773544,-0.0008052214980125427,0.013660353608429432
test,0.4,0.10605709999799728,0.12093782424926758,-0.0011066794395446777,0.01600581966340542
test,0.6,0.031134260818362236,0.12123391777276993,-0.0014027729630470276,0.048327136784791946
test,0.8,0.008873457089066505,0.12101853638887405,-0.0011873915791511536,0.14347825944423676
test,0.0,0.1965663731098175,0.13040389120578766,0.0008376538753509521,0.015309127047657967
test,0.01,0.14390432834625244,0.13040675222873688,0.0008347928524017334,0.020911527797579765
test,0.05,0.13738426566123962,0.13042199611663818,0.0008195489645004272,0.021903960034251213
test,0.1,0.1334104984998703,0.1304241567850113,0.0008173882961273193,0.02255639061331749
test,0.2,0.12665896117687225,0.1304856389760971,0.0007559061050415039,0.02375875785946846
test,0.4,0.10979938507080078,0.13097767531871796,0.0002638697624206543,0.027406886219978333
test,0.6,0.03132716193795204,0.13258378207683563,-0.0013422369956970215,0.0911330059170723
test,0.8,0.013657407835125923,0.13289110362529755,-0.0016495585441589355,0.18644067645072937
