sequence_id,frame_id,probe_bucket,target_mask_priority,disparity_mae,bad_3px,depth_mae,boundary_disp_mae_px,raw_temporal_disp_diff_px,samepixel_temporal_motion_mismatch_px,samepixel_temporal_error_variation_px,valid_pixel_pct
dataset_2_keyframe_3,000729,low_valid_stress,validity_stress_mask,2.2797944463138697,27.75802883515142,0.7422562816485141,2.436046838760376,18.379121780395508,9.298101425170898,6.098903656005859,0.050006866455078125
dataset_2_keyframe_2,000351,low_valid_stress,validity_stress_mask,1.8260774773248243,18.15173970054585,1.6138390641204756,1.708387017250061,0.4787590801715851,0.7087629437446594,0.7432266473770142,0.05003814697265625
dataset_7_keyframe_4,001380,low_valid_stress,validity_stress_mask,5.721057008752635,63.08338661064937,1.3764224438724348,9.405125617980957,1.5119270086288452,4.766891956329346,4.095475673675537,0.05012054443359375
dataset_7_keyframe_4,000229,low_valid_stress,validity_stress_mask,5.10890760732524,77.78538083724891,3.0286995861493797,7.9830708503723145,4.067455768585205,3.0878829956054688,3.163137674331665,0.050173187255859376
dataset_5_keyframe_2,000668,low_valid_stress,validity_stress_mask,43.9524010590186,96.1936033077952,15.303998618234354,27.303565979003906,2.1499123573303223,2.9391260147094727,3.6329948902130127,0.050189208984375
dataset_2_keyframe_4,001565,low_valid_stress,validity_stress_mask,1.3347039468496185,5.750201401450091,0.893272015527628,0.9080285429954529,0.2695690095424652,0.3194737732410431,0.40568602085113525,0.05019302368164062
dataset_2_keyframe_2,000327,low_valid_stress,validity_stress_mask,2.454127303952622,32.94478807312959,2.154500923766037,2.1330394744873047,5.826858997344971,2.2635629177093506,1.4962146282196045,0.05020217895507813
dataset_7_keyframe_4,000181,low_valid_stress,validity_stress_mask,3.426354723701585,51.68221742698235,2.150296718151168,5.407674789428711,0.2366890162229538,1.0785329341888428,1.127832293510437,0.05020599365234375
dataset_5_keyframe_3,001167,low_valid_stress,validity_stress_mask,73.8593051780558,100.0,14.521702390542384,91.82181549072266,26.115243911743164,20.259944915771484,30.680065155029297,0.05020904541015625
dataset_2_keyframe_2,000352,low_valid_stress,validity_stress_mask,1.8266523217168886,17.722345367868094,1.6134671566354817,1.734839916229248,0.1292802095413208,0.573701024055481,0.5365724563598633,0.05025177001953125
dataset_6_keyframe_4,000617,low_valid_stress,validity_stress_mask,13.540791343493874,85.01403748387585,5.106759388807357,17.807247161865234,1.3343660831451416,2.2461981773376465,2.248729705810547,0.050273895263671875
dataset_7_keyframe_4,000180,low_valid_stress,validity_stress_mask,3.4519239478022308,52.369179432731684,2.170982013565265,5.347275733947754,0.3318105936050415,1.008952021598816,1.1404800415039062,0.05030059814453125
dataset_2_keyframe_4,002067,low_valid_stress,validity_stress_mask,1.5680583028197044,12.435358881424303,1.6622087968021106,1.843286156654358,2.5958356857299805,1.9646854400634766,1.4136053323745728,0.05030899047851563
dataset_7_keyframe_3,000439,low_valid_stress,validity_stress_mask,9.76485194522703,35.8727945188868,14.82080396966663,12.623913764953613,0.5274589657783508,0.593011736869812,0.6715247631072998,0.0503326416015625
dataset_7_keyframe_4,001934,low_valid_stress,validity_stress_mask,3.8054850085100065,49.73549785518318,3.156330366008736,5.922149181365967,1.6852586269378662,1.2401273250579834,1.5838011503219604,0.050333404541015626
dataset_4_keyframe_3,000365,low_valid_stress,validity_stress_mask,6.957480197781806,65.06921935112538,2.4079046077496575,2.6289217472076416,1.1708325147628784,1.2288099527359009,1.7376978397369385,0.05037078857421875
dataset_5_keyframe_3,001337,low_valid_stress,validity_stress_mask,10.516738680832361,88.1970837181836,4.667487406920902,15.513335227966309,2.9791088104248047,2.121772527694702,4.493821620941162,0.050386810302734376
dataset_6_keyframe_3,001078,low_valid_stress,validity_stress_mask,6.007002770131983,85.22403875264911,8.773762342895914,8.106878280639648,0.23227645456790924,0.5165270566940308,0.6300179362297058,0.0503997802734375
dataset_7_keyframe_4,001930,low_valid_stress,validity_stress_mask,4.847346246854773,63.637051268474956,4.161858124240502,7.304989337921143,0.34364253282546997,0.8082508444786072,0.9191749095916748,0.050432586669921876
dataset_2_keyframe_2,000353,low_valid_stress,validity_stress_mask,1.7847014973060313,17.77216797170239,1.5767787688624042,1.6716715097427368,0.15810589492321014,0.5699029564857483,0.531159520149231,0.05047149658203125
dataset_2_keyframe_4,000406,clean_control,negative_control,0.47192591304207526,0.28807374687920106,0.46199186394108277,0.44775158166885376,0.10807769745588303,0.2562277019023895,0.26047542691230774,0.16287765502929688
dataset_2_keyframe_4,000405,clean_control,negative_control,0.4790559412374851,0.34991510796103903,0.46927230230057737,0.478250116109848,0.1059388741850853,0.24993179738521576,0.256565123796463,0.16221847534179687
dataset_2_keyframe_4,000389,clean_control,negative_control,0.4911602767903061,0.16611379045573393,0.4904126604699813,0.46115511655807495,0.12888261675834656,0.2328319549560547,0.2444874346256256,0.15202407836914061
dataset_2_keyframe_4,002011,clean_control,negative_control,0.37803054352936977,0.43426984926475104,0.514874123910143,0.394604355096817,0.2749410569667816,0.2679104506969452,0.3191710412502289,0.12420806884765626
dataset_2_keyframe_4,000403,clean_control,negative_control,0.48972301108256583,0.3190571458370865,0.48047923000968334,0.48106059432029724,0.10683002322912216,0.26275113224983215,0.26409855484962463,0.16092987060546876
dataset_2_keyframe_4,000657,clean_control,negative_control,0.4515294543441783,1.5257939622246637,0.8600406444647158,0.5964691042900085,0.12584467232227325,0.16828756034374237,0.20294390618801117,0.116656494140625
dataset_2_keyframe_4,000388,clean_control,negative_control,0.4966298095658616,0.19613759806879905,0.49603870202300293,0.4643397033214569,0.14776140451431274,0.23740436136722565,0.26120609045028687,0.151702880859375
dataset_2_keyframe_4,000408,clean_control,negative_control,0.48671999251482984,0.35635507609038164,0.46963936878325896,0.495089054107666,0.11551790684461594,0.2680113613605499,0.2635170519351959,0.1646392822265625
dataset_2_keyframe_4,000656,clean_control,negative_control,0.4156988489073549,1.5843068164636431,0.7825493512353335,0.5466055274009705,0.16200581192970276,0.24185015261173248,0.24152131378650665,0.11605606079101563
dataset_2_keyframe_4,000435,clean_control,negative_control,0.5116190021918154,0.24085056176286643,0.475320805574837,0.5133570432662964,0.0639633759856224,0.28091350197792053,0.26738664507865906,0.17200546264648436
dataset_2_keyframe_4,000383,clean_control,negative_control,0.5162339844655529,0.18905831444467341,0.5234776954957439,0.5026377439498901,0.12911666929721832,0.22319407761096954,0.2667168974876404,0.148101806640625
dataset_2_keyframe_4,000434,clean_control,negative_control,0.5326964974143645,0.24051368753633223,0.4946084091016094,0.5219372510910034,0.06332408636808395,0.2620103061199188,0.26211482286453247,0.17192916870117186
dataset_2_keyframe_4,000404,clean_control,negative_control,0.5044359732308362,0.3394503642363783,0.49180012455519573,0.4958162009716034,0.1222166121006012,0.26488611102104187,0.27136021852493286,0.16160049438476562
dataset_2_keyframe_4,000387,clean_control,negative_control,0.5008811911025173,0.2230644615920343,0.49924627739482325,0.4833223521709442,0.14921288192272186,0.255566269159317,0.2693708539009094,0.15117568969726564
dataset_2_keyframe_4,002010,clean_control,negative_control,0.48391619302662586,0.10457022268417902,0.6655832409779854,0.4546052813529968,0.230759859085083,0.22028951346874237,0.28691136837005615,0.12111282348632812
dataset_2_keyframe_4,000411,clean_control,negative_control,0.505011855761843,0.34050499086952346,0.48882687477499853,0.48439422249794006,0.14147691428661346,0.25993990898132324,0.26837158203125,0.16670150756835939
dataset_2_keyframe_4,000409,clean_control,negative_control,0.49978632608485646,0.3464187232391536,0.4810378304641225,0.5024781823158264,0.14302563667297363,0.2570097744464874,0.2590509057044983,0.16517715454101561
dataset_2_keyframe_4,000658,clean_control,negative_control,0.4524423592200845,1.3216261350589709,0.8600090672558974,0.5986859202384949,0.17433489859104156,0.17933546006679535,0.20937903225421906,0.11695556640625
dataset_2_keyframe_4,000635,clean_control,negative_control,0.4764337738465371,2.3933285718064705,0.9074972662960913,0.6022744178771973,0.167188823223114,0.15966910123825073,0.19904319941997528,0.1153656005859375
dataset_2_keyframe_4,000633,clean_control,negative_control,0.5018036368163747,2.2560975609756095,0.9548374422281696,0.6289257407188416,0.1286730319261551,0.1485990583896637,0.1964549571275711,0.1151123046875
