sequence_id,start_frame,end_frame,num_frames,evaluated_frames,reason,dominant_failure_mode,selection_metric,selection_metric_mean,disparity_mae_mean,bad_3px_mean,depth_mae_mean,boundary_disp_mae_px_mean,raw_temporal_disp_diff_px_mean,samepixel_temporal_motion_mismatch_px_mean,samepixel_temporal_error_variation_px_mean,valid_pixel_pct_mean
dataset_2_keyframe_1,000000,000087,88,88,all core error metrics <= median and valid ratio >= median,clean_core,clean_control_score,-0.8350134139766059,1.1187246118794545,4.053843384461526,0.8975869631038725,1.5485309646888212,0.499826207243163,0.47079527857659875,0.5189333027121664,0.2739458257501776
dataset_5_keyframe_3,001100,001199,100,55,boundary_disp_mae_px_mean >= q75 (13.585),high_boundary_error,boundary_disp_mae_px,76.1340481151234,42.506763167136455,96.68080542567095,7.292265146490256,76.1340481151234,6.615211447802457,5.761564124714244,7.79796834858981,0.10966479214754973
dataset_4_keyframe_3,000270,000369,100,96,raw temporal diff or error variation >= q75,high_temporal_flicker,raw_temporal_disp_diff_px,4.796271563197176,8.707605704745928,77.02602118666438,3.235093190847943,7.478482111046712,4.796271563197176,3.9834129673739276,4.241968270391226,0.06491930484771728
dataset_7_keyframe_1,000540,000639,100,100,motion mismatch or lag rate >= q75,high_motion_mismatch,samepixel_temporal_motion_mismatch_px,1.629312344789505,3.0342061385331,22.295536920672234,3.439012925363116,5.74409017086029,0.47226474702358245,1.629312344789505,1.5570640075206756,0.14430981445312496
dataset_2_keyframe_3,000610,000709,100,63,valid_pixel_pct_mean <= q25 (0.168),low_valid_stress,valid_pixel_pct_low,-0.07102156139555431,3.14561047126178,43.96525507566881,1.9570004600035706,2.8795614772372775,0.7126126502241407,1.1791365458851768,1.289350520050715,0.07102156139555431
dataset_5_keyframe_1,000030,000129,100,100,geometry composite >= q90 (1.415),catastrophic_geometry,geometry_error_score,13.271680803132254,20.717518235378147,81.78628106650842,10.918896067367779,14.221385169029237,7.83309072971344,7.331255476474762,7.512988814115524,0.40787268829345696
