method,checkpoint,input_resolution,frame,runtime_ms,valid_disp_mae,valid_disp_rmse,bad_1px,bad_2px,bad_3px,valid_depth_mae,valid_depth_median,valid_depth_rmse,bad_1mm,bad_2mm,bad_5mm,pred_disp_le_0_1_ratio,pred_disp_le_0_5_ratio,valid_pixel_ratio,valid_px,mae_px,rmse_px,bad1_pct,bad2_pct,bad5_pct,depth_mae_mm,depth_median_abs_error_mm,depth_rmse_mm,depth_bad1mm_pct,depth_bad2mm_pct,depth_bad5mm_pct,abs_depth_error_p50,abs_depth_error_p75,abs_depth_error_p90,abs_depth_error_p95,abs_depth_error_p99,excluded_pred_disp_le_0_1_ratio,valid_disp_valid_px,valid_disp_valid_pixel_ratio,valid_disp_mae_px,valid_disp_rmse_px,valid_disp_bad1_pct,valid_disp_bad2_pct,valid_disp_bad5_pct,valid_disp_depth_mae_mm,valid_disp_depth_median_abs_error_mm,valid_disp_depth_rmse_mm,valid_disp_depth_bad1mm_pct,valid_disp_depth_bad2mm_pct,valid_disp_depth_bad5mm_pct,valid_disp_abs_depth_error_p50,valid_disp_abs_depth_error_p75,valid_disp_abs_depth_error_p90,valid_disp_abs_depth_error_p95,valid_disp_abs_depth_error_p99,depth_mae_cap100_mm,depth_rmse_cap100_mm,depth_mae_cap200_mm,depth_rmse_cap200_mm
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000000,243.06627991609275,9.681632041931152,16.31064796447754,79.52774831419829,65.04868765164443,54.97226304605446,2.682504892349243,1.12652587890625,5.252397060394287,52.583022520804214,37.85511253227208,13.418132637527819,0.0,0.0,0.6380073547363281,836249,9.681632041931152,16.31064796447754,79.52774831419829,65.04868765164443,42.715148239340195,2.682504892349243,1.12652587890625,5.252397060394287,52.583022520804214,37.85511253227208,13.418132637527819,1.12652587890625,2.984119415283203,6.468496799468994,11.677072525024414,17.270883560180664,0.0,836249,0.6380073547363281,9.681632041931152,16.31064796447754,79.52774831419829,65.04868765164443,42.715148239340195,2.682504892349243,1.12652587890625,5.252397060394287,52.583022520804214,37.85511253227208,13.418132637527819,1.12652587890625,2.984119415283203,6.468496799468994,11.677072525024414,17.270883560180664,2.682504892349243,5.252397060394287,2.682504892349243,5.252397060394287
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000001,178.52905089966953,9.59073543548584,16.16907501220703,79.42921875262783,64.86477070965044,54.951239611838965,2.664738178253174,1.10772705078125,5.229178428649902,52.192835982980114,37.46248969893253,13.443043205620118,0.0,0.0,0.6350997924804688,832438,9.59073543548584,16.16907501220703,79.42921875262783,64.86477070965044,42.67789312837713,2.664738178253174,1.10772705078125,5.229178428649902,52.192835982980114,37.46248969893253,13.443043205620118,1.10772705078125,2.987489700317383,6.423069477081299,11.587163925170898,17.215787887573242,0.0,832438,0.6350997924804688,9.59073543548584,16.16907501220703,79.42921875262783,64.86477070965044,42.67789312837713,2.664738178253174,1.10772705078125,5.229178428649902,52.192835982980114,37.46248969893253,13.443043205620118,1.10772705078125,2.987489700317383,6.423069477081299,11.587163925170898,17.215787887573242,2.664738178253174,5.229178428649902,2.664738178253174,5.229178428649902
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000002,178.1189450994134,9.361773490905762,15.812408447265625,78.63915925096377,63.62094446842007,53.57364148582477,2.6229891777038574,1.0988597869873047,5.14805793762207,51.90742888278649,37.45012332046686,13.185405028774774,0.0,0.0,0.6328933715820313,829546,9.361773490905762,15.812408447265625,78.63915925096377,63.62094446842007,41.760915006521635,2.6229891777038574,1.0988597869873047,5.14805793762207,51.90742888278649,37.45012332046686,13.185405028774774,1.0988597869873047,2.951488494873047,6.293497085571289,11.344131469726562,17.068578720092773,0.0,829546,0.6328933715820313,9.361773490905762,15.812408447265625,78.63915925096377,63.62094446842007,41.760915006521635,2.6229891777038574,1.0988597869873047,5.14805793762207,51.90742888278649,37.45012332046686,13.185405028774774,1.0988597869873047,2.951488494873047,6.293497085571289,11.344131469726562,17.068578720092773,2.6229891777038574,5.14805793762207,2.6229891777038574,5.14805793762207
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000003,178.7617839872837,9.186461448669434,15.551040649414062,77.68649089032935,62.14097198449595,52.13880023999617,2.603046178817749,1.1122245788574219,5.137024879455566,52.12567161505399,37.58467656344132,12.861021848731246,0.0,0.0,0.6218055725097656,815013,9.186461448669434,15.551040649414062,77.68649089032935,62.14097198449595,41.39455444268987,2.603046178817749,1.1122245788574219,5.137024879455566,52.12567161505399,37.58467656344132,12.861021848731246,1.1122245788574219,2.9098281860351562,6.1636738777160645,11.328680038452148,17.115476608276367,0.0,815013,0.6218055725097656,9.186461448669434,15.551040649414062,77.68649089032935,62.14097198449595,41.39455444268987,2.603046178817749,1.1122245788574219,5.137024879455566,52.12567161505399,37.58467656344132,12.861021848731246,1.1122245788574219,2.9098281860351562,6.1636738777160645,11.328680038452148,17.115476608276367,2.603046178817749,5.137024879455566,2.603046178817749,5.137024879455566
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000004,178.32723702304065,9.43470287322998,15.75784969329834,79.42458776833038,64.44981118607937,54.54708773215914,2.6693224906921387,1.158477783203125,5.1689229011535645,53.051286008478534,38.42327113486089,13.584233193631931,0.0,0.0,0.6327728271484375,829388,9.43470287322998,15.75784969329834,79.42458776833038,64.44981118607937,42.55559520996204,2.6693224906921387,1.158477783203125,5.1689229011535645,53.051286008478534,38.42327113486089,13.584233193631931,1.158477783203125,3.044447898864746,6.4631547927856445,11.3225679397583,17.129369735717773,0.0,829388,0.6327728271484375,9.43470287322998,15.75784969329834,79.42458776833038,64.44981118607937,42.55559520996204,2.6693224906921387,1.158477783203125,5.1689229011535645,53.051286008478534,38.42327113486089,13.584233193631931,1.158477783203125,3.044447898864746,6.4631547927856445,11.3225679397583,17.129369735717773,2.6693224906921387,5.1689229011535645,2.6693224906921387,5.1689229011535645
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000005,178.5078700631857,9.448573112487793,15.76720905303955,79.59900768150163,64.53023283617779,54.47995935080851,2.691138505935669,1.1678638458251953,5.218364715576172,53.24446304211376,38.513674268464,13.810323699076427,0.0,0.0,0.6381416320800781,836425,9.448573112487793,15.76720905303955,79.59900768150163,64.53023283617779,42.481752697492304,2.691138505935669,1.1678638458251953,5.218364715576172,53.24446304211376,38.513674268464,13.810323699076427,1.1678638458251953,3.0710105895996094,6.534527778625488,11.338165283203125,17.318180084228516,0.0,836425,0.6381416320800781,9.448573112487793,15.76720905303955,79.59900768150163,64.53023283617779,42.481752697492304,2.691138505935669,1.1678638458251953,5.218364715576172,53.24446304211376,38.513674268464,13.810323699076427,1.1678638458251953,3.0710105895996094,6.534527778625488,11.338165283203125,17.318180084228516,2.691138505935669,5.218364715576172,2.691138505935669,5.218364715576172
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000006,178.82105498574674,9.403100967407227,15.695629119873047,80.07930104647869,65.09659162579045,54.87384898053411,2.6795711517333984,1.1629295349121094,5.199582099914551,53.18394177608641,38.04117847257426,13.76998888547758,0.0,0.0,0.6411300659179687,840342,9.403100967407227,15.695629119873047,80.07930104647869,65.09659162579045,42.43605579633054,2.6795711517333984,1.1629295349121094,5.199582099914551,53.18394177608641,38.04117847257426,13.76998888547758,1.1629295349121094,3.06494140625,6.524202823638916,11.279562950134277,17.15450668334961,0.0,840342,0.6411300659179687,9.403100967407227,15.695629119873047,80.07930104647869,65.09659162579045,42.43605579633054,2.6795711517333984,1.1629295349121094,5.199582099914551,53.18394177608641,38.04117847257426,13.76998888547758,1.1629295349121094,3.06494140625,6.524202823638916,11.279562950134277,17.15450668334961,2.6795711517333984,5.199582099914551,2.6795711517333984,5.199582099914551
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000007,178.77287487499416,9.36995792388916,15.654349327087402,80.1581563217564,64.93917756314562,54.59594597025126,2.6706230640411377,1.1532020568847656,5.175123691558838,53.01426284645407,38.11795176172234,13.658519038112196,0.0,0.0,0.6362800598144531,833985,9.36995792388916,15.654349327087402,80.1581563217564,64.93917756314562,42.13157310982811,2.6706230640411377,1.1532020568847656,5.175123691558838,53.01426284645407,38.11795176172234,13.658519038112196,1.1532020568847656,3.0629959106445312,6.493152141571045,11.205292701721191,17.091968536376953,0.0,833985,0.6362800598144531,9.36995792388916,15.654349327087402,80.1581563217564,64.93917756314562,42.13157310982811,2.6706230640411377,1.1532020568847656,5.175123691558838,53.01426284645407,38.11795176172234,13.658519038112196,1.1532020568847656,3.0629959106445312,6.493152141571045,11.205292701721191,17.091968536376953,2.6706230640411377,5.175123691558838,2.6706230640411377,5.175123691558838
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000008,177.8013298753649,9.206318855285645,15.484834671020508,79.64993382171133,63.975133447428256,53.41036356848847,2.6381006240844727,1.1351890563964844,5.142395496368408,52.699613596365765,38.191538875502395,13.326561977300605,0.0,0.0,0.6294586181640625,825044,9.206318855285645,15.484834671020508,79.64993382171133,63.975133447428256,41.22980107727588,2.6381006240844727,1.1351890563964844,5.142395496368408,52.699613596365765,38.191538875502395,13.326561977300605,1.1351890563964844,3.0242204666137695,6.333505153656006,11.097681045532227,16.856287002563477,0.0,825044,0.6294586181640625,9.206318855285645,15.484834671020508,79.64993382171133,63.975133447428256,41.22980107727588,2.6381006240844727,1.1351890563964844,5.142395496368408,52.699613596365765,38.191538875502395,13.326561977300605,1.1351890563964844,3.0242204666137695,6.333505153656006,11.097681045532227,16.856287002563477,2.6381006240844727,5.142395496368408,2.6381006240844727,5.142395496368408
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000009,178.41368890367448,9.247273445129395,15.55415153503418,79.72654454892698,64.09587741447723,53.68045638499207,2.680234670639038,1.149221420288086,5.2520365715026855,53.04240190143942,38.41199171826281,13.55590913807672,0.0,0.0,0.6175933837890625,809492,9.247273445129395,15.55415153503418,79.72654454892698,64.09587741447723,41.53110839884767,2.680234670639038,1.149221420288086,5.2520365715026855,53.04240190143942,38.41199171826281,13.55590913807672,1.149221420288086,3.068105697631836,6.453988075256348,11.177034378051758,17.067161560058594,0.0,809492,0.6175933837890625,9.247273445129395,15.55415153503418,79.72654454892698,64.09587741447723,41.53110839884767,2.680234670639038,1.149221420288086,5.2520365715026855,53.04240190143942,38.41199171826281,13.55590913807672,1.149221420288086,3.068105697631836,6.453988075256348,11.177034378051758,17.067161560058594,2.680234670639038,5.2520365715026855,2.680234670639038,5.2520365715026855
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000010,178.3423679880798,9.015070915222168,15.309234619140625,78.84808582172751,62.662688242353184,52.187757576668595,2.6314032077789307,1.111236572265625,5.230413913726807,52.3345684486901,37.69293980002655,13.070426628385606,0.0,0.0,0.6090591430664063,798306,9.015070915222168,15.309234619140625,78.84808582172751,62.662688242353184,40.46531029454871,2.6314032077789307,1.111236572265625,5.230413913726807,52.3345684486901,37.69293980002655,13.070426628385606,1.111236572265625,3.0060997009277344,6.218496322631836,11.054841995239258,16.91738510131836,0.0,798306,0.6090591430664063,9.015070915222168,15.309234619140625,78.84808582172751,62.662688242353184,40.46531029454871,2.6314032077789307,1.111236572265625,5.230413913726807,52.3345684486901,37.69293980002655,13.070426628385606,1.111236572265625,3.0060997009277344,6.218496322631836,11.054841995239258,16.91738510131836,2.6314032077789307,5.230413913726807,2.6314032077789307,5.230413913726807
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000011,178.87171590700746,8.920992851257324,15.170211791992188,78.78008211497362,62.445891147620735,51.863295417548684,2.6055500507354736,1.0994491577148438,5.160447597503662,52.126919700372824,37.70612669927449,12.7820406115678,0.0,0.0,0.6022499084472657,789381,8.920992851257324,15.170211791992188,78.78008211497362,62.445891147620735,40.14107256191877,2.6055500507354736,1.0994491577148438,5.160447597503662,52.126919700372824,37.70612669927449,12.7820406115678,1.0994491577148438,2.989652633666992,6.093654632568359,10.940555572509766,16.869840621948242,0.0,789381,0.6022499084472657,8.920992851257324,15.170211791992188,78.78008211497362,62.445891147620735,40.14107256191877,2.6055500507354736,1.0994491577148438,5.160447597503662,52.126919700372824,37.70612669927449,12.7820406115678,1.0994491577148438,2.989652633666992,6.093654632568359,10.940555572509766,16.869840621948242,2.6055500507354736,5.160447597503662,2.6055500507354736,5.160447597503662
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000012,180.6634219828993,8.821073532104492,15.047390937805176,78.6227876809328,62.16931216931217,51.56619858686173,2.5813910961151123,1.0839958190917969,5.135712623596191,51.87206496673099,37.28900177722859,12.668283715856997,0.0,0.0,0.6001419067382813,786618,8.821073532104492,15.047390937805176,78.6227876809328,62.16931216931217,39.77330800973281,2.5813910961151123,1.0839958190917969,5.135712623596191,51.87206496673099,37.28900177722859,12.668283715856997,1.0839958190917969,2.9782161712646484,6.015476226806641,10.784037590026855,16.715051651000977,0.0,786618,0.6001419067382813,8.821073532104492,15.047390937805176,78.6227876809328,62.16931216931217,39.77330800973281,2.5813910961151123,1.0839958190917969,5.135712623596191,51.87206496673099,37.28900177722859,12.668283715856997,1.0839958190917969,2.9782161712646484,6.015476226806641,10.784037590026855,16.715051651000977,2.5813910961151123,5.135712623596191,2.5813910961151123,5.135712623596191
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000013,180.4173979908228,8.719700813293457,14.877365112304688,78.81538341516318,62.17082082651773,51.386801755195954,2.5690407752990723,1.0966110229492188,5.101452827453613,52.06974742520531,37.36032546070057,12.508520834319171,0.0,0.0,0.5965476989746094,781907,8.719700813293457,14.877365112304688,78.81538341516318,62.17082082651773,39.53974065969482,2.5690407752990723,1.0966110229492188,5.101452827453613,52.06974742520531,37.36032546070057,12.508520834319171,1.0966110229492188,2.9601688385009766,5.954400062561035,10.730727195739746,16.63922119140625,0.0,781907,0.5965476989746094,8.719700813293457,14.877365112304688,78.81538341516318,62.17082082651773,39.53974065969482,2.5690407752990723,1.0966110229492188,5.101452827453613,52.06974742520531,37.36032546070057,12.508520834319171,1.0966110229492188,2.9601688385009766,5.954400062561035,10.730727195739746,16.63922119140625,2.5690407752990723,5.101452827453613,2.5690407752990723,5.101452827453613
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000014,180.85962487384677,8.773571014404297,14.914576530456543,79.54156936071607,62.95675607176201,51.99745517460761,2.6112747192382812,1.1406536102294922,5.1757283210754395,53.037368071234425,37.866174253298055,12.71869593215868,0.0,0.0,0.5900070190429687,773334,8.773571014404297,14.914576530456543,79.54156936071607,62.95675607176201,39.93630177905019,2.6112747192382812,1.1406536102294922,5.1757283210754395,53.037368071234425,37.866174253298055,12.71869593215868,1.1406536102294922,3.0037503242492676,6.057149887084961,10.750503540039062,16.703989028930664,0.0,773334,0.5900070190429687,8.773571014404297,14.914576530456543,79.54156936071607,62.95675607176201,39.93630177905019,2.6112747192382812,1.1406536102294922,5.1757283210754395,53.037368071234425,37.866174253298055,12.71869593215868,1.1406536102294922,3.0037503242492676,6.057149887084961,10.750503540039062,16.703989028930664,2.6112747192382812,5.1757283210754395,2.6112747192382812,5.1757283210754395
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000015,180.65472110174596,8.860391616821289,15.053606033325195,80.14370000078354,63.6684766285086,52.78689723438875,2.6540651321411133,1.171560287475586,5.242984294891357,53.605036551826814,38.08050020763631,12.924772971236495,0.0,0.0,0.5842300415039062,765762,8.860391616821289,15.053606033325195,80.14370000078354,63.6684766285086,40.33302775536002,2.6540651321411133,1.171560287475586,5.242984294891357,53.605036551826814,38.08050020763631,12.924772971236495,1.171560287475586,3.0313405990600586,6.172041893005371,10.923280715942383,16.823259353637695,0.0,765762,0.5842300415039062,8.860391616821289,15.053606033325195,80.14370000078354,63.6684766285086,40.33302775536002,2.6540651321411133,1.171560287475586,5.242984294891357,53.605036551826814,38.08050020763631,12.924772971236495,1.171560287475586,3.0313405990600586,6.172041893005371,10.923280715942383,16.823259353637695,2.6540651321411133,5.242984294891357,2.6540651321411133,5.242984294891357
S2M2-L,CH256NTR3.pth,736 width,test_dataset_9_keyframe_3_frame_000016,178.48919006064534,8.892669677734375,15.106585502624512,80.51129204739166,64.2901574427986,53.177311084523595,2.66972279548645,1.1777925491333008,5.291879177093506,53.85242516967188,38.10430717757049,12.933047105784196,0.0,0.0,0.576458740234375,755576,8.892669677734375,15.106585502624512,80.51129204739166,64.2901574427986,40.482095778584814,2.66972279548645,1.1777925491333008,5.291879177093506,53.85242516967188,38.10430717757049,12.933047105784196,1.1777925491333008,3.0467000007629395,6.192839622497559,10.90993595123291,16.864349365234375,0.0,755576,0.576458740234375,8.892669677734375,15.106585502624512,80.51129204739166,64.2901574427986,40.482095778584814,2.66972279548645,1.1777925491333008,5.291879177093506,53.85242516967188,38.10430717757049,12.933047105784196,1.1777925491333008,3.0467000007629395,6.192839622497559,10.90993595123291,16.864349365234375,2.66972279548645,5.291879177093506,2.66972279548645,5.291879177093506
