model,specimen,session,quality,convention,anchor_id,beneficial_rate,boundary_raw_mae,boundary_refined_mae,catastrophic_harmful_gt6px,continuity_flag,corr_max,corr_p50,corr_p95,corr_p99,correction_magnitude_ratio,correction_sign_accuracy,delta_mae,fixed_bad1_pct_of_rawbad,fixed_bad3_pct_of_rawbad,frac_corr_gt12px,frac_corr_gt20px,frac_corr_gt3px,frac_corr_gt6px,frame_id,harmful_rate,interior_raw_mae,interior_refined_mae,mean_beneficial_reduction,mean_damping,mean_gate,mean_harmful_increase,mean_trust,modified_pixel_ratio,net_benefit_ratio,neutral_rate,new_bad1_pct_of_rawgood,new_bad3_pct_of_rawgood,overshoot_rate,raw_bad1,raw_bad3,raw_bad5,raw_mae,raw_rmse,refined_bad1,refined_bad3,refined_bad5,refined_mae,refined_rmse,rel_impr,runtime_ms,sequence_id,split,top0.1pct_damage_contrib,top1.0pct_damage_contrib,top10.0pct_damage_contrib,top5.0pct_damage_contrib,undershoot_rate,valid_px
raw,specimen_1,2025_03_06-16_54_09,valid,,specimen_1__2025_03_06-16_54_09__Clip_1__start,0.0,7.163326740264893,7.163326740264893,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276454_605849504,0.0,3.457198143005371,3.457198143005371,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,49.64711071901191,18.328187031318922,14.512571680635201,3.68280291557312,7.9095139503479,49.64711071901191,18.328187031318922,14.512571680635201,3.68280291557312,7.9095139503479,0.0,0.0,specimen_1__2025_03_06-16_54_09__Clip_1__start,valid,0.0,0.0,0.0,0.0,nan,4534
raw,specimen_1,2025_03_06-16_54_09,usable_with_warning,,specimen_1__2025_03_06-16_54_09__Clip_1__end,0.0,14.400006294250488,14.400006294250488,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276472_500830173,0.0,7.937597274780273,7.937597274780273,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,70.94763092269328,48.81546134663341,44.763092269326684,8.566110610961914,13.68399429321289,70.94763092269328,48.81546134663341,44.763092269326684,8.566110610961914,13.68399429321289,0.0,0.0,specimen_1__2025_03_06-16_54_09__Clip_1__end,usable_with_warning,0.0,0.0,0.0,0.0,nan,4812
raw,specimen_1,2025_03_06-16_53_09,usable_with_warning,,specimen_1__2025_03_06-16_53_09__Clip_1__start,0.0,6.402213096618652,6.402213096618652,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276395_521808385,0.0,2.423027515411377,2.423027515411377,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,43.89168765743073,12.300587741393787,9.739714525608733,2.597597122192383,6.012139320373535,43.89168765743073,12.300587741393787,9.739714525608733,2.597597122192383,6.012139320373535,0.0,0.0,specimen_1__2025_03_06-16_53_09__Clip_1__start,usable_with_warning,0.0,0.0,0.0,0.0,nan,4764
raw,specimen_1,2025_03_06-16_53_09,usable_with_warning,,specimen_1__2025_03_06-16_53_09__Clip_1__end,0.0,10.891024589538574,10.891024589538574,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276413_300344467,0.0,13.104289054870605,13.104289054870605,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,73.3739438003537,54.352525054038125,51.69974454706229,12.951199531555176,18.628883361816406,73.3739438003537,54.352525054038125,51.69974454706229,12.951199531555176,18.628883361816406,0.0,0.0,specimen_1__2025_03_06-16_53_09__Clip_1__end,usable_with_warning,0.0,0.0,0.0,0.0,nan,5089
raw,specimen_1,2025_03_06-16_49_40,valid,,specimen_1__2025_03_06-16_49_40__Clip_1__start,0.0,8.47408390045166,8.47408390045166,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276188_715718030,0.0,3.5510761737823486,3.5510761737823486,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,46.13920033848107,18.552993441929342,14.44891051406812,3.81040096282959,8.4707670211792,46.13920033848107,18.552993441929342,14.44891051406812,3.81040096282959,8.4707670211792,0.0,0.0,specimen_1__2025_03_06-16_49_40__Clip_1__start,valid,0.0,0.0,0.0,0.0,nan,4727
raw,specimen_1,2025_03_06-17_35_04,valid,,specimen_1__2025_03_06-17_35_04__Clip_1__start,0.0,4.1044921875,4.1044921875,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741278916_817303895,0.0,1.6769381761550903,1.6769381761550903,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,62.70627062706271,15.181518151815181,3.9603960396039604,1.8051258325576782,2.6155025959014893,62.70627062706271,15.181518151815181,3.9603960396039604,1.8051258325576782,2.6155025959014893,0.0,0.0,specimen_1__2025_03_06-17_35_04__Clip_1__start,valid,0.0,0.0,0.0,0.0,nan,303
raw,specimen_1,2025_03_06-16_56_00,valid,,specimen_1__2025_03_06-16_56_00__Clip_1__start,0.0,4.1268696784973145,4.1268696784973145,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276567_498016595,0.0,1.8069095611572266,1.8069095611572266,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,42.0827389443652,8.606752258678078,6.3242986210175935,1.871444821357727,4.277699947357178,42.0827389443652,8.606752258678078,6.3242986210175935,1.871444821357727,4.277699947357178,0.0,0.0,specimen_1__2025_03_06-16_56_00__Clip_1__start,valid,0.0,0.0,0.0,0.0,nan,4206
raw,specimen_1,2025_03_06-16_56_00,valid,,specimen_1__2025_03_06-16_56_00__Clip_1__end,0.0,4.686069488525391,4.686069488525391,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276586_132390499,0.0,2.451817512512207,2.451817512512207,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,48.4304932735426,15.944195316392626,10.961634280019931,2.5308568477630615,5.1624884605407715,48.4304932735426,15.944195316392626,10.961634280019931,2.5308568477630615,5.1624884605407715,0.0,0.0,specimen_1__2025_03_06-16_56_00__Clip_1__end,valid,0.0,0.0,0.0,0.0,nan,4014
raw,specimen_1,2025_03_06-16_56_00,valid,,specimen_1__2025_03_06-16_56_00__Clip_2__start,0.0,4.686069488525391,4.686069488525391,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276586_132390499,0.0,2.451817512512207,2.451817512512207,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,48.4304932735426,15.944195316392626,10.961634280019931,2.5308568477630615,5.1624884605407715,48.4304932735426,15.944195316392626,10.961634280019931,2.5308568477630615,5.1624884605407715,0.0,0.0,specimen_1__2025_03_06-16_56_00__Clip_2__start,valid,0.0,0.0,0.0,0.0,nan,4014
raw,specimen_1,2025_03_06-16_56_00,usable_with_warning,,specimen_1__2025_03_06-16_56_00__Clip_2__end,0.0,5.347502708435059,5.347502708435059,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276596_839815616,0.0,3.4315524101257324,3.4315524101257324,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,54.93519441674975,19.890329012961118,14.132602193419741,3.540912389755249,7.26245641708374,54.93519441674975,19.890329012961118,14.132602193419741,3.540912389755249,7.26245641708374,0.0,0.0,specimen_1__2025_03_06-16_56_00__Clip_2__end,usable_with_warning,0.0,0.0,0.0,0.0,nan,4012
