model,specimen,session,quality,convention,anchor_id,beneficial_rate,boundary_raw_mae,boundary_refined_mae,catastrophic_harmful_gt6px,continuity_flag,corr_max,corr_p50,corr_p95,corr_p99,correction_magnitude_ratio,correction_sign_accuracy,delta_mae,fixed_bad1_pct_of_rawbad,fixed_bad3_pct_of_rawbad,frac_corr_gt12px,frac_corr_gt20px,frac_corr_gt3px,frac_corr_gt6px,frame_id,harmful_rate,interior_raw_mae,interior_refined_mae,mean_beneficial_reduction,mean_damping,mean_gate,mean_harmful_increase,mean_trust,modified_pixel_ratio,net_benefit_ratio,neutral_rate,new_bad1_pct_of_rawgood,new_bad3_pct_of_rawgood,overshoot_rate,raw_bad1,raw_bad3,raw_bad5,raw_mae,raw_rmse,refined_bad1,refined_bad3,refined_bad5,refined_mae,refined_rmse,rel_impr,runtime_ms,sequence_id,split,top0.1pct_damage_contrib,top1.0pct_damage_contrib,top10.0pct_damage_contrib,top5.0pct_damage_contrib,undershoot_rate,valid_px
raw,specimen_1,2025_03_06-16_56_00,usable_with_warning,,specimen_1__2025_03_06-16_56_00__Clip_3__start,0.0,5.347502708435059,5.347502708435059,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276596_839815616,0.0,3.4315524101257324,3.4315524101257324,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,54.93519441674975,19.890329012961118,14.132602193419741,3.540912389755249,7.26245641708374,54.93519441674975,19.890329012961118,14.132602193419741,3.540912389755249,7.26245641708374,0.0,0.0,specimen_1__2025_03_06-16_56_00__Clip_3__start,usable_with_warning,0.0,0.0,0.0,0.0,nan,4012
raw,specimen_1,2025_03_06-16_56_00,usable_with_warning,,specimen_1__2025_03_06-16_56_00__Clip_3__end,0.0,5.735629558563232,5.735629558563232,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276607_378000020,0.0,4.158022403717041,4.158022403717041,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,57.70609318996416,22.887864823348693,16.538658474142345,4.268689155578613,9.035452842712402,57.70609318996416,22.887864823348693,16.538658474142345,4.268689155578613,9.035452842712402,0.0,0.0,specimen_1__2025_03_06-16_56_00__Clip_3__end,usable_with_warning,0.0,0.0,0.0,0.0,nan,3906
raw,specimen_1,2025_03_06-16_56_00,usable_with_warning,,specimen_1__2025_03_06-16_56_00__Clip_4__start,0.0,5.735629558563232,5.735629558563232,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276607_378000020,0.0,4.158022403717041,4.158022403717041,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,57.70609318996416,22.887864823348693,16.538658474142345,4.268689155578613,9.035452842712402,57.70609318996416,22.887864823348693,16.538658474142345,4.268689155578613,9.035452842712402,0.0,0.0,specimen_1__2025_03_06-16_56_00__Clip_4__start,usable_with_warning,0.0,0.0,0.0,0.0,nan,3906
raw,specimen_1,2025_03_06-16_56_00,usable_with_warning,,specimen_1__2025_03_06-16_56_00__Clip_5__end,0.0,7.81285285949707,7.81285285949707,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741276628_081543684,0.0,5.440314292907715,5.440314292907715,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,66.44399910932977,23.91449565798263,18.90447561790247,5.604083061218262,12.093860626220703,66.44399910932977,23.91449565798263,18.90447561790247,5.604083061218262,12.093860626220703,0.0,0.0,specimen_1__2025_03_06-16_56_00__Clip_5__end,usable_with_warning,0.0,0.0,0.0,0.0,nan,4491
raw,specimen_1,2025_03_06-17_10_48,usable_with_warning,,specimen_1__2025_03_06-17_10_48__Clip_1__start,0.0,7.34765625,7.34765625,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277458_715820312,0.0,2.3041493892669678,2.3041493892669678,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,53.63881401617251,12.93800539083558,9.973045822102426,2.4129042625427246,4.858170509338379,53.63881401617251,12.93800539083558,9.973045822102426,2.4129042625427246,4.858170509338379,0.0,0.0,specimen_1__2025_03_06-17_10_48__Clip_1__start,usable_with_warning,0.0,0.0,0.0,0.0,nan,371
raw,specimen_1,2025_03_06-17_10_48,usable_with_warning,,specimen_1__2025_03_06-17_10_48__Clip_1__end,0.0,4.7734375,4.7734375,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277472_074031114,0.0,2.4690027236938477,2.4690027236938477,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,72.53333333333333,23.200000000000003,7.733333333333333,2.4935834407806396,4.106728553771973,72.53333333333333,23.200000000000003,7.733333333333333,2.4935834407806396,4.106728553771973,0.0,0.0,specimen_1__2025_03_06-17_10_48__Clip_1__end,usable_with_warning,0.0,0.0,0.0,0.0,nan,375
raw,specimen_1,2025_03_06-17_46_07,valid,direct_polaris,specimen_1__2025_03_06-17_46_07__Clip_1__start,0.0,2.0479166507720947,2.0479166507720947,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741279573_107909202,0.0,1.5500156879425049,1.5500156879425049,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,59.32203389830508,6.5375302663438255,2.4213075060532687,1.5680992603302002,2.2942097187042236,59.32203389830508,6.5375302663438255,2.4213075060532687,1.5680992603302002,2.2942097187042236,0.0,0.0,specimen_1__2025_03_06-17_46_07__Clip_1__start,valid,0.0,0.0,0.0,0.0,nan,413
raw,specimen_1,2025_03_06-17_46_07,valid,direct_polaris,specimen_1__2025_03_06-17_46_07__Clip_2__end,0.0,3.483630895614624,3.483630895614624,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741279592_460282802,0.0,1.777187466621399,1.777187466621399,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,59.23566878980891,21.443736730360936,7.855626326963907,1.8532710075378418,2.5064585208892822,59.23566878980891,21.443736730360936,7.855626326963907,1.8532710075378418,2.5064585208892822,0.0,0.0,specimen_1__2025_03_06-17_46_07__Clip_2__end,valid,0.0,0.0,0.0,0.0,nan,471
raw,specimen_1,2025_03_06-17_46_07,valid,direct_polaris,specimen_1__2025_03_06-17_46_07__Clip_3__start,0.0,3.483630895614624,3.483630895614624,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741279592_460282802,0.0,1.777187466621399,1.777187466621399,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,59.23566878980891,21.443736730360936,7.855626326963907,1.8532710075378418,2.5064585208892822,59.23566878980891,21.443736730360936,7.855626326963907,1.8532710075378418,2.5064585208892822,0.0,0.0,specimen_1__2025_03_06-17_46_07__Clip_3__start,valid,0.0,0.0,0.0,0.0,nan,471
raw,specimen_1,2025_03_06-17_46_07,valid,direct_polaris,specimen_1__2025_03_06-17_46_07__Clip_3__end,0.0,3.070833444595337,3.070833444595337,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741279602_670526742,0.0,1.7725735902786255,1.7725735902786255,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,60.092807424593964,18.329466357308586,4.176334106728538,1.8177566528320312,2.592578172683716,60.092807424593964,18.329466357308586,4.176334106728538,1.8177566528320312,2.592578172683716,0.0,0.0,specimen_1__2025_03_06-17_46_07__Clip_3__end,valid,0.0,0.0,0.0,0.0,nan,431
raw,specimen_1,2025_03_06-17_46_07,valid,direct_polaris,specimen_1__2025_03_06-17_46_07__Clip_4__start,0.0,3.070833444595337,3.070833444595337,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741279602_670526742,0.0,1.7725735902786255,1.7725735902786255,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,60.092807424593964,18.329466357308586,4.176334106728538,1.8177566528320312,2.592578172683716,60.092807424593964,18.329466357308586,4.176334106728538,1.8177566528320312,2.592578172683716,0.0,0.0,specimen_1__2025_03_06-17_46_07__Clip_4__start,valid,0.0,0.0,0.0,0.0,nan,431
raw,specimen_1,2025_03_06-17_46_07,valid,direct_polaris,specimen_1__2025_03_06-17_46_07__Clip_4__end,0.0,4.293981552124023,4.293981552124023,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741279610_874241590,0.0,1.84608793258667,1.84608793258667,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,71.96261682242991,19.158878504672895,4.906542056074766,2.0005111694335938,2.6505231857299805,71.96261682242991,19.158878504672895,4.906542056074766,2.0005111694335938,2.6505231857299805,0.0,0.0,specimen_1__2025_03_06-17_46_07__Clip_4__end,valid,0.0,0.0,0.0,0.0,nan,428
raw,specimen_1,2025_03_06-17_46_07,valid,direct_polaris,specimen_1__2025_03_06-17_46_07__Clip_5__start,0.0,4.293981552124023,4.293981552124023,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741279610_874241590,0.0,1.84608793258667,1.84608793258667,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,71.96261682242991,19.158878504672895,4.906542056074766,2.0005111694335938,2.6505231857299805,71.96261682242991,19.158878504672895,4.906542056074766,2.0005111694335938,2.6505231857299805,0.0,0.0,specimen_1__2025_03_06-17_46_07__Clip_5__start,valid,0.0,0.0,0.0,0.0,nan,428
raw,specimen_1,2025_03_06-17_46_07,valid,direct_polaris,specimen_1__2025_03_06-17_46_07__Clip_5__end,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741279619_639563798,0.0,2.1320536136627197,2.1320536136627197,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,67.71428571428572,25.71428571428571,4.571428571428571,2.1320536136627197,2.7411246299743652,67.71428571428572,25.71428571428571,4.571428571428571,2.1320536136627197,2.7411246299743652,0.0,0.0,specimen_1__2025_03_06-17_46_07__Clip_5__end,valid,0.0,0.0,0.0,0.0,nan,350
raw,specimen_1,2025_03_06-17_43_05,valid,direct_polaris,specimen_1__2025_03_06-17_43_05__Clip_1__start,0.0,2.88043475151062,2.88043475151062,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741279397_014175891,0.0,1.5587064027786255,1.5587064027786255,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,55.35307517084283,15.945330296127564,1.5945330296127564,1.627954125404358,2.1511824131011963,55.35307517084283,15.945330296127564,1.5945330296127564,1.627954125404358,2.1511824131011963,0.0,0.0,specimen_1__2025_03_06-17_43_05__Clip_1__start,valid,0.0,0.0,0.0,0.0,nan,439
raw,specimen_1,2025_03_06-17_03_37,valid,,specimen_1__2025_03_06-17_03_37__Clip_1__start,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277038_994503974,0.0,1.532997488975525,1.532997488975525,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,65.78947368421053,8.552631578947368,2.631578947368421,1.532997488975525,1.9732364416122437,65.78947368421053,8.552631578947368,2.631578947368421,1.532997488975525,1.9732364416122437,0.0,0.0,specimen_1__2025_03_06-17_03_37__Clip_1__start,valid,0.0,0.0,0.0,0.0,nan,152
raw,specimen_1,2025_03_06-17_03_37,valid,,specimen_1__2025_03_06-17_03_37__Clip_1__end,0.0,2.51953125,2.51953125,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277054_444179058,0.0,2.246960163116455,2.246960163116455,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,60.62271062271062,26.190476190476193,10.805860805860807,2.262934923171997,3.374509811401367,60.62271062271062,26.190476190476193,10.805860805860807,2.262934923171997,3.374509811401367,0.0,0.0,specimen_1__2025_03_06-17_03_37__Clip_1__end,valid,0.0,0.0,0.0,0.0,nan,546
raw,specimen_1,2025_03_06-17_50_08,valid,direct_polaris,specimen_1__2025_03_06-17_50_08__Clip_1__start,0.0,3.263962745666504,3.263962745666504,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741279814_889631032,0.0,1.4601329565048218,1.4601329565048218,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,56.19834710743802,16.735537190082646,5.991735537190083,1.635298252105713,2.209825038909912,56.19834710743802,16.735537190082646,5.991735537190083,1.635298252105713,2.209825038909912,0.0,0.0,specimen_1__2025_03_06-17_50_08__Clip_1__start,valid,0.0,0.0,0.0,0.0,nan,484
raw,specimen_1,2025_03_06-17_50_08,valid,direct_polaris,specimen_1__2025_03_06-17_50_08__Clip_1__end,0.0,2.198214292526245,2.198214292526245,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741279833_122301101,0.0,2.296557903289795,2.296557903289795,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,61.93103448275862,26.75862068965517,9.379310344827587,2.2918102741241455,3.43481707572937,61.93103448275862,26.75862068965517,9.379310344827587,2.2918102741241455,3.43481707572937,0.0,0.0,specimen_1__2025_03_06-17_50_08__Clip_1__end,valid,0.0,0.0,0.0,0.0,nan,725
raw,specimen_1,2025_03_06-17_04_37,valid,,specimen_1__2025_03_06-17_04_37__Clip_1__start,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277089_267859220,0.0,1.2069052457809448,1.2069052457809448,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,56.98924731182796,4.301075268817205,0.0,1.2069052457809448,1.429113745689392,56.98924731182796,4.301075268817205,0.0,1.2069052457809448,1.429113745689392,0.0,0.0,specimen_1__2025_03_06-17_04_37__Clip_1__start,valid,0.0,0.0,0.0,0.0,nan,186
raw,specimen_1,2025_03_06-17_04_37,usable_with_warning,,specimen_1__2025_03_06-17_04_37__Clip_1__end,0.0,0.5795454382896423,0.5795454382896423,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277102_310320138,0.0,0.9244019389152527,0.9244019389152527,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,32.98429319371728,2.356020942408377,0.0,0.9144715070724487,1.1512919664382935,32.98429319371728,2.356020942408377,0.0,0.9144715070724487,1.1512919664382935,0.0,0.0,specimen_1__2025_03_06-17_04_37__Clip_1__end,usable_with_warning,0.0,0.0,0.0,0.0,nan,382
raw,specimen_1,2025_03_06-17_04_37,usable_with_warning,,specimen_1__2025_03_06-17_04_37__Clip_2__start,0.0,0.5795454382896423,0.5795454382896423,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277102_310320138,0.0,0.9244019389152527,0.9244019389152527,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,32.98429319371728,2.356020942408377,0.0,0.9144715070724487,1.1512919664382935,32.98429319371728,2.356020942408377,0.0,0.9144715070724487,1.1512919664382935,0.0,0.0,specimen_1__2025_03_06-17_04_37__Clip_2__start,usable_with_warning,0.0,0.0,0.0,0.0,nan,382
raw,specimen_1,2025_03_06-17_04_37,valid,,specimen_1__2025_03_06-17_04_37__Clip_2__end,0.0,1.75,1.75,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277116_990405559,0.0,1.6955658197402954,1.6955658197402954,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,59.42028985507246,13.526570048309178,6.280193236714976,1.6972750425338745,2.325582981109619,59.42028985507246,13.526570048309178,6.280193236714976,1.6972750425338745,2.325582981109619,0.0,0.0,specimen_1__2025_03_06-17_04_37__Clip_2__end,valid,0.0,0.0,0.0,0.0,nan,414
raw,specimen_1,2025_03_06-17_04_37,valid,,specimen_1__2025_03_06-17_04_37__Clip_3__start,0.0,1.75,1.75,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277116_990405559,0.0,1.6955658197402954,1.6955658197402954,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,59.42028985507246,13.526570048309178,6.280193236714976,1.6972750425338745,2.325582981109619,59.42028985507246,13.526570048309178,6.280193236714976,1.6972750425338745,2.325582981109619,0.0,0.0,specimen_1__2025_03_06-17_04_37__Clip_3__start,valid,0.0,0.0,0.0,0.0,nan,414
raw,specimen_1,2025_03_06-17_04_37,valid,,specimen_1__2025_03_06-17_04_37__Clip_3__end,0.0,2.40625,2.40625,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277161_742160797,0.0,2.2649967670440674,2.2649967670440674,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,53.86666666666666,21.333333333333336,9.066666666666666,2.265749931335449,4.364389896392822,53.86666666666666,21.333333333333336,9.066666666666666,2.265749931335449,4.364389896392822,0.0,0.0,specimen_1__2025_03_06-17_04_37__Clip_3__end,valid,0.0,0.0,0.0,0.0,nan,375
raw,specimen_1,2025_03_06-17_04_37,valid,,specimen_1__2025_03_06-17_04_37__Clip_4__start,0.0,2.40625,2.40625,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277161_742160797,0.0,2.2649967670440674,2.2649967670440674,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,53.86666666666666,21.333333333333336,9.066666666666666,2.265749931335449,4.364389896392822,53.86666666666666,21.333333333333336,9.066666666666666,2.265749931335449,4.364389896392822,0.0,0.0,specimen_1__2025_03_06-17_04_37__Clip_4__start,valid,0.0,0.0,0.0,0.0,nan,375
raw,specimen_1,2025_03_06-17_04_37,valid,,specimen_1__2025_03_06-17_04_37__Clip_4__end,0.0,11.897321701049805,11.897321701049805,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277171_752430915,0.0,2.2253429889678955,2.2253429889678955,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,58.9622641509434,29.245283018867923,12.735849056603774,2.544700860977173,4.354694366455078,58.9622641509434,29.245283018867923,12.735849056603774,2.544700860977173,4.354694366455078,0.0,0.0,specimen_1__2025_03_06-17_04_37__Clip_4__end,valid,0.0,0.0,0.0,0.0,nan,424
raw,specimen_1,2025_03_06-17_04_37,valid,,specimen_1__2025_03_06-17_04_37__Clip_5__start,0.0,11.897321701049805,11.897321701049805,0.0,,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741277171_752430915,0.0,2.2253429889678955,2.2253429889678955,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,nan,58.9622641509434,29.245283018867923,12.735849056603774,2.544700860977173,4.354694366455078,58.9622641509434,29.245283018867923,12.735849056603774,2.544700860977173,4.354694366455078,0.0,0.0,specimen_1__2025_03_06-17_04_37__Clip_5__start,valid,0.0,0.0,0.0,0.0,nan,424
