sequence,dataset,protocol,frames,authorization_ratio,catastrophic_update_gt3,clean_degradation,epe_gain,false_update_rate,harmful_modified_rate,intervention_coverage_all,intervention_precision,max_update_abs,mean_clean_update,mean_update_abs,new_bad3,p95_update_abs,raw_bad1,raw_bad3,raw_boundary_epe,raw_epe,raw_mc_temporal_error,raw_temporal_variance,refined_bad1,refined_bad3,refined_boundary_epe,refined_epe,refined_mc_temporal_error,refined_temporal_variance,runtime_ms,support_ratio,temporal_delta,temporal_worsened_ratio,transition,evaluated_frames,valid_count,clean_count,modified_count,frames_worsened,worst_frame_degradation,p95_frame_degradation
specimen_1__2025_03_06-17_38_21,D4D anchors,curated-pose Zivid GT at final frame of causal windows,9,0.822980953030296,0.0,0.23617021276595745,0.08045689521405178,0.5425531914893617,0.3361192350029836,0.585241452859695,0.6598181205793197,2.983684539794922,0.16015101062490586,0.25017597277959186,0.0037251164564342716,1.429506778717041,0.7044871794871795,0.08482905982905983,1.538562536239624,1.7664328422301854,1.146267917421129,4.317955017089844,0.6675213675213675,0.07841880341880342,1.4339213503731623,1.6859760550352243,1.004754318131341,3.7198209365208945,27.868393601642715,0.95701731824417,-0.14151352933711475,0.31660485683757067,3.0,9,4680,470,2969,0.0,-0.00702214241027832,-0.00702214241027832
specimen_1__2025_03_06-17_39_51,D4D anchors,curated-pose Zivid GT at final frame of causal windows,7,0.9279189488215407,0.0,0.20918367346938777,0.026944877320574115,0.3826530612244898,0.27046146448052116,0.60415997566534,0.7291097760786456,2.977558135986328,0.1534990279041991,0.22533886347498214,0.0077709409090636495,1.317626850945609,0.6961984536082474,0.1208118556701031,1.813018901007516,1.779852775031144,0.5628692422594342,1.3305967024394445,0.6939432989690721,0.10760309278350516,1.7549422979354858,1.7529079424812621,0.5260790927069527,1.2831877640315466,28.796184209308453,0.9472001763668431,-0.03679014529500689,0.29281858258413795,3.0,7,3104,392,1831,0.0,-0.0033752918243408203,-0.0033752918243408203
specimen_1__2025_03_06-17_43_05,D4D anchors,curated-pose Zivid GT at final frame of causal windows,1,0.4645774426641533,0.0,0.6451612903225806,-0.052105117589235306,0.967741935483871,0.5882352941176471,0.4087338988375746,0.4117647058823529,2.9096145629882812,0.23451504111289978,0.16186636686325073,0.0,0.8548438549041748,0.29411764705882354,0.0,0.29888758063316345,0.8258934617042542,0.5463138818740845,1.8430922031402588,0.3235294117647059,0.0,0.46961402893066406,0.8779985308647156,0.5507441759109497,1.8563348054885864,25.897348765283823,0.9824074074074074,0.004430283326655626,0.3473138548539114,3.0,1,68,31,51,1.0,0.052105069160461426,0.052105069160461426
specimen_1__2025_03_06-17_46_07,D4D anchors,curated-pose Zivid GT at final frame of causal windows,8,0.8249909934123547,0.0,0.17054263565891473,0.01432488386931478,0.3953488372093023,0.3366104938964326,0.5741328482132575,0.8040816326530612,2.9541053771972656,0.08398774799768084,0.2033101823180914,0.0023118957545187053,1.1254559457302094,0.47950819672131145,0.0389344262295082,0.7816076278686523,1.1842007768935845,1.0072353929281235,3.8382224440574646,0.46311475409836067,0.040983606557377046,0.7541637023289999,1.1698758162435938,0.9408968091011047,3.636772483587265,27.060141961555928,0.949657600308642,-0.06633850652724504,0.3296198046890974,3.0,8,488,129,245,0.375,0.05963289737701416,0.05963289737701416
specimen_1__2025_03_06-17_50_08,D4D anchors,curated-pose Zivid GT at final frame of causal windows,2,0.7294028180681836,0.0,0.25316455696202533,-0.024026688983601132,0.5189873417721519,0.5366568914956011,0.5783240843413875,0.44,2.9586524963378906,0.12577165833002404,0.22500307857990265,0.012257405515832482,1.0888228714466095,0.3539325842696629,0.10674157303370786,1.3169581890106201,1.1335188512052043,0.7566054463386536,1.3484408855438232,0.37640449438202245,0.11797752808988764,1.095954418182373,1.157545463422711,0.7147391438484192,1.3850822150707245,29.202914563938975,0.9803240740740741,-0.041866328567266464,0.33070031979515757,3.0,2,178,79,75,0.5,0.10365110635757446,0.09764553010463714
specimen_1__2025_03_06-17_51_03,D4D anchors,curated-pose Zivid GT at final frame of causal windows,9,0.6295068478614252,0.0,0.2336065573770492,0.024091311187468024,0.4344262295081967,0.27825902284411425,0.5033647880184814,0.594855305466238,2.962261199951172,0.10149007510454928,0.29019663400120205,0.0016661682402700046,1.6071223550372653,0.40304182509505704,0.08618504435994931,0.622432644878115,1.2197781071463465,0.9330224063661363,1.880922105577257,0.4017743979721166,0.08365019011406843,0.6145870813301632,1.195686799189588,0.801478796535068,1.5870304505030315,27.585798564056557,0.9807055898491082,-0.13154355933268866,0.37781362829866105,3.0,9,789,244,311,0.3333333333333333,0.036919474601745605,0.02282173633575438
specimen_2__2025_04_10-16_07_15,D4D anchors,curated-pose Zivid GT at final frame of causal windows,2,0.27748917285009544,0.0,0.0,-0.0010348438912834732,0.0,0.5,0.23308350730016603,0.0,2.980854034423828,0.0,0.09587142243981361,0.0,0.47665202617645264,0.640343347639485,0.0,1.1368785500526428,1.0441975244636699,0.6736650764942169,5.543026924133301,0.6429184549356223,0.0,1.1376428008079529,1.0452323945295146,0.6690725386142731,5.288343906402588,21.671660477295518,0.9795331790123456,-0.004592585610225797,0.4159025218359398,3.0,2,1165,142,10,0.5,0.0014774799346923828,0.0014036059379577636
specimen_2__2025_04_10-16_08_53,D4D anchors,curated-pose Zivid GT at final frame of causal windows,9,0.4322144100244896,0.0,0.071875,-8.329974261286431e-05,0.12421875,0.4747967479674797,0.3506143066191805,0.6303418803418803,2.984762191772461,0.016037216677796097,0.19792681766880882,0.0,1.285309566391839,0.3508887425938117,0.00043888523151195964,0.6616940283113055,0.7799762552777796,0.9509211248821683,6.41794851091173,0.347816545973228,0.00043888523151195964,0.6550171822309494,0.7800595472033987,0.8503476977348328,6.181476328108046,26.26848127692938,0.9757415980795611,-0.10057340893480513,0.32867370876122504,3.0,9,4557,1280,468,0.4444444444444444,0.02058011293411255,0.02058011293411255
specimen_2__2025_04_10-16_13_29,D4D anchors,curated-pose Zivid GT at final frame of causal windows,2,0.5066959582848156,0.0,0.0,-0.113153837621212,0.0,1.0,0.37541666725575384,0.0,2.959880828857422,0.0,0.15423443168401718,0.0,0.7654387652873993,0.8,0.2,,1.8168503046035767,0.41465434432029724,0.3040040507912636,0.8,0.2,,1.9300041198730469,0.40732742846012115,0.2776149958372116,25.93419887125492,0.9825617283950617,-0.007326887920498848,0.38113867753088415,3.0,1,5,0,4,1.0,0.11315381526947021,0.11315381526947021
specimen_2__2025_04_10-16_18_24,D4D anchors,curated-pose Zivid GT at final frame of causal windows,2,0.30120933423740814,0.0,0.0,0.0,0.0,,0.24105599697389785,0.0,2.9023056030273438,0.0,0.13535937666893005,0.0,0.8522558212280273,0.0,0.0,,0.0,0.912361204624176,4.229745864868164,0.0,0.0,,0.0,0.880633682012558,4.23681104183197,22.024001460522413,0.9791666666666667,-0.031727587804198265,0.3070460271119615,3.0,0,0,0,0,nan,nan,nan
specimen_2__2025_04_10-16_19_14,D4D anchors,curated-pose Zivid GT at final frame of causal windows,10,0.3583545776791372,0.0,0.0,0.0,0.0,0.0,0.2820585987708612,0.0,2.983654022216797,0.0,0.1635019987821579,0.0,1.0927612960338593,0.0,0.0,,0.35755348205566406,0.7443470418453216,2.509857964515686,0.0,0.0,,0.35755348205566406,0.6726819515228272,2.3722487449645997,25.851249787956476,0.9798148148148147,-0.07166508901864291,0.3293403967279265,3.0,2,2,2,0,0.0,0.0,0.0
specimen_2__2025_04_10-16_28_15,D4D anchors,curated-pose Zivid GT at final frame of causal windows,1,0.8591857000993048,0.0,0.0,0.0,0.0,,0.5698907646474677,0.0,2.9859237670898438,0.0,0.1773017942905426,0.0,0.9526644945144653,0.0,0.0,,0.0,0.713224470615387,2.691235065460205,0.0,0.0,,0.0,0.6836352348327637,2.549581527709961,27.991261798888445,0.9712577160493827,-0.029589174315333366,0.2693545183714002,3.0,0,0,0,0,nan,nan,nan
specimen_2__2025_04_10-16_32_24,D4D anchors,curated-pose Zivid GT at final frame of causal windows,1,0.22640918171491245,0.0,0.0,0.0,0.0,,0.20141799522112108,0.0,2.5694961547851562,0.0,0.11029855161905289,0.0,0.7612643241882324,0.0,0.0,,0.0,0.7266615033149719,2.745148181915283,0.0,0.0,,0.0,0.6000609397888184,2.146601438522339,25.968574918806553,0.9849151234567901,-0.12660057842731476,0.2530063848956089,3.0,0,0,0,0,nan,nan,nan
specimen_2__2025_04_10-16_33_49,D4D anchors,curated-pose Zivid GT at final frame of causal windows,6,0.5997368464307323,0.0,0.0,0.0,0.0,,0.34400325732047793,0.0,2.9862823486328125,0.0,0.20211654404799143,0.0,1.3256592750549316,0.0,0.0,,0.0,1.2101976076761882,8.496805985768637,0.0,0.0,,0.0,1.127077341079712,8.297869682312012,27.2722029282401,0.963258744855967,-0.08312026411294937,0.3316916675258865,3.0,0,0,0,0,nan,nan,nan
specimen_3__2025_05_08-14_24_24,D4D anchors,curated-pose Zivid GT at final frame of causal windows,1,0.37671018685012897,0.0,0.0,0.0,0.0,0.0,0.30107106559299507,0.0,2.9486618041992188,0.0,0.24817079305648804,0.0,2.048091411590576,1.0,0.1111111111111111,,2.012683391571045,2.4604501724243164,27.282136917114258,1.0,0.1111111111111111,,2.012683391571045,2.1072347164154053,25.30381965637207,26.074123103171587,0.9869598765432098,-0.3532152771949768,0.13751856774294427,3.0,1,9,0,0,0.0,0.0,0.0
specimen_3__2025_05_08-14_25_47,D4D anchors,curated-pose Zivid GT at final frame of causal windows,1,0.24187626933291673,0.0,0.0,0.0,0.0,0.0,0.23230745196063116,0.0,2.946575164794922,0.0,0.386491596698761,0.0,2.8387680053710938,0.6666666666666666,0.13333333333333333,,4.910477638244629,2.2434005737304688,14.746208190917969,0.6666666666666666,0.13333333333333333,,4.910477638244629,1.8069045543670654,10.790525436401367,25.710450019687414,0.9878086419753086,-0.4364962577819824,0.09104046242774566,3.0,1,15,1,0,0.0,0.0,0.0
specimen_3__2025_05_08-14_27_51,D4D anchors,curated-pose Zivid GT at final frame of causal windows,12,0.28451765376680777,0.0,0.0,-0.03517063198581574,0.0,0.3333333333333333,0.2587980578950367,0.0,2.9630661010742188,0.0,0.31483407815297443,0.01927437641723356,2.179373542467753,0.8253968253968254,0.2698412698412698,0.8214194178581238,5.341280110298642,1.518219918012619,10.212108274300894,0.8253968253968254,0.2857142857142857,0.8214194178581238,5.37645107034653,1.3028634637594223,8.347975393136343,28.885867757101853,0.9822434413580247,-0.2153565421079596,0.2568533249430693,3.0,12,126,11,20,0.3333333333333333,0.1271369457244873,0.1271369457244873
specimen_3__2025_05_08-14_33_16,D4D anchors,curated-pose Zivid GT at final frame of causal windows,2,0.27253587447029726,0.0,0.0,-0.0867981035894494,0.0,0.5,0.26037708614850574,0.0,2.9360733032226562,0.0,0.26146505028009415,0.0,1.5173243284225464,1.0,0.6559139784946236,8.703136444091797,5.263704730618384,1.0105337500572205,3.45606005191803,0.989247311827957,0.6559139784946236,8.70505428314209,5.350503113961989,0.8355880975723267,3.2341703176498413,30.06178606301546,0.9891396604938272,-0.17494565527886152,0.25328285008818086,3.0,2,93,0,27,1.0,0.23041129112243652,0.21889749765396116
specimen_3__2025_05_08-14_34_16,D4D anchors,curated-pose Zivid GT at final frame of causal windows,10,0.343196849137174,0.0,0.0,-0.2412383516704471,0.0,0.6,0.29462577401582246,0.0,2.909454345703125,0.0,0.14843968749046327,0.04646330680813439,0.8680166840553284,0.9442970822281167,0.7639257294429708,5.199546950204032,6.116711162445716,1.4894613683223725,15.534281969070435,0.9549071618037135,0.7771883289124668,5.234546933855329,6.3579498753939765,1.4666821718215943,15.485638511180877,30.1353114657104,0.984591049382716,-0.02277924083173275,0.37854633355201195,3.0,10,377,1,100,0.8,1.0114655494689941,0.662820863723754
specimen_3__2025_05_08-14_36_52,D4D anchors,curated-pose Zivid GT at final frame of causal windows,1,0.22338017174082747,0.0,0.0,0.0,0.0,0.0,0.21651053864168618,0.0,2.9264755249023438,0.0,0.2942877411842346,0.0,2.4374074935913086,1.0,0.0,,1.9029481410980225,0.8890409469604492,3.496539354324341,1.0,0.0,,1.9029481410980225,0.6491014361381531,2.412564992904663,28.27736781910062,0.9884259259259259,-0.23993954062461853,0.3515222482435597,3.0,1,16,0,0,0.0,0.0,0.0
specimen_3__2025_05_08-14_38_08,D4D anchors,curated-pose Zivid GT at final frame of causal windows,1,0.2669332079021637,0.0,0.0,-0.019660629332065582,0.0,0.8888888888888888,0.22373784885544057,0.1111111111111111,2.400177001953125,0.0,0.09407921135425568,0.06756756756756757,0.6336612701416016,1.0,0.26732673267326734,,3.1406428813934326,0.27884232997894287,0.4603962004184723,1.0,0.31683168316831684,,3.1603031158447266,0.30338698625564575,0.5460225939750671,28.187845833599567,0.9842592592592593,0.024544669315218925,0.3426230793352148,3.0,1,101,0,9,1.0,0.019660234451293945,0.019660234451293945
specimen_3__2025_05_08-14_39_50,D4D anchors,curated-pose Zivid GT at final frame of causal windows,10,0.5350757541132841,0.0,0.0,0.0,0.0,,0.3862227990512378,0.0,2.8442611694335938,0.0,0.18266255557537078,0.0,1.2106341958045959,0.0,0.0,,0.0,0.37600998878479003,0.3922418512403965,0.0,0.0,,0.0,0.2972961276769638,0.2696119137108326,28.143023513257504,0.9814699074074074,-0.07871386054903269,0.29529364830905913,3.0,0,0,0,0,nan,nan,nan
specimen_3__2025_05_08-14_49_00,D4D anchors,curated-pose Zivid GT at final frame of causal windows,2,0.542428012138326,0.0,0.0,0.0,0.0,,0.3942238968624729,0.0,2.9215431213378906,0.0,0.17452874779701233,0.0,0.9990823268890381,0.0,0.0,,0.0,1.1894052624702454,8.637649364769459,0.0,0.0,,0.0,1.1308307200670242,9.21726356074214,26.717723114416003,0.9789930555555555,-0.05857452191412449,0.19887281507969806,3.0,0,0,0,0,nan,nan,nan
specimen_3__2025_05_08-14_50_11,D4D anchors,curated-pose Zivid GT at final frame of causal windows,7,0.7178309019642131,0.0,0.0,0.0,0.0,,0.5697283287934252,0.0,2.9301071166992188,0.0,0.15421191709382193,0.0,0.6822081974574498,0.0,0.0,,0.0,0.4742632678576878,0.3928293415478298,0.0,0.0,,0.0,0.4548287604536329,0.33466500895363943,28.233912706907308,0.9685901675485009,-0.019434497824737003,0.3785618452380268,3.0,0,0,0,0,nan,nan,nan
specimen_3__2025_05_08-14_52_45,D4D anchors,curated-pose Zivid GT at final frame of causal windows,1,0.17900535218970973,0.0,0.0,0.0,0.0,,0.17435636988709616,0.0,2.9914093017578125,0.0,0.2197544127702713,0.0,1.9639086723327637,0.0,0.0,,0.0,0.5967121720314026,2.0572423934936523,0.0,0.0,,0.0,0.5062631964683533,1.9992156028747559,28.563955798745155,0.9875385802469135,-0.09044897556304932,0.43102707348517405,3.0,0,0,0,0,nan,nan,nan
specimen_3__2025_05_08-14_59_26,D4D anchors,curated-pose Zivid GT at final frame of causal windows,3,0.6405255447064971,0.0,0.0,0.0,0.0,0.0,0.49094264779770075,0.0,2.938690185546875,0.0,0.31646354993184406,0.0,1.8270609378814697,1.0,0.0,,1.995412826538086,1.860798756281535,9.479875246683756,1.0,0.0,,1.995412826538086,1.6338096459706624,7.471103668212891,24.160444891701143,0.987037037037037,-0.22698916494846344,0.24797464010080836,3.0,2,4,0,0,0.0,0.0,0.0
