frame_id,target_path,valid_pixel_pct,raw_disp_mae,oracle_no_flow_disp_mae,oracle_raw_fixed_raftsmall_disp_mae,oracle_all_available_disp_mae,candidates_available
000000,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000000.npz,44.63134765625,0.47179874777793884,0.47179874777793884,0.47179874777793884,0.3045135736465454,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000001,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000001.npz,44.80712890625,0.4478670060634613,0.36875271797180176,0.35001516342163086,0.2574493885040283,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000002,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000002.npz,44.88037109375,0.4821166396141052,0.35836097598075867,0.3530401587486267,0.2579055726528168,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000003,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000003.npz,45.101318359375,0.47183549404144287,0.37936943769454956,0.3773082196712494,0.2712686359882355,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000004,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000004.npz,45.27099609375,0.4682612717151642,0.35739901661872864,0.36110493540763855,0.2573300898075104,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000005,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000005.npz,45.26611328125,0.4673670828342438,0.31936147809028625,0.3384956121444702,0.24216938018798828,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000006,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000006.npz,45.46875,0.47999808192253113,0.35699567198753357,0.3720300495624542,0.2814547121524811,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000007,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000007.npz,45.70556640625,0.4614887833595276,0.3610108494758606,0.37198951840400696,0.28814148902893066,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000008,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000008.npz,45.9228515625,0.46205559372901917,0.36552947759628296,0.37566453218460083,0.28942549228668213,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000009,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_2_keyframe_1_000000_000087/targets/000009.npz,46.01318359375,0.4891519546508789,0.36979940533638,0.3873610496520996,0.3020631670951843,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
