epoch,global_step,total,geometry,correction,error_gate,memory_gate,clean_preservation,clean_pixel_update,clean_frame_update,safety_ranking,update_magnitude,target_error_mean,target_memory_mean,clean_pixel_ratio,clean_frame_ratio,gradient_norm,gate_mean,flow_latency_ms,update_abs_max,validation_raw_epe,validation_refined_epe,validation_oracle_epe,validation_oracle_recovery
0,52,0.2829784879890772,0.16698646545410156,0.09375468362122774,0.2287351145194127,0.6691229595587804,0.012661168095431864,0.01266882604138048,0.012653510138289466,0.0005477568788832671,0.012575847979370827,0.05883409469746626,0.3843033073040155,0.1974386658806067,0.9086538461538461,0.09868709051695007,0.020328228290264424,2.8841095397813032,0.6796875,1.0107737963948953,1.0044128387197857,0.9484279396693515,0.10202695109494615
1,104,0.2563922769175126,0.13569067862744516,0.07115524355322123,0.21734239218326715,0.6676843785322629,0.062083382696773,0.060223375411274344,0.06394339030465254,0.006692049650994774,0.06550230852399881,0.05870848414129936,0.3843827178845039,0.19743866516420475,0.9086538461538461,0.2681195425012937,0.052724984975961536,2.4150863274161773,1.734375,1.0107737963948953,1.0014801597398102,0.9484279396693515,0.14906582639480162
2,156,0.24459772929549217,0.1228529239216676,0.06222261366649316,0.21492501634817857,0.6678901452284592,0.07770354207605124,0.07382502607428111,0.08158205707485859,0.007610757566558627,0.08447732360890278,0.059143952237298854,0.38400790152641445,0.19743866487764394,0.9086538461538461,0.28168650057453376,0.07404033954326923,2.5342972590946236,1.640625,1.0107737963948953,0.9953100830392456,0.9484279396693515,0.24803113098153967
