dataset,feature,count,mean,std,minimum,maximum
SCARED-C-heldout,a2_error_gate,54206913,0.1191833628661114,0.15658691095327718,0.022904718294739723,0.9999960660934448
SCARED-C-heldout,a2_memory_gate,54206913,0.4258666621791619,0.08982161837224867,0.27060532569885254,0.9988164901733398
SCARED-C-heldout,a2_proposal_magnitude,54206913,0.16414038649848148,0.39329494800942666,8.985524546645252e-10,2.9963879585266113
SCARED-C-heldout,aligned_disparity,54206913,19.682894576171744,14.319371336673196,1.4245630502700806,135.5410614013672
SCARED-C-heldout,aligned_valid,54206913,1.0,0.0,1.0,1.0
SCARED-C-heldout,authorization,54206913,0.21358722272194322,0.409838652413203,0.0,1.0
SCARED-C-heldout,authorization_ultra_safe,54206913,0.09121118924444194,0.28790920131363734,0.0,1.0
SCARED-C-heldout,bidavideo_disagreement_abs,54206913,0.6368165422652102,2.8865369969522736,0.0,125.66885375976562
SCARED-C-heldout,disparity_residual_signed,54206913,-0.057455264417135346,2.955389997253768,-102.21647644042969,125.66885375976562
SCARED-C-heldout,false_update,9894346,0.020643709043528496,0.14218841837665486,0.0,1.0
SCARED-C-heldout,flow_magnitude,54206913,1.5384032730698634,3.7081560819872577,5.128457360115135e-06,118.98223876953125
SCARED-C-heldout,forward_backward_confidence,54206913,0.8010847575842092,0.25921724353432357,4.192071371953962e-34,0.9999836087226868
SCARED-C-heldout,forward_backward_error,54206913,0.4074105946933583,3.0755743717578667,8.62647266330896e-06,166.30052185058594
SCARED-C-heldout,incorrect_authorization,9894346,0.03273859636604582,0.17795162453326172,0.0,1.0
SCARED-C-heldout,intervention_probability,54206913,0.2553265078567479,0.3509910792404732,0.000142495016916655,1.0
SCARED-C-heldout,memory_age,54206913,1.0,0.0,1.0,1.0
SCARED-C-heldout,penultimate_00,54206913,0.3393480926611789,0.5105827246211447,-0.27846455574035645,11.179647445678711
SCARED-C-heldout,penultimate_01,54206913,0.8593004083635244,0.6366886204997075,-0.27846458554267883,2.4921936988830566
SCARED-C-heldout,penultimate_02,54206913,0.5500223656505371,0.6056392320619014,-0.27846458554267883,2.853771924972534
SCARED-C-heldout,penultimate_03,54206913,0.6721747637502595,0.5489026845201095,-0.27846458554267883,2.213402271270752
SCARED-C-heldout,penultimate_04,54206913,0.3888708266058026,0.5229250157848379,-0.27846455574035645,19.19032096862793
SCARED-C-heldout,penultimate_05,54206913,0.29666822986268937,0.5231214566845463,-0.27846455574035645,20.62961769104004
SCARED-C-heldout,penultimate_06,54206913,1.270915503768363,0.7626011382047032,-0.27846458554267883,5.323337554931641
SCARED-C-heldout,penultimate_07,54206913,0.2040351469561888,0.5115989483284765,-0.27846455574035645,14.9318208694458
SCARED-C-heldout,penultimate_08,54206913,0.37864821071373655,0.4668931397677207,-0.27846458554267883,15.51701545715332
SCARED-C-heldout,penultimate_09,54206913,-0.1471607232344265,0.33314128587263153,-0.27846458554267883,8.390557289123535
SCARED-C-heldout,penultimate_10,54206913,0.5811839320603492,0.5845866328722217,-0.2784644365310669,10.20821475982666
SCARED-C-heldout,penultimate_11,54206913,0.6181042562898199,0.5773217224319597,-0.27846458554267883,3.3002421855926514
SCARED-C-heldout,penultimate_12,54206913,0.6129814530897316,0.5109619008300638,-0.27846458554267883,3.301586866378784
SCARED-C-heldout,penultimate_13,54206913,1.0844024505930405,0.5577650493805433,-0.27846458554267883,2.4543938636779785
SCARED-C-heldout,penultimate_14,54206913,0.740261675642003,0.7363775822786386,-0.27846452593803406,22.40457534790039
SCARED-C-heldout,penultimate_15,54206913,0.8005952216193264,0.7215695800525825,-0.27845585346221924,19.88458824157715
SCARED-C-heldout,penultimate_16,54206913,1.1860614442044313,0.8332508196658458,-0.27846458554267883,3.6579620838165283
SCARED-C-heldout,penultimate_17,54206913,-0.10956005156734756,0.4159976452484429,-0.27846458554267883,22.52858543395996
SCARED-C-heldout,penultimate_18,54206913,0.18941445404131824,0.4586628118552415,-0.27846455574035645,15.579553604125977
SCARED-C-heldout,penultimate_19,54206913,0.018720554685526088,0.3744951137410936,-0.27846455574035645,18.144031524658203
SCARED-C-heldout,penultimate_20,54206913,1.0973660603730673,0.7054842687887307,-0.27846458554267883,3.4652748107910156
SCARED-C-heldout,penultimate_21,54206913,-0.1672034088276025,0.2418266819184233,-0.27846458554267883,9.392388343811035
SCARED-C-heldout,penultimate_22,54206913,0.7509741397803821,0.6735046481477388,-0.27846455574035645,2.893097162246704
SCARED-C-heldout,penultimate_23,54206913,0.15658309875341644,0.3609316544234627,-0.27846455574035645,4.432997226715088
SCARED-C-heldout,photometric_residual,54206913,0.07107346702975505,0.09362829606398046,0.0,0.908547580242157
SCARED-C-heldout,predicted_error_mu,54206913,0.34912997744693874,0.3852649691617641,0.030335649847984314,15.218684196472168
SCARED-C-heldout,predicted_uncertainty_sigma,54206913,0.3455506774014347,0.4479370048322874,0.019064603373408318,17.88745880126953
SCARED-C-heldout,raw_error,9894346,1.0036811277002247,3.5737039976581904,0.0,68.91655731201172
SCARED-C-heldout,raw_gradient_magnitude,54206913,0.20646582097928678,0.8469131481236675,9.999999747378752e-05,125.47566986083984
SCARED-C-heldout,raw_gradient_x,54206913,0.009386123464709517,0.4552368588177001,-90.46784210205078,50.94530487060547
SCARED-C-heldout,raw_gradient_y,54206913,0.09589451459493985,0.7371333337013937,-88.71797943115234,63.08612060546875
SCARED-C-heldout,raw_local_variance,54206913,3.7214511004874034,36.27019938313918,0.0,4134.3876953125
SCARED-C-heldout,raw_probability,54206913,0.27486226283847764,0.3259809472663492,0.0014185145264491439,1.0
SCARED-C-heldout,raw_valid,54206913,1.0,0.0,1.0,1.0
SCARED-C-heldout,raw_wrong,9894346,0.15614998707342556,0.3629974774160209,0.0,1.0
SCARED-C-heldout,update_magnitude,54206913,0.0901229601248802,0.3303330948144021,0.0,2.9931910037994385
SCARED-C-heldout,update_signed,54206913,-0.07739368005474279,0.3335450790506669,-2.9931910037994385,2.567070960998535
SCARED-C-heldout,warp_support,54206913,1.0,0.0,1.0,1.0
CREStereo,a2_error_gate,54206913,0.1191833628661114,0.15658691095327718,0.022904718294739723,0.9999960660934448
CREStereo,a2_memory_gate,54206913,0.4258666621791619,0.08982161837224867,0.27060532569885254,0.9988164901733398
CREStereo,a2_proposal_magnitude,54206913,0.16414038649848148,0.39329494800942666,8.985524546645252e-10,2.9963879585266113
CREStereo,aligned_disparity,54206913,19.682894576171744,14.319371336673196,1.4245630502700806,135.5410614013672
CREStereo,aligned_valid,54206913,1.0,0.0,1.0,1.0
CREStereo,authorization,54206913,0.21358722272194322,0.409838652413203,0.0,1.0
CREStereo,authorization_ultra_safe,54206913,0.09121118924444194,0.28790920131363734,0.0,1.0
CREStereo,bidavideo_disagreement_abs,54206913,0.6368165422652102,2.8865369969522736,0.0,125.66885375976562
CREStereo,disparity_residual_signed,54206913,-0.057455264417135346,2.955389997253768,-102.21647644042969,125.66885375976562
CREStereo,false_update,9894346,0.020643709043528496,0.14218841837665486,0.0,1.0
CREStereo,flow_magnitude,54206913,1.5384032730698634,3.7081560819872577,5.128457360115135e-06,118.98223876953125
CREStereo,forward_backward_confidence,54206913,0.8010847575842092,0.25921724353432357,4.192071371953962e-34,0.9999836087226868
CREStereo,forward_backward_error,54206913,0.4074105946933583,3.0755743717578667,8.62647266330896e-06,166.30052185058594
CREStereo,incorrect_authorization,9894346,0.03273859636604582,0.17795162453326172,0.0,1.0
CREStereo,intervention_probability,54206913,0.2553265078567479,0.3509910792404732,0.000142495016916655,1.0
CREStereo,memory_age,54206913,1.0,0.0,1.0,1.0
CREStereo,penultimate_00,54206913,0.3393480926611789,0.5105827246211447,-0.27846455574035645,11.179647445678711
