dataset,feature,count,mean,std,minimum,maximum
CREStereo,penultimate_01,54206913,0.8593004083635244,0.6366886204997075,-0.27846458554267883,2.4921936988830566
CREStereo,penultimate_02,54206913,0.5500223656505371,0.6056392320619014,-0.27846458554267883,2.853771924972534
CREStereo,penultimate_03,54206913,0.6721747637502595,0.5489026845201095,-0.27846458554267883,2.213402271270752
CREStereo,penultimate_04,54206913,0.3888708266058026,0.5229250157848379,-0.27846455574035645,19.19032096862793
CREStereo,penultimate_05,54206913,0.29666822986268937,0.5231214566845463,-0.27846455574035645,20.62961769104004
CREStereo,penultimate_06,54206913,1.270915503768363,0.7626011382047032,-0.27846458554267883,5.323337554931641
CREStereo,penultimate_07,54206913,0.2040351469561888,0.5115989483284765,-0.27846455574035645,14.9318208694458
CREStereo,penultimate_08,54206913,0.37864821071373655,0.4668931397677207,-0.27846458554267883,15.51701545715332
CREStereo,penultimate_09,54206913,-0.1471607232344265,0.33314128587263153,-0.27846458554267883,8.390557289123535
CREStereo,penultimate_10,54206913,0.5811839320603492,0.5845866328722217,-0.2784644365310669,10.20821475982666
CREStereo,penultimate_11,54206913,0.6181042562898199,0.5773217224319597,-0.27846458554267883,3.3002421855926514
CREStereo,penultimate_12,54206913,0.6129814530897316,0.5109619008300638,-0.27846458554267883,3.301586866378784
CREStereo,penultimate_13,54206913,1.0844024505930405,0.5577650493805433,-0.27846458554267883,2.4543938636779785
CREStereo,penultimate_14,54206913,0.740261675642003,0.7363775822786386,-0.27846452593803406,22.40457534790039
CREStereo,penultimate_15,54206913,0.8005952216193264,0.7215695800525825,-0.27845585346221924,19.88458824157715
CREStereo,penultimate_16,54206913,1.1860614442044313,0.8332508196658458,-0.27846458554267883,3.6579620838165283
CREStereo,penultimate_17,54206913,-0.10956005156734756,0.4159976452484429,-0.27846458554267883,22.52858543395996
CREStereo,penultimate_18,54206913,0.18941445404131824,0.4586628118552415,-0.27846455574035645,15.579553604125977
CREStereo,penultimate_19,54206913,0.018720554685526088,0.3744951137410936,-0.27846455574035645,18.144031524658203
CREStereo,penultimate_20,54206913,1.0973660603730673,0.7054842687887307,-0.27846458554267883,3.4652748107910156
CREStereo,penultimate_21,54206913,-0.1672034088276025,0.2418266819184233,-0.27846458554267883,9.392388343811035
CREStereo,penultimate_22,54206913,0.7509741397803821,0.6735046481477388,-0.27846455574035645,2.893097162246704
CREStereo,penultimate_23,54206913,0.15658309875341644,0.3609316544234627,-0.27846455574035645,4.432997226715088
CREStereo,photometric_residual,54206913,0.07107346702975505,0.09362829606398046,0.0,0.908547580242157
CREStereo,predicted_error_mu,54206913,0.34912997744693874,0.3852649691617641,0.030335649847984314,15.218684196472168
CREStereo,predicted_uncertainty_sigma,54206913,0.3455506774014347,0.4479370048322874,0.019064603373408318,17.88745880126953
CREStereo,raw_error,9894346,1.0036811277002247,3.5737039976581904,0.0,68.91655731201172
CREStereo,raw_gradient_magnitude,54206913,0.20646582097928678,0.8469131481236675,9.999999747378752e-05,125.47566986083984
CREStereo,raw_gradient_x,54206913,0.009386123464709517,0.4552368588177001,-90.46784210205078,50.94530487060547
CREStereo,raw_gradient_y,54206913,0.09589451459493985,0.7371333337013937,-88.71797943115234,63.08612060546875
CREStereo,raw_local_variance,54206913,3.7214511004874034,36.27019938313918,0.0,4134.3876953125
CREStereo,raw_probability,54206913,0.27486226283847764,0.3259809472663492,0.0014185145264491439,1.0
CREStereo,raw_valid,54206913,1.0,0.0,1.0,1.0
CREStereo,raw_wrong,9894346,0.15614998707342556,0.3629974774160209,0.0,1.0
CREStereo,update_magnitude,54206913,0.0901229601248802,0.3303330948144021,0.0,2.9931910037994385
CREStereo,update_signed,54206913,-0.07739368005474279,0.3335450790506669,-2.9931910037994385,2.567070960998535
CREStereo,warp_support,54206913,1.0,0.0,1.0,1.0
SERV-CT,a2_error_gate,54206913,0.1191833628661114,0.15658691095327718,0.022904718294739723,0.9999960660934448
SERV-CT,a2_memory_gate,54206913,0.4258666621791619,0.08982161837224867,0.27060532569885254,0.9988164901733398
SERV-CT,a2_proposal_magnitude,54206913,0.16414038649848148,0.39329494800942666,8.985524546645252e-10,2.9963879585266113
SERV-CT,aligned_disparity,54206913,19.682894576171744,14.319371336673196,1.4245630502700806,135.5410614013672
SERV-CT,aligned_valid,54206913,1.0,0.0,1.0,1.0
SERV-CT,authorization,54206913,0.21358722272194322,0.409838652413203,0.0,1.0
SERV-CT,authorization_ultra_safe,54206913,0.09121118924444194,0.28790920131363734,0.0,1.0
SERV-CT,bidavideo_disagreement_abs,54206913,0.6368165422652102,2.8865369969522736,0.0,125.66885375976562
SERV-CT,disparity_residual_signed,54206913,-0.057455264417135346,2.955389997253768,-102.21647644042969,125.66885375976562
SERV-CT,false_update,9894346,0.020643709043528496,0.14218841837665486,0.0,1.0
SERV-CT,flow_magnitude,54206913,1.5384032730698634,3.7081560819872577,5.128457360115135e-06,118.98223876953125
SERV-CT,forward_backward_confidence,54206913,0.8010847575842092,0.25921724353432357,4.192071371953962e-34,0.9999836087226868
SERV-CT,forward_backward_error,54206913,0.4074105946933583,3.0755743717578667,8.62647266330896e-06,166.30052185058594
SERV-CT,incorrect_authorization,9894346,0.03273859636604582,0.17795162453326172,0.0,1.0
SERV-CT,intervention_probability,54206913,0.2553265078567479,0.3509910792404732,0.000142495016916655,1.0
SERV-CT,memory_age,54206913,1.0,0.0,1.0,1.0
SERV-CT,penultimate_00,54206913,0.3393480926611789,0.5105827246211447,-0.27846455574035645,11.179647445678711
SERV-CT,penultimate_01,54206913,0.8593004083635244,0.6366886204997075,-0.27846458554267883,2.4921936988830566
SERV-CT,penultimate_02,54206913,0.5500223656505371,0.6056392320619014,-0.27846458554267883,2.853771924972534
SERV-CT,penultimate_03,54206913,0.6721747637502595,0.5489026845201095,-0.27846458554267883,2.213402271270752
SERV-CT,penultimate_04,54206913,0.3888708266058026,0.5229250157848379,-0.27846455574035645,19.19032096862793
SERV-CT,penultimate_05,54206913,0.29666822986268937,0.5231214566845463,-0.27846455574035645,20.62961769104004
SERV-CT,penultimate_06,54206913,1.270915503768363,0.7626011382047032,-0.27846458554267883,5.323337554931641
SERV-CT,penultimate_07,54206913,0.2040351469561888,0.5115989483284765,-0.27846455574035645,14.9318208694458
SERV-CT,penultimate_08,54206913,0.37864821071373655,0.4668931397677207,-0.27846458554267883,15.51701545715332
SERV-CT,penultimate_09,54206913,-0.1471607232344265,0.33314128587263153,-0.27846458554267883,8.390557289123535
SERV-CT,penultimate_10,54206913,0.5811839320603492,0.5845866328722217,-0.2784644365310669,10.20821475982666
SERV-CT,penultimate_11,54206913,0.6181042562898199,0.5773217224319597,-0.27846458554267883,3.3002421855926514
SERV-CT,penultimate_12,54206913,0.6129814530897316,0.5109619008300638,-0.27846458554267883,3.301586866378784
SERV-CT,penultimate_13,54206913,1.0844024505930405,0.5577650493805433,-0.27846458554267883,2.4543938636779785
SERV-CT,penultimate_14,54206913,0.740261675642003,0.7363775822786386,-0.27846452593803406,22.40457534790039
SERV-CT,penultimate_15,54206913,0.8005952216193264,0.7215695800525825,-0.27845585346221924,19.88458824157715
SERV-CT,penultimate_16,54206913,1.1860614442044313,0.8332508196658458,-0.27846458554267883,3.6579620838165283
SERV-CT,penultimate_17,54206913,-0.10956005156734756,0.4159976452484429,-0.27846458554267883,22.52858543395996
SERV-CT,penultimate_18,54206913,0.18941445404131824,0.4586628118552415,-0.27846455574035645,15.579553604125977
SERV-CT,penultimate_19,54206913,0.018720554685526088,0.3744951137410936,-0.27846455574035645,18.144031524658203
SERV-CT,penultimate_20,54206913,1.0973660603730673,0.7054842687887307,-0.27846458554267883,3.4652748107910156
SERV-CT,penultimate_21,54206913,-0.1672034088276025,0.2418266819184233,-0.27846458554267883,9.392388343811035
SERV-CT,penultimate_22,54206913,0.7509741397803821,0.6735046481477388,-0.27846455574035645,2.893097162246704
SERV-CT,penultimate_23,54206913,0.15658309875341644,0.3609316544234627,-0.27846455574035645,4.432997226715088
SERV-CT,photometric_residual,54206913,0.07107346702975505,0.09362829606398046,0.0,0.908547580242157
SERV-CT,predicted_error_mu,54206913,0.34912997744693874,0.3852649691617641,0.030335649847984314,15.218684196472168
SERV-CT,predicted_uncertainty_sigma,54206913,0.3455506774014347,0.4479370048322874,0.019064603373408318,17.88745880126953
SERV-CT,raw_error,9894346,1.0036811277002247,3.5737039976581904,0.0,68.91655731201172
SERV-CT,raw_gradient_magnitude,54206913,0.20646582097928678,0.8469131481236675,9.999999747378752e-05,125.47566986083984
SERV-CT,raw_gradient_x,54206913,0.009386123464709517,0.4552368588177001,-90.46784210205078,50.94530487060547
SERV-CT,raw_gradient_y,54206913,0.09589451459493985,0.7371333337013937,-88.71797943115234,63.08612060546875
SERV-CT,raw_local_variance,54206913,3.7214511004874034,36.27019938313918,0.0,4134.3876953125
SERV-CT,raw_probability,54206913,0.27486226283847764,0.3259809472663492,0.0014185145264491439,1.0
SERV-CT,raw_valid,54206913,1.0,0.0,1.0,1.0
SERV-CT,raw_wrong,9894346,0.15614998707342556,0.3629974774160209,0.0,1.0
SERV-CT,update_magnitude,54206913,0.0901229601248802,0.3303330948144021,0.0,2.9931910037994385
SERV-CT,update_signed,54206913,-0.07739368005474279,0.3335450790506669,-2.9931910037994385,2.567070960998535
SERV-CT,warp_support,54206913,1.0,0.0,1.0,1.0
D4D,a2_error_gate,54206913,0.1191833628661114,0.15658691095327718,0.022904718294739723,0.9999960660934448
D4D,a2_memory_gate,54206913,0.4258666621791619,0.08982161837224867,0.27060532569885254,0.9988164901733398
D4D,a2_proposal_magnitude,54206913,0.16414038649848148,0.39329494800942666,8.985524546645252e-10,2.9963879585266113
D4D,aligned_disparity,54206913,19.682894576171744,14.319371336673196,1.4245630502700806,135.5410614013672
D4D,aligned_valid,54206913,1.0,0.0,1.0,1.0
D4D,authorization,54206913,0.21358722272194322,0.409838652413203,0.0,1.0
D4D,authorization_ultra_safe,54206913,0.09121118924444194,0.28790920131363734,0.0,1.0
D4D,bidavideo_disagreement_abs,54206913,0.6368165422652102,2.8865369969522736,0.0,125.66885375976562
D4D,disparity_residual_signed,54206913,-0.057455264417135346,2.955389997253768,-102.21647644042969,125.66885375976562
D4D,false_update,9894346,0.020643709043528496,0.14218841837665486,0.0,1.0
D4D,flow_magnitude,54206913,1.5384032730698634,3.7081560819872577,5.128457360115135e-06,118.98223876953125
D4D,forward_backward_confidence,54206913,0.8010847575842092,0.25921724353432357,4.192071371953962e-34,0.9999836087226868
D4D,forward_backward_error,54206913,0.4074105946933583,3.0755743717578667,8.62647266330896e-06,166.30052185058594
D4D,incorrect_authorization,9894346,0.03273859636604582,0.17795162453326172,0.0,1.0
D4D,intervention_probability,54206913,0.2553265078567479,0.3509910792404732,0.000142495016916655,1.0
D4D,memory_age,54206913,1.0,0.0,1.0,1.0
D4D,penultimate_00,54206913,0.3393480926611789,0.5105827246211447,-0.27846455574035645,11.179647445678711
D4D,penultimate_01,54206913,0.8593004083635244,0.6366886204997075,-0.27846458554267883,2.4921936988830566
D4D,penultimate_02,54206913,0.5500223656505371,0.6056392320619014,-0.27846458554267883,2.853771924972534
D4D,penultimate_03,54206913,0.6721747637502595,0.5489026845201095,-0.27846458554267883,2.213402271270752
D4D,penultimate_04,54206913,0.3888708266058026,0.5229250157848379,-0.27846455574035645,19.19032096862793
D4D,penultimate_05,54206913,0.29666822986268937,0.5231214566845463,-0.27846455574035645,20.62961769104004
D4D,penultimate_06,54206913,1.270915503768363,0.7626011382047032,-0.27846458554267883,5.323337554931641
D4D,penultimate_07,54206913,0.2040351469561888,0.5115989483284765,-0.27846455574035645,14.9318208694458
D4D,penultimate_08,54206913,0.37864821071373655,0.4668931397677207,-0.27846458554267883,15.51701545715332
D4D,penultimate_09,54206913,-0.1471607232344265,0.33314128587263153,-0.27846458554267883,8.390557289123535
D4D,penultimate_10,54206913,0.5811839320603492,0.5845866328722217,-0.2784644365310669,10.20821475982666
D4D,penultimate_11,54206913,0.6181042562898199,0.5773217224319597,-0.27846458554267883,3.3002421855926514
D4D,penultimate_12,54206913,0.6129814530897316,0.5109619008300638,-0.27846458554267883,3.301586866378784
D4D,penultimate_13,54206913,1.0844024505930405,0.5577650493805433,-0.27846458554267883,2.4543938636779785
D4D,penultimate_14,54206913,0.740261675642003,0.7363775822786386,-0.27846452593803406,22.40457534790039
D4D,penultimate_15,54206913,0.8005952216193264,0.7215695800525825,-0.27845585346221924,19.88458824157715
D4D,penultimate_16,54206913,1.1860614442044313,0.8332508196658458,-0.27846458554267883,3.6579620838165283
D4D,penultimate_17,54206913,-0.10956005156734756,0.4159976452484429,-0.27846458554267883,22.52858543395996
D4D,penultimate_18,54206913,0.18941445404131824,0.4586628118552415,-0.27846455574035645,15.579553604125977
D4D,penultimate_19,54206913,0.018720554685526088,0.3744951137410936,-0.27846455574035645,18.144031524658203
D4D,penultimate_20,54206913,1.0973660603730673,0.7054842687887307,-0.27846458554267883,3.4652748107910156
D4D,penultimate_21,54206913,-0.1672034088276025,0.2418266819184233,-0.27846458554267883,9.392388343811035
D4D,penultimate_22,54206913,0.7509741397803821,0.6735046481477388,-0.27846455574035645,2.893097162246704
D4D,penultimate_23,54206913,0.15658309875341644,0.3609316544234627,-0.27846455574035645,4.432997226715088
D4D,photometric_residual,54206913,0.07107346702975505,0.09362829606398046,0.0,0.908547580242157
D4D,predicted_error_mu,54206913,0.34912997744693874,0.3852649691617641,0.030335649847984314,15.218684196472168
D4D,predicted_uncertainty_sigma,54206913,0.3455506774014347,0.4479370048322874,0.019064603373408318,17.88745880126953
D4D,raw_error,9894346,1.0036811277002247,3.5737039976581904,0.0,68.91655731201172
D4D,raw_gradient_magnitude,54206913,0.20646582097928678,0.8469131481236675,9.999999747378752e-05,125.47566986083984
D4D,raw_gradient_x,54206913,0.009386123464709517,0.4552368588177001,-90.46784210205078,50.94530487060547
D4D,raw_gradient_y,54206913,0.09589451459493985,0.7371333337013937,-88.71797943115234,63.08612060546875
D4D,raw_local_variance,54206913,3.7214511004874034,36.27019938313918,0.0,4134.3876953125
D4D,raw_probability,54206913,0.27486226283847764,0.3259809472663492,0.0014185145264491439,1.0
D4D,raw_valid,54206913,1.0,0.0,1.0,1.0
D4D,raw_wrong,9894346,0.15614998707342556,0.3629974774160209,0.0,1.0
D4D,update_magnitude,54206913,0.0901229601248802,0.3303330948144021,0.0,2.9931910037994385
D4D,update_signed,54206913,-0.07739368005474279,0.3335450790506669,-2.9931910037994385,2.567070960998535
D4D,warp_support,54206913,1.0,0.0,1.0,1.0
StereoMIS,a2_error_gate,54206913,0.1191833628661114,0.15658691095327718,0.022904718294739723,0.9999960660934448
StereoMIS,a2_memory_gate,54206913,0.4258666621791619,0.08982161837224867,0.27060532569885254,0.9988164901733398
StereoMIS,a2_proposal_magnitude,54206913,0.16414038649848148,0.39329494800942666,8.985524546645252e-10,2.9963879585266113
StereoMIS,aligned_disparity,54206913,19.682894576171744,14.319371336673196,1.4245630502700806,135.5410614013672
StereoMIS,aligned_valid,54206913,1.0,0.0,1.0,1.0
StereoMIS,authorization,54206913,0.21358722272194322,0.409838652413203,0.0,1.0
StereoMIS,authorization_ultra_safe,54206913,0.09121118924444194,0.28790920131363734,0.0,1.0
StereoMIS,bidavideo_disagreement_abs,54206913,0.6368165422652102,2.8865369969522736,0.0,125.66885375976562
StereoMIS,disparity_residual_signed,54206913,-0.057455264417135346,2.955389997253768,-102.21647644042969,125.66885375976562
StereoMIS,false_update,9894346,0.020643709043528496,0.14218841837665486,0.0,1.0
StereoMIS,flow_magnitude,54206913,1.5384032730698634,3.7081560819872577,5.128457360115135e-06,118.98223876953125
StereoMIS,forward_backward_confidence,54206913,0.8010847575842092,0.25921724353432357,4.192071371953962e-34,0.9999836087226868
StereoMIS,forward_backward_error,54206913,0.4074105946933583,3.0755743717578667,8.62647266330896e-06,166.30052185058594
StereoMIS,incorrect_authorization,9894346,0.03273859636604582,0.17795162453326172,0.0,1.0
StereoMIS,intervention_probability,54206913,0.2553265078567479,0.3509910792404732,0.000142495016916655,1.0
StereoMIS,memory_age,54206913,1.0,0.0,1.0,1.0
StereoMIS,penultimate_00,54206913,0.3393480926611789,0.5105827246211447,-0.27846455574035645,11.179647445678711
StereoMIS,penultimate_01,54206913,0.8593004083635244,0.6366886204997075,-0.27846458554267883,2.4921936988830566
StereoMIS,penultimate_02,54206913,0.5500223656505371,0.6056392320619014,-0.27846458554267883,2.853771924972534
StereoMIS,penultimate_03,54206913,0.6721747637502595,0.5489026845201095,-0.27846458554267883,2.213402271270752
StereoMIS,penultimate_04,54206913,0.3888708266058026,0.5229250157848379,-0.27846455574035645,19.19032096862793
StereoMIS,penultimate_05,54206913,0.29666822986268937,0.5231214566845463,-0.27846455574035645,20.62961769104004
StereoMIS,penultimate_06,54206913,1.270915503768363,0.7626011382047032,-0.27846458554267883,5.323337554931641
StereoMIS,penultimate_07,54206913,0.2040351469561888,0.5115989483284765,-0.27846455574035645,14.9318208694458
StereoMIS,penultimate_08,54206913,0.37864821071373655,0.4668931397677207,-0.27846458554267883,15.51701545715332
StereoMIS,penultimate_09,54206913,-0.1471607232344265,0.33314128587263153,-0.27846458554267883,8.390557289123535
StereoMIS,penultimate_10,54206913,0.5811839320603492,0.5845866328722217,-0.2784644365310669,10.20821475982666
StereoMIS,penultimate_11,54206913,0.6181042562898199,0.5773217224319597,-0.27846458554267883,3.3002421855926514
StereoMIS,penultimate_12,54206913,0.6129814530897316,0.5109619008300638,-0.27846458554267883,3.301586866378784
StereoMIS,penultimate_13,54206913,1.0844024505930405,0.5577650493805433,-0.27846458554267883,2.4543938636779785
StereoMIS,penultimate_14,54206913,0.740261675642003,0.7363775822786386,-0.27846452593803406,22.40457534790039
StereoMIS,penultimate_15,54206913,0.8005952216193264,0.7215695800525825,-0.27845585346221924,19.88458824157715
StereoMIS,penultimate_16,54206913,1.1860614442044313,0.8332508196658458,-0.27846458554267883,3.6579620838165283
StereoMIS,penultimate_17,54206913,-0.10956005156734756,0.4159976452484429,-0.27846458554267883,22.52858543395996
StereoMIS,penultimate_18,54206913,0.18941445404131824,0.4586628118552415,-0.27846455574035645,15.579553604125977
StereoMIS,penultimate_19,54206913,0.018720554685526088,0.3744951137410936,-0.27846455574035645,18.144031524658203
StereoMIS,penultimate_20,54206913,1.0973660603730673,0.7054842687887307,-0.27846458554267883,3.4652748107910156
StereoMIS,penultimate_21,54206913,-0.1672034088276025,0.2418266819184233,-0.27846458554267883,9.392388343811035
StereoMIS,penultimate_22,54206913,0.7509741397803821,0.6735046481477388,-0.27846455574035645,2.893097162246704
StereoMIS,penultimate_23,54206913,0.15658309875341644,0.3609316544234627,-0.27846455574035645,4.432997226715088
StereoMIS,photometric_residual,54206913,0.07107346702975505,0.09362829606398046,0.0,0.908547580242157
StereoMIS,predicted_error_mu,54206913,0.34912997744693874,0.3852649691617641,0.030335649847984314,15.218684196472168
StereoMIS,predicted_uncertainty_sigma,54206913,0.3455506774014347,0.4479370048322874,0.019064603373408318,17.88745880126953
StereoMIS,raw_error,9894346,1.0036811277002247,3.5737039976581904,0.0,68.91655731201172
StereoMIS,raw_gradient_magnitude,54206913,0.20646582097928678,0.8469131481236675,9.999999747378752e-05,125.47566986083984
StereoMIS,raw_gradient_x,54206913,0.009386123464709517,0.4552368588177001,-90.46784210205078,50.94530487060547
StereoMIS,raw_gradient_y,54206913,0.09589451459493985,0.7371333337013937,-88.71797943115234,63.08612060546875
StereoMIS,raw_local_variance,54206913,3.7214511004874034,36.27019938313918,0.0,4134.3876953125
StereoMIS,raw_probability,54206913,0.27486226283847764,0.3259809472663492,0.0014185145264491439,1.0
StereoMIS,raw_valid,54206913,1.0,0.0,1.0,1.0
StereoMIS,raw_wrong,9894346,0.15614998707342556,0.3629974774160209,0.0,1.0
StereoMIS,update_magnitude,54206913,0.0901229601248802,0.3303330948144021,0.0,2.9931910037994385
StereoMIS,update_signed,54206913,-0.07739368005474279,0.3335450790506669,-2.9931910037994385,2.567070960998535
StereoMIS,warp_support,54206913,1.0,0.0,1.0,1.0
