dataset,authorization,raw_wrong,incorrect_authorization,pc1,pc2
CREStereo,0.0,0.0,0.0,-4.4054313,-2.106314
CREStereo,0.0,0.0,0.0,-4.475183,-1.9980346
CREStereo,0.0,0.0,0.0,-5.8520865,-0.57822627
CREStereo,0.0,0.0,0.0,-6.378233,0.84810317
CREStereo,1.0,1.0,0.0,4.3646665,-3.9629874
CREStereo,0.0,0.0,0.0,-5.895836,-1.0849074
CREStereo,0.0,0.0,0.0,-7.346063,0.9191016
CREStereo,0.0,0.0,0.0,-7.9464097,2.762681
CREStereo,0.0,0.0,0.0,-1.7063098,-1.8988315
CREStereo,0.0,0.0,0.0,-7.9498806,2.1768937
CREStereo,0.0,0.0,0.0,-6.7080293,1.1859962
CREStereo,0.0,0.0,0.0,-5.9510417,-0.94087386
CREStereo,0.0,0.0,0.0,-4.0590863,-2.8666482
CREStereo,0.0,0.0,0.0,-5.0178194,-2.39672
CREStereo,0.0,0.0,0.0,-2.3196683,-1.3658495
CREStereo,0.0,1.0,0.0,-4.451419,-1.9175733
CREStereo,0.0,0.0,0.0,-3.6501513,0.021548778
CREStereo,0.0,0.0,0.0,-4.7391667,0.11467478
CREStereo,0.0,0.0,0.0,-3.2926793,-1.6826293
CREStereo,0.0,0.0,0.0,-8.438381,2.0515354
CREStereo,0.0,0.0,0.0,-7.07129,1.9346029
CREStereo,0.0,0.0,0.0,-8.2742605,2.5414038
CREStereo,0.0,0.0,0.0,-6.5534,0.4807612
CREStereo,0.0,0.0,0.0,-8.990137,2.9390266
CREStereo,0.0,1.0,0.0,-2.6244316,-2.9446678
CREStereo,0.0,0.0,0.0,-2.0704443,-0.86424553
CREStereo,0.0,0.0,0.0,-7.7598276,2.1569548
CREStereo,0.0,0.0,0.0,-7.170631,1.5705332
CREStereo,0.0,1.0,0.0,-5.353151,0.84254515
CREStereo,0.0,0.0,0.0,-5.0275836,-0.10670194
CREStereo,0.0,0.0,0.0,-5.727416,-1.0084069
CREStereo,0.0,0.0,0.0,-4.695983,-0.11224505
CREStereo,0.0,0.0,0.0,-8.097174,2.2889128
CREStereo,0.0,0.0,0.0,-5.1756725,0.31207725
CREStereo,0.0,0.0,0.0,-7.461735,2.104436
CREStereo,0.0,0.0,0.0,-7.7916737,2.1687627
CREStereo,0.0,0.0,0.0,-0.61003685,-2.5394766
CREStereo,0.0,0.0,0.0,-5.3159842,-1.0603268
CREStereo,0.0,0.0,0.0,-5.218979,-1.5626373
CREStereo,1.0,0.0,1.0,0.98387766,-3.1318417
CREStereo,0.0,0.0,0.0,-6.613349,0.14446911
CREStereo,0.0,0.0,0.0,-8.882702,2.2995806
CREStereo,0.0,0.0,0.0,-6.5948334,1.105852
CREStereo,0.0,0.0,0.0,-6.013135,2.2083404
CREStereo,0.0,0.0,0.0,-3.4165769,-1.0112095
CREStereo,0.0,0.0,0.0,-3.4557579,0.57623124
CREStereo,0.0,0.0,0.0,-3.919931,-4.181961
CREStereo,0.0,0.0,0.0,-2.6847906,-3.4360156
CREStereo,0.0,0.0,0.0,-5.4894133,-2.258625
CREStereo,0.0,0.0,0.0,-3.3502717,-1.8003093
CREStereo,0.0,0.0,0.0,-5.125338,-0.06342611
CREStereo,0.0,0.0,0.0,-5.0051274,0.3646873
CREStereo,0.0,0.0,0.0,-5.537546,0.19724855
CREStereo,0.0,0.0,0.0,-4.1636477,-1.9258653
CREStereo,0.0,1.0,0.0,-3.9427285,-0.2095639
CREStereo,0.0,0.0,0.0,-6.852014,0.684049
CREStereo,1.0,0.0,1.0,0.4167614,-6.3279033
CREStereo,0.0,0.0,0.0,-5.9809,0.7357774
CREStereo,0.0,0.0,0.0,-4.138884,-2.4849975
CREStereo,1.0,0.0,1.0,2.5908036,-4.1529126
CREStereo,0.0,1.0,0.0,-3.7739086,-0.36434013
CREStereo,0.0,0.0,0.0,-8.051615,2.4161754
CREStereo,0.0,0.0,0.0,-2.8625073,-2.2708712
CREStereo,1.0,1.0,0.0,6.2174544,-4.4804354
CREStereo,0.0,1.0,0.0,-1.6442778,-3.3678346
CREStereo,1.0,0.0,1.0,5.37345,-3.8262675
CREStereo,0.0,0.0,0.0,-5.214264,-1.6051239
CREStereo,0.0,0.0,0.0,-8.345051,2.041666
CREStereo,0.0,0.0,0.0,-5.2909727,-1.4455053
CREStereo,0.0,0.0,0.0,-8.247953,2.5576577
CREStereo,0.0,0.0,0.0,-6.214288,1.1669062
CREStereo,0.0,0.0,0.0,-5.511286,0.13397565
CREStereo,0.0,0.0,0.0,-5.533536,0.8006679
CREStereo,0.0,0.0,0.0,-5.4933414,0.77727854
CREStereo,0.0,1.0,0.0,-7.791758,2.565639
CREStereo,0.0,0.0,0.0,-5.823316,-1.1680561
CREStereo,0.0,0.0,0.0,-5.0395813,-2.2274342
CREStereo,1.0,1.0,0.0,1.2946076,-5.74391
CREStereo,0.0,0.0,0.0,-5.7989426,-0.9308677
CREStereo,0.0,0.0,0.0,-7.7679586,1.5049306
CREStereo,0.0,0.0,0.0,-7.7818027,2.254085
CREStereo,0.0,0.0,0.0,-5.332794,-0.44750613
CREStereo,0.0,0.0,0.0,-5.985031,-1.1646997
CREStereo,0.0,0.0,0.0,-5.6886024,-1.255537
CREStereo,0.0,0.0,0.0,-7.5416746,2.0771904
CREStereo,0.0,0.0,0.0,-6.62685,0.8107997
CREStereo,0.0,0.0,0.0,-3.6520488,-2.1363323
CREStereo,0.0,0.0,0.0,-5.8747997,-0.12407908
CREStereo,0.0,0.0,0.0,-5.241929,-1.627794
CREStereo,0.0,0.0,0.0,-8.496792,3.0551722
CREStereo,0.0,0.0,0.0,-5.7551193,-2.4058042
CREStereo,0.0,0.0,0.0,-3.5247145,-0.2520867
CREStereo,0.0,0.0,0.0,-4.0332484,-0.6884904
CREStereo,0.0,0.0,0.0,-9.841981,3.5269198
CREStereo,0.0,0.0,0.0,-3.983896,-2.991321
CREStereo,0.0,0.0,0.0,-5.8453827,0.1428903
CREStereo,0.0,0.0,0.0,-6.079295,-0.8770865
CREStereo,0.0,0.0,0.0,-3.5274415,-1.1336832
CREStereo,0.0,0.0,0.0,-7.6341085,1.9906851
CREStereo,0.0,0.0,0.0,-3.3157215,-2.6457214
CREStereo,0.0,0.0,0.0,-5.336811,0.54868674
CREStereo,1.0,0.0,1.0,1.7480979,-3.6337018
CREStereo,0.0,0.0,0.0,-7.0801964,1.3890839
CREStereo,0.0,1.0,0.0,23.548883,7.1249237
CREStereo,0.0,0.0,0.0,-7.1646843,1.4403394
CREStereo,0.0,0.0,0.0,-4.319611,-0.8138274
CREStereo,0.0,0.0,0.0,-8.028641,2.54354
CREStereo,0.0,0.0,0.0,-3.1379156,-0.8375634
CREStereo,0.0,0.0,0.0,-5.5386133,0.8245686
CREStereo,0.0,1.0,0.0,-4.829384,-1.8734574
CREStereo,0.0,0.0,0.0,-5.9477363,0.4477751
CREStereo,0.0,1.0,0.0,-0.757009,-3.3054063
CREStereo,0.0,0.0,0.0,-3.9886672,-2.2656178
CREStereo,0.0,0.0,0.0,-5.232785,-2.1400814
CREStereo,0.0,0.0,0.0,-4.6901746,-0.066367775
CREStereo,1.0,1.0,0.0,2.6779938,-3.138783
CREStereo,0.0,0.0,0.0,-6.7195816,0.47472998
CREStereo,0.0,1.0,0.0,-3.956523,-2.442841
CREStereo,1.0,0.0,1.0,2.10215,-2.3203864
CREStereo,0.0,1.0,0.0,-3.5816174,-2.7943544
CREStereo,0.0,0.0,0.0,-9.001293,3.142799
CREStereo,0.0,0.0,0.0,-6.2794685,1.3354473
CREStereo,0.0,0.0,0.0,-5.8447895,-0.3872382
CREStereo,0.0,0.0,0.0,-7.8798656,1.8921477
CREStereo,0.0,0.0,0.0,-2.4285123,-2.7335398
CREStereo,1.0,0.0,1.0,-0.020237446,-2.1318862
CREStereo,0.0,0.0,0.0,-5.079768,-0.24964273
CREStereo,0.0,0.0,0.0,-7.767357,2.0196044
CREStereo,0.0,0.0,0.0,-5.2847385,-0.23061559
CREStereo,0.0,0.0,0.0,-5.9628177,-0.69536155
CREStereo,0.0,0.0,0.0,-6.3835607,-0.35731548
CREStereo,0.0,0.0,0.0,-5.130248,0.9424237
CREStereo,0.0,0.0,0.0,-6.109942,1.0630356
CREStereo,0.0,0.0,0.0,-3.7643547,-1.0097831
CREStereo,0.0,0.0,0.0,-4.086342,-0.15481998
CREStereo,0.0,0.0,0.0,-7.014445,1.6047431
CREStereo,0.0,1.0,0.0,-3.6375203,-2.8164551
CREStereo,0.0,0.0,0.0,-6.06443,-1.4718344
CREStereo,0.0,1.0,0.0,-7.0584803,1.2982471
CREStereo,0.0,0.0,0.0,-7.0032043,1.9588434
CREStereo,0.0,0.0,0.0,-5.066198,-1.4007874
CREStereo,0.0,1.0,0.0,-6.5760207,0.20907614
CREStereo,0.0,0.0,0.0,-7.8765836,1.8250774
CREStereo,0.0,0.0,0.0,-5.2610517,0.23061988
CREStereo,0.0,0.0,0.0,-7.732732,1.9014446
CREStereo,0.0,0.0,0.0,-7.8341713,2.3263814
CREStereo,0.0,0.0,0.0,-7.888121,2.5570755
CREStereo,0.0,0.0,0.0,-8.0934725,2.3453512
CREStereo,0.0,0.0,0.0,-4.8665977,0.51079464
CREStereo,0.0,0.0,0.0,-6.6431136,0.85677457
CREStereo,0.0,0.0,0.0,-4.443137,0.016106606
CREStereo,0.0,1.0,0.0,-6.593309,1.1858383
CREStereo,0.0,0.0,0.0,-0.9293709,-1.9293226
CREStereo,0.0,1.0,0.0,-3.45457,-2.5794966
CREStereo,0.0,0.0,0.0,-5.3938093,0.52376604
CREStereo,0.0,1.0,0.0,-3.4025736,-1.0262364
CREStereo,0.0,0.0,0.0,-4.086148,-2.1703715
CREStereo,0.0,0.0,0.0,-9.4987135,3.758339
CREStereo,0.0,0.0,0.0,-7.347387,1.6887656
CREStereo,0.0,0.0,0.0,-5.592391,-1.1411904
CREStereo,1.0,1.0,0.0,5.859616,-5.146034
CREStereo,0.0,0.0,0.0,-6.0972357,1.166073
CREStereo,0.0,1.0,0.0,-2.091158,-2.7841601
CREStereo,0.0,0.0,0.0,-8.825385,3.2826946
CREStereo,0.0,0.0,0.0,-5.7116227,1.072413
CREStereo,0.0,0.0,0.0,-4.4625416,-1.8775119
CREStereo,0.0,0.0,0.0,-5.4949775,-1.335483
CREStereo,0.0,0.0,0.0,-5.193543,-1.6153098
CREStereo,0.0,0.0,0.0,-4.984781,-1.6037543
CREStereo,1.0,0.0,1.0,1.8337817,-5.790004
CREStereo,0.0,0.0,0.0,-4.8439045,-2.1590865
CREStereo,1.0,0.0,1.0,0.057893276,-2.34804
CREStereo,0.0,0.0,0.0,-5.629484,-0.1346277
CREStereo,1.0,1.0,1.0,2.3041558,-2.789879
CREStereo,0.0,0.0,0.0,-3.9368217,-0.1501221
CREStereo,0.0,0.0,0.0,-5.421394,-1.1727487
CREStereo,0.0,0.0,0.0,-4.69858,0.07339394
CREStereo,0.0,1.0,0.0,-5.226099,0.20814458
CREStereo,0.0,0.0,0.0,-3.7146494,-2.4809046
CREStereo,0.0,0.0,0.0,-7.7445917,1.8078068
CREStereo,0.0,0.0,0.0,-4.795873,-1.9739537
CREStereo,0.0,0.0,0.0,-8.609516,2.943269
CREStereo,0.0,0.0,0.0,-4.7128644,0.1294435
CREStereo,0.0,1.0,0.0,-3.464643,-0.46630958
CREStereo,0.0,0.0,0.0,-2.2634451,-1.0868124
CREStereo,0.0,0.0,0.0,-9.188015,3.6259508
CREStereo,0.0,0.0,0.0,-8.708508,2.5235736
CREStereo,0.0,0.0,0.0,-2.2813778,-1.5594608
CREStereo,0.0,1.0,0.0,-4.0397997,-2.581482
CREStereo,0.0,0.0,0.0,-4.1587744,-2.1345475
CREStereo,0.0,0.0,0.0,-4.9937477,0.9552022
CREStereo,0.0,0.0,0.0,-4.161301,-2.1199276
CREStereo,0.0,0.0,0.0,-8.032658,1.8647267
CREStereo,0.0,0.0,0.0,-5.516651,-1.0435196
CREStereo,0.0,0.0,0.0,-3.6148233,-2.4935348
CREStereo,0.0,0.0,0.0,-6.014021,-0.8802328
CREStereo,0.0,0.0,0.0,-6.659746,1.2372936
CREStereo,0.0,0.0,0.0,-6.6666946,0.48583028
CREStereo,0.0,0.0,0.0,-9.524629,3.5648866
CREStereo,0.0,1.0,0.0,-4.202721,0.18724099
CREStereo,0.0,0.0,0.0,-6.583609,0.7478298
CREStereo,0.0,0.0,0.0,-3.9711514,-2.1939895
CREStereo,0.0,0.0,0.0,-6.4614,1.3417672
CREStereo,0.0,1.0,0.0,-3.845879,-3.2638109
CREStereo,0.0,0.0,0.0,-4.799628,-1.7651454
CREStereo,0.0,0.0,0.0,-6.497271,1.8269769
CREStereo,0.0,0.0,0.0,-3.5099473,-2.5160265
CREStereo,0.0,1.0,0.0,-4.0747643,-1.2996615
CREStereo,0.0,0.0,0.0,-8.507246,2.898729
CREStereo,0.0,1.0,0.0,-3.2286363,-2.4748642
CREStereo,0.0,0.0,0.0,-10.408459,3.2951226
CREStereo,0.0,0.0,0.0,-5.3230867,-0.5116284
CREStereo,0.0,1.0,0.0,-1.7637079,-2.9307861
CREStereo,0.0,0.0,0.0,-7.4067383,2.067802
CREStereo,0.0,0.0,0.0,-6.341893,-0.13069794
CREStereo,0.0,0.0,0.0,-4.8928185,-1.9494153
CREStereo,0.0,0.0,0.0,-3.0745542,-1.5920116
CREStereo,0.0,0.0,0.0,-9.597582,3.7455273
CREStereo,1.0,1.0,0.0,7.979281,-3.6938896
CREStereo,0.0,0.0,0.0,-6.0598607,1.2714707
CREStereo,0.0,0.0,0.0,-3.6009407,-2.8168807
CREStereo,0.0,0.0,0.0,-4.1868577,-1.9069706
CREStereo,1.0,1.0,0.0,5.797487,-4.503518
CREStereo,0.0,0.0,0.0,-4.739404,-2.3774183
CREStereo,0.0,0.0,0.0,-4.1964703,-0.194199
CREStereo,0.0,0.0,0.0,-6.582616,1.1124753
CREStereo,0.0,0.0,0.0,-5.0485797,0.29545543
CREStereo,0.0,0.0,0.0,-7.842635,1.9847704
CREStereo,0.0,0.0,0.0,-3.3914635,-0.5938501
CREStereo,1.0,1.0,0.0,11.225168,-1.6549851
CREStereo,0.0,1.0,0.0,-0.33805943,-4.9243298
CREStereo,0.0,0.0,0.0,-8.1352415,2.4139977
CREStereo,0.0,0.0,0.0,-3.008529,-3.3811324
CREStereo,0.0,0.0,0.0,-7.3780317,1.577803
CREStereo,0.0,0.0,0.0,-5.757905,1.3288767
CREStereo,0.0,0.0,0.0,-3.5492969,-0.014291823
CREStereo,0.0,0.0,0.0,-7.4373913,1.7481412
CREStereo,0.0,0.0,0.0,-5.361785,0.97925854
CREStereo,0.0,0.0,0.0,-1.8266003,-3.6696756
CREStereo,0.0,1.0,0.0,-1.4898694,-3.322479
CREStereo,1.0,1.0,0.0,0.5120559,-3.4234617
CREStereo,0.0,0.0,0.0,-5.4411516,-0.029400498
CREStereo,0.0,0.0,0.0,-5.077583,-0.70452654
CREStereo,0.0,0.0,0.0,-4.8306947,-0.93893886
CREStereo,0.0,0.0,0.0,-1.7546751,-1.3902556
CREStereo,0.0,1.0,0.0,-1.9870255,-3.2241416
CREStereo,0.0,0.0,0.0,-7.1643133,1.0144135
CREStereo,0.0,0.0,0.0,-6.9044504,0.46465275
CREStereo,0.0,0.0,0.0,-3.8876467,-0.68838334
CREStereo,0.0,0.0,0.0,-5.8119936,0.9099189
CREStereo,0.0,0.0,0.0,-7.0990367,0.8250929
CREStereo,0.0,0.0,0.0,-6.7429857,0.7353554
CREStereo,0.0,0.0,0.0,-8.002557,1.7922796
CREStereo,0.0,0.0,0.0,-6.913026,0.82546985
CREStereo,0.0,0.0,0.0,-3.9637127,-2.2450492
CREStereo,0.0,0.0,0.0,-5.6776495,-1.9728001
CREStereo,0.0,0.0,0.0,-6.3022127,1.153278
CREStereo,0.0,0.0,0.0,-5.4802184,-1.1833078
CREStereo,0.0,0.0,0.0,-6.240959,-0.34597233
CREStereo,0.0,0.0,0.0,-4.8407106,-1.2268268
CREStereo,0.0,1.0,0.0,-4.255822,0.6236013
CREStereo,0.0,0.0,0.0,-3.6500936,0.01391992
CREStereo,0.0,0.0,0.0,-7.1825724,1.1701459
CREStereo,0.0,0.0,0.0,-4.273765,-1.9175457
CREStereo,0.0,0.0,0.0,-6.30459,0.91254103
CREStereo,0.0,0.0,0.0,-7.7399597,2.1065361
CREStereo,1.0,1.0,0.0,2.6225004,-2.6434968
CREStereo,0.0,0.0,0.0,-8.024203,2.3761356
CREStereo,1.0,1.0,0.0,5.171574,-4.7626047
CREStereo,0.0,0.0,0.0,-6.029433,-0.87131214
CREStereo,0.0,1.0,0.0,-2.2755098,-0.46492434
CREStereo,0.0,0.0,0.0,-3.2679253,0.48873064
CREStereo,0.0,0.0,0.0,-5.7353497,1.1948258
CREStereo,0.0,0.0,0.0,-3.0685482,-1.9561353
CREStereo,0.0,0.0,0.0,-5.465015,-1.225251
CREStereo,0.0,0.0,0.0,-4.3173714,-2.1039102
CREStereo,0.0,0.0,0.0,-5.392612,0.38811734
CREStereo,0.0,0.0,0.0,-6.98394,1.6214138
CREStereo,0.0,0.0,0.0,-2.8989043,-1.8226461
CREStereo,0.0,0.0,0.0,-5.2833247,-2.2493467
CREStereo,0.0,0.0,0.0,-5.081958,0.50117195
CREStereo,0.0,0.0,0.0,-6.101537,1.4767303
CREStereo,1.0,1.0,0.0,2.1848364,-5.104635
CREStereo,0.0,1.0,0.0,-4.4431343,0.32175013
CREStereo,0.0,0.0,0.0,-8.230316,2.7470536
CREStereo,0.0,0.0,0.0,-3.2455642,-3.5749002
CREStereo,0.0,0.0,0.0,-6.779915,1.6944882
CREStereo,0.0,0.0,0.0,-5.1986485,0.4797568
CREStereo,0.0,0.0,0.0,-5.7207394,0.90970564
CREStereo,0.0,1.0,0.0,-0.95831585,-3.2859418
CREStereo,0.0,0.0,0.0,-4.439668,-0.20959538
CREStereo,0.0,0.0,0.0,-6.950243,1.1283125
CREStereo,0.0,0.0,0.0,-5.751645,-0.097662985
CREStereo,0.0,0.0,0.0,-5.5177107,0.6164806
CREStereo,1.0,1.0,0.0,7.122336,-4.470731
CREStereo,0.0,1.0,0.0,-2.937192,-0.4585402
CREStereo,0.0,0.0,0.0,-7.7890487,1.949215
CREStereo,0.0,0.0,0.0,-3.26101,-1.4096643
CREStereo,0.0,0.0,0.0,-6.973458,1.3863152
CREStereo,0.0,0.0,0.0,-7.188904,1.8963815
CREStereo,0.0,0.0,0.0,-7.8473144,2.1255589
CREStereo,0.0,0.0,0.0,-6.200695,1.3758839
CREStereo,0.0,1.0,0.0,-4.0109444,-2.438569
CREStereo,0.0,0.0,0.0,-7.498007,1.0322088
CREStereo,1.0,1.0,0.0,3.0297399,-3.8937798
CREStereo,0.0,0.0,0.0,-5.0815063,-0.9532162
CREStereo,0.0,1.0,0.0,0.6791854,-3.7219198
CREStereo,0.0,0.0,0.0,-5.55188,1.2275915
CREStereo,0.0,0.0,0.0,-7.374258,1.6993142
CREStereo,0.0,0.0,0.0,-5.282842,-0.35729152
CREStereo,0.0,0.0,0.0,-9.231062,2.5594034
CREStereo,0.0,0.0,0.0,-5.6315565,0.29963836
CREStereo,0.0,0.0,0.0,-8.489018,2.6299152
CREStereo,0.0,0.0,0.0,-9.686119,4.005982
CREStereo,0.0,0.0,0.0,-8.671963,2.6257582
CREStereo,0.0,0.0,0.0,-4.368381,-2.4047194
CREStereo,0.0,0.0,0.0,-4.5444436,-0.018137038
CREStereo,0.0,1.0,0.0,-3.6227005,-2.3204598
CREStereo,1.0,1.0,0.0,8.89794,-3.7068427
CREStereo,0.0,1.0,0.0,-3.4384112,-2.6619453
CREStereo,0.0,0.0,0.0,-5.005698,-1.7366372
CREStereo,0.0,0.0,0.0,-5.3498936,-0.20347947
CREStereo,0.0,0.0,0.0,-7.793543,1.6211439
CREStereo,0.0,0.0,0.0,-6.8904696,1.5761508
CREStereo,0.0,1.0,0.0,-3.1882248,-2.52207
CREStereo,0.0,0.0,0.0,-9.276274,3.7568302
CREStereo,0.0,0.0,0.0,-7.847001,1.7806517
CREStereo,0.0,0.0,0.0,-8.58461,1.9772111
CREStereo,0.0,0.0,0.0,-1.933758,-0.7944883
CREStereo,0.0,0.0,0.0,-4.0520096,0.25562468
CREStereo,0.0,0.0,0.0,-4.879568,-1.5023824
CREStereo,0.0,0.0,0.0,-8.587957,2.4057493
CREStereo,0.0,0.0,0.0,-8.091122,2.1158116
CREStereo,0.0,0.0,0.0,-8.31699,2.816577
CREStereo,0.0,0.0,0.0,-8.875607,3.100685
CREStereo,0.0,0.0,0.0,-5.979442,0.8928596
CREStereo,0.0,1.0,0.0,-0.41901398,-3.9563906
CREStereo,0.0,0.0,0.0,-5.2127376,0.55562234
CREStereo,0.0,0.0,0.0,-7.584215,2.0810862
CREStereo,0.0,0.0,0.0,-2.5459116,-0.8559104
CREStereo,0.0,0.0,0.0,-5.451505,0.5514562
CREStereo,0.0,0.0,0.0,-6.911135,0.4628931
CREStereo,0.0,0.0,0.0,-7.1128197,1.6407264
CREStereo,0.0,0.0,0.0,-7.066337,0.9754089
CREStereo,0.0,0.0,0.0,-8.142782,2.2740583
CREStereo,0.0,0.0,0.0,-3.4812088,-0.31669235
CREStereo,0.0,0.0,0.0,-3.5362854,-0.30401218
CREStereo,0.0,0.0,0.0,-6.543186,1.793809
CREStereo,0.0,1.0,0.0,-1.5650103,-4.2030387
CREStereo,0.0,0.0,0.0,-6.5379,0.5673636
CREStereo,0.0,0.0,0.0,-8.010849,2.755361
CREStereo,0.0,0.0,0.0,-5.2846003,-1.8949025
CREStereo,0.0,0.0,0.0,-5.7401195,0.45783982
CREStereo,0.0,0.0,0.0,-5.93296,1.0970021
CREStereo,1.0,0.0,1.0,-0.4014969,-5.3869863
CREStereo,0.0,0.0,0.0,-4.9442735,0.5311289
CREStereo,0.0,0.0,0.0,-3.761139,-0.029514492
CREStereo,1.0,0.0,1.0,-0.41240358,-2.950156
CREStereo,0.0,0.0,0.0,-3.480732,-0.35799658
CREStereo,0.0,0.0,0.0,-6.1077023,0.5524931
CREStereo,0.0,0.0,0.0,-2.2358103,-1.0026449
CREStereo,0.0,0.0,0.0,-5.6566176,0.2185584
CREStereo,1.0,1.0,0.0,0.78768635,-6.1796584
CREStereo,0.0,0.0,0.0,-5.7418613,0.15915903
CREStereo,0.0,0.0,0.0,-4.2503343,0.028708994
CREStereo,0.0,0.0,0.0,-5.582957,0.0074860156
CREStereo,0.0,0.0,0.0,-7.5537815,2.022737
CREStereo,0.0,0.0,0.0,-7.6347165,1.2735106
CREStereo,1.0,1.0,0.0,5.2135406,-4.947139
CREStereo,0.0,0.0,0.0,-5.4058123,-1.357836
CREStereo,0.0,0.0,0.0,-5.4395304,0.88523376
CREStereo,0.0,1.0,0.0,-4.22926,-2.3196127
CREStereo,0.0,0.0,0.0,-9.402849,3.4716048
CREStereo,0.0,0.0,0.0,-3.337098,-0.788702
CREStereo,0.0,0.0,0.0,-5.0140076,-1.7421378
CREStereo,0.0,0.0,0.0,-6.3778315,1.1475776
CREStereo,0.0,0.0,0.0,-5.831684,0.47592208
CREStereo,0.0,0.0,0.0,-9.433853,2.932409
CREStereo,1.0,1.0,0.0,-0.06216669,-5.686839
D4D,1.0,,,2.7186508,-4.0006924
D4D,0.0,,,-2.8202012,-2.094983
D4D,1.0,,,0.3108306,-2.3637578
D4D,0.0,,,-2.8612952,-2.5411186
D4D,0.0,,,-4.423747,-3.3812323
D4D,1.0,,,12.159891,-2.8315732
D4D,1.0,,,7.4518895,-3.2601194
D4D,1.0,1.0,0.0,4.1862063,-2.684606
D4D,0.0,,,-4.2905693,-1.9369711
D4D,0.0,1.0,0.0,-5.7701483,-2.323982
D4D,1.0,,,0.31244993,-3.6159267
D4D,0.0,,,-3.6151,-1.2472901
D4D,1.0,,,6.16305,-3.6574187
D4D,1.0,,,4.260793,-3.7553782
D4D,1.0,,,4.957353,-3.5461407
D4D,1.0,,,8.2904415,-2.8190098
D4D,1.0,,,7.6774726,-4.0650783
D4D,1.0,1.0,0.0,6.9191413,-3.6057763
D4D,1.0,,,0.39727354,-2.841498
D4D,0.0,1.0,0.0,-5.7361593,-1.246324
D4D,1.0,,,3.1813865,-3.3305383
D4D,1.0,,,16.27898,-0.54231024
D4D,0.0,,,-1.270807,-3.7064986
D4D,1.0,,,4.896507,-3.5795383
D4D,1.0,,,7.642739,-3.2404888
D4D,1.0,,,6.888911,-3.1574726
D4D,0.0,,,-0.26189518,-4.19315
D4D,0.0,1.0,0.0,-0.5336437,-3.1460364
D4D,1.0,,,1.393733,-3.558033
D4D,1.0,,,6.983928,-3.1353707
D4D,1.0,1.0,1.0,0.71789217,-3.3839774
D4D,0.0,,,-0.21884441,-3.0450876
D4D,0.0,,,-3.7662654,-3.436967
D4D,1.0,1.0,1.0,5.408961,-3.074358
D4D,1.0,1.0,0.0,7.75052,-2.9374094
D4D,1.0,1.0,0.0,3.9939513,-3.6232686
D4D,0.0,,,-3.9342074,-1.8449197
D4D,1.0,,,1.2974257,-4.2633195
D4D,1.0,,,10.6158695,-2.7840164
D4D,0.0,,,-3.2915957,-1.4143691
D4D,0.0,,,-5.777267,0.5603348
D4D,1.0,,,20.481184,-1.0308551
D4D,1.0,,,6.3324895,-3.4272895
D4D,1.0,,,9.773277,-2.8895378
D4D,1.0,,,11.506741,-2.549828
D4D,1.0,1.0,1.0,4.5326877,-3.6925862
D4D,1.0,,,10.134974,-2.9574804
D4D,1.0,,,0.18277502,-5.733094
D4D,1.0,,,0.4782157,-3.157317
D4D,0.0,,,-1.1343803,-2.85296
D4D,1.0,1.0,0.0,12.512806,-2.0472987
D4D,1.0,,,1.2062569,-4.067545
D4D,0.0,,,-0.7453184,-2.4547439
D4D,1.0,1.0,1.0,6.8931794,-3.1552176
D4D,1.0,,,8.339985,-3.2183895
D4D,1.0,,,8.1120205,-2.901013
D4D,1.0,,,2.3482776,-2.910854
D4D,0.0,,,-2.8635554,-2.150404
D4D,1.0,,,10.618904,-3.2055526
D4D,1.0,1.0,0.0,7.266044,-3.2073774
D4D,0.0,,,-4.742066,-1.1552016
D4D,0.0,1.0,0.0,-4.097192,-4.0578156
D4D,0.0,1.0,0.0,-2.6106746,-2.5687022
D4D,0.0,,,-1.7418857,-3.2865517
D4D,1.0,1.0,1.0,1.6644063,-4.042954
D4D,1.0,,,5.3088984,-3.508754
D4D,1.0,,,13.923218,-2.2244904
D4D,0.0,0.0,0.0,21.15709,1.6783906
D4D,1.0,1.0,0.0,7.3319736,-3.0861318
D4D,1.0,,,13.937159,-1.8190632
D4D,1.0,,,8.048941,-3.4468875
D4D,1.0,1.0,0.0,2.793239,-4.259724
D4D,1.0,1.0,1.0,2.930789,-3.3062198
D4D,0.0,,,0.22577524,-2.6759095
D4D,1.0,,,3.2272892,-3.332368
D4D,0.0,,,-5.0410385,-3.3002892
D4D,1.0,,,9.901606,-2.6627393
D4D,1.0,,,10.005419,-3.0005913
D4D,1.0,1.0,0.0,13.7548275,-2.3372593
D4D,1.0,,,3.4226785,-5.1607556
D4D,1.0,,,9.959345,-2.3569763
D4D,0.0,,,-2.2955961,-2.133969
D4D,1.0,,,4.069988,-3.875936
D4D,1.0,,,2.5173917,-3.2183425
D4D,1.0,,,1.8480659,-3.488204
D4D,1.0,,,2.675321,-3.5469158
D4D,0.0,,,-1.5799673,-4.646079
D4D,1.0,,,3.3627734,-3.8946574
D4D,0.0,,,-3.4874742,-3.4834003
D4D,1.0,,,0.07685423,-3.3248858
D4D,1.0,,,0.52574396,-2.7908604
D4D,0.0,,,-3.0110474,-1.2257708
D4D,0.0,,,-3.1656291,-1.8772404
D4D,1.0,1.0,0.0,8.387379,-3.2704082
