reference,dataset,feature,reference_mean,dataset_mean,mean_shift_std,std_ratio,wasserstein,ks_stat,ks_pvalue
SCARED-C-heldout,StereoMIS,aligned_valid,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,StereoMIS,flow_magnitude,0.8273283839225769,0.26261892914772034,-1.201732873916626,1.2349205017089844,0.6075755527035366,0.6934285481770833,0.0
SCARED-C-heldout,StereoMIS,raw_gradient_x,0.008045005612075329,0.001906796358525753,-0.014625249430537224,1.0150728225708008,0.04585048754427887,0.17082112630208335,0.0
SCARED-C-heldout,StereoMIS,raw_gradient_y,0.15270939469337463,0.004840997513383627,-0.18474727869033813,0.6507126688957214,0.1479042698900828,0.21551513671875,0.0
SCARED-C-heldout,StereoMIS,raw_gradient_magnitude,0.2017180323600769,0.09960655122995377,-0.11420311033725739,0.7442767024040222,0.10512531650305704,0.09709879557291667,1.4264688916353183e-288
SCARED-C-heldout,StereoMIS,raw_local_variance,1.7952591180801392,1.242385745048523,-0.055498309433460236,2.2159390449523926,1.261847272257241,0.06760660807291666,5.714674142620088e-140
SCARED-C-heldout,StereoMIS,memory_age,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,StereoMIS,penultimate_00,0.14668580889701843,-0.0473996140062809,-0.8249675035476685,1.3537671566009521,0.2068629229174906,0.6439656575520833,0.0
SCARED-C-heldout,StereoMIS,penultimate_01,0.979323148727417,1.484686017036438,1.0597727298736572,1.0237222909927368,0.5053628907337059,0.5014241536458334,0.0
SCARED-C-heldout,StereoMIS,penultimate_02,0.6534333825111389,1.1727250814437866,1.1279805898666382,1.1352864503860474,0.5192918053821649,0.4972493489583333,0.0
SCARED-C-heldout,StereoMIS,penultimate_03,0.745921790599823,1.1324046850204468,0.933073103427887,1.0997941493988037,0.3864833901974087,0.437548828125,0.0
SCARED-C-heldout,StereoMIS,penultimate_04,0.28878462314605713,0.09157613664865494,-0.5727345943450928,1.2098801136016846,0.20505890181673142,0.5869466145833333,0.0
SCARED-C-heldout,StereoMIS,penultimate_05,0.14672714471817017,0.032348353415727615,-0.4344746172428131,1.5732566118240356,0.1337291650032524,0.5574462890624999,0.0
SCARED-C-heldout,StereoMIS,penultimate_06,1.3763511180877686,2.1067399978637695,1.2943443059921265,0.9697147011756897,0.73038875539998,0.5503946940104167,0.0
SCARED-C-heldout,StereoMIS,penultimate_07,0.0036222629714757204,-0.15766960382461548,-0.5647303462028503,1.0714633464813232,0.16784316289668458,0.6499674479166666,0.0
SCARED-C-heldout,StereoMIS,penultimate_08,0.2663488984107971,0.10953883081674576,-0.6362782716751099,1.219395637512207,0.16466281668021102,0.5522542317708333,0.0
SCARED-C-heldout,StereoMIS,penultimate_09,-0.19990134239196777,-0.20933294296264648,-0.027965441346168518,0.5141969919204712,0.07850122584687322,0.5371744791666666,0.0
SCARED-C-heldout,StereoMIS,penultimate_10,0.4288076162338257,0.19735445082187653,-0.6252034306526184,0.9149476885795593,0.2336858359878481,0.5138264973958333,0.0
SCARED-C-heldout,StereoMIS,penultimate_11,0.715040385723114,1.2774685621261597,1.4218833446502686,1.1775062084197998,0.5624281976191463,0.5691202799479167,0.0
SCARED-C-heldout,StereoMIS,penultimate_12,0.6611056923866272,1.1783373355865479,1.3590319156646729,1.1338683366775513,0.5172316940606907,0.5342366536458333,0.0
SCARED-C-heldout,StereoMIS,penultimate_13,1.1940429210662842,1.6110916137695312,0.9886358976364136,0.873694658279419,0.41704870900718827,0.4764729817708333,0.0
SCARED-C-heldout,StereoMIS,penultimate_14,0.5144132375717163,0.21545231342315674,-0.6926807761192322,1.239362359046936,0.3165439178396613,0.6470255533854167,0.0
SCARED-C-heldout,StereoMIS,penultimate_15,0.6069959402084351,0.3386287987232208,-0.5357061624526978,1.0537153482437134,0.2791396621917096,0.5275797526041667,0.0
SCARED-C-heldout,StereoMIS,penultimate_16,1.3126548528671265,2.015388250350952,1.11935555934906,1.036082148551941,0.702733558378841,0.5010172526041666,0.0
SCARED-C-heldout,StereoMIS,penultimate_17,-0.22402139008045197,-0.23351119458675385,-0.04558873549103737,1.8021464347839355,0.031530237074434274,0.2148722330729167,0.0
SCARED-C-heldout,StereoMIS,penultimate_18,0.0330943837761879,-0.09783196449279785,-0.5236834287643433,1.2669256925582886,0.140020015726587,0.60367431640625,0.0
SCARED-C-heldout,StereoMIS,penultimate_19,-0.06266136467456818,-0.18230529129505157,-0.4387485086917877,1.1149438619613647,0.12416126223529246,0.6565999348958333,0.0
SCARED-C-heldout,StereoMIS,penultimate_20,1.2227507829666138,1.8275070190429688,1.167014718055725,0.9591143727302551,0.604756423534807,0.5268636067708332,0.0
SCARED-C-heldout,StereoMIS,penultimate_21,-0.2176312953233719,-0.25615155696868896,-0.23120592534542084,0.8530294299125671,0.04025068968587519,0.4468912760416667,0.0
SCARED-C-heldout,StereoMIS,penultimate_22,0.8953917622566223,1.5472606420516968,1.453711986541748,1.1093226671218872,0.6518689096301683,0.6107340494791667,0.0
SCARED-C-heldout,StereoMIS,penultimate_23,0.03702724725008011,-0.13846278190612793,-0.7457468509674072,0.755524754524231,0.1755846601519118,0.6377197265625,0.0
