reference,dataset,feature,reference_mean,dataset_mean,mean_shift_std,std_ratio,wasserstein,ks_stat,ks_pvalue
SCARED-C-heldout,CREStereo,photometric_residual,0.06629644334316254,0.06628543138504028,-0.00017324778309557587,1.010465383529663,0.0005325232717486848,0.006176757812499989,0.1909152834731579
SCARED-C-heldout,CREStereo,warp_support,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,CREStereo,raw_valid,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,CREStereo,aligned_valid,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,CREStereo,flow_magnitude,0.8273283839225769,0.8266509771347046,-0.0014415591722354293,0.9983845353126526,0.0019802804831044758,0.0035400390625,0.8347222877387265
SCARED-C-heldout,CREStereo,raw_gradient_x,0.008045005612075329,0.007448768708854914,-0.0014206282794475555,0.5514749884605408,0.019603220621744702,0.022884114583333337,2.0865296082282167e-14
SCARED-C-heldout,CREStereo,raw_gradient_y,0.15270939469337463,0.14004965126514435,-0.015817126259207726,0.7832652926445007,0.018937524159749163,0.020402018229166652,1.5401336539308136e-11
SCARED-C-heldout,CREStereo,raw_gradient_magnitude,0.2017180323600769,0.18167029321193695,-0.022421712055802345,0.7361642718315125,0.02243207404679476,0.012198893229166674,0.00021213398356719837
SCARED-C-heldout,CREStereo,raw_local_variance,1.7952591180801392,1.3368306159973145,-0.046017784625291824,0.6370891332626343,0.45850468018712637,0.01608072916666667,2.4892038342556915e-07
SCARED-C-heldout,CREStereo,memory_age,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,CREStereo,penultimate_00,0.14668580889701843,0.1557459831237793,0.03851061686873436,0.9726191759109497,0.012794332723394943,0.031013997395833326,4.179930164445597e-26
SCARED-C-heldout,CREStereo,penultimate_01,0.979323148727417,0.983559250831604,0.008883330971002579,1.0026293992996216,0.007068517332880177,0.01582031249999999,4.1479211116381935e-07
SCARED-C-heldout,CREStereo,penultimate_02,0.6534333825111389,0.6527156233787537,-0.0015590820694342256,1.0056278705596924,0.003423645651315056,0.0058837890625000056,0.23706027806590735
SCARED-C-heldout,CREStereo,penultimate_03,0.745921790599823,0.7483575940132141,0.005880681332200766,1.0116392374038696,0.006145232335396388,0.010416666666666657,0.0025273683950776307
SCARED-C-heldout,CREStereo,penultimate_04,0.28878462314605713,0.2999604642391205,0.03245697170495987,0.8868430852890015,0.020374303039792593,0.06590169270833329,1.9287596300479892e-116
SCARED-C-heldout,CREStereo,penultimate_05,0.14672714471817017,0.1517498642206192,0.019079096615314484,0.8652415871620178,0.013279302064997268,0.06028645833333329,1.6879914720102956e-97
SCARED-C-heldout,CREStereo,penultimate_06,1.3763511180877686,1.3869638442993164,0.01880713552236557,1.0011476278305054,0.016361393303111402,0.028173828124999994,1.2859493053002265e-21
SCARED-C-heldout,CREStereo,penultimate_07,0.0036222629714757204,0.009321245364844799,0.019953817129135132,0.9313519597053528,0.01248708343733565,0.018562825520833326,1.2606982354945193e-09
SCARED-C-heldout,CREStereo,penultimate_08,0.2663488984107971,0.27959221601486206,0.05373656749725342,0.9738788604736328,0.015462588303276128,0.05916341145833337,6.49882688877463e-94
SCARED-C-heldout,CREStereo,penultimate_09,-0.19990134239196777,-0.19613978266716003,0.011153321713209152,1.0276315212249756,0.004403737147068178,0.022070312499999967,1.9771770303036888e-13
SCARED-C-heldout,CREStereo,penultimate_10,0.4288076162338257,0.4500650465488434,0.0574207678437233,0.9867262840270996,0.02335197318783119,0.06875,1.0717366843124332e-126
SCARED-C-heldout,CREStereo,penultimate_11,0.715040385723114,0.7158164978027344,0.0019621008541435003,1.011496663093567,0.006753240786148588,0.014290364583333354,7.040727139086852e-06
SCARED-C-heldout,CREStereo,penultimate_12,0.6611056923866272,0.6657582521438599,0.0122246528044343,1.007145881652832,0.00837936961709098,0.018701171875000006,9.183128885823172e-10
SCARED-C-heldout,CREStereo,penultimate_13,1.1940429210662842,1.2130388021469116,0.04503073915839195,0.9630722403526306,0.019208060338311798,0.046020507812499986,5.620622143133514e-57
SCARED-C-heldout,CREStereo,penultimate_14,0.5144132375717163,0.5382933020591736,0.055329177528619766,0.9287129044532776,0.03235712549288876,0.07424316406250003,1.0510493386456604e-147
SCARED-C-heldout,CREStereo,penultimate_15,0.6069959402084351,0.6411265730857849,0.06813051551580429,1.000463843345642,0.037326372593723595,0.08174641927083331,5.058024437643013e-179
SCARED-C-heldout,CREStereo,penultimate_16,1.3126548528671265,1.3184133768081665,0.00917251966893673,1.0033754110336304,0.011594213656123146,0.01947428385416669,1.4966623558085015e-10
SCARED-C-heldout,CREStereo,penultimate_17,-0.22402139008045197,-0.22612309455871582,-0.010096524842083454,0.7999709844589233,0.007178764649731983,0.026969401041666674,7.626776284779913e-20
SCARED-C-heldout,CREStereo,penultimate_18,0.0330943837761879,0.037800297141075134,0.018822865560650826,0.8878430724143982,0.012045759062339777,0.032470703125,1.419216967341395e-28
SCARED-C-heldout,CREStereo,penultimate_19,-0.06266136467456818,-0.06122680753469467,0.00526069151237607,0.8473885655403137,0.009814958623487918,0.027010091145833415,6.663511753040437e-20
SCARED-C-heldout,CREStereo,penultimate_20,1.2227507829666138,1.2302435636520386,0.01445902418345213,1.0019663572311401,0.011371926071451474,0.021402994791666685,1.1762098670768511e-12
SCARED-C-heldout,CREStereo,penultimate_21,-0.2176312953233719,-0.21880623698234558,-0.007052222732454538,0.902632474899292,0.004749052156748487,0.022591145833333326,4.732409850780528e-14
SCARED-C-heldout,CREStereo,penultimate_22,0.8953917622566223,0.8964071273803711,0.0022643334232270718,1.007840871810913,0.009003046913766508,0.01792805989583332,5.235351294161156e-09
SCARED-C-heldout,CREStereo,penultimate_23,0.03702724725008011,0.04870365560054779,0.049619030207395554,1.055899977684021,0.012000555304541336,0.023714192708333304,1.9356890367188568e-15
SCARED-C-heldout,D4D,raw_probability,0.15053370594978333,0.6145254969596863,2.266059160232544,1.6096901893615723,0.4639917864466484,0.6439904474203436,0.0
SCARED-C-heldout,D4D,intervention_probability,0.11731842905282974,0.6159754395484924,2.2649664878845215,1.6678508520126343,0.498656957826977,0.6439904474203436,0.0
SCARED-C-heldout,D4D,predicted_error_mu,0.2396923452615738,0.6788960695266724,1.929266333580017,2.042316436767578,0.43924929922556977,0.693300128078426,0.0
SCARED-C-heldout,D4D,predicted_uncertainty_sigma,0.21695576608181,0.7173135280609131,1.8898171186447144,2.0870771408081055,0.5004103041481407,0.7062575229418324,0.0
SCARED-C-heldout,D4D,authorization,0.0711263045668602,0.5753712058067322,1.961769938468933,1.9230268001556396,0.504244891608471,0.504244891608471,0.0
SCARED-C-heldout,D4D,authorization_ultra_safe,0.02002766914665699,0.29181694984436035,1.9400378465652466,3.244934558868408,0.2717892923934566,0.2717892923934566,0.0
SCARED-C-heldout,D4D,update_magnitude,0.04881897196173668,0.19544494152069092,0.5410371422767639,1.693006157875061,0.14662986929682392,0.504244891608471,0.0
SCARED-C-heldout,D4D,update_signed,-0.04746035113930702,-0.1660432666540146,-0.43717160820961,1.7336745262145996,0.14662986929682398,0.27355221257501644,0.0
SCARED-C-heldout,D4D,a2_proposal_magnitude,0.10231674462556839,0.27172914147377014,0.5833625793457031,1.8893237113952637,0.169412418267792,0.26670131315885137,0.0
SCARED-C-heldout,D4D,a2_error_gate,0.08582928031682968,0.15980340540409088,0.6469706892967224,1.8767436742782593,0.07397421586760958,0.19635603511419797,0.0
SCARED-C-heldout,D4D,a2_memory_gate,0.41241323947906494,0.45507678389549255,0.6109229326248169,1.690378189086914,0.042663584049712086,0.20919358855848746,0.0
SCARED-C-heldout,D4D,aligned_disparity,12.875865936279297,31.889305114746094,3.519395589828491,1.9509865045547485,19.013440150351833,0.9046229474247127,0.0
SCARED-C-heldout,D4D,disparity_residual_signed,-0.02896697074174881,-0.057756245136260986,-0.019659373909235,2.283372163772583,0.8950959147634776,0.28440413399170406,0.0
SCARED-C-heldout,D4D,bidavideo_disagreement_abs,0.282991498708725,1.1763674020767212,0.6216549873352051,2.1783931255340576,0.8933759600941802,0.5390459044722373,0.0
SCARED-C-heldout,D4D,forward_backward_error,0.051872219890356064,0.94728022813797,13.472908020019531,22.725074768066406,0.895407997503139,0.7587686351870735,0.0
SCARED-C-heldout,D4D,forward_backward_confidence,0.9109687209129333,0.44702282547950745,-5.106807708740234,3.3621041774749756,0.4639460130830684,0.7584352917230273,0.0
SCARED-C-heldout,D4D,photometric_residual,0.06629644334316254,0.07443054765462875,0.12797138094902039,2.367356061935425,0.056462773940222546,0.5778051322956425,0.0
SCARED-C-heldout,D4D,warp_support,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,D4D,raw_valid,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,D4D,aligned_valid,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,D4D,flow_magnitude,0.8273283839225769,2.9451651573181152,4.506873607635498,6.004894733428955,2.1178369166872635,0.4936298076923077,0.0
SCARED-C-heldout,D4D,raw_gradient_x,0.008045005612075329,0.0055543407797813416,-0.005934400949627161,1.671086311340332,0.07835972611689405,0.16226081277481263,0.0
SCARED-C-heldout,D4D,raw_gradient_y,0.15270939469337463,0.04758100211620331,-0.13134777545928955,1.2409967184066772,0.13475873254783968,0.24860961016361185,0.0
SCARED-C-heldout,D4D,raw_gradient_magnitude,0.2017180323600769,0.3118833601474762,0.12321066111326218,1.315510630607605,0.11016770235719285,0.36426755955657736,0.0
SCARED-C-heldout,D4D,raw_local_variance,1.7952591180801392,8.604613304138184,0.6835338473320007,5.041012763977051,6.809354410138651,0.33660964754621575,0.0
SCARED-C-heldout,D4D,memory_age,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,D4D,penultimate_00,0.14668580889701843,0.8494465947151184,2.987111806869507,2.4448516368865967,0.7027855465238979,0.7501491208179543,0.0
SCARED-C-heldout,D4D,penultimate_01,0.979323148727417,0.1967315971851349,-1.6411360502243042,0.7599538564682007,0.7825915696712173,0.6427272376260031,0.0
SCARED-C-heldout,D4D,penultimate_02,0.6534333825111389,-0.06250811368227005,-1.5551339387893677,0.5634410381317139,0.7159414126277254,0.6693409728193244,0.0
SCARED-C-heldout,D4D,penultimate_03,0.745921790599823,0.13286440074443817,-1.4800845384597778,0.9345510005950928,0.6130597385815634,0.5918184239275752,0.0
SCARED-C-heldout,D4D,penultimate_04,0.28878462314605713,0.7529333829879761,1.347984790802002,1.9686253070831299,0.4648510826043394,0.46876320337731203,0.0
SCARED-C-heldout,D4D,penultimate_05,0.14672714471817017,0.7368631958961487,2.241666793823242,2.6341054439544678,0.5902041368456691,0.582716953860091,0.0
SCARED-C-heldout,D4D,penultimate_06,1.3763511180877686,0.5567522644996643,-1.452436089515686,0.7483824491500854,0.8195989271980718,0.6033260093193821,0.0
SCARED-C-heldout,D4D,penultimate_07,0.0036222629714757204,0.7191222310066223,2.505176305770874,1.8912001848220825,0.7155495736202706,0.8044705197891325,0.0
SCARED-C-heldout,D4D,penultimate_08,0.2663488984107971,0.7337385416030884,1.8964972496032715,2.5148725509643555,0.4680441524956255,0.46207694920924736,0.0
SCARED-C-heldout,D4D,penultimate_09,-0.19990134239196777,-0.027668356895446777,0.5106844305992126,1.103954792022705,0.17824785158440234,0.6601345542999661,0.0
SCARED-C-heldout,D4D,penultimate_10,0.4288076162338257,1.1097098588943481,1.839259386062622,1.938905954360962,0.6814344104036008,0.5112382258451036,0.0
SCARED-C-heldout,D4D,penultimate_11,0.715040385723114,0.0360020212829113,-1.7166873216629028,0.6870677471160889,0.6790383976448188,0.6913589967776141,0.0
SCARED-C-heldout,D4D,penultimate_12,0.6611056923866272,0.13573355972766876,-1.3804211616516113,0.7476450800895691,0.5253720810677104,0.5701142063124336,0.0
SCARED-C-heldout,D4D,penultimate_13,1.1940429210662842,0.47338247299194336,-1.708363652229309,0.7546353936195374,0.7206603982396639,0.6576429982901759,0.0
SCARED-C-heldout,D4D,penultimate_14,0.5144132375717163,1.3496867418289185,1.9352960586547852,2.056241035461426,0.8354501567314904,0.5790201235826832,0.0
SCARED-C-heldout,D4D,penultimate_15,0.6069959402084351,1.3534929752349854,1.4901342391967773,1.7222318649291992,0.7468022534837039,0.5078097720802576,0.0
SCARED-C-heldout,D4D,penultimate_16,1.3126548528671265,0.34710580110549927,-1.5379838943481445,0.7995096445083618,0.9655490489772928,0.5949174056079696,0.0
SCARED-C-heldout,D4D,penultimate_17,-0.22402139008045197,0.14244236052036285,1.7604807615280151,2.7996573448181152,0.36651870887123644,0.7689734552656114,0.0
SCARED-C-heldout,D4D,penultimate_18,0.0330943837761879,0.6025567054748535,2.2777538299560547,2.141475200653076,0.5695036817278315,0.7479374045910753,0.0
SCARED-C-heldout,D4D,penultimate_19,-0.06266136467456818,0.22311508655548096,1.0479761362075806,1.7315034866333008,0.285882644146098,0.6332528139625363,0.0
SCARED-C-heldout,D4D,penultimate_20,1.2227507829666138,0.3549129366874695,-1.6746904850006104,0.7160859704017639,0.8678378111345826,0.6738489912649771,0.0
SCARED-C-heldout,D4D,penultimate_21,-0.2176312953233719,-0.021085409447550774,1.1797057390213013,1.834104061126709,0.1965656160043473,0.6373443938873626,0.0
SCARED-C-heldout,D4D,penultimate_22,0.8953917622566223,0.03417311981320381,-1.9205762147903442,0.5495088696479797,0.8612186615009847,0.7826004417864658,0.0
SCARED-C-heldout,D4D,penultimate_23,0.03702724725008011,0.48827290534973145,1.9175735712051392,1.559926152229309,0.45124561107116623,0.6816771419877037,0.0
SCARED-C-heldout,SERV-CT,raw_probability,0.15053370594978333,0.9829447865486145,4.065357685089111,0.3335883617401123,0.8324110108654129,0.9398309616815477,0.0
SCARED-C-heldout,SERV-CT,intervention_probability,0.11731842905282974,0.987909734249115,3.954341173171997,0.2914245128631592,0.8705913058780015,0.9398309616815477,0.0
SCARED-C-heldout,SERV-CT,predicted_error_mu,0.2396923452615738,1.7243751287460327,6.5216851234436035,1.7244887351989746,1.4862034570833287,0.946675037202381,0.0
SCARED-C-heldout,SERV-CT,predicted_uncertainty_sigma,0.21695576608181,1.961040735244751,6.587289810180664,1.7929997444152832,1.7459909683819466,0.9465657552083333,0.0
SCARED-C-heldout,SERV-CT,authorization,0.0711263045668602,0.5390625,1.8205105066299438,1.9393095970153809,0.46793619791666663,0.46793619791666663,0.0
SCARED-C-heldout,SERV-CT,authorization_ultra_safe,0.02002766914665699,0.4988839328289032,3.418086528778076,3.5690019130706787,0.4788562593005953,0.4788562593005953,0.0
SCARED-C-heldout,SERV-CT,update_magnitude,0.04881897196173668,0.138449028134346,0.33072715997695923,1.2683088779449463,0.0979808827906268,0.46824544270833335,0.0
SCARED-C-heldout,SERV-CT,update_signed,-0.04746035113930702,-0.05108484998345375,-0.013362194411456585,1.3530700206756592,0.09800384316336157,0.4177571614583333,1.0513699150840548e-279
SCARED-C-heldout,SERV-CT,a2_proposal_magnitude,0.10231674462556839,0.62725830078125,1.8076082468032837,2.4548678398132324,0.525424966156099,0.5367559523809524,0.0
SCARED-C-heldout,SERV-CT,a2_error_gate,0.08582928031682968,0.2885775566101074,1.7732172012329102,2.4078667163848877,0.2027743763639938,0.4312081473214286,7.17991042813139e-299
SCARED-C-heldout,SERV-CT,a2_memory_gate,0.41241323947906494,0.5920903086662292,2.5728955268859863,2.306323289871216,0.17979112726336877,0.611474609375,0.0
SCARED-C-heldout,SERV-CT,aligned_disparity,12.875865936279297,70.8829345703125,10.737133026123047,3.881486415863037,58.00706558384533,0.975224376860119,0.0
SCARED-C-heldout,SERV-CT,disparity_residual_signed,-0.02896697074174881,1.5073283910751343,1.0490922927856445,18.239938735961914,19.75223151020528,0.5389706566220238,0.0
SCARED-C-heldout,SERV-CT,bidavideo_disagreement_abs,0.282991498708725,20.02986717224121,13.740849494934082,12.340984344482422,19.7468754523722,0.9362827845982143,0.0
SCARED-C-heldout,SERV-CT,forward_backward_error,0.051872219890356064,31.348440170288086,470.9090881347656,420.1806640625,31.296569494352884,0.9859444754464286,0.0
SCARED-C-heldout,SERV-CT,forward_backward_confidence,0.9109687209129333,0.05971848964691162,-9.369996070861816,1.8850915431976318,0.8512503098261885,0.9478387741815476,0.0
SCARED-C-heldout,SERV-CT,photometric_residual,0.06629644334316254,0.40758609771728516,5.369405746459961,2.9011900424957275,0.34128966081090767,0.8182698567708333,0.0
SCARED-C-heldout,SERV-CT,warp_support,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,SERV-CT,raw_valid,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,SERV-CT,aligned_valid,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,SERV-CT,flow_magnitude,0.8273283839225769,48.37458419799805,101.18319702148438,62.85392379760742,47.54725574657199,0.9869756789434524,0.0
SCARED-C-heldout,SERV-CT,raw_gradient_x,0.008045005612075329,0.03017752431333065,0.05273421108722687,0.8635514378547668,0.1031512033371696,0.31768043154761905,5.602864650912172e-159
SCARED-C-heldout,SERV-CT,raw_gradient_y,0.15270939469337463,-0.0047781807370483875,-0.1967654973268509,0.389682412147522,0.19395729246593643,0.4161702473958333,1.7175472354990682e-277
SCARED-C-heldout,SERV-CT,raw_gradient_magnitude,0.2017180323600769,0.2544507086277008,0.05897706747055054,0.45406001806259155,0.1786737486107338,0.6164434523809523,0.0
SCARED-C-heldout,SERV-CT,raw_local_variance,1.7952591180801392,45.34857177734375,4.371951103210449,26.464258193969727,43.76122344190788,0.550605701264881,0.0
SCARED-C-heldout,SERV-CT,memory_age,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,SERV-CT,penultimate_00,0.14668580889701843,1.9854652881622314,7.815802574157715,1.9129739999771118,1.8393589223938684,0.9559244791666667,0.0
SCARED-C-heldout,SERV-CT,penultimate_01,0.979323148727417,-0.26134809851646423,-2.6017534732818604,0.07254890352487564,1.2406712630185768,0.9504754929315476,0.0
SCARED-C-heldout,SERV-CT,penultimate_02,0.6534333825111389,-0.20626328885555267,-1.8673920631408691,0.08571583777666092,0.859696583814996,0.9298014322916667,0.0
SCARED-C-heldout,SERV-CT,penultimate_03,0.745921790599823,-0.23567326366901398,-2.369832992553711,0.07301710546016693,0.9815949711652576,0.9597284226190477,0.0
SCARED-C-heldout,SERV-CT,penultimate_04,0.28878462314605713,2.2104105949401855,5.5808024406433105,1.6150315999984741,1.9288001094857066,0.9311104910714286,0.0
SCARED-C-heldout,SERV-CT,penultimate_05,0.14672714471817017,2.1390838623046875,7.568085193634033,1.9960635900497437,1.994569960699442,0.9601981026785714,0.0
SCARED-C-heldout,SERV-CT,penultimate_06,1.3763511180877686,-0.21291258931159973,-2.81638240814209,0.20431409776210785,1.589263842536753,0.9474144345238096,0.0
SCARED-C-heldout,SERV-CT,penultimate_07,0.0036222629714757204,1.7370779514312744,6.069338798522949,1.6287068128585815,1.7355751003664903,0.9492257254464286,0.0
SCARED-C-heldout,SERV-CT,penultimate_08,0.2663488984107971,1.9923356771469116,7.003426551818848,1.957893967628479,1.726736502807158,0.9394996279761905,0.0
SCARED-C-heldout,SERV-CT,penultimate_09,-0.19990134239196777,0.6684498190879822,2.5747296810150146,1.0706337690353394,0.8904530224191417,0.9431187220982143,0.0
SCARED-C-heldout,SERV-CT,penultimate_10,0.4288076162338257,2.4505810737609863,5.461232662200928,1.653307318687439,2.0222641661341845,0.9135963076636904,0.0
SCARED-C-heldout,SERV-CT,penultimate_11,0.715040385723114,-0.2492694854736328,-2.4378867149353027,0.09797931462526321,0.9643099060581308,0.9366036551339286,0.0
SCARED-C-heldout,SERV-CT,penultimate_12,0.6611056923866272,-0.256970077753067,-2.4122543334960938,0.14098338782787323,0.9180756875583175,0.9220668247767857,0.0
SCARED-C-heldout,SERV-CT,penultimate_13,1.1940429210662842,-0.14470110833644867,-3.173563241958618,0.21696168184280396,1.3387457527180269,0.9711483909970238,0.0
SCARED-C-heldout,SERV-CT,penultimate_14,0.5144132375717163,3.217560052871704,6.263085842132568,1.77329683303833,2.7052979442689633,0.9293480282738096,0.0
SCARED-C-heldout,SERV-CT,penultimate_15,0.6069959402084351,2.938589334487915,4.654254913330078,1.3115395307540894,2.335266008984107,0.907850864955357,0.0
SCARED-C-heldout,SERV-CT,penultimate_16,1.3126548528671265,-0.2369655817747116,-2.468327522277832,0.07836838811635971,1.5496203951506389,0.9433244977678571,0.0
SCARED-C-heldout,SERV-CT,penultimate_17,-0.22402139008045197,1.370887041091919,7.661891937255859,2.412769079208374,1.5979086989919067,0.9629185267857143,0.0
SCARED-C-heldout,SERV-CT,penultimate_18,0.0330943837761879,1.7722386121749878,6.9562859535217285,1.8187944889068604,1.7418644471372986,0.9652180989583333,0.0
SCARED-C-heldout,SERV-CT,penultimate_19,-0.06266136467456818,0.9490827918052673,3.710186243057251,1.2596514225006104,1.0225038646970195,0.9147798084077381,0.0
SCARED-C-heldout,SERV-CT,penultimate_20,1.2227507829666138,-0.225981205701828,-2.7956578731536865,0.1400153487920761,1.448731931416269,0.949917457217262,0.0
SCARED-C-heldout,SERV-CT,penultimate_21,-0.2176312953233719,0.7478594779968262,5.795058727264404,1.796779990196228,0.9675344308562246,0.9591761997767857,0.0
SCARED-C-heldout,SERV-CT,penultimate_22,0.8953917622566223,-0.24005846679210663,-2.5321314334869385,0.0902942568063736,1.1354502532322155,0.9477434430803571,0.0
SCARED-C-heldout,SERV-CT,penultimate_23,0.03702724725008011,1.0862599611282349,4.458726406097412,1.1452112197875977,1.0518859986778475,0.9079740978422619,0.0
SCARED-C-heldout,StereoMIS,raw_probability,0.15053370594978333,0.06362063437700272,-0.4244690537452698,0.7912276387214661,0.0869179096479049,0.57584228515625,0.0
SCARED-C-heldout,StereoMIS,intervention_probability,0.11731842905282974,0.04954124614596367,-0.30785298347473145,0.7598494291305542,0.06777771611855361,0.57584228515625,0.0
SCARED-C-heldout,StereoMIS,predicted_error_mu,0.2396923452615738,0.13522501289844513,-0.4588879346847534,1.1177762746810913,0.11186593409253578,0.5503377278645833,0.0
SCARED-C-heldout,StereoMIS,predicted_uncertainty_sigma,0.21695576608181,0.11457926779985428,-0.3866690397262573,1.117170810699463,0.11129075715200554,0.5528605143229166,0.0
SCARED-C-heldout,StereoMIS,authorization,0.0711263045668602,0.03546142578125,-0.13875457644462585,0.7195226550102234,0.03566487630208337,0.03566487630208337,3.0936489382503155e-39
SCARED-C-heldout,StereoMIS,authorization_ultra_safe,0.02002766914665699,0.01116943359375,-0.06323028355836868,0.7501608729362488,0.008858235677083326,0.008858235677083326,0.008044959812552929
SCARED-C-heldout,StereoMIS,update_magnitude,0.04881897196173668,0.01432488951832056,-0.12728019058704376,0.42215675115585327,0.034494086086748914,0.03566487630208337,3.0936489382503155e-39
SCARED-C-heldout,StereoMIS,update_signed,-0.04746035113930702,-0.006683982443064451,0.15032747387886047,0.42435985803604126,0.04077637359644401,0.04135335286458333,1.3169084080447727e-52
SCARED-C-heldout,StereoMIS,a2_proposal_magnitude,0.10231674462556839,0.08390506356954575,-0.06339964270591736,0.5007035732269287,0.03746095166750051,0.16208496093749997,0.0
SCARED-C-heldout,StereoMIS,a2_error_gate,0.08582928031682968,0.08526312559843063,-0.004951535724103451,0.6195968985557556,0.01731977067978884,0.2888468424479167,0.0
SCARED-C-heldout,StereoMIS,a2_memory_gate,0.41241323947906494,0.4057020843029022,-0.09610075503587723,0.6790137887001038,0.009037660922210002,0.11719563802083333,0.0
SCARED-C-heldout,StereoMIS,aligned_disparity,12.875865936279297,7.581846237182617,-0.979925274848938,0.8635836243629456,5.346572243486783,0.6802693684895833,0.0
SCARED-C-heldout,StereoMIS,disparity_residual_signed,-0.02896697074174881,-0.0008995180833153427,0.019166462123394012,0.4955246150493622,0.22560572729416872,0.2810139973958333,0.0
SCARED-C-heldout,StereoMIS,bidavideo_disagreement_abs,0.282991498708725,0.06239338591694832,-0.15350304543972015,0.5030723810195923,0.22508875305308568,0.4157633463541666,0.0
SCARED-C-heldout,StereoMIS,forward_backward_error,0.051872219890356064,0.05053995922207832,-0.020046085119247437,2.8111534118652344,0.01628529198659538,0.17905680338541669,0.0
SCARED-C-heldout,StereoMIS,forward_backward_confidence,0.9109687209129333,0.9212620854377747,0.11330250650644302,1.2109872102737427,0.01910573600266028,0.1677693684895833,0.0
SCARED-C-heldout,StereoMIS,photometric_residual,0.06629644334316254,0.050665419548749924,-0.2459181249141693,0.9711439609527588,0.016549307663829838,0.16220296223958336,0.0
SCARED-C-heldout,StereoMIS,warp_support,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SCARED-C-heldout,StereoMIS,raw_valid,1.0,1.0,0.0,0.0,0.0,0.0,1.0
