dataset,authorization,raw_wrong,incorrect_authorization,tsne1,tsne2
CREStereo,0.0,1.0,0.0,-19.11569,-43.158478
CREStereo,0.0,0.0,0.0,-5.909989,-4.573817
CREStereo,0.0,0.0,0.0,-37.1325,-24.354876
CREStereo,0.0,0.0,0.0,-13.131429,-2.2725484
CREStereo,1.0,1.0,0.0,36.723244,-21.923481
CREStereo,0.0,1.0,0.0,-11.712321,-44.109444
CREStereo,0.0,0.0,0.0,-15.494796,10.084769
CREStereo,0.0,0.0,0.0,-37.1786,-25.363192
CREStereo,0.0,0.0,0.0,-13.941156,37.453495
CREStereo,0.0,0.0,0.0,-26.41078,-37.015064
CREStereo,0.0,0.0,0.0,-24.394382,19.029217
CREStereo,0.0,1.0,0.0,14.144168,-20.948057
CREStereo,0.0,0.0,0.0,-42.63885,-21.581448
CREStereo,0.0,0.0,0.0,-34.207375,-43.394733
CREStereo,0.0,0.0,0.0,-5.9363356,14.280412
CREStereo,0.0,0.0,0.0,11.855115,-8.58726
CREStereo,0.0,0.0,0.0,-14.930713,-11.589016
CREStereo,0.0,0.0,0.0,6.045355,-14.306908
CREStereo,0.0,0.0,0.0,-42.630928,-21.404682
CREStereo,0.0,0.0,0.0,12.724754,-17.688953
CREStereo,0.0,0.0,0.0,-15.168561,4.304802
CREStereo,0.0,0.0,0.0,-22.678743,-48.187943
CREStereo,0.0,0.0,0.0,-19.992094,19.34926
CREStereo,0.0,0.0,0.0,-2.4201224,16.212439
CREStereo,0.0,0.0,0.0,-12.206372,38.0183
CREStereo,0.0,0.0,0.0,-7.4500494,-9.120557
CREStereo,0.0,0.0,0.0,-28.333706,-35.827396
CREStereo,0.0,0.0,0.0,-10.667978,-3.851167
CREStereo,0.0,0.0,0.0,-30.446138,-13.159125
CREStereo,1.0,1.0,0.0,44.775578,-2.4802933
CREStereo,0.0,0.0,0.0,-10.810528,-3.0599537
CREStereo,0.0,0.0,0.0,-10.324976,24.666216
CREStereo,0.0,0.0,0.0,-14.326374,-13.601918
CREStereo,0.0,0.0,0.0,-15.266491,28.19172
CREStereo,0.0,0.0,0.0,-16.291002,34.400097
CREStereo,0.0,0.0,0.0,-23.672653,-41.09334
CREStereo,0.0,0.0,0.0,-9.910072,6.7854614
CREStereo,0.0,0.0,0.0,-2.4500704,39.759747
CREStereo,0.0,0.0,0.0,-12.2473345,4.7986135
CREStereo,0.0,0.0,0.0,0.07869584,-15.631047
CREStereo,1.0,1.0,0.0,15.980471,-29.431976
CREStereo,0.0,0.0,0.0,-13.555458,0.0048374147
CREStereo,0.0,0.0,0.0,-10.719976,-8.5230055
CREStereo,0.0,0.0,0.0,-8.5123625,14.761613
CREStereo,0.0,0.0,0.0,-21.90235,-13.729479
CREStereo,0.0,1.0,0.0,9.302564,-8.575822
CREStereo,0.0,0.0,0.0,-10.032671,12.446637
CREStereo,0.0,0.0,0.0,-35.539207,-42.64086
CREStereo,0.0,1.0,0.0,-10.409193,-48.084755
CREStereo,0.0,0.0,0.0,-15.601486,9.525139
CREStereo,0.0,0.0,0.0,-13.497777,-9.817313
CREStereo,0.0,0.0,0.0,-44.342922,-19.310417
CREStereo,0.0,0.0,0.0,-34.43997,-12.148997
CREStereo,0.0,0.0,0.0,-21.974516,14.402842
CREStereo,1.0,0.0,1.0,22.870186,-36.00635
CREStereo,0.0,0.0,0.0,-35.457054,-44.66005
CREStereo,0.0,0.0,0.0,-13.235378,3.3438528
CREStereo,0.0,0.0,0.0,-7.1487827,15.015846
CREStereo,0.0,0.0,0.0,13.863153,-19.613909
CREStereo,0.0,0.0,0.0,-14.387183,-8.067945
CREStereo,1.0,1.0,0.0,33.621662,-32.603134
CREStereo,0.0,0.0,0.0,-5.2544913,-12.786626
CREStereo,0.0,0.0,0.0,-2.5257413,41.138306
CREStereo,0.0,0.0,0.0,-9.200228,6.459689
CREStereo,0.0,0.0,0.0,-12.065549,12.31954
CREStereo,0.0,0.0,0.0,-15.948128,29.035063
CREStereo,0.0,0.0,0.0,-22.515518,48.70298
CREStereo,0.0,0.0,0.0,-18.428658,-15.359653
CREStereo,0.0,0.0,0.0,0.7413596,23.056208
CREStereo,1.0,0.0,1.0,45.052166,-14.940065
CREStereo,0.0,0.0,0.0,-24.229448,-37.293285
CREStereo,0.0,0.0,0.0,-35.9894,35.94844
CREStereo,0.0,1.0,0.0,-2.7514853,-35.877705
CREStereo,0.0,0.0,0.0,-16.57232,8.04124
CREStereo,0.0,0.0,0.0,-17.70232,-9.1361265
CREStereo,0.0,0.0,0.0,-21.900858,-40.400078
CREStereo,0.0,0.0,0.0,-38.46347,-23.435219
CREStereo,0.0,0.0,0.0,8.908184,-19.290434
CREStereo,0.0,0.0,0.0,-12.133668,12.334469
CREStereo,0.0,0.0,0.0,-14.6010065,11.559416
CREStereo,0.0,1.0,0.0,5.3237596,-33.741756
CREStereo,0.0,0.0,0.0,-36.178043,35.046867
CREStereo,0.0,0.0,0.0,-14.5235615,42.547527
CREStereo,0.0,0.0,0.0,-34.73331,-14.117712
CREStereo,0.0,0.0,0.0,13.69371,-18.012365
CREStereo,0.0,0.0,0.0,-21.141077,-38.219006
CREStereo,1.0,1.0,0.0,35.67711,-22.577957
CREStereo,0.0,0.0,0.0,-7.8531713,-13.597214
CREStereo,0.0,1.0,0.0,-8.899809,-47.956745
CREStereo,0.0,0.0,0.0,9.685877,-8.018456
CREStereo,0.0,0.0,0.0,4.4119225,-11.977227
CREStereo,1.0,0.0,1.0,17.350025,-29.626614
CREStereo,0.0,0.0,0.0,-29.081978,3.972798
CREStereo,0.0,0.0,0.0,-17.503284,20.370897
CREStereo,0.0,0.0,0.0,-1.6029204,-14.708674
CREStereo,1.0,1.0,0.0,18.395014,-48.76941
CREStereo,0.0,0.0,0.0,1.3542149,22.957886
CREStereo,0.0,0.0,0.0,-34.55049,-11.472396
CREStereo,0.0,0.0,0.0,-32.24812,-10.462297
CREStereo,1.0,0.0,1.0,20.267422,-54.345848
CREStereo,0.0,0.0,0.0,-39.538177,-30.12472
CREStereo,0.0,0.0,0.0,-22.463827,-50.033722
CREStereo,0.0,0.0,0.0,7.66812,-27.936018
CREStereo,0.0,1.0,0.0,-14.595224,-37.766964
CREStereo,0.0,0.0,0.0,-25.03287,-37.469753
CREStereo,0.0,1.0,0.0,-20.44127,-15.4479265
CREStereo,0.0,0.0,0.0,7.349432,-11.166899
CREStereo,0.0,0.0,0.0,-14.94208,-12.16855
CREStereo,1.0,0.0,1.0,33.79574,-32.280056
CREStereo,0.0,0.0,0.0,11.945015,-9.120098
CREStereo,1.0,1.0,0.0,39.204422,-17.62763
CREStereo,0.0,0.0,0.0,-34.062798,39.944412
CREStereo,0.0,0.0,0.0,-9.871716,-9.70542
CREStereo,0.0,0.0,0.0,-24.557384,1.6274203
CREStereo,0.0,1.0,0.0,-9.572619,-48.439144
CREStereo,0.0,0.0,0.0,-6.385789,4.710569
CREStereo,0.0,0.0,0.0,-23.942541,-43.578136
CREStereo,0.0,0.0,0.0,-16.864714,-13.455074
CREStereo,0.0,1.0,0.0,11.62079,-17.84566
CREStereo,0.0,0.0,0.0,-28.888277,-37.510075
CREStereo,0.0,0.0,0.0,-4.9447527,5.565463
CREStereo,0.0,0.0,0.0,-19.776804,19.140142
CREStereo,0.0,0.0,0.0,-20.897116,-42.41607
CREStereo,0.0,0.0,0.0,-2.4809103,40.71366
CREStereo,0.0,0.0,0.0,-2.7268162,16.255924
CREStereo,0.0,0.0,0.0,-4.480992,7.405004
CREStereo,0.0,1.0,0.0,13.167562,-27.60003
CREStereo,0.0,0.0,0.0,-32.56171,-42.912624
CREStereo,0.0,1.0,0.0,-10.954155,-48.05126
CREStereo,0.0,0.0,0.0,-13.558417,0.88150334
CREStereo,0.0,0.0,0.0,1.1154482,-21.551481
CREStereo,0.0,0.0,0.0,-20.241692,-12.954953
CREStereo,0.0,0.0,0.0,-22.782225,9.342507
CREStereo,0.0,0.0,0.0,6.90932,-10.920388
CREStereo,0.0,0.0,0.0,-26.640005,-40.12709
CREStereo,1.0,1.0,0.0,18.726603,-29.294838
CREStereo,0.0,0.0,0.0,-36.999363,-11.847233
CREStereo,0.0,1.0,0.0,-16.873356,9.287962
CREStereo,1.0,1.0,0.0,27.451227,-44.88032
CREStereo,0.0,0.0,0.0,-10.59995,-1.0819193
CREStereo,0.0,0.0,0.0,-15.045778,37.552673
CREStereo,0.0,0.0,0.0,-32.57618,-44.205578
CREStereo,1.0,0.0,1.0,22.676556,-58.711647
CREStereo,0.0,0.0,0.0,-33.86575,-24.958683
CREStereo,0.0,0.0,0.0,-11.470788,-12.294157
CREStereo,0.0,0.0,0.0,-6.3219433,30.338575
CREStereo,1.0,1.0,0.0,25.663748,-50.201317
CREStereo,0.0,0.0,0.0,6.563346,-29.976025
CREStereo,0.0,0.0,0.0,5.724415,-28.345669
CREStereo,0.0,0.0,0.0,-14.35559,-14.171734
CREStereo,0.0,0.0,0.0,-14.106047,-39.936604
CREStereo,0.0,0.0,0.0,-20.009941,-13.906747
CREStereo,1.0,1.0,0.0,19.703417,-51.013325
CREStereo,1.0,1.0,0.0,38.263676,-46.775127
CREStereo,0.0,0.0,0.0,-10.636825,2.123007
CREStereo,0.0,0.0,0.0,-31.881845,-11.870962
CREStereo,0.0,0.0,0.0,-36.66645,-25.72496
CREStereo,1.0,1.0,0.0,22.791008,-56.98711
CREStereo,0.0,0.0,0.0,-13.47016,-9.217741
CREStereo,0.0,0.0,0.0,-24.28698,24.034124
CREStereo,0.0,0.0,0.0,-45.297985,-20.072062
CREStereo,0.0,0.0,0.0,-38.180405,-25.271646
CREStereo,0.0,0.0,0.0,-29.009447,-47.744877
CREStereo,0.0,0.0,0.0,-15.355756,38.2498
CREStereo,1.0,0.0,1.0,21.885351,-57.95351
CREStereo,0.0,0.0,0.0,-10.798606,4.887924
CREStereo,0.0,0.0,0.0,-26.397648,-50.470615
CREStereo,0.0,0.0,0.0,-32.97497,36.872578
CREStereo,0.0,0.0,0.0,-5.9905305,45.563145
CREStereo,0.0,0.0,0.0,10.67644,-10.405184
CREStereo,0.0,0.0,0.0,-11.455681,-6.8220987
CREStereo,1.0,1.0,0.0,41.907932,-11.196313
CREStereo,0.0,0.0,0.0,-15.078807,-1.1311263
CREStereo,1.0,1.0,0.0,36.334328,-23.306847
CREStereo,0.0,1.0,0.0,-19.879436,-15.862936
CREStereo,0.0,0.0,0.0,-32.968094,34.86717
CREStereo,0.0,0.0,0.0,-0.54017943,24.550009
CREStereo,0.0,0.0,0.0,-21.728834,17.021345
CREStereo,0.0,0.0,0.0,-9.13872,6.241479
CREStereo,1.0,0.0,1.0,18.672071,-29.338911
CREStereo,0.0,0.0,0.0,-20.756575,15.262224
CREStereo,0.0,0.0,0.0,-38.037643,39.469254
CREStereo,0.0,0.0,0.0,-24.363016,-45.215496
CREStereo,0.0,0.0,0.0,12.416198,-16.339943
CREStereo,0.0,0.0,0.0,-33.117302,-8.139131
CREStereo,0.0,0.0,0.0,-15.786174,39.00809
CREStereo,0.0,1.0,0.0,-1.6396482,-13.958465
CREStereo,0.0,0.0,0.0,-13.220812,-8.514019
CREStereo,0.0,0.0,0.0,-6.9237165,15.701482
CREStereo,1.0,0.0,1.0,22.822426,-58.36966
CREStereo,0.0,0.0,0.0,-37.41655,-25.400396
CREStereo,0.0,0.0,0.0,-23.037882,14.041446
CREStereo,0.0,0.0,0.0,-38.67831,-11.822695
CREStereo,0.0,0.0,0.0,-16.835522,34.08763
CREStereo,0.0,0.0,0.0,-24.50823,2.4108863
CREStereo,0.0,0.0,0.0,0.9027469,-26.163807
CREStereo,0.0,0.0,0.0,-9.399075,-12.447269
CREStereo,0.0,0.0,0.0,-29.877977,4.733094
CREStereo,0.0,1.0,0.0,-12.746138,17.50967
CREStereo,0.0,0.0,0.0,4.973178,-10.392042
CREStereo,0.0,0.0,0.0,-15.780586,19.20989
CREStereo,0.0,0.0,0.0,-14.453309,30.320444
CREStereo,0.0,0.0,0.0,-9.362869,15.758299
CREStereo,0.0,0.0,0.0,1.3431484,32.867115
CREStereo,1.0,0.0,1.0,21.9808,-61.28792
CREStereo,0.0,1.0,0.0,13.789478,-15.826922
CREStereo,0.0,1.0,0.0,4.3369308,-12.988825
CREStereo,0.0,0.0,0.0,-31.085938,-5.208501
CREStereo,0.0,0.0,0.0,-16.48321,2.0831459
CREStereo,0.0,0.0,0.0,-21.496815,-13.198988
CREStereo,0.0,0.0,0.0,-14.660088,-12.843271
CREStereo,0.0,0.0,0.0,-32.44406,-43.481
CREStereo,0.0,0.0,0.0,-22.664183,9.464734
CREStereo,0.0,0.0,0.0,-19.735924,11.70764
CREStereo,0.0,0.0,0.0,-34.327198,-10.749113
CREStereo,0.0,1.0,0.0,37.328033,0.20405886
CREStereo,1.0,1.0,0.0,22.687023,-52.03638
CREStereo,0.0,0.0,0.0,-11.311177,-5.4361353
CREStereo,0.0,0.0,0.0,-5.6054435,43.27585
CREStereo,0.0,0.0,0.0,-15.510751,2.7497869
CREStereo,0.0,0.0,0.0,-32.735172,-14.020125
CREStereo,0.0,0.0,0.0,-2.8275623,-14.652696
CREStereo,0.0,0.0,0.0,-14.877703,45.14803
CREStereo,0.0,0.0,0.0,-18.088566,20.258839
CREStereo,0.0,0.0,0.0,-7.934777,3.8159719
CREStereo,1.0,1.0,0.0,41.07681,-11.9505825
CREStereo,0.0,0.0,0.0,-5.490331,20.72012
CREStereo,0.0,0.0,0.0,-14.548812,-41.082012
CREStereo,0.0,0.0,0.0,-8.552296,8.340135
CREStereo,0.0,0.0,0.0,-35.537987,39.10025
CREStereo,0.0,0.0,0.0,-12.500656,-4.107941
CREStereo,0.0,0.0,0.0,-35.09305,-26.333923
CREStereo,0.0,0.0,0.0,-46.498165,-20.038984
CREStereo,1.0,1.0,0.0,16.770586,-49.143204
CREStereo,0.0,1.0,0.0,0.23574397,-50.547165
CREStereo,0.0,0.0,0.0,5.0071173,-16.287827
CREStereo,0.0,0.0,0.0,-36.889023,-22.714811
CREStereo,0.0,0.0,0.0,-29.349665,-33.384956
CREStereo,1.0,0.0,1.0,22.033676,-59.920013
CREStereo,0.0,0.0,0.0,-5.603948,45.196144
CREStereo,0.0,0.0,0.0,6.4337215,-10.127694
CREStereo,0.0,0.0,0.0,-16.551773,29.591457
CREStereo,0.0,0.0,0.0,8.654759,-21.13141
CREStereo,0.0,0.0,0.0,-15.564094,8.15213
CREStereo,1.0,0.0,1.0,22.153889,-61.15641
CREStereo,0.0,0.0,0.0,-36.407085,-45.089474
CREStereo,0.0,0.0,0.0,-11.275398,8.197063
CREStereo,0.0,0.0,0.0,8.711733,-8.994816
CREStereo,0.0,0.0,0.0,11.046805,-43.63888
CREStereo,0.0,1.0,0.0,-31.151709,-44.032864
CREStereo,0.0,1.0,0.0,-11.951876,-49.5088
CREStereo,0.0,0.0,0.0,-19.426666,21.801153
CREStereo,0.0,0.0,0.0,-16.684647,-3.441991
CREStereo,0.0,1.0,0.0,-3.6736097,-48.182602
CREStereo,0.0,1.0,0.0,5.0336304,-51.493065
CREStereo,0.0,0.0,0.0,-23.217064,11.936164
CREStereo,0.0,0.0,0.0,-4.0556335,8.285006
CREStereo,0.0,0.0,0.0,-43.98227,-22.123066
CREStereo,1.0,1.0,0.0,21.848232,-57.39903
CREStereo,1.0,1.0,0.0,37.731987,-0.2590593
CREStereo,0.0,1.0,0.0,0.07862717,-50.53368
CREStereo,0.0,0.0,0.0,-37.046047,39.66822
CREStereo,0.0,0.0,0.0,-44.687088,-19.016392
CREStereo,0.0,0.0,0.0,12.075749,-11.504874
CREStereo,0.0,0.0,0.0,-3.0085611,13.606158
CREStereo,0.0,1.0,0.0,-16.353691,-3.5836859
CREStereo,0.0,0.0,0.0,-5.71969,16.018251
CREStereo,0.0,0.0,0.0,13.337523,-21.729877
CREStereo,0.0,1.0,0.0,-10.695733,-0.8334045
CREStereo,1.0,1.0,0.0,24.063623,-51.888046
CREStereo,0.0,0.0,0.0,-32.03055,-10.496865
CREStereo,0.0,0.0,0.0,11.839754,-8.803619
CREStereo,0.0,0.0,0.0,-23.47647,-0.021721145
CREStereo,0.0,0.0,0.0,-23.612091,-40.478302
CREStereo,0.0,0.0,0.0,-7.379907,11.999997
CREStereo,0.0,0.0,0.0,-18.845081,17.944782
CREStereo,0.0,0.0,0.0,-35.268925,40.49334
CREStereo,0.0,0.0,0.0,-4.5171504,42.807747
CREStereo,0.0,0.0,0.0,-6.49954,28.924366
CREStereo,0.0,0.0,0.0,-12.159509,8.867965
CREStereo,0.0,0.0,0.0,-13.706563,9.456911
CREStereo,0.0,0.0,0.0,-42.843613,-24.279018
CREStereo,0.0,0.0,0.0,-10.626171,-5.3072033
CREStereo,0.0,0.0,0.0,-42.21496,-27.820133
CREStereo,0.0,0.0,0.0,-7.6111727,31.431843
CREStereo,0.0,0.0,0.0,-11.644525,12.932595
CREStereo,0.0,0.0,0.0,-26.575733,-43.415123
CREStereo,0.0,0.0,0.0,-1.3588618,36.67693
CREStereo,0.0,0.0,0.0,-38.435654,-30.847208
CREStereo,0.0,1.0,0.0,-20.92838,-42.91547
CREStereo,0.0,0.0,0.0,-10.345207,14.189823
CREStereo,0.0,0.0,0.0,-13.407778,-1.721715
CREStereo,0.0,0.0,0.0,-13.979334,2.2417498
CREStereo,0.0,0.0,0.0,-21.647293,13.753431
CREStereo,0.0,0.0,0.0,-10.406923,17.656563
CREStereo,0.0,0.0,0.0,-25.062054,-43.53167
CREStereo,0.0,0.0,0.0,-31.488207,-14.392325
CREStereo,0.0,0.0,0.0,-4.309215,18.842575
CREStereo,0.0,0.0,0.0,-38.894405,-23.537827
CREStereo,0.0,0.0,0.0,5.8831196,-14.23602
CREStereo,0.0,0.0,0.0,-37.842216,-24.122252
CREStereo,0.0,0.0,0.0,5.3668776,-10.674551
CREStereo,0.0,0.0,0.0,-16.858961,-11.796056
CREStereo,0.0,0.0,0.0,-1.0436337,36.833023
CREStereo,0.0,0.0,0.0,-32.71073,-42.00146
CREStereo,0.0,0.0,0.0,-43.79849,-21.306883
CREStereo,0.0,0.0,0.0,-26.067514,-43.403965
CREStereo,0.0,0.0,0.0,-16.222206,34.458115
CREStereo,0.0,0.0,0.0,-45.554646,-19.18824
CREStereo,0.0,0.0,0.0,-8.565545,-13.223707
CREStereo,0.0,0.0,0.0,-3.919159,23.68448
CREStereo,1.0,1.0,0.0,21.013382,-56.862034
CREStereo,0.0,0.0,0.0,-20.18433,-42.26758
CREStereo,1.0,1.0,0.0,20.79042,-32.967007
CREStereo,0.0,0.0,0.0,11.045629,5.311723
CREStereo,0.0,0.0,0.0,-21.480278,49.449486
CREStereo,0.0,0.0,0.0,-11.813881,-12.052586
CREStereo,0.0,0.0,0.0,-38.685257,42.03421
CREStereo,0.0,0.0,0.0,-10.697874,-1.6191158
CREStereo,0.0,0.0,0.0,-34.739014,-13.381522
CREStereo,1.0,1.0,0.0,40.375706,-12.7205105
CREStereo,0.0,1.0,0.0,14.557264,-22.012718
CREStereo,0.0,0.0,0.0,-26.00648,19.544136
CREStereo,0.0,0.0,0.0,7.4573255,-28.001602
CREStereo,0.0,1.0,0.0,-39.663185,-25.152346
CREStereo,0.0,0.0,0.0,2.0721326,-21.941156
CREStereo,1.0,1.0,0.0,40.159515,-12.835355
CREStereo,0.0,0.0,0.0,-1.3039001,21.172672
CREStereo,0.0,0.0,0.0,-14.422516,0.9070962
CREStereo,0.0,0.0,0.0,-1.9463099,27.874332
CREStereo,0.0,0.0,0.0,-33.322716,-14.261065
D4D,0.0,,,-27.902716,-52.367203
D4D,1.0,,,48.798225,-25.230545
D4D,1.0,,,27.147243,-45.070927
D4D,0.0,,,-28.999292,-52.94685
D4D,0.0,,,-2.747317,-35.88963
D4D,1.0,,,45.313446,-33.013958
D4D,1.0,,,48.330513,-36.902954
D4D,1.0,,,40.7057,-24.830439
D4D,1.0,,,46.97017,-7.1337247
D4D,1.0,,,39.93195,-34.007812
D4D,1.0,,,53.68362,-23.54373
D4D,0.0,1.0,0.0,12.047662,-51.91477
D4D,1.0,,,42.076866,-25.305504
D4D,0.0,,,-7.2845583,-34.343346
D4D,0.0,,,3.905343,-43.491646
D4D,1.0,,,42.803566,-30.648987
D4D,0.0,1.0,0.0,-2.7520318,-36.15135
D4D,1.0,,,32.009724,-39.042778
D4D,0.0,,,-9.531989,-36.94421
D4D,1.0,,,15.673956,-39.57673
D4D,1.0,,,21.139969,-49.144653
D4D,1.0,1.0,0.0,42.110867,-20.68237
D4D,0.0,0.0,0.0,40.768063,37.949085
D4D,0.0,,,-12.934509,-38.004047
D4D,1.0,,,39.025616,-40.94055
D4D,1.0,,,50.523396,-19.653631
D4D,0.0,,,-8.726363,-36.32301
D4D,0.0,,,-8.194687,-35.37275
D4D,1.0,,,48.76448,-26.40511
D4D,1.0,,,43.16431,-10.266932
D4D,1.0,,,43.659893,-27.415798
D4D,1.0,1.0,0.0,32.013016,-39.266556
D4D,1.0,,,51.772125,-5.5955353
D4D,1.0,,,39.274345,-37.90931
D4D,1.0,,,17.9865,-43.448734
D4D,0.0,,,-7.099326,-45.226803
D4D,0.0,1.0,0.0,5.3928056,-45.15337
D4D,1.0,,,40.078957,-41.366158
D4D,0.0,,,0.90904933,-50.82867
D4D,0.0,0.0,0.0,8.103229,-45.8122
D4D,1.0,,,38.92195,-17.660698
D4D,1.0,,,34.017803,-43.38239
D4D,0.0,,,-24.246769,-51.553234
D4D,1.0,,,45.16502,-27.060026
D4D,1.0,,,35.59471,-33.20876
D4D,0.0,,,21.720024,33.919746
D4D,0.0,0.0,0.0,-22.128307,-45.82781
D4D,1.0,,,28.351278,-46.147846
D4D,0.0,,,-11.127123,-34.532917
D4D,0.0,,,7.637485,-47.411892
D4D,0.0,,,1.8297032,-42.47346
D4D,1.0,,,33.857094,26.69359
D4D,0.0,,,-6.0431085,-39.52402
D4D,1.0,,,29.188204,-45.73589
D4D,0.0,,,-12.792183,-36.976173
D4D,1.0,,,25.097588,-37.06367
D4D,1.0,,,39.288082,-32.82981
D4D,0.0,1.0,0.0,-5.053396,-20.499641
D4D,1.0,,,47.915836,-26.814259
D4D,1.0,,,17.66772,-40.94219
D4D,0.0,,,19.605986,35.218903
D4D,1.0,,,45.364544,-30.250929
D4D,0.0,,,-14.443516,-39.018566
D4D,1.0,,,26.573187,-40.49645
D4D,1.0,,,44.149403,-4.0300417
D4D,1.0,,,24.795963,-46.609344
D4D,1.0,,,47.7832,-2.7691793
D4D,0.0,,,-14.285843,-40.630196
D4D,1.0,,,10.871186,-41.00786
D4D,1.0,,,43.2013,0.96973574
D4D,0.0,,,-0.47034365,-39.55152
D4D,1.0,,,34.43704,-43.252968
D4D,1.0,,,42.496998,-5.512406
D4D,0.0,,,-9.4474,-45.14781
D4D,0.0,,,-7.4207234,-40.66734
D4D,0.0,,,-9.971458,-39.791504
D4D,0.0,,,9.616668,-40.803997
D4D,1.0,,,45.700253,-6.1448607
D4D,0.0,1.0,0.0,11.98363,-52.324417
D4D,1.0,,,25.43798,-43.362106
D4D,1.0,,,47.888668,-26.171768
D4D,1.0,,,43.469063,-5.020824
D4D,0.0,,,2.119276,-44.070183
D4D,0.0,,,-29.312288,-52.343487
D4D,1.0,,,47.93422,-32.18758
D4D,1.0,1.0,1.0,30.057257,-42.238163
D4D,0.0,0.0,0.0,40.05803,37.326183
D4D,0.0,1.0,0.0,35.585594,49.831833
D4D,0.0,,,11.76167,-50.787033
D4D,1.0,,,43.952915,-27.161337
D4D,0.0,,,5.356822,-42.35757
D4D,0.0,,,35.922916,50.277973
D4D,1.0,1.0,0.0,25.148935,-44.405197
D4D,0.0,,,-8.13584,-41.198128
D4D,1.0,,,26.26897,-51.40103
D4D,0.0,0.0,0.0,-0.092015654,-50.208805
D4D,0.0,,,10.0272455,-45.728752
D4D,1.0,,,47.922287,-33.934875
D4D,0.0,1.0,0.0,8.944669,-42.225136
D4D,0.0,,,-6.7343507,-47.054123
D4D,0.0,,,-5.410294,-49.768246
D4D,1.0,,,27.122564,-40.64207
D4D,0.0,,,-10.930633,-39.00009
D4D,1.0,,,38.670662,-38.48141
D4D,1.0,,,44.77744,-26.270561
D4D,1.0,,,27.485023,-39.31227
D4D,1.0,,,30.261093,-40.67986
D4D,0.0,,,11.563303,-43.28784
D4D,0.0,,,-10.7413845,-40.19728
D4D,0.0,,,-14.404926,-41.000793
D4D,1.0,,,23.991611,-44.283634
D4D,1.0,1.0,0.0,54.65382,22.27096
D4D,1.0,,,31.910267,-42.165688
D4D,1.0,,,28.274324,-35.62082
D4D,1.0,,,45.844193,-18.581549
D4D,1.0,,,43.27743,0.7673901
D4D,1.0,1.0,0.0,26.678722,-38.108555
D4D,1.0,,,43.97211,-35.246326
D4D,1.0,,,54.37225,-10.759294
D4D,1.0,,,50.314453,-27.643324
D4D,0.0,,,-7.9435997,-51.685825
D4D,0.0,,,-0.5870302,-39.50091
D4D,0.0,,,14.299327,-43.876358
D4D,0.0,,,-10.454667,-39.805756
D4D,1.0,,,26.92252,-38.6438
D4D,1.0,,,26.72672,-38.319687
D4D,1.0,,,21.056845,-50.335083
D4D,1.0,,,49.40022,-33.300285
D4D,0.0,,,9.123522,61.166855
D4D,0.0,,,1.692088,-45.830235
D4D,1.0,0.0,1.0,43.304443,-33.94971
D4D,1.0,,,36.066124,-32.286743
D4D,1.0,,,23.889023,-40.373177
D4D,0.0,,,-2.4547708,-41.260048
D4D,0.0,,,-6.030304,-46.48365
D4D,1.0,,,27.615429,-44.51282
D4D,1.0,,,26.006052,-36.970684
D4D,1.0,,,34.718616,-41.315174
D4D,0.0,,,-14.888151,-49.53258
D4D,1.0,,,42.765488,-32.391735
D4D,0.0,,,1.9886234,-38.45493
D4D,0.0,,,2.1488552,-38.449375
D4D,0.0,,,-30.598228,-32.11768
D4D,1.0,,,50.63856,-18.334232
D4D,1.0,,,24.35182,-41.94412
D4D,1.0,,,27.606188,-41.781532
D4D,0.0,,,9.554508,-41.369907
D4D,0.0,,,6.233659,-51.893677
D4D,1.0,,,34.87611,-42.518936
D4D,1.0,,,16.09204,-40.130722
D4D,0.0,,,1.9961658,-42.5521
D4D,1.0,,,47.92638,-36.94337
D4D,1.0,,,52.3536,-20.542168
D4D,0.0,,,9.671025,-44.050793
D4D,0.0,,,-9.589728,-44.710983
D4D,1.0,,,50.345753,-27.828098
D4D,1.0,,,50.70374,-20.321796
D4D,1.0,,,17.93541,-39.00386
D4D,1.0,1.0,0.0,47.279785,-6.176953
D4D,0.0,,,6.5078773,-47.58629
D4D,1.0,,,48.51619,-26.90201
D4D,1.0,,,37.915665,-34.737545
D4D,1.0,,,26.712782,-57.324318
D4D,0.0,1.0,0.0,7.755397,-44.761177
D4D,1.0,,,53.983284,-21.319996
D4D,0.0,,,-8.749472,-40.385036
D4D,1.0,,,20.635134,-48.534138
D4D,0.0,,,-4.45622,-40.3494
D4D,1.0,,,41.800262,-31.816004
D4D,1.0,,,25.770643,-49.998867
D4D,1.0,,,46.096054,-30.334553
D4D,0.0,,,0.690178,-43.33452
D4D,1.0,,,12.992398,-29.196236
D4D,0.0,,,5.687737,-47.233532
D4D,0.0,,,34.6702,35.42566
D4D,0.0,,,-14.142287,-49.013306
D4D,1.0,,,49.202812,4.0071764
D4D,1.0,,,45.169235,-27.905111
D4D,0.0,,,11.598075,-42.576115
D4D,0.0,,,7.092622,-41.839382
D4D,0.0,1.0,0.0,12.022315,-50.98378
D4D,0.0,,,-5.692765,-38.701935
D4D,0.0,,,11.739899,66.545
D4D,1.0,1.0,0.0,47.74165,-17.66717
D4D,1.0,,,13.005733,-44.63355
D4D,1.0,1.0,1.0,13.682189,-45.66583
D4D,1.0,,,49.599808,-25.358923
D4D,1.0,,,45.80343,-6.9308124
