dataset,target,feature,logistic_coefficient,abs_coefficient,mutual_information
CREStereo,incorrect_authorization,raw_probability,-1.2237794041807528,1.2237794041807528,0.07597232119329933
CREStereo,incorrect_authorization,intervention_probability,4.158763133981867,4.158763133981867,0.07594980128328488
CREStereo,incorrect_authorization,predicted_error_mu,2.868846029282121,2.868846029282121,0.058976286528786837
CREStereo,incorrect_authorization,predicted_uncertainty_sigma,-3.7582877718348944,3.7582877718348944,0.05724005539000454
CREStereo,incorrect_authorization,update_magnitude,12.39893506244629,12.39893506244629,0.08200271407239923
CREStereo,incorrect_authorization,a2_proposal_magnitude,-11.341601034346654,11.341601034346654,0.022714348032549347
CREStereo,incorrect_authorization,a2_error_gate,-2.483643370085641,2.483643370085641,0.02253711743194442
CREStereo,incorrect_authorization,a2_memory_gate,0.7726691698671215,0.7726691698671215,0.02034827923581628
CREStereo,incorrect_authorization,aligned_disparity,-1.0057672775598192,1.0057672775598192,0.002490611201592552
CREStereo,incorrect_authorization,disparity_residual_signed,-0.3451458486922554,0.3451458486922554,0.01690117897933474
CREStereo,incorrect_authorization,bidavideo_disagreement_abs,0.00783616172012425,0.00783616172012425,0.013193821667136119
CREStereo,incorrect_authorization,forward_backward_error,0.10733901247985311,0.10733901247985311,0.004938740227855565
CREStereo,incorrect_authorization,forward_backward_confidence,-0.011144471985810757,0.011144471985810757,0.0033038953829827022
CREStereo,incorrect_authorization,photometric_residual,0.14330304110950035,0.14330304110950035,0.001595835664738754
CREStereo,incorrect_authorization,warp_support,0.0,0.0,0.0004650147322768916
CREStereo,incorrect_authorization,raw_valid,0.0,0.0,0.00016477727590791247
CREStereo,incorrect_authorization,aligned_valid,0.0,0.0,0.0018029819759288745
CREStereo,incorrect_authorization,flow_magnitude,0.48725622803476576,0.48725622803476576,0.005855382190382841
CREStereo,incorrect_authorization,raw_gradient_x,-0.09194049768569923,0.09194049768569923,0.014762337645893187
CREStereo,incorrect_authorization,raw_gradient_y,-0.24881299940309265,0.24881299940309265,0.031824443719272955
CREStereo,incorrect_authorization,raw_gradient_magnitude,0.5507206045120451,0.5507206045120451,0.030041528552112284
CREStereo,incorrect_authorization,raw_local_variance,-0.034390720670286826,0.034390720670286826,0.022210875710034994
CREStereo,incorrect_authorization,memory_age,0.0,0.0,0.0007326077759510774
D4D,incorrect_authorization,raw_probability,-4.287036763440774,4.287036763440774,0.21222639154647083
D4D,incorrect_authorization,intervention_probability,5.75406940202098,5.75406940202098,0.21160320644251174
D4D,incorrect_authorization,predicted_error_mu,-0.44743017056884987,0.44743017056884987,0.18027666435160472
D4D,incorrect_authorization,predicted_uncertainty_sigma,-0.798971306644984,0.798971306644984,0.1848795367885505
D4D,incorrect_authorization,update_magnitude,7.656896071886002,7.656896071886002,0.23984502266039343
D4D,incorrect_authorization,a2_proposal_magnitude,-7.95571964480621,7.95571964480621,0.10260517920393286
D4D,incorrect_authorization,a2_error_gate,-0.33546919230895467,0.33546919230895467,0.09254622784639821
D4D,incorrect_authorization,a2_memory_gate,0.0876735266192311,0.0876735266192311,0.07904311485432514
D4D,incorrect_authorization,aligned_disparity,-0.06033804716725977,0.06033804716725977,0.10208728580176785
D4D,incorrect_authorization,disparity_residual_signed,0.19481098300456595,0.19481098300456595,0.10714271563662559
D4D,incorrect_authorization,bidavideo_disagreement_abs,0.1412415923404642,0.1412415923404642,0.08645587139459954
D4D,incorrect_authorization,forward_backward_error,-0.014659808020745768,0.014659808020745768,0.0799423393348484
D4D,incorrect_authorization,forward_backward_confidence,-0.07136162590594086,0.07136162590594086,0.07602348952038152
D4D,incorrect_authorization,photometric_residual,-0.21623821677278304,0.21623821677278304,0.030815464503123113
D4D,incorrect_authorization,warp_support,0.0,0.0,0.006309717876196386
D4D,incorrect_authorization,raw_valid,0.0,0.0,1.2899381111264319e-05
D4D,incorrect_authorization,aligned_valid,0.0,0.0,0.0012905254651940368
D4D,incorrect_authorization,flow_magnitude,0.37716310488235166,0.37716310488235166,0.1503716666875483
D4D,incorrect_authorization,raw_gradient_x,-0.013356123701663267,0.013356123701663267,0.06761070790005874
D4D,incorrect_authorization,raw_gradient_y,-0.4459096775838989,0.4459096775838989,0.07313195947410756
D4D,incorrect_authorization,raw_gradient_magnitude,0.6515314997934484,0.6515314997934484,0.06620186451283705
D4D,incorrect_authorization,raw_local_variance,0.37094368137011163,0.37094368137011163,0.08878631221786781
D4D,incorrect_authorization,memory_age,0.0,0.0,0.0012239245466645343
SCARED-C-heldout,incorrect_authorization,raw_probability,-0.47889563162755505,0.47889563162755505,0.07918038137593264
SCARED-C-heldout,incorrect_authorization,intervention_probability,3.1399040009619457,3.1399040009619457,0.0791787965189038
SCARED-C-heldout,incorrect_authorization,predicted_error_mu,3.3226291021574337,3.3226291021574337,0.05981761716338696
SCARED-C-heldout,incorrect_authorization,predicted_uncertainty_sigma,-4.130301442083364,4.130301442083364,0.058681426091395594
SCARED-C-heldout,incorrect_authorization,update_magnitude,19.267678850653784,19.267678850653784,0.08604608508990985
SCARED-C-heldout,incorrect_authorization,a2_proposal_magnitude,-19.152423396967997,19.152423396967997,0.024815590646302343
SCARED-C-heldout,incorrect_authorization,a2_error_gate,-2.624709453238709,2.624709453238709,0.0251721077735918
SCARED-C-heldout,incorrect_authorization,a2_memory_gate,0.9910795369563461,0.9910795369563461,0.022000237283169133
SCARED-C-heldout,incorrect_authorization,aligned_disparity,-0.8082130169833652,0.8082130169833652,0.003394125073641563
SCARED-C-heldout,incorrect_authorization,disparity_residual_signed,-0.5728312304500306,0.5728312304500306,0.015257154032936704
SCARED-C-heldout,incorrect_authorization,bidavideo_disagreement_abs,-0.19747422804256565,0.19747422804256565,0.014003731676128117
SCARED-C-heldout,incorrect_authorization,forward_backward_error,0.08699064751839333,0.08699064751839333,0.006231440752736628
SCARED-C-heldout,incorrect_authorization,forward_backward_confidence,-0.026194200611347158,0.026194200611347158,0.0060302854406022455
