bad_2mm,bad_4mm,causal,checkpoint,depth_mae_mm,depth_median_error_mm,depth_p95_error_mm,depth_rmse_mm,disparity_mae_px,disparity_rmse,edge_depth_mae,frames,method,motion_compensated_temporal_diff,nonedge_depth_mae,peak_vram_mb,refined_to_backbone_mae,refined_to_sav_mae,residual_abs_mean,residual_std,runtime_ms_per_frame,teacher_delta_mae,temporal_diff,temporal_diff_edge,temporal_diff_nonedge,temporal_diff_valid_gt,temporal_std,valid_pixel_count
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,raw_s2m2_l736,nan,nan,0.0,0.0,1.4577294526592133,0.0,0.0,0.0,0.7057699236869812,1.2552756021022797,1.1239488043785095,1.5149839854240417,nan,17.231460571289062,154755238
nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,126,stereoanyvideo,nan,nan,0.0,1.4577294526592133,0.0,1.4577294526592133,2.702743082765549,0.0,0.0,0.9672406885623932,0.9512740640640259,0.9989471843242645,nan,16.83621597290039,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,ema_alpha_0.3,nan,nan,0.0,1.929268889957004,2.613780438426941,1.929268889957004,3.4781962529061334,0.0,0.6613989477157592,0.8788181698322296,0.8520588822364807,0.932555272936821,nan,16.994016647338867,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,prev_blend_alpha_0.3,nan,nan,0.0,0.8231413889498937,1.708479953190637,0.8231413889498937,2.0730386135124026,0.0,0.7205540883541107,1.1177281482219696,1.0293557858467102,1.2917278814315796,nan,17.249311447143555,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,ema_alpha_0.5,nan,nan,0.0,0.9382085104783376,1.8266868903523399,0.9382085104783376,1.8954349486600786,0.0,0.588235728263855,0.9991271004676819,0.9443480421304703,1.108240519285202,nan,17.126102447509766,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,prev_blend_alpha_0.5,nan,nan,0.0,0.5879581595460573,1.5819757268542336,0.5879581595460573,1.4807418949074216,0.0,0.6099124104976654,1.0904561393260956,1.0124594111442566,1.2448889780044556,nan,17.213834762573242,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,ema_alpha_0.7,nan,nan,0.0,0.44089607764331123,1.5328862813730089,0.44089607764331123,0.9806541083824067,0.0,0.5851808910369873,1.0970052623748778,1.0143080723285676,1.2611320853233337,nan,17.17776107788086,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,prev_blend_alpha_0.7,nan,nan,0.0,0.3527749280134837,1.489794604835056,0.3527749280134837,0.8884451760659142,0.0,0.5863234288692475,1.1212829530239106,1.0341178901195527,1.2940884544849396,nan,17.20278549194336,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,ema_alpha_0.9,nan,nan,0.0,0.12452571085166364,1.4502122794824934,0.12452571085166364,0.3020693773906382,0.0,0.6452890167236328,1.1960785627365111,1.0827281153202057,1.420503755569458,nan,17.213695526123047,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,prev_blend_alpha_0.9,nan,nan,0.0,0.11759165908017802,1.4492969844076369,0.11759165908017802,0.2961483849656014,0.0,0.644874009847641,1.198378077507019,1.0849031569957732,1.423051112651825,nan,17.215972900390625,154755238
nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,126,median3_noncausal,nan,nan,0.0,0.15621315535630972,1.4244314285497817,0.15621315535630972,0.6949045847923982,0.0,0.5303130350112915,1.0257213275432586,0.9703011622428894,1.1374426906108857,nan,17.175460815429688,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,median3_causal,nan,nan,0.0,1.0226838567427226,1.9009332358837128,1.0226838567427226,2.735142809294519,0.0,0.8175739850997925,1.0194842764139176,0.9642750400304795,1.1290794006586076,nan,17.2923526763916,154755238
nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,126,median5_noncausal,nan,nan,0.0,0.23968586798698183,1.4117111705598377,0.23968586798698183,0.9268938390508531,0.0,0.49158774518966675,0.9447306764125823,0.9129253886938095,1.009700107574463,nan,17.12955665588379,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,median5_causal,nan,nan,0.0,1.8722078187598123,2.5899700120327966,1.8722078187598123,4.214926996164852,0.0,0.9190742876529694,0.9316155455112457,0.8965446555614471,1.0008723533153534,nan,17.36151123046875,154755238
nan,nan,False,results/temporal_refinement_train_unet_s2m2l736_fastcache_v2_conservative/checkpoints/best.pt,nan,nan,nan,nan,nan,nan,nan,126,tiny_unet_conservative,nan,nan,973.634765625,0.08595171647648962,1.403774448803493,0.08595171647648962,0.11744700531874384,95.65664372140807,0.6958011786937713,1.2434049863815309,1.1156770792007447,1.4959823553562164,nan,17.178571701049805,154755238
nan,nan,False,results/temporal_refinement_train_unet_s2m2l736_fastcache_v2_conservative/checkpoints/epoch_0010.pt,nan,nan,nan,nan,nan,nan,nan,126,tiny_unet_conservative:epoch_0010,nan,nan,973.634765625,0.0960744410043671,1.4212722243770721,0.0960744410043671,0.10929469983019525,94.06561862736467,0.6987845664024352,1.2462707805633544,1.1174541044235229,1.5011103806495667,nan,17.1846923828125,154755238
nan,nan,False,results/temporal_refinement_train_unet_s2m2l736_fastcache_v2_conservative/checkpoints/epoch_0020.pt,nan,nan,nan,nan,nan,nan,nan,126,tiny_unet_conservative:epoch_0020,nan,nan,973.634765625,0.11038092795818572,1.3971265686882868,0.11038092795818572,0.1355745910060784,91.99582439817725,0.6928183615207673,1.2403305191993714,1.1137864184379578,1.4906259396076202,nan,17.175674438476562,154755238
nan,nan,False,results/temporal_refinement_train_unet_s2m2l736_fastcache_v2_conservative/checkpoints/epoch_0030.pt,nan,nan,nan,nan,nan,nan,nan,126,tiny_unet_conservative:epoch_0030,nan,nan,973.634765625,0.08867358777021604,1.3981756695679255,0.08867358777021604,0.1281143446408567,92.05754708853506,0.693881217956543,1.2414252560138703,1.1146007406711578,1.4922092349529266,nan,17.17544174194336,154755238
nan,nan,False,results/temporal_refinement_train_unet_s2m2l736_fastcache_v2_conservative/checkpoints/epoch_0040.pt,nan,nan,nan,nan,nan,nan,nan,126,tiny_unet_conservative:epoch_0040,nan,nan,973.634765625,0.08595171647648962,1.403774448803493,0.08595171647648962,0.11744700531874384,90.45998215128387,0.6958011786937713,1.2434049863815309,1.1156770792007447,1.4959823553562164,nan,17.178571701049805,154755238
nan,nan,False,results/temporal_refinement_train_unet_s2m2l736_fastcache_v2_conservative/checkpoints/epoch_0050.pt,nan,nan,nan,nan,nan,nan,nan,126,tiny_unet_conservative:epoch_0050,nan,nan,973.634765625,0.09338608313174475,1.3915347475854178,0.09338608313174475,0.14077194762371836,90.76221748476937,0.6916265738010406,1.2391061868667603,1.1132083640098571,1.4880288264751433,nan,17.17120933532715,154755238
nan,nan,False,results/temporal_refinement_train_unet_s2m2l736_fastcache_v2_conservative/checkpoints/epoch_0060.pt,nan,nan,nan,nan,nan,nan,nan,126,tiny_unet_conservative:epoch_0060,nan,nan,973.634765625,0.11277034098193758,1.3787515925036535,0.11277034098193758,0.1692732000753047,90.99558923053482,0.6926768441200256,1.2397371547222138,1.1133025014400482,1.4896886332035064,nan,17.15544319152832,154755238
nan,nan,False,results/temporal_refinement_train_unet_s2m2l736_fastcache_v2_conservative/checkpoints/epoch_0070.pt,nan,nan,nan,nan,nan,nan,nan,126,tiny_unet_conservative:epoch_0070,nan,nan,973.634765625,0.10187531629252056,1.3919621393794106,0.10187531629252056,0.14257390282693364,90.03453826280459,0.6900138823986054,1.2372464864253998,1.1119031267166137,1.4851473786830902,nan,17.171161651611328,154755238
nan,nan,False,results/temporal_refinement_train_unet_s2m2l736_fastcache_v2_conservative/checkpoints/epoch_0080.pt,nan,nan,nan,nan,nan,nan,nan,126,tiny_unet_conservative:epoch_0080,nan,nan,973.634765625,0.11407915017907581,1.3814600398616186,0.11407915017907581,0.16619328870659783,90.93911550746905,0.6898315880298614,1.2368434274196625,1.1113850560188294,1.484914402961731,nan,17.155725479125977,154755238
nan,nan,False,results/temporal_refinement_train_unet_s2m2l736_fastcache_v2_conservative/checkpoints/epoch_0090.pt,nan,nan,nan,nan,nan,nan,nan,126,tiny_unet_conservative:epoch_0090,nan,nan,973.634765625,0.10369640541455102,1.3897442264216286,0.10369640541455102,0.14666601802621568,91.22051872379545,0.690203566789627,1.23729967212677,1.1118158605098725,1.4854245312213898,nan,17.1669921875,154755238
nan,nan,False,results/temporal_refinement_train_unet_s2m2l736_fastcache_v2_conservative/checkpoints/epoch_0100.pt,nan,nan,nan,nan,nan,nan,nan,126,tiny_unet_conservative:epoch_0100,nan,nan,973.634765625,0.1225934245638431,1.3793259650941878,0.1225934245638431,0.17814492824531736,90.2737703410879,0.6887048380374908,1.2353265476226807,1.1117955574989318,1.4794426319599152,nan,17.168794631958008,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/best.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative,nan,nan,974.474609375,0.05502557855040308,1.435530124202607,0.05502557855040308,0.08054653768028532,67.584449380991,0.6932295055389405,1.240955428123474,1.1146468253135682,1.4907960143089294,nan,17.198165893554688,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/latest.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:latest,nan,nan,974.474609375,0.09144478368144186,1.3949883471405695,0.09144478368144186,0.14526222297360028,67.137563214933,0.6814937205314636,1.2281372137069702,1.1060559136867523,1.4696366262435914,nan,17.17133903503418,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0010.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0010,nan,nan,974.474609375,0.1573973929006902,1.397969550083554,0.1573973929006902,0.19479010739023722,67.72495562668949,0.685927681684494,1.2287138462066651,1.1063782091140748,1.4709270474910736,nan,17.15843391418457,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0020.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0020,nan,nan,974.474609375,0.11924897459527803,1.407408322606768,0.11924897459527803,0.14762156947501123,67.11204738045733,0.6856489386558533,1.231355585336685,1.1086282789707185,1.4741752066612244,nan,17.171951293945312,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0030.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0030,nan,nan,974.474609375,0.1222929446588433,1.4055748321707286,0.1222929446588433,0.16629356719435207,67.3002573099756,0.6774802474975586,1.2217375695705415,1.101712176322937,1.4592875611782075,nan,17.164602279663086,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0040.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0040,nan,nan,974.474609375,0.12253657072072938,1.389178851294139,0.12253657072072938,0.17783704879028456,67.21019478596097,0.6795759887695313,1.2244983475208282,1.1040891692638397,1.462695507287979,nan,17.150508880615234,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0050.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0050,nan,nan,974.474609375,0.07582865723423542,1.4139595216228849,0.07582865723423542,0.11519674868101165,66.74128593803043,0.6841232578754425,1.2309153027534485,1.1078707575798035,1.4742403056621551,nan,17.185766220092773,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0060.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0060,nan,nan,974.474609375,0.08814468524522251,1.4114674055387104,0.08814468524522251,0.12440130144121155,66.58543859578906,0.685273833990097,1.231637235403061,1.1085423312187195,1.4751792261600494,nan,17.179004669189453,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0070.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0070,nan,nan,974.474609375,0.08595265693489522,1.4061716927422419,0.08595265693489522,0.12499240915926677,66.90778047592926,0.6855472586154938,1.2326868920326233,1.1091093044281006,1.4771421852111817,nan,17.17467498779297,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0080.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0080,nan,nan,974.474609375,0.08349991879529423,1.4176336749205514,0.08349991879529423,0.1142032550322631,67.08317261100525,0.6861373589038849,1.2331479923725128,1.109449102640152,1.4779195039272308,nan,17.184064865112305,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0090.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0090,nan,nan,974.474609375,0.10295973800950581,1.3979722455380454,0.10295973800950581,0.14785271114300166,67.30220694508817,0.6812146351337433,1.2278665435314178,1.1061057295799255,1.4688215353488923,nan,17.1661434173584,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0100.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0100,nan,nan,974.474609375,0.09144478368144186,1.3949883471405695,0.09144478368144186,0.14526222297360028,67.27619626234093,0.6814937205314636,1.2281372137069702,1.1060559136867523,1.4696366262435914,nan,17.17133903503418,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v2_scheduled/checkpoints/best.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v2_scheduled,nan,nan,974.474609375,0.12290958888710492,1.4451130647507926,0.12290958888710492,0.16639014995760387,67.05237567306511,0.7055264301300049,1.2495697245597839,1.1202078630924226,1.5054174649715424,nan,17.1757755279541,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v2_scheduled/checkpoints/latest.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v2_scheduled:latest,nan,nan,974.474609375,0.25567078075948213,1.3508493554970575,0.25567078075948213,0.375004174690398,67.35020943747331,0.6467303683757782,1.1781467635631562,1.0753625466823578,1.381888358592987,nan,17.100688934326172,154755238
