bad_2mm,bad_4mm,causal,checkpoint,depth_mae_mm,depth_median_error_mm,depth_p95_error_mm,depth_rmse_mm,disparity_mae_px,disparity_rmse,edge_depth_mae,frames,method,motion_compensated_temporal_diff,nonedge_depth_mae,pareto_x,pareto_y,peak_vram_mb,refined_to_backbone_mae,refined_to_sav_mae,residual_abs_mean,residual_std,runtime_ms_per_frame,teacher_delta_mae,temporal_diff,temporal_diff_edge,temporal_diff_nonedge,temporal_diff_valid_gt,temporal_std,valid_pixel_count
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,ema_alpha_0.3,nan,nan,temporal_diff,refined_to_backbone_mae,0.0,1.929268889957004,2.613780438426941,1.929268889957004,3.4781962529061334,0.0,0.6613989477157592,0.8788181698322296,0.8520588822364807,0.932555272936821,nan,16.994016647338867,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,median5_causal,nan,nan,temporal_diff,refined_to_backbone_mae,0.0,1.8722078187598123,2.5899700120327966,1.8722078187598123,4.214926996164852,0.0,0.9190742876529694,0.9316155455112457,0.8965446555614471,1.0008723533153534,nan,17.36151123046875,154755238
nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,126,median5_noncausal,nan,nan,temporal_diff,refined_to_backbone_mae,0.0,0.23968586798698183,1.4117111705598377,0.23968586798698183,0.9268938390508531,0.0,0.49158774518966675,0.9447306764125823,0.9129253886938095,1.009700107574463,nan,17.12955665588379,154755238
nan,nan,False,,nan,nan,nan,nan,nan,nan,nan,126,median3_noncausal,nan,nan,temporal_diff,refined_to_backbone_mae,0.0,0.15621315535630972,1.4244314285497817,0.15621315535630972,0.6949045847923982,0.0,0.5303130350112915,1.0257213275432586,0.9703011622428894,1.1374426906108857,nan,17.175460815429688,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,ema_alpha_0.9,nan,nan,temporal_diff,refined_to_backbone_mae,0.0,0.12452571085166364,1.4502122794824934,0.12452571085166364,0.3020693773906382,0.0,0.6452890167236328,1.1960785627365111,1.0827281153202057,1.420503755569458,nan,17.213695526123047,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,prev_blend_alpha_0.9,nan,nan,temporal_diff,refined_to_backbone_mae,0.0,0.11759165908017802,1.4492969844076369,0.11759165908017802,0.2961483849656014,0.0,0.644874009847641,1.198378077507019,1.0849031569957732,1.423051112651825,nan,17.215972900390625,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0090.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0090,nan,nan,temporal_diff,refined_to_backbone_mae,974.474609375,0.10295973800950581,1.3979722455380454,0.10295973800950581,0.14785271114300166,67.30220694508817,0.6812146351337433,1.2278665435314178,1.1061057295799255,1.4688215353488923,nan,17.1661434173584,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/latest.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:latest,nan,nan,temporal_diff,refined_to_backbone_mae,974.474609375,0.09144478368144186,1.3949883471405695,0.09144478368144186,0.14526222297360028,67.137563214933,0.6814937205314636,1.2281372137069702,1.1060559136867523,1.4696366262435914,nan,17.17133903503418,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0100.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0100,nan,nan,temporal_diff,refined_to_backbone_mae,974.474609375,0.09144478368144186,1.3949883471405695,0.09144478368144186,0.14526222297360028,67.27619626234093,0.6814937205314636,1.2281372137069702,1.1060559136867523,1.4696366262435914,nan,17.17133903503418,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/epoch_0050.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative:epoch_0050,nan,nan,temporal_diff,refined_to_backbone_mae,974.474609375,0.07582865723423542,1.4139595216228849,0.07582865723423542,0.11519674868101165,66.74128593803043,0.6841232578754425,1.2309153027534485,1.1078707575798035,1.4742403056621551,nan,17.185766220092773,154755238
nan,nan,True,results/temporal_refinement_train_convgru_l736_v1_100ep_b13/checkpoints/best.pt,nan,nan,nan,nan,nan,nan,nan,126,convgru_v1_conservative,nan,nan,temporal_diff,refined_to_backbone_mae,974.474609375,0.05502557855040308,1.435530124202607,0.05502557855040308,0.08054653768028532,67.584449380991,0.6932295055389405,1.240955428123474,1.1146468253135682,1.4907960143089294,nan,17.198165893554688,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,raw_s2m2_l736,nan,nan,temporal_diff,refined_to_backbone_mae,0.0,0.0,1.4577294526592133,0.0,0.0,0.0,0.7057699236869812,1.2552756021022797,1.1239488043785095,1.5149839854240417,nan,17.231460571289062,154755238
nan,nan,True,,nan,nan,nan,nan,nan,nan,nan,126,ema_alpha_0.3,nan,nan,runtime_ms_per_frame,temporal_diff,0.0,1.929268889957004,2.613780438426941,1.929268889957004,3.4781962529061334,0.0,0.6613989477157592,0.8788181698322296,0.8520588822364807,0.932555272936821,nan,16.994016647338867,154755238
