probability_threshold,utility_threshold_px,harm_threshold_px,coverage,precision,harmful_acceptance,net_utility,clean_selection
0.5,0.0,0.05,0.006425938020791348,0.5698924731182796,0.35253456221198154,0.0006971513503231108,0.07757296466973887
0.5,0.0,0.1,0.006425938020791348,0.5698924731182796,0.35253456221198154,0.0006971513503231108,0.07757296466973887
0.5,0.0,0.25,0.006425938020791348,0.5698924731182796,0.35253456221198154,0.0006971513503231108,0.07757296466973887
0.5,0.0,0.5,0.006425938020791348,0.5698924731182796,0.35253456221198154,0.0006971513503231108,0.07757296466973887
0.5,0.025,0.05,0.0064045511302971625,0.5715386591317749,0.35088620601078857,0.0006994539871811867,0.07757513485743642
0.5,0.025,0.1,0.0064045511302971625,0.5715386591317749,0.35088620601078857,0.0006994539871811867,0.07757513485743642
0.5,0.025,0.25,0.0064045511302971625,0.5715386591317749,0.35088620601078857,0.0006994539871811867,0.07757513485743642
0.5,0.025,0.5,0.0064045511302971625,0.5715386591317749,0.35088620601078857,0.0006994539871811867,0.07757513485743642
0.5,0.05,0.05,0.006258133187683125,0.5775499474237644,0.3438485804416404,0.0007034416776150465,0.07860147213459516
0.5,0.05,0.1,0.006258133187683125,0.5775499474237644,0.3438485804416404,0.0007034416776150465,0.07860147213459516
0.5,0.05,0.25,0.006258133187683125,0.5775499474237644,0.3438485804416404,0.0007034416776150465,0.07860147213459516
0.5,0.05,0.5,0.006258133187683125,0.5775499474237644,0.3438485804416404,0.0007034416776150465,0.07860147213459516
0.5,0.1,0.05,0.005326980878474752,0.6253860407659049,0.30080296479308216,0.0007623487617820501,0.07381099444101297
0.5,0.1,0.1,0.005326980878474752,0.6253860407659049,0.30080296479308216,0.0007623487617820501,0.07381099444101297
0.5,0.1,0.25,0.005326980878474752,0.6253860407659049,0.30080296479308216,0.0007623487617820501,0.07381099444101297
0.5,0.1,0.5,0.005326980878474752,0.6253860407659049,0.30080296479308216,0.0007623487617820501,0.07381099444101297
0.65,0.0,0.05,0.0027441025649462283,0.6792565947242206,0.26019184652278177,0.0004920639330521226,0.0605515587529976
0.65,0.0,0.1,0.0027441025649462283,0.6792565947242206,0.26019184652278177,0.0004920639330521226,0.0605515587529976
0.65,0.0,0.25,0.0027441025649462283,0.6792565947242206,0.26019184652278177,0.0004920639330521226,0.0605515587529976
0.65,0.0,0.5,0.0027441025649462283,0.6792565947242206,0.26019184652278177,0.0004920639330521226,0.0605515587529976
0.65,0.025,0.05,0.0027441025649462283,0.6792565947242206,0.26019184652278177,0.0004920639330521226,0.0605515587529976
0.65,0.025,0.1,0.0027441025649462283,0.6792565947242206,0.26019184652278177,0.0004920639330521226,0.0605515587529976
0.65,0.025,0.25,0.0027441025649462283,0.6792565947242206,0.26019184652278177,0.0004920639330521226,0.0605515587529976
0.65,0.025,0.5,0.0027441025649462283,0.6792565947242206,0.26019184652278177,0.0004920639330521226,0.0605515587529976
0.65,0.05,0.05,0.002742457419523599,0.6796640671865627,0.259748050389922,0.0004922999069094658,0.060587882423515295
0.65,0.05,0.1,0.002742457419523599,0.6796640671865627,0.259748050389922,0.0004922999069094658,0.060587882423515295
0.65,0.05,0.25,0.002742457419523599,0.6796640671865627,0.259748050389922,0.0004922999069094658,0.060587882423515295
0.65,0.05,0.5,0.002742457419523599,0.6796640671865627,0.259748050389922,0.0004922999069094658,0.060587882423515295
0.65,0.1,0.05,0.0026898127659994507,0.6868501529051988,0.25259938837920487,0.0004956781631335616,0.060550458715596334
0.65,0.1,0.1,0.0026898127659994507,0.6868501529051988,0.25259938837920487,0.0004956781631335616,0.060550458715596334
0.65,0.1,0.25,0.0026898127659994507,0.6868501529051988,0.25259938837920487,0.0004956781631335616,0.060550458715596334
0.65,0.1,0.5,0.0026898127659994507,0.6868501529051988,0.25259938837920487,0.0004956781631335616,0.060550458715596334
0.8,0.0,0.05,0.0009229265820952243,0.7843137254901961,0.1746880570409982,0.00023320142645388842,0.040998217468805706
0.8,0.0,0.1,0.0009229265820952243,0.7843137254901961,0.1746880570409982,0.00023320142645388842,0.040998217468805706
0.8,0.0,0.25,0.0009229265820952243,0.7843137254901961,0.1746880570409982,0.00023320142645388842,0.040998217468805706
0.8,0.0,0.5,0.0009229265820952243,0.7843137254901961,0.1746880570409982,0.00023320142645388842,0.040998217468805706
0.8,0.025,0.05,0.0009229265820952243,0.7843137254901961,0.1746880570409982,0.00023320142645388842,0.040998217468805706
0.8,0.025,0.1,0.0009229265820952243,0.7843137254901961,0.1746880570409982,0.00023320142645388842,0.040998217468805706
0.8,0.025,0.25,0.0009229265820952243,0.7843137254901961,0.1746880570409982,0.00023320142645388842,0.040998217468805706
0.8,0.025,0.5,0.0009229265820952243,0.7843137254901961,0.1746880570409982,0.00023320142645388842,0.040998217468805706
0.8,0.05,0.05,0.0009229265820952243,0.7843137254901961,0.1746880570409982,0.00023320142645388842,0.040998217468805706
0.8,0.05,0.1,0.0009229265820952243,0.7843137254901961,0.1746880570409982,0.00023320142645388842,0.040998217468805706
0.8,0.05,0.25,0.0009229265820952243,0.7843137254901961,0.1746880570409982,0.00023320142645388842,0.040998217468805706
0.8,0.05,0.5,0.0009229265820952243,0.7843137254901961,0.1746880570409982,0.00023320142645388842,0.040998217468805706
0.8,0.1,0.05,0.000919636291249965,0.7871198568872988,0.1735241502683363,0.00023340247571468353,0.03935599284436494
0.8,0.1,0.1,0.000919636291249965,0.7871198568872988,0.1735241502683363,0.00023340247571468353,0.03935599284436494
0.8,0.1,0.25,0.000919636291249965,0.7871198568872988,0.1735241502683363,0.00023340247571468353,0.03935599284436494
0.8,0.1,0.5,0.000919636291249965,0.7871198568872988,0.1735241502683363,0.00023340247571468353,0.03935599284436494
0.9,0.0,0.05,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.0,0.1,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.0,0.25,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.0,0.5,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.025,0.05,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.025,0.1,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.025,0.25,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.025,0.5,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.05,0.05,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.05,0.1,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.05,0.25,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.05,0.5,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.1,0.05,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.1,0.1,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.1,0.25,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
0.9,0.1,0.5,0.00021551405036448196,0.8091603053435115,0.17557251908396945,6.44385872874409e-05,0.015267175572519083
