sequence_id,frame_id,valid_pixel_pct,valid_pixel_count,disparity_mae,bad_3px,depth_mae,rank_disparity_mae_worst,rank_bad_3px_worst
dataset_5_keyframe_3,000795,0.3099037170410156,406197,116.92443360904046,99.57139023675704,20.41396292670678,17,384
dataset_5_keyframe_3,000794,0.3079704284667969,403663,113.58005054044355,99.56399273651536,20.29503310369004,18,388
dataset_5_keyframe_3,001167,0.05020904541015625,65810,73.8593051780558,100.0,14.521702390542384,31,18
dataset_5_keyframe_3,000273,0.2758636474609375,361580,87.56714320085476,99.73228607776979,29.32071981343543,19,309
dataset_5_keyframe_3,001168,0.05113983154296875,67030,77.30843676726853,100.0,15.827012166133233,28,19
dataset_5_keyframe_3,000801,0.3056495666503906,400621,85.46459272985389,99.67150998075488,15.933072833792602,20,337
dataset_6_keyframe_2,000487,0.08282470703125,108560,32.19847387610417,100.0,6.538269196508909,544,20
dataset_6_keyframe_2,000489,0.0876068115234375,114828,21.965560115317622,100.0,4.784290050577419,1223,21
dataset_6_keyframe_2,000490,0.09018173217773437,118203,34.96058899403671,100.0,6.980126708138579,434,22
dataset_6_keyframe_4,001093,0.3439933776855469,450879,84.19180488042834,100.0,38.88272336052937,22,118
dataset_5_keyframe_2,000417,0.20142288208007814,264009,82.0103994120787,99.8083398672015,15.744382434173072,23,275
dataset_6_keyframe_2,000493,0.09748458862304688,127775,31.156253206047428,100.0,6.491111373811803,584,23
dataset_6_keyframe_2,000616,0.1656768798828125,217156,28.046018576713795,100.0,6.17549941917842,755,24
dataset_5_keyframe_3,000274,0.2734855651855469,358463,80.83450909444498,99.82285479951905,28.30103524112082,25,268
dataset_6_keyframe_2,000617,0.16577682495117188,217287,34.80335175950844,100.0,7.407640697583163,437,25
dataset_6_keyframe_2,000618,0.16595077514648438,217515,29.02683461363353,100.0,6.429042665557724,698,26
dataset_6_keyframe_4,001091,0.34653778076171876,454214,79.79007410305935,99.2083026943247,37.11678533136842,26,520
dataset_5_keyframe_3,000802,0.30398712158203123,398442,78.06432862686566,93.39251384141231,14.245716144542659,27,1927
dataset_6_keyframe_2,000619,0.16610031127929686,217711,32.04935377700515,100.0,6.963544226735956,553,27
dataset_6_keyframe_2,000620,0.16632843017578125,218010,44.446109409103926,100.0,9.02517477530448,199,28
dataset_6_keyframe_2,000621,0.16665267944335938,218435,46.13098324589641,100.0,9.339665291621358,164,29
dataset_5_keyframe_3,001169,0.0531036376953125,69604,76.22782232448853,99.99425320383885,15.721211148859352,30,159
dataset_6_keyframe_2,000622,0.16682510375976561,218661,39.1515615787058,100.0,8.28762409304883,314,30
dataset_6_keyframe_2,000623,0.1668365478515625,218676,38.849277934509274,100.0,8.302579819167212,321,31
dataset_6_keyframe_2,000624,0.16717376708984374,219118,32.60445506461369,100.0,7.274314386720876,518,32
dataset_6_keyframe_4,001094,0.34226226806640625,448610,72.32988319879964,99.94226611087582,36.05174775276763,32,216
dataset_5_keyframe_3,000284,0.24823684692382814,325369,72.24782630783916,99.97664190503704,29.027508639626596,33,191
dataset_6_keyframe_2,000625,0.167462158203125,219496,37.79895628131669,100.0,8.191213245194069,348,33
dataset_5_keyframe_3,000288,0.24331741333007811,318921,70.7701574395517,99.9755425324767,29.187402688941223,34,194
dataset_6_keyframe_2,000626,0.16715011596679688,219087,42.22599726211188,100.0,8.928523756009104,255,34
dataset_5_keyframe_3,000285,0.24685592651367189,323559,68.54607771201334,99.9749659258435,28.189113750203518,35,195
dataset_6_keyframe_2,000627,0.16803131103515626,220242,40.51047873156012,100.0,8.711460927648595,291,35
dataset_5_keyframe_3,000287,0.24394378662109376,319742,68.22036718971297,99.85394474294901,28.486735121303116,36,256
dataset_6_keyframe_2,000628,0.16872329711914064,221149,38.0238475513996,100.0,8.3125154856365,342,36
dataset_5_keyframe_2,000435,0.19336166381835937,253443,68.032103690364,99.1579960780136,14.582009389092557,37,533
dataset_6_keyframe_2,000629,0.1690704345703125,221604,35.72505581676524,100.0,7.953175099153677,404,37
dataset_5_keyframe_2,000643,0.062131500244140624,81437,67.89307213824989,99.98526468312929,19.617741409716405,38,177
dataset_6_keyframe_2,000630,0.16976394653320312,222513,31.067585933861693,100.0,7.1946458038932715,589,38
dataset_5_keyframe_2,000428,0.19095535278320314,250289,67.6630890446869,96.43771799799433,12.811405690947474,39,1128
dataset_6_keyframe_2,000632,0.17099838256835936,224131,43.90788859522724,100.0,9.429567595032967,212,39
dataset_5_keyframe_3,000282,0.2515281677246094,329683,67.44784669194607,99.98635052459484,27.551330377836862,40,175
dataset_6_keyframe_2,000633,0.17176437377929688,225135,40.31572364690046,100.0,8.863351541280636,294,40
dataset_5_keyframe_3,000275,0.27077713012695315,354913,66.53660590166464,99.5474947381471,25.338096150436634,41,397
dataset_6_keyframe_2,000653,0.16489105224609374,216126,23.13867513611202,100.0,6.3273719141930584,1096,41
dataset_5_keyframe_3,000792,0.3021659851074219,396055,66.37910078783872,99.23747964297888,14.926292898499295,42,513
dataset_6_keyframe_2,000726,0.10920562744140624,143138,13.125038188067705,100.0,5.916029542630005,2941,42
dataset_5_keyframe_3,001170,0.05457000732421875,71526,65.44868176408026,99.88535637390599,12.586499940781366,43,238
dataset_6_keyframe_3,000574,0.1358917236328125,178116,20.376562662841458,100.0,15.28317508334707,1434,43
dataset_5_keyframe_2,000642,0.06322402954101562,82869,65.06967042516665,99.7055593768478,19.049014048025168,44,321
dataset_6_keyframe_3,000575,0.13803329467773437,180923,23.156209330270627,100.0,16.695145386233122,1092,44
dataset_6_keyframe_3,000618,0.1419342041015625,186036,20.43029657603925,100.0,12.964771575807164,1424,45
dataset_5_keyframe_3,000286,0.2452056884765625,321396,64.4009961761917,99.75233045837534,27.29898810256394,46,303
dataset_6_keyframe_3,000619,0.13874359130859376,181854,23.43692758367132,100.0,14.29650251065152,1071,46
dataset_5_keyframe_2,000645,0.06120147705078125,80218,64.31782159132645,99.5375102844748,18.854458463275503,47,404
dataset_6_keyframe_3,000620,0.13525390625,177280,20.16697134067866,100.0,12.7721743420143,1466,47
dataset_5_keyframe_3,001172,0.054248046875,71104,63.87961764597442,99.88045679567958,11.835066554006643,48,243
dataset_6_keyframe_3,000621,0.13190231323242188,172887,20.759080525851534,100.0,13.033937560299607,1368,48
dataset_6_keyframe_3,000622,0.12815475463867188,167975,19.97088785697527,100.0,12.628116057677396,1488,49
dataset_5_keyframe_3,001045,0.18791656494140624,246306,62.62950714351201,99.99959400095815,11.808268933703024,50,131
dataset_6_keyframe_3,000624,0.12054595947265626,158002,21.56551301602018,100.0,13.337147377271915,1275,50
dataset_5_keyframe_3,001043,0.17903823852539064,234669,61.48166962688826,98.50299783951012,10.950374817492511,51,660
dataset_6_keyframe_3,000625,0.11676025390625,153040,19.120142027076724,100.0,12.132264173286346,1622,51
dataset_5_keyframe_3,001171,0.055635833740234376,72923,60.97184348926037,99.90537964702494,11.39002903637412,52,227
dataset_6_keyframe_3,000626,0.11274566650390624,147778,19.72331961887963,100.0,12.346260814261214,1527,52
dataset_5_keyframe_2,000438,0.19197311401367187,251623,60.60179510222056,98.28672259690092,13.952228936973073,53,695
dataset_6_keyframe_3,000627,0.10922775268554688,143167,19.827607898064283,100.0,12.328588843201592,1514,53
dataset_5_keyframe_2,000657,0.053157806396484375,69675,60.535824929556625,99.89953354861859,18.38210821821735,54,228
dataset_6_keyframe_3,000628,0.10515899658203125,137834,22.40562678830187,100.0,13.449647660474557,1164,54
dataset_5_keyframe_3,000283,0.24986953735351564,327509,60.28846387991079,99.97129849866721,25.485381630899674,55,200
dataset_6_keyframe_3,000629,0.10159149169921874,133158,19.286632834891886,100.0,11.96099338254469,1598,55
dataset_5_keyframe_3,000290,0.24190902709960938,317075,60.27800141991797,99.27493495229835,26.584221949094214,56,499
dataset_6_keyframe_3,000630,0.097808837890625,128200,21.23191235915733,100.0,12.775599555879971,1310,56
dataset_5_keyframe_3,001173,0.05184783935546875,67958,59.960798451202955,99.89110921451486,10.366868619027148,57,232
dataset_6_keyframe_3,000631,0.09424819946289062,123533,23.91881619293526,100.0,13.876693564423292,1031,57
dataset_6_keyframe_3,000632,0.09086227416992188,119095,25.63089373389291,100.0,14.504281533027187,925,58
dataset_6_keyframe_4,001090,0.34792327880859375,456030,59.70017471868077,99.86535973510514,33.446437559083265,58,253
dataset_5_keyframe_3,000279,0.2588203430175781,339241,59.542605903169374,99.49947087763566,24.364728091662613,59,423
dataset_6_keyframe_3,000633,0.08762969970703124,114858,23.00508261365435,100.0,13.328671554671443,1110,59
dataset_5_keyframe_2,000431,0.1917694091796875,251356,59.3797795705131,96.34701379716418,11.244415509810615,60,1157
dataset_6_keyframe_3,000634,0.08260726928710938,108275,23.99187847598104,100.0,13.624958757265311,1027,60
dataset_5_keyframe_2,000831,0.16519699096679688,216527,59.140083828516005,99.99584347448585,15.845570517825486,61,155
dataset_6_keyframe_3,000635,0.07941360473632812,104089,18.822499878358034,100.0,11.290693089155946,1670,61
dataset_5_keyframe_3,000272,0.27851333618164065,365053,58.55978835128,99.3507792019241,22.74784102526626,62,474
dataset_6_keyframe_3,000637,0.0730865478515625,95796,19.45707772490804,100.0,11.472598149416179,1568,62
dataset_5_keyframe_3,001042,0.18627471923828126,244154,58.272325974456315,98.34858327121407,10.652845339224061,63,686
dataset_6_keyframe_3,000638,0.06986236572265625,91570,18.626312039733467,100.0,10.999569755221762,1703,63
dataset_5_keyframe_2,000832,0.16564254760742186,217111,57.8493709299513,99.99677584277167,15.82851396331175,64,153
dataset_6_keyframe_3,000642,0.05695419311523438,74651,23.30111220727048,100.0,12.646046841983408,1082,64
dataset_5_keyframe_2,000652,0.055551910400390626,72813,57.54991193732096,99.79124606869652,17.967062900821876,65,285
dataset_6_keyframe_3,001530,0.388995361328125,509864,18.411389497339744,100.0,22.45998550113403,1742,65
dataset_5_keyframe_3,001048,0.20137405395507812,263945,57.46025399795189,98.58758453465684,11.100498436019791,66,645
dataset_6_keyframe_3,001531,0.38731842041015624,507666,26.085767130484623,100.0,28.910850869254993,889,66
dataset_5_keyframe_2,000439,0.19163970947265624,251186,57.15680840612763,94.6199230848853,12.922619509413918,67,1607
dataset_6_keyframe_3,001532,0.3852424621582031,504945,22.06654427972247,100.0,25.85459738631861,1213,67
dataset_5_keyframe_3,001047,0.19734649658203124,258666,57.124767837771586,98.8947136461692,10.660906194808247,68,603
dataset_6_keyframe_3,001533,0.3830726623535156,502101,17.171043424425825,100.0,21.60930890764105,2027,68
dataset_5_keyframe_3,000289,0.2425048828125,317856,56.859419096299895,99.61208849290244,25.23532567473801,69,362
dataset_6_keyframe_3,001534,0.38059005737304685,498847,23.26627000740661,100.0,26.980668613182473,1085,69
dataset_5_keyframe_3,001033,0.2196685791015625,287924,56.69801949033759,97.25517844986872,9.299413635205388,70,939
dataset_6_keyframe_3,001535,0.3772285461425781,494441,21.29658791006279,100.0,25.414435608131367,1303,70
dataset_5_keyframe_2,000427,0.19106216430664064,250429,55.814475798753584,95.00776667239018,14.19215189938259,71,1499
dataset_6_keyframe_3,001536,0.37383575439453126,489994,18.466775145136168,100.0,22.951282066215327,1730,71
dataset_5_keyframe_3,000293,0.24038009643554686,315071,55.70144675729938,99.68324599852096,25.526433313445427,72,333
dataset_6_keyframe_3,001537,0.3694549560546875,484252,22.386818970510028,100.0,26.41003710759834,1166,72
dataset_5_keyframe_3,000793,0.30544357299804686,400351,55.587603573058885,99.55239277533964,12.9141594428305,73,395
dataset_6_keyframe_3,001540,0.35767593383789065,468813,18.623502991912407,100.0,23.06018099652921,1705,73
dataset_5_keyframe_3,000294,0.23980560302734374,314318,55.16921033543645,99.23994171507836,25.383794089074055,74,512
dataset_6_keyframe_3,001541,0.35420761108398435,464267,20.2371936532264,100.0,24.4630121684311,1454,74
dataset_5_keyframe_3,000280,0.25627593994140624,335906,54.91556307429877,99.76779217995511,23.199677923347117,75,296
dataset_6_keyframe_4,000798,0.19721603393554688,258495,28.017347297232376,100.0,9.078487199731564,757,75
dataset_5_keyframe_3,001044,0.18273544311523438,239515,54.91139539640547,97.27156963029455,9.305146436116129,76,936
dataset_6_keyframe_4,000801,0.1975433349609375,258924,28.729798695075036,100.0,8.883121641976762,719,76
dataset_5_keyframe_2,000641,0.06450576782226562,84549,54.85586111396306,98.20222592816,17.183671604921653,77,711
dataset_6_keyframe_4,000802,0.19722976684570312,258513,23.850283299272377,100.0,7.590986070926106,1038,77
dataset_6_keyframe_4,000805,0.19694366455078124,258138,30.1701342056445,100.0,8.802173070119421,630,78
dataset_6_keyframe_4,001079,0.37507476806640627,491618,54.744078393953565,99.84357773718618,31.253282935475156,78,261
dataset_5_keyframe_3,001041,0.18953094482421876,248422,53.992125287797535,96.86058400624744,9.691123520557019,79,1022
dataset_6_keyframe_4,000806,0.19668426513671874,257798,27.05489179359816,100.0,7.960691441557325,815,79
dataset_5_keyframe_3,001025,0.2252471923828125,295236,53.539033881113546,97.25304502160984,9.670015647773809,80,940
dataset_6_keyframe_4,000808,0.19559478759765625,256370,26.37901249341819,100.0,7.607072504975567,866,80
dataset_5_keyframe_3,001049,0.20465850830078125,268250,53.28305365236252,99.16682199440821,9.893019265554381,81,529
dataset_6_keyframe_4,000809,0.19510879516601562,255733,28.813452818186242,100.0,8.02909429457635,712,81
dataset_5_keyframe_3,000278,0.26197357177734376,343374,53.14873903769096,98.9914786792244,21.65144765142288,82,574
dataset_6_keyframe_4,000810,0.19428253173828125,254650,24.64750970495536,100.0,6.976318162123768,992,82
dataset_5_keyframe_2,000432,0.19207839965820311,251761,52.47868674784251,93.71030461429689,10.149392551426347,83,1838
dataset_6_keyframe_4,000811,0.19366073608398438,253835,24.741326182760265,100.0,6.9237600591373525,981,83
dataset_5_keyframe_3,001046,0.19259567260742189,252439,52.17046911323122,97.58951667531562,8.929536437982993,84,859
dataset_6_keyframe_4,000813,0.1923004150390625,252052,24.585154047854264,100.0,6.801846500488323,995,84
dataset_5_keyframe_3,001051,0.20647201538085938,270627,51.89864941955839,99.88212558244373,9.806669772680245,85,242
dataset_6_keyframe_4,000816,0.191436767578125,250920,22.7758614234675,100.0,6.145282859990761,1129,85
dataset_5_keyframe_3,000291,0.24159469604492187,316663,51.741035155539734,99.70978611331289,24.10940681204036,86,318
dataset_6_keyframe_4,000819,0.19099960327148438,250347,22.06759674164057,100.0,5.978239887621553,1212,86
dataset_5_keyframe_3,000016,0.3600624084472656,471941,51.540508119879526,96.43557139557699,14.259103342721533,87,1133
dataset_6_keyframe_4,000970,0.23216323852539061,304301,48.42435645209073,100.0,18.9633641307588,122,87
dataset_5_keyframe_2,000405,0.2305206298828125,301697,51.506711073428185,97.10802560184555,83.10562096730371,88,973
dataset_6_keyframe_4,000971,0.2344451904296875,307292,38.37191079823977,100.0,16.181540090772124,330,88
dataset_5_keyframe_3,001037,0.20514297485351562,268885,51.29906127403063,96.73763876750283,8.707684997746432,89,1051
dataset_6_keyframe_4,000972,0.23626480102539063,309677,49.75818784553096,100.0,19.223474235724247,99,89
dataset_5_keyframe_3,001027,0.2264678955078125,296836,50.953660847788626,97.17588163160804,9.229143059263812,90,958
dataset_6_keyframe_4,000973,0.238177490234375,312184,41.010688985386594,100.0,17.009422863213736,279,90
dataset_5_keyframe_3,001026,0.22653045654296874,296918,50.828219243673765,97.24368344121946,9.240751258449714,91,943
dataset_6_keyframe_4,000974,0.23974380493164063,314237,38.65226617397203,100.0,16.35536459486607,327,91
dataset_5_keyframe_3,001023,0.22415924072265625,293810,50.05633122733134,97.42384534222796,9.411141686277057,92,902
dataset_6_keyframe_4,000975,0.241558837890625,316616,32.231876328061546,100.0,14.42779131435916,541,92
dataset_4_keyframe_4,000327,0.07270050048828125,95290,49.98553565741211,99.63479903452618,10.456631528414214,93,348
dataset_6_keyframe_4,000976,0.2429351806640625,318420,34.13907038476193,100.0,15.040922985804094,463,93
dataset_5_keyframe_3,000018,0.36633987426757814,480169,49.98322999603232,95.54740101922448,13.500249388984724,94,1350
dataset_6_keyframe_4,000977,0.244854736328125,320936,34.29821642954049,100.0,15.109692608421362,456,94
dataset_5_keyframe_2,000440,0.19179229736328124,251386,49.78742680935779,89.23846196685575,12.05645826822625,95,2914
dataset_6_keyframe_4,000978,0.24548110961914063,321757,37.80242625430096,100.0,16.187321644784156,347,95
dataset_4_keyframe_4,000320,0.07215957641601563,94581,49.77625719228276,99.84246307397892,10.343356230001293,96,262
dataset_6_keyframe_4,000979,0.24661483764648437,323243,39.046514454007664,100.0,16.574249944419797,317,96
dataset_6_keyframe_4,000980,0.24751434326171876,324422,34.304525397248675,100.0,15.171180000683563,454,97
dataset_7_keyframe_3,000048,0.16869735717773438,221115,49.77327670368274,50.534789589127826,9.25453379317723,97,9176
dataset_5_keyframe_3,001050,0.20611114501953126,270154,49.768916211788046,97.9396936562109,9.183380998704095,98,769
dataset_6_keyframe_4,000981,0.24841766357421874,325606,38.55049340124795,100.0,16.497392125045728,328,98
dataset_6_keyframe_4,000982,0.249249267578125,326696,36.463481928764686,100.0,15.90747438731295,385,99
dataset_4_keyframe_4,000322,0.07195510864257812,94313,49.75714920207514,99.84943751126568,10.329282908191745,100,258
dataset_6_keyframe_4,000983,0.2501365661621094,327859,35.581490176464584,100.0,15.705738182151993,410,100
dataset_4_keyframe_4,000323,0.071746826171875,94040,49.65123264182126,99.72990216928966,10.210571651466854,101,310
dataset_6_keyframe_4,000984,0.25090560913085935,328867,32.80042450960144,100.0,14.895401693571925,505,101
dataset_4_keyframe_4,000321,0.07195892333984374,94318,49.47339193506341,99.58544498399033,10.145447627296708,102,377
dataset_6_keyframe_4,000985,0.2512641906738281,329337,39.19348045098489,100.0,16.948028343751407,313,102
dataset_4_keyframe_4,000329,0.0737945556640625,96724,49.41884278298647,99.8459534345147,10.484962108092727,103,259
dataset_6_keyframe_4,000986,0.25178985595703124,330026,34.801447987755125,100.0,15.683025002062715,438,103
dataset_4_keyframe_4,000324,0.071856689453125,94184,49.40039233141521,99.54344686995668,10.176388773366911,104,399
dataset_6_keyframe_4,000987,0.25244598388671874,330886,32.70300267135159,100.0,15.0819204255888,512,104
dataset_6_keyframe_4,000988,0.25275421142578125,331290,39.95793902492641,100.0,17.43737098443749,299,105
dataset_7_keyframe_3,000042,0.17146987915039064,224749,49.21151614790104,49.04359974905339,8.305747228905489,105,9375
dataset_4_keyframe_4,000326,0.07235794067382813,94841,49.190840537607315,99.46963865838615,10.199615434713838,106,428
dataset_6_keyframe_4,000989,0.25295257568359375,331550,42.47774802884335,100.0,18.28565968659179,251,106
dataset_4_keyframe_4,000328,0.07306976318359375,95774,49.13856263925147,99.53432037922609,10.307611369921375,107,407
dataset_6_keyframe_4,000990,0.2538909912109375,332780,34.40225907094247,100.0,15.935665657976097,451,107
dataset_5_keyframe_2,001611,0.16255722045898438,213067,49.130456986233256,99.98122656253666,10.18730863496965,108,185
dataset_6_keyframe_4,000991,0.2540885925292969,333039,41.54107497173758,100.0,18.253665220062413,264,108
dataset_5_keyframe_3,001040,0.19314651489257811,253161,49.06581356130812,95.48982663206418,8.598253191653432,109,1359
dataset_6_keyframe_4,000992,0.25418930053710936,333171,42.88842764992225,100.0,18.797970267434547,236,109
dataset_4_keyframe_4,000319,0.07284011840820312,95473,48.99315351269826,99.51714097179307,10.05737857647393,110,417
dataset_6_keyframe_4,000993,0.2540306091308594,332963,31.600135573536324,100.0,15.382805666831567,567,110
