applied_abs_px_bin,beneficial_rate_pct,harmful_rate_pct,mean_error_reduction_px,new_bad3_rate_pct,pixels,proposal_abs_mean,raw_good_corruption_rate_pct,trust_mean
"[0,1)",3.1842801570892334,1.193902850151062,0.020584041252732277,0.0,11063631,0.06537757813930511,0.0,0.41942158341407776
"[1,3)",78.5723648071289,19.763792037963867,1.1145418882369995,0.2295159101486206,845693,1.846226453781128,0.2295159101486206,0.8645310997962952
"[3,6)",86.824462890625,12.736679077148438,3.291043281555176,1.5395408868789673,648505,4.387938022613525,1.5395408868789673,0.8970918655395508
"[6,9)",91.388671875,8.38422679901123,6.190024375915527,1.1266194581985474,483038,7.45961332321167,1.1266194581985474,0.921772301197052
"[9,12)",93.49957275390625,6.331617832183838,9.07807445526123,0.85163414478302,448432,10.487424850463867,0.85163414478302,0.9417506456375122
"[12,16)",95.26744842529297,4.587034225463867,12.53750228881836,0.6082860231399536,602677,14.039517402648926,0.6082860231399536,0.9609072208404541
"[16,20)",96.81825256347656,2.9975063800811768,16.618478775024414,0.3176113963127136,638831,18.02885627746582,0.3176113963127136,0.9766855239868164
"[20,24)",98.57171630859375,1.3472293615341187,21.43853187561035,0.0908316895365715,931393,22.289016723632812,0.0908316895365715,0.9936121702194214
"[24,32)",,,,,0,,,
"[32,1e+09)",,,,,0,,,
