detector_ap,detector_auc,modified_pct,new_bad3_from_raw_good_pct,raw_bad3,raw_mae,refined_bad3,refined_mae,source
0.11735909484390647,0.7302206817887329,34.071124377319144,0.0020865249231804615,33.53598512226546,4.669023784765881,33.76283000289816,4.6385896414071865,recorded_mpc
