applied_abs_mean,clip_id,failure_mode,frame_id,modified_pct,new_bad3_pct,new_bad3_pixels,oracle_gap_recovered_pct,oracle_mae,raw_bad3,raw_good_pixels,raw_mae,refined_bad3,refined_mae,sequence_id,trust_mean
0.3365398347377777,dataset_2_keyframe_1_000000_000087,clean_core,000000,7.275313166675784,3.020305329774152,1007,-188.83632193565157,0.3045135736465454,0.41026202067720585,33341,0.47179874777793884,3.2985066462447348,0.7876939177513123,dataset_2_keyframe_1,0.10334673523902893
0.03796425834298134,dataset_2_keyframe_1_000000_000087,clean_core,000001,7.410232659510707,0.24623965348443944,83,-13.711556174293023,0.2574493885040283,0.3623385822481338,33707,0.4478670060634613,0.6565684084345883,0.4739762246608734,dataset_2_keyframe_1,0.1366215944290161
0.014658884145319462,dataset_2_keyframe_1_000000_000087,clean_core,000002,6.908556818799978,0.003045901739209893,1,-4.795371696501856,0.2579055726528168,0.310069085568188,32831,0.4821166396141052,0.3318283196431486,0.4928683936595917,dataset_2_keyframe_1,0.16956230998039246
0.01854701153934002,dataset_2_keyframe_1_000000_000087,clean_core,000003,8.000649579126858,0.011906179307060364,4,-5.9637228270762135,0.2712686359882355,0.4032803745906298,33596,0.47183549404144287,0.4195198527620646,0.48379674553871155,dataset_2_keyframe_1,0.2196158617734909
0.013906259089708328,dataset_2_keyframe_1_000000_000087,clean_core,000004,7.110499919106941,0.017942047187584104,6,-4.369626414094118,0.2573300898075104,0.2642506606266516,33441,0.4682612717151642,0.2858221431267864,0.47747817635536194,dataset_2_keyframe_1,0.20040546357631683
0.01236386876553297,dataset_2_keyframe_1_000000_000087,clean_core,000005,7.472628229329594,0.0,0,-4.290691536067332,0.24216938018798828,0.28854970066339464,33464,0.4673670828342438,0.3290005932797584,0.47702962160110474,dataset_2_keyframe_1,0.20573194324970245
0.018424199894070625,dataset_2_keyframe_1_000000_000087,clean_core,000006,7.715850515463917,0.014855750661080904,5,-7.656247889150571,0.2814547121524811,0.28994845360824745,33657,0.47999808192253113,0.33021907216494845,0.495199054479599,dataset_2_keyframe_1,0.2093888223171234
0.024820320308208466,dataset_2_keyframe_1_000000_000087,clean_core,000007,7.638480850381924,0.14930179454902076,51,-10.869653421174334,0.28814148902893066,0.28577533251428877,34159,0.4614887833595276,0.4273276000213664,0.48033103346824646,dataset_2_keyframe_1,0.19347016513347626
0.02542121335864067,dataset_2_keyframe_1_000000_000087,clean_core,000008,8.038277511961722,0.09145891724443134,31,-12.660947206778415,0.28942549228668213,0.28708133971291866,33895,0.46205559372901917,0.43859649122807015,0.4839121997356415,dataset_2_keyframe_1,0.18518151342868805
0.03872019425034523,dataset_2_keyframe_1_000000_000087,clean_core,000009,8.070249907147026,0.12962739659954178,43,-18.605473569920502,0.3020631670951843,0.323658937761978,33172,0.4891519546508789,0.7401708494720646,0.5239607095718384,dataset_2_keyframe_1,0.19482159614562988
0.054173775017261505,dataset_2_keyframe_1_000000_000087,clean_core,000010,8.277569945729491,0.5299739357080799,183,-31.00993524561147,0.2947624623775482,0.276621529058433,34530,0.4514315128326416,0.8166921334106118,0.5000144839286804,dataset_2_keyframe_1,0.18455427885055542
0.062128130346536636,dataset_2_keyframe_1_000000_000087,clean_core,000011,7.51526538280883,0.3201477605048484,104,-23.80780960870853,0.2771359980106354,0.41751474348937945,32485,0.534359335899353,1.2969051719638849,0.595598578453064,dataset_2_keyframe_1,0.17084306478500366
0.03314029425382614,dataset_2_keyframe_1_000000_000087,clean_core,000012,6.458036984352773,0.025097701767595283,7,-8.019572759368652,0.38565725088119507,1.4767877925772663,27891,0.7905340790748596,2.195784301047459,0.8230034708976746,dataset_2_keyframe_1,0.16403943300247192
0.014071527868509293,dataset_2_keyframe_1_000000_000087,clean_core,000013,5.774433765363704,0.003872066909316193,1,-3.8882041774210507,0.5444516539573669,2.9168491844675204,25826,0.8925579190254211,2.983843953722075,0.9060930013656616,dataset_2_keyframe_1,0.1580164134502411
0.00747920386493206,dataset_2_keyframe_1_000000_000087,clean_core,000014,4.469502819067145,0.0,0,-2.583654544438858,0.6887997984886169,2.6576114812916454,23624,0.9619473814964294,2.601230138390569,0.9690045714378357,dataset_2_keyframe_1,0.1426180750131607
0.006429124157875776,dataset_2_keyframe_1_000000_000087,clean_core,000015,3.7664927891991407,0.004198857910648304,1,-2.8778424032932293,0.7472096681594849,2.3601309195049605,23816,0.9643415212631226,2.316661552623504,0.9705902338027954,dataset_2_keyframe_1,0.13758660852909088
0.0049746232107281685,dataset_2_keyframe_1_000000_000087,clean_core,000016,3.781277072822708,0.0,0,-1.9263306407193523,0.7990002036094666,3.827141619528105,22157,1.0462706089019775,3.7557967690974876,1.051033854484558,dataset_2_keyframe_1,0.13901396095752716
0.0034403796307742596,dataset_2_keyframe_1_000000_000087,clean_core,000017,2.9879518072289155,0.0,0,-1.1843860589812332,0.8766423463821411,4.535193405199746,19870,1.1545490026474,4.380469245402663,1.1578404903411865,dataset_2_keyframe_1,0.13015025854110718
0.0029454606119543314,dataset_2_keyframe_1_000000_000087,clean_core,000018,2.9315220684779315,0.0,0,-1.146587400788831,0.9608396291732788,5.085344914655085,18254,1.2037522792816162,4.951520048479951,1.2065374851226807,dataset_2_keyframe_1,0.12995849549770355
0.003643849864602089,dataset_2_keyframe_1_000000_000087,clean_core,000019,3.468803375866573,0.0,0,-1.6118757429817652,1.0279587507247925,4.199738772229479,16593,1.2431584596633911,4.089219330855019,1.2466272115707397,dataset_2_keyframe_1,0.13085144758224487
0.003787800669670105,dataset_2_keyframe_1_000000_000087,clean_core,000020,3.1525,0.0,0,-2.146090720156384,1.053696870803833,4.5175,17596,1.2245711088180542,4.35,1.2282382249832153,dataset_2_keyframe_1,0.12966875731945038
0.00518175819888711,dataset_2_keyframe_1_000000_000087,clean_core,000021,3.6689716929505996,0.0,0,-2.4517211634443434,1.080870509147644,5.168897069797523,16076,1.2830533981323242,5.094273916720561,1.2880103588104248,dataset_2_keyframe_1,0.13450723886489868
0.0027659148909151554,dataset_2_keyframe_1_000000_000087,clean_core,000022,3.0172413793103448,0.0,0,-1.0778322107164973,1.0648866891860962,4.981668648434403,14742,1.303209662437439,4.828081648830757,1.3057783842086792,dataset_2_keyframe_1,0.12595601379871368
0.0031874675769358873,dataset_2_keyframe_1_000000_000087,clean_core,000023,3.130601320990989,0.0,0,-1.6013939333081981,1.0974606275558472,4.765880128661576,15643,1.2862205505371094,4.59891472487539,1.2892433404922485,dataset_2_keyframe_1,0.13236869871616364
0.002129798522219062,dataset_2_keyframe_1_000000_000087,clean_core,000024,2.615268696983691,0.0,0,-1.4577693893262473,1.0872999429702759,4.532970371630654,17446,1.2265057563781738,4.384706997545147,1.2285350561141968,dataset_2_keyframe_1,0.1241660863161087
0.0028392334934324026,dataset_2_keyframe_1_000000_000087,clean_core,000025,2.74973979134897,0.0,0,-1.8144398202124195,1.071794867515564,5.32762084573863,18011,1.2207703590393066,5.143659380824438,1.2234734296798706,dataset_2_keyframe_1,0.12294209748506546
0.004727013874799013,dataset_2_keyframe_1_000000_000087,clean_core,000026,2.4323348971490435,0.0,0,-2.719138221694231,1.1232324838638306,6.017081679297486,16217,1.2937207221984863,5.952123180560568,1.298356533050537,dataset_2_keyframe_1,0.11429651081562042
0.0030690000858157873,dataset_2_keyframe_1_000000_000087,clean_core,000027,2.641013384321224,0.0,0,-1.7208105500160824,1.2332935333251953,6.756692160611855,13954,1.4067444801330566,6.632409177820268,1.409729242324829,dataset_2_keyframe_1,0.11154568940401077
0.0033065376337617636,dataset_2_keyframe_1_000000_000087,clean_core,000028,2.3633642906344265,0.0,0,-1.9188523382064977,1.2940784692764282,7.0473385430274815,12467,1.4639290571212769,6.949953682810385,1.4671882390975952,dataset_2_keyframe_1,0.10575760900974274
0.0033993516117334366,dataset_2_keyframe_1_000000_000087,clean_core,000029,2.6591477514038977,0.0,0,-2.2424535764758926,1.3133891820907593,6.811854089000048,12068,1.4609193801879883,6.807135104525506,1.4642276763916016,dataset_2_keyframe_1,0.11486241221427917
0.0034484844654798508,dataset_2_keyframe_1_000000_000087,clean_core,000030,2.493244037128422,0.0,0,-2.495914609815377,1.2784558534622192,6.039243332158383,13224,1.413191795349121,5.987545529315004,1.4165546894073486,dataset_2_keyframe_1,0.11071380227804184
0.004070344381034374,dataset_2_keyframe_1_000000_000087,clean_core,000031,2.47602156309071,0.0,0,-2.9697964341020535,1.1607197523117065,5.134069216587711,16160,1.2920476198196411,4.93804111922709,1.295947790145874,dataset_2_keyframe_1,0.11337525397539139
0.00423986604437232,dataset_2_keyframe_1_000000_000087,clean_core,000032,2.849716884804604,0.0,0,-2.259626713416047,0.9870350360870361,4.235124849159937,20649,1.1676405668258667,4.070361087904947,1.1717215776443481,dataset_2_keyframe_1,0.11322248727083206
0.012480095960199833,dataset_2_keyframe_1_000000_000087,clean_core,000033,4.022392701637985,0.014493453790038167,3,-7.265229456202397,1.0103791952133179,4.153707927292833,20699,1.1756441593170166,4.174441910290967,1.1876510381698608,dataset_2_keyframe_1,0.135770782828331
0.009063874371349812,dataset_2_keyframe_1_000000_000087,clean_core,000034,5.263758328009492,0.004334633723450368,1,-4.939180442880999,0.9543064832687378,4.663685315323537,23070,1.1232038736343384,4.807429040795839,1.1315460205078125,dataset_2_keyframe_1,0.16586801409721375
0.013355382718145847,dataset_2_keyframe_1_000000_000087,clean_core,000035,6.933532014810801,0.0036626011793575797,1,-8.333163287863174,0.9374322891235352,6.755170233902285,27303,1.0776410102844238,6.917727806375869,1.0893248319625854,dataset_2_keyframe_1,0.19323866069316864
0.019496029242873192,dataset_2_keyframe_1_000000_000087,clean_core,000036,9.07489576133247,0.003640202395253176,1,-13.174586266236357,0.9371104836463928,6.528573658275547,27471,1.0708426237106323,6.847421347187228,1.0884612798690796,dataset_2_keyframe_1,0.21603576838970184
0.020608114078640938,dataset_2_keyframe_1_000000_000087,clean_core,000037,9.283684163780087,0.0,0,-11.201039993140057,0.8078460693359375,5.848654409805489,31724,0.9552080631256104,6.152855493383071,0.9717141389846802,dataset_2_keyframe_1,0.2120562195777893
0.014423477463424206,dataset_2_keyframe_1_000000_000087,clean_core,000038,7.69706064083326,0.0,0,-7.082505473831486,0.7885453104972839,6.893812340012357,32184,0.9591217637062073,7.286609586018184,0.9712028503417969,dataset_2_keyframe_1,0.20797935128211975
