beneficial_rate_pct,harmful_rate_pct,mean_error_reduction_px,new_bad3_rate_pct,pixels,proposal_abs_mean,raw_good_corruption_rate_pct,trust_bin,trust_mean
0.0,0.0,5.600096756097628e-06,0.0,1336700,1.2091816643078346e-05,0.0,"[0,0.1)",0.06556108593940735
0.0,0.0,3.503964398987591e-05,0.0,1768659,0.0001146543727372773,0.0,"[0.1,0.2)",0.14658625423908234
0.0,0.0,9.910618246067315e-05,0.0,1325285,0.0005322339711710811,0.0,"[0.2,0.3)",0.24892808496952057
0.0,0.0,0.00043409556383267045,0.0,1187754,0.0017549860058352351,0.0,"[0.3,0.4)",0.34930041432380676
9.169609256787226e-05,0.0001833921851357445,0.001648555975407362,0.0,1090559,0.005652792751789093,0.0,"[0.4,0.5)",0.4492325186729431
0.07616810500621796,0.011338000185787678,0.006342457141727209,0.0,1031928,0.018334878608584404,0.0,"[0.5,0.6)",0.5496882796287537
1.4946610927581787,0.12258385121822357,0.03140421584248543,0.0013752862578257918,1090682,0.06769568473100662,0.0013752862578257918,"[0.6,0.7)",0.6514301300048828
17.2186336517334,1.6570992469787598,0.21028661727905273,0.012992017902433872,1377769,0.3242572546005249,0.012992017902433872,"[0.7,0.8)",0.7520279884338379
57.83307647705078,10.647956848144531,1.705989956855774,0.2248087227344513,1745039,2.0804603099823,0.2248087227344513,"[0.8,0.9)",0.8521322011947632
88.66902923583984,8.091745376586914,12.186747550964355,0.6368967890739441,3707037,13.481632232666016,0.6368967890739441,"[0.9,1)",0.961963415145874
