mean_applied_abs_on_damaged_raw_good_px,mean_trust_on_damaged_raw_good_px,raw_good_new_bad3_pct,raw_good_new_bad3_pixels,raw_good_pixels
8.428781509399414,0.942045271396637,0.7090180073747897,27727,3910620
