clip_px,failure_mode,frames,modified_pct,new_bad3_frame_mean_pct,new_bad3_pixel_weighted_pct,oracle_gap_recovered_pct,oracle_mae,raw_bad3,raw_mae,refined_bad3,refined_mae,threshold
6,catastrophic_geometry,100,79.64181253564865,12.598730722001116,5.246512664915325,19.557447458365754,6.333146643638611,83.15415809181155,20.940512404441833,83.2187615803034,18.083684520721434,0.0
6,clean_core,88,6.450717939601404,0.08109692849574303,0.1079132323655165,-2.8776033273470722,0.803684220395305,3.446480223300903,1.0495965819467197,3.466531460625619,1.056672964245081,0.0
6,high_boundary_error,55,80.31475039907114,17.62412314986031,5.605953224663359,30.770264665212608,34.42810398448597,96.46224875870445,40.38260484175249,96.15469680824943,38.55038916847923,0.0
6,high_motion_mismatch,100,47.09131709293455,0.20151590051142004,0.18126899931757554,-6.433161207871916,2.1152025544643402,19.09476750019259,2.698691072463989,19.055053201973596,2.7362278294563294,0.0
6,high_temporal_flicker,96,65.9394300176063,1.4287315244547603,1.0949324281211317,38.24687498689648,4.73434382925431,76.98052344959922,8.530297994613647,71.48376933528165,7.078464150428772,0.0
6,low_valid_stress,63,33.345732234191004,2.8337229220207703,0.10607920580700256,8.691174798813178,2.4303465769404458,43.78641780773427,2.9836916592386036,41.500559409947094,2.935599470895434,0.0
6,catastrophic_geometry,100,78.75990985068188,12.598730722001116,5.246512664915325,19.557142795549016,6.333146643638611,83.15415809181155,20.940512404441833,83.26706860816397,18.08372902393341,0.5
6,clean_core,88,6.2497173753354724,0.08109692849574303,0.1079132323655165,-2.8570112155747918,0.803684220395305,3.446480223300903,1.0495965819467197,3.607716823421694,1.0566223256967284,0.5
6,high_boundary_error,55,78.35187473556864,17.62412314986031,5.605953224663359,30.75889736462087,34.42810398448597,96.46224875870445,40.38260484175249,96.17207293461,38.55106603449041,0.5
6,high_motion_mismatch,100,44.47159934862647,0.20151590051142004,0.18126899931757554,-6.49207320771205,2.1152025544643402,19.09476750019259,2.698691072463989,19.11253685573135,2.7365715742111205,0.5
6,high_temporal_flicker,96,65.9028056061128,1.4287315244547603,1.0949324281211317,38.245887910441134,4.73434382925431,76.98052344959922,8.530297994613647,71.52251159902062,7.078501619398594,0.5
6,low_valid_stress,63,30.334018597174506,2.8337229220207703,0.10607920580700256,8.501502176135459,2.4303465769404458,43.78641780773427,2.9836916592386036,41.93778308789255,2.936649015025487,0.5
6,catastrophic_geometry,100,73.1388042818732,12.598730722001116,5.246512664915325,19.530377613791178,6.333146643638611,83.15415809181155,20.940512404441833,83.29837494519914,18.087638711929323,0.7
6,clean_core,88,3.207928679788694,0.08058568244597085,0.10723877466323203,-2.513765191500826,0.803684220395305,3.446480223300903,1.0495965819467197,3.6071077948278214,1.0557782412929968,0.7
6,high_boundary_error,55,66.7752507578759,17.62412314986031,5.605953224663359,30.615896397031694,34.42810398448597,96.46224875870445,40.38260484175249,96.19552123633194,38.55958102833141,0.7
6,high_motion_mismatch,100,26.753103775412146,0.20151590051142004,0.18126899931757554,-6.678338783102992,2.1152025544643402,19.09476750019259,2.698691072463989,19.15733298933537,2.7376584124565126,0.7
6,high_temporal_flicker,96,61.7328628963459,1.4287315244547603,1.0949324281211317,38.198771447887566,4.73434382925431,76.98052344959922,8.530297994613647,71.60719870324165,7.080290138721466,0.7
6,low_valid_stress,63,21.952410611010592,2.8337229220207703,0.10607920580700256,7.321070587211718,2.4303465769404458,43.78641780773427,2.9836916592386036,42.319281675193096,2.9431808751726907,0.7
6,catastrophic_geometry,100,47.91170541956455,11.921496106202449,4.801083763898448,16.647037323756255,6.333146643638611,83.15415809181155,20.940512404441833,83.39389407657693,18.50881877422333,0.9
6,clean_core,88,0.23232003493027317,0.03525069978575989,0.04703218377263761,-0.3698300582077392,0.803684220395305,3.446480223300903,1.0495965819467197,3.4981249470785487,1.0505060397765853,0.9
6,high_boundary_error,55,45.196777564764794,13.371244562246321,4.982282069454287,26.929551518582972,34.42810398448597,96.46224875870445,40.38260484175249,96.30240322264802,38.77908446572044,0.9
6,high_motion_mismatch,100,2.212859144852059,0.12317954023769691,0.11263881134065389,-2.8419285688579965,2.1152025544643402,19.09476750019259,2.698691072463989,19.08693733670422,2.7152733993530274,0.9
6,high_temporal_flicker,96,31.318649176418983,1.2893337709860322,0.9328620104388663,31.525657395225508,4.73434382925431,76.98052344959922,8.530297994613647,73.8764247329071,7.333598489562671,0.9
6,low_valid_stress,63,3.3557149185495505,2.78530830761329,0.10474487617421008,-1.2338533830187193,2.4303465769404458,43.78641780773427,2.9836916592386036,43.723038051288576,2.990519126256307,0.9
9,catastrophic_geometry,100,79.64181253564865,12.598730722001116,5.246512664915325,27.42104412238618,6.333146643638611,83.15415809181155,20.940512404441833,82.84235071102374,16.93502019405365,0.0
9,clean_core,88,6.450717939601404,0.08109692849574303,0.1079132323655165,-3.4769897442511484,0.803684220395305,3.446480223300903,1.0495965819467197,3.4655363815474556,1.0581469295377082,0.0
9,high_boundary_error,55,80.31475039907114,17.62412314986031,5.605953224663359,39.72674472368382,34.42810398448597,96.46224875870445,40.38260484175249,96.07541063843794,38.017075486616655,0.0
9,high_motion_mismatch,100,47.09131709293455,0.20151590051142004,0.18126899931757554,-7.515492941286997,2.1152025544643402,19.09476750019259,2.698691072463989,19.062286607826,2.742543110847473,0.0
9,high_temporal_flicker,96,65.9394300176063,1.4287315244547603,1.0949324281211317,46.80115014931067,4.73434382925431,76.98052344959922,8.530297994613647,69.41335800087425,6.753747786084811,0.0
