clip_px,frames,modified_pct,new_bad3_frame_mean_pct,new_bad3_pixel_weighted_pct,oracle_gap_recovered_pct,oracle_mae,policy,raw_bad3,raw_mae,refined_bad3,refined_mae,threshold
none,502,51.970625151267726,5.123846086924624,0.7090180073747897,47.47373582338855,6.806202574317674,trust_threshold,51.757532019180125,11.323126086082116,49.31221836451063,9.17877375076254,0.0
none,502,51.970625151267726,5.123846086924624,0.7090180073747897,47.47367051838903,6.806202574317674,trust_threshold,51.757532019180125,11.323126086082116,49.33162527369484,9.178776700539418,0.2
none,502,51.776411641154,5.123846086924624,0.7090180073747897,47.47191916623869,6.806202574317674,trust_threshold,51.757532019180125,11.323126086082116,49.38803004133077,9.17885580777647,0.4
none,502,50.63783201040927,5.123846086924624,0.7090180073747897,47.46750274527677,6.806202574317674,trust_threshold,51.757532019180125,11.323126086082116,49.42222516942541,9.179055294133278,0.5
none,502,47.619297176870305,5.123846086924624,0.7090180073747897,47.4548818387977,6.806202574317674,trust_threshold,51.757532019180125,11.323126086082116,49.45725418346877,9.179625370825429,0.6
none,502,42.337617585211134,5.123756466103151,0.7086344364832174,47.40237079145879,6.806202574317674,trust_threshold,51.757532019180125,11.323126086082116,49.50391975537664,9.181997254668953,0.7
none,502,33.16876932786286,4.922375474059083,0.7040571571771228,47.03604606036852,6.806202574317674,trust_threshold,51.757532019180125,11.323126086082116,49.65922296780914,9.198543862576978,0.8
none,502,21.38789590912835,4.4666106425159455,0.6037405833346119,43.77516312366701,6.806202574317674,trust_threshold,51.757532019180125,11.323126086082116,50.12093499441097,9.345835450635963,0.9
6,502,51.970625151267726,5.123846086924624,0.7090180073747897,23.130545845197265,6.806202574317674,trust_threshold_plus_residual_clip,51.757532019180125,11.323126086082116,50.39426627535892,10.278337022400947,0.0
6,502,50.63783201040927,5.123846086924624,0.7090180073747897,23.12431365951399,6.806202574317674,trust_threshold_plus_residual_clip,51.757532019180125,11.323126086082116,50.504273080273705,10.278618525461372,0.5
6,502,42.337617585211134,5.123756466103151,0.7086344364832174,23.059179998384355,6.806202574317674,trust_threshold_plus_residual_clip,51.757532019180125,11.323126086082116,50.58596766622494,10.28156056311501,0.7
