method,checkpoint,input_resolution,frame,runtime_ms,valid_px,valid_pixel_ratio,mae_px,rmse_px,bad1_pct,bad2_pct,bad5_pct,depth_mae_mm,depth_median_abs_error_mm,depth_rmse_mm,depth_bad1mm_pct,depth_bad2mm_pct,depth_bad5mm_pct,abs_depth_error_p50,abs_depth_error_p75,abs_depth_error_p90,abs_depth_error_p95,abs_depth_error_p99,pred_disp_le_0_1_ratio,pred_disp_le_0_5_ratio,excluded_pred_disp_le_0_1_ratio,valid_disp_valid_px,valid_disp_valid_pixel_ratio,valid_disp_mae_px,valid_disp_rmse_px,valid_disp_bad1_pct,valid_disp_bad2_pct,valid_disp_bad5_pct,valid_disp_depth_mae_mm,valid_disp_depth_median_abs_error_mm,valid_disp_depth_rmse_mm,valid_disp_depth_bad1mm_pct,valid_disp_depth_bad2mm_pct,valid_disp_depth_bad5mm_pct,valid_disp_abs_depth_error_p50,valid_disp_abs_depth_error_p75,valid_disp_abs_depth_error_p90,valid_disp_abs_depth_error_p95,valid_disp_abs_depth_error_p99,depth_mae_cap100_mm,depth_rmse_cap100_mm,depth_mae_cap200_mm,depth_rmse_cap200_mm
RT-MonSter++ zero-shot,Zero_shot.pth,native temporal GT,test_dataset_9_keyframe_3_frame_000000,638.6446529068053,836249,0.6380073547363281,9.253499031066895,15.861937522888184,80.11979685476454,65.16886716755415,42.754131843505945,2.636101245880127,1.0710983276367188,5.156972885131836,51.79366432725181,34.79442127882963,13.244260979684281,1.0710983276367188,3.0021018981933594,6.368772029876709,11.651373863220215,17.160022735595703,0.0,0.0,0.0,836249,0.6380073547363281,9.253499031066895,15.861937522888184,80.11979685476454,65.16886716755415,42.754131843505945,2.636101245880127,1.0710983276367188,5.156972885131836,51.79366432725181,34.79442127882963,13.244260979684281,1.0710983276367188,3.0021018981933594,6.368772029876709,11.651373863220215,17.160022735595703,2.636101245880127,5.156972885131836,2.636101245880127,5.156972885131836
RT-MonSter++ zero-shot,Zero_shot.pth,native temporal GT,test_dataset_9_keyframe_3_frame_000001,131.83738104999065,832438,0.6350997924804688,9.528560638427734,16.230072021484375,79.60388641556489,64.8095113389826,42.933407653182584,2.6647145748138428,1.1024703979492188,5.1658935546875,52.36041603098369,36.57437550904692,13.573503372022902,1.1024703979492188,3.049899101257324,6.342537879943848,11.628824234008789,17.06295394897461,0.0,0.0,0.0,832438,0.6350997924804688,9.528560638427734,16.230072021484375,79.60388641556489,64.8095113389826,42.933407653182584,2.6647145748138428,1.1024703979492188,5.1658935546875,52.36041603098369,36.57437550904692,13.573503372022902,1.1024703979492188,3.049899101257324,6.342537879943848,11.628824234008789,17.06295394897461,2.6647145748138428,5.1658935546875,2.6647145748138428,5.1658935546875
RT-MonSter++ zero-shot,Zero_shot.pth,native temporal GT,test_dataset_9_keyframe_3_frame_000002,128.09869600459933,829546,0.6328933715820313,9.143314361572266,15.65679931640625,79.02780557075798,63.75957451425237,41.87073411239401,2.606694459915161,1.0712966918945312,5.109239101409912,51.590508543227266,35.52400951845949,13.037854440862834,1.0712966918945312,2.979018211364746,6.213907241821289,11.391083717346191,17.034374237060547,0.0,0.0,0.0,829546,0.6328933715820313,9.143314361572266,15.65679931640625,79.02780557075798,63.75957451425237,41.87073411239401,2.606694459915161,1.0712966918945312,5.109239101409912,51.590508543227266,35.52400951845949,13.037854440862834,1.0712966918945312,2.979018211364746,6.213907241821289,11.391083717346191,17.034374237060547,2.606694459915161,5.109239101409912,2.606694459915161,5.109239101409912
RT-MonSter++ zero-shot,Zero_shot.pth,native temporal GT,test_dataset_9_keyframe_3_frame_000003,127.39169597625732,815013,0.6218055725097656,9.010921478271484,15.493803024291992,78.23580728160164,62.31287108303793,41.16682801378629,2.5869054794311523,1.0594482421875,5.078611850738525,51.27194290152427,36.017216903288656,12.788384970546481,1.0594482421875,2.9968643188476562,6.09335994720459,11.352954864501953,17.078733444213867,0.0,0.0,0.0,815013,0.6218055725097656,9.010921478271484,15.493803024291992,78.23580728160164,62.31287108303793,41.16682801378629,2.5869054794311523,1.0594482421875,5.078611850738525,51.27194290152427,36.017216903288656,12.788384970546481,1.0594482421875,2.9968643188476562,6.09335994720459,11.352954864501953,17.078733444213867,2.5869054794311523,5.078611850738525,2.5869054794311523,5.078611850738525
RT-MonSter++ zero-shot,Zero_shot.pth,native temporal GT,test_dataset_9_keyframe_3_frame_000004,126.65437487885356,829388,0.6327728271484375,9.26667308807373,15.704239845275879,79.71540461159312,64.25231616565468,42.412477634110935,2.654932975769043,1.0980968475341797,5.11067008972168,52.11131581358786,36.95616526884884,13.581339493698968,1.0980968475341797,3.1268162727355957,6.426318168640137,11.3511381149292,17.03882598876953,0.0,0.0,0.0,829388,0.6327728271484375,9.26667308807373,15.704239845275879,79.71540461159312,64.25231616565468,42.412477634110935,2.654932975769043,1.0980968475341797,5.11067008972168,52.11131581358786,36.95616526884884,13.581339493698968,1.0980968475341797,3.1268162727355957,6.426318168640137,11.3511381149292,17.03882598876953,2.654932975769043,5.11067008972168,2.654932975769043,5.11067008972168
RT-MonSter++ zero-shot,Zero_shot.pth,native temporal GT,test_dataset_9_keyframe_3_frame_000005,127.37319595180452,836425,0.6381416320800781,9.208266258239746,15.563691139221191,80.16092297575993,64.79493080670711,42.88489703201124,2.6626739501953125,1.115997314453125,5.124826908111572,52.5564156977613,36.489942314015,13.688376124577816,1.115997314453125,3.115663528442383,6.4625349044799805,11.363862991333008,17.11443328857422,0.0,0.0,0.0,836425,0.6381416320800781,9.208266258239746,15.563691139221191,80.16092297575993,64.79493080670711,42.88489703201124,2.6626739501953125,1.115997314453125,5.124826908111572,52.5564156977613,36.489942314015,13.688376124577816,1.115997314453125,3.115663528442383,6.4625349044799805,11.363862991333008,17.11443328857422,2.6626739501953125,5.124826908111572,2.6626739501953125,5.124826908111572
RT-MonSter++ zero-shot,Zero_shot.pth,native temporal GT,test_dataset_9_keyframe_3_frame_000006,127.91328295134008,840342,0.6411300659179687,9.214865684509277,15.570611000061035,80.3239633387359,65.21951776776598,42.796980277077665,2.661210060119629,1.1036434173583984,5.155444145202637,52.349162602845034,36.01010064949747,13.761420945281802,1.1036434173583984,3.132613182067871,6.492686748504639,11.321398735046387,17.073862075805664,0.0,0.0,0.0,840342,0.6411300659179687,9.214865684509277,15.570611000061035,80.3239633387359,65.21951776776598,42.796980277077665,2.661210060119629,1.1036434173583984,5.155444145202637,52.349162602845034,36.01010064949747,13.761420945281802,1.1036434173583984,3.132613182067871,6.492686748504639,11.321398735046387,17.073862075805664,2.661210060119629,5.155444145202637,2.661210060119629,5.155444145202637
RT-MonSter++ zero-shot,Zero_shot.pth,native temporal GT,test_dataset_9_keyframe_3_frame_000007,127.70728999748826,833985,0.6362800598144531,9.267953872680664,15.65605354309082,80.46295796686991,65.44470224284609,43.01564176813732,2.6672451496124268,1.1132278442382812,5.160937309265137,52.605022872114006,36.000767399893284,13.745331151039885,1.1132278442382812,3.1377487182617188,6.479424953460693,11.32001781463623,17.06010627746582,0.0,0.0,0.0,833985,0.6362800598144531,9.267953872680664,15.65605354309082,80.46295796686991,65.44470224284609,43.01564176813732,2.6672451496124268,1.1132278442382812,5.160937309265137,52.605022872114006,36.000767399893284,13.745331151039885,1.1132278442382812,3.1377487182617188,6.479424953460693,11.32001781463623,17.06010627746582,2.6672451496124268,5.160937309265137,2.6672451496124268,5.160937309265137
RT-MonSter++ zero-shot,Zero_shot.pth,native temporal GT,test_dataset_9_keyframe_3_frame_000008,127.03357078135014,825044,0.6294586181640625,9.102286338806152,15.39589786529541,80.23778125772687,64.88684239870844,42.44888757448088,2.621135711669922,1.1300125122070312,5.056298732757568,52.895966760560654,35.65531050465187,13.219173765277972,1.1300125122070312,3.1026320457458496,6.27524995803833,11.054800987243652,16.73823356628418,0.0,0.0,0.0,825044,0.6294586181640625,9.102286338806152,15.39589786529541,80.23778125772687,64.88684239870844,42.44888757448088,2.621135711669922,1.1300125122070312,5.056298732757568,52.895966760560654,35.65531050465187,13.219173765277972,1.1300125122070312,3.1026320457458496,6.27524995803833,11.054800987243652,16.73823356628418,2.621135711669922,5.056298732757568,2.621135711669922,5.056298732757568
RT-MonSter++ zero-shot,Zero_shot.pth,native temporal GT,test_dataset_9_keyframe_3_frame_000009,126.94358895532787,809492,0.6175933837890625,9.181918144226074,15.516264915466309,80.65502809169207,65.17062552810899,42.68145948323146,2.66650652885437,1.1409320831298828,5.165793418884277,53.18928414363576,36.0470517312092,13.518972392562247,1.1409320831298828,3.153280258178711,6.39075231552124,11.170830726623535,16.937761306762695,0.0,0.0,0.0,809492,0.6175933837890625,9.181918144226074,15.516264915466309,80.65502809169207,65.17062552810899,42.68145948323146,2.66650652885437,1.1409320831298828,5.165793418884277,53.18928414363576,36.0470517312092,13.518972392562247,1.1409320831298828,3.153280258178711,6.39075231552124,11.170830726623535,16.937761306762695,2.66650652885437,5.165793418884277,2.66650652885437,5.165793418884277
