coverage,helpful_precision,mean_true_utility,mean_absolute_utility_error
0.01,0.7795956371375365,0.3853939473628998,0.3120282292366028
0.05,0.4973930623536923,0.10189545154571533,0.1743820607662201
0.1,0.28960949138114495,0.05987107753753662,0.1185067668557167
0.2,0.1533504469035965,0.03866669908165932,0.0788770243525505
0.5,0.06370354409570096,0.02261148765683174,0.046994712203741074
1.0,0.033871478315922764,0.009511533193290234,0.035812851041555405
