sequence_id,num_frames_total,frames_evaluated,frames_skipped,valid_pixel_pct_mean,valid_pixel_pct_min,valid_pixel_pct_max,disparity_mae_mean,disparity_mae_median,disparity_rmse_mean,bad_1px_mean,bad_2px_mean,bad_3px_mean,depth_mae_mean,depth_mae_median,runtime_ms_mean,runtime_ms_median,temporal_pairs,temporal_pair_coverage,temporal_disp_diff_mean,temporal_disp_diff_median,temporal_depth_diff_mean,temporal_depth_diff_median,gt_temporal_disp_diff_mean,gt_temporal_disp_diff_median,gt_temporal_depth_diff_mean,gt_temporal_depth_diff_median,temporal_error_variation_mean,temporal_error_variation_median,temporal_motion_mismatch_mean,temporal_motion_mismatch_median,temporal_valid_intersection_pct_mean,artifact_temporal_pairs,edge_sharpness_ratio_raw_mean,edge_sharpness_ratio_raw_median,edge_sharpness_ratio_raw_valid_count,edge_sharpness_ratio_raw_edges_mean,edge_sharpness_ratio_raw_edges_median,edge_sharpness_ratio_raw_edges_valid_count,boundary_disp_mae_px_mean,boundary_disp_mae_px_median,boundary_disp_mae_px_valid_count,boundary_disp_mae_px_p80_mean,boundary_disp_mae_px_p80_median,boundary_disp_mae_px_p80_valid_count,ghosting_score_px_tau2_mean,ghosting_score_px_tau2_median,ghosting_score_px_tau2_valid_count,ghosting_gt_error_px_tau2_mean,ghosting_gt_error_px_tau2_median,ghosting_gt_error_px_tau2_valid_count,ghosting_score_px_tau5_mean,ghosting_score_px_tau5_median,ghosting_score_px_tau5_valid_count,ghosting_gt_error_px_tau5_mean,ghosting_gt_error_px_tau5_median,ghosting_gt_error_px_tau5_valid_count,occlusion_disp_mae_px_mean,occlusion_disp_mae_px_median,occlusion_disp_mae_px_valid_count,lag_rate_mean,lag_rate_median,lag_rate_valid_count,lag_error_margin_px_mean,lag_error_margin_px_median,lag_error_margin_px_valid_count,rgb_disp_edge_corr_mean,rgb_disp_edge_corr_median,rgb_disp_edge_corr_valid_count,rgb_disp_edge_corr_rgb_edges_mean,rgb_disp_edge_corr_rgb_edges_median,rgb_disp_edge_corr_rgb_edges_valid_count,raw_temporal_disp_diff_px_mean,raw_temporal_disp_diff_px_median,raw_temporal_disp_diff_px_valid_count,samepixel_temporal_mae_px_mean,samepixel_temporal_mae_px_median,samepixel_temporal_mae_px_valid_count,samepixel_temporal_error_variation_px_mean,samepixel_temporal_error_variation_px_median,samepixel_temporal_error_variation_px_valid_count,samepixel_temporal_motion_mismatch_px_mean,samepixel_temporal_motion_mismatch_px_median,samepixel_temporal_motion_mismatch_px_valid_count,motion_compensated_temporal_mae_px_mean,motion_compensated_temporal_mae_px_median,motion_compensated_temporal_mae_px_valid_count,flow_forward_runtime_ms_mean,flow_forward_runtime_ms_median,flow_forward_runtime_ms_valid_count,flow_backward_runtime_ms_mean,flow_backward_runtime_ms_median,flow_backward_runtime_ms_valid_count,flow_runtime_used_ms_mean,flow_runtime_used_ms_median,flow_runtime_used_ms_valid_count,warnings
dataset_3_keyframe_4,834,834,0,0.19337063064392235,0.12943649291992188,0.4521598815917969,1.8087748706369526,1.674419859376264,2.5928289407618266,61.89614895614363,32.89174824376003,15.328711401883893,1.740738519488507,1.7058955693855102,62.83993232488293,62.61060305405408,833,1.0,0.4243997239998552,0.33998364210128784,0.46464952676236126,0.39444831013679504,0.9040517533312038,0.887198269367218,0.8083059878624073,0.826259434223175,0.8179968794425424,0.7947394847869873,0.7637604566968503,0.727337658405304,0.09894859799388506,833,1.0,1.0,834,1.0,1.0,834,1.6836297440943386,1.6737661361694336,834,1.5908473289127258,1.5862609148025513,834,,,0,,,0,,,0,,,0,,,0,0.7334933973589436,1.0,833,0.20270749326618526,0.12619078159332275,611,-0.18044018022471706,-0.1898929936598314,834,-0.07746301275638916,-0.073857029938343,834,0.4243997239998552,0.33998364210128784,833,0.4243997239998552,0.33998364210128784,833,0.8179968794425424,0.7947394847869873,833,0.7637604566968503,0.727337658405304,833,,,0,,,0,,,0,,,0,
dataset_4_keyframe_1,728,728,0,0.2687018226791214,0.12872467041015626,0.4971199035644531,14.946885210066961,14.705580231498292,17.675638712432647,93.99506296649491,88.46959372304723,83.58555026558055,7.118679504599538,7.2811971769234525,62.75267441754465,62.49132100492716,727,1.0,1.6824055563714841,1.3741205930709839,0.8701806472412001,0.6702231168746948,1.3270434255941042,1.3004051446914673,0.8334872645147893,0.7490634322166443,2.228838587233584,2.0798778533935547,1.8009057233553314,1.5926332473754883,0.09993532540217719,727,1.0,1.0,728,1.0,1.0,728,15.693082918505093,14.478854656219482,728,14.814157221343491,14.466639518737793,728,,,0,,,0,,,0,,,0,,,0,0.5749656121045392,1.0,727,0.2177595287989201,0.1880626678466797,418,0.08462880968691261,0.07666335499937688,728,0.07758950352961079,0.06763562640928372,728,1.6824055563714841,1.3741205930709839,727,1.6824055563714841,1.3741205930709839,727,2.228838587233584,2.0798778533935547,727,1.8009057233553314,1.5926332473754883,727,,,0,,,0,,,0,,,0,
dataset_4_keyframe_2,540,540,0,0.36054854922824436,0.22529983520507812,0.5380775451660156,6.834366183543665,6.505090469833616,9.984503550299518,82.84588235254333,68.23139747451938,56.75886259568288,3.5949964823220957,3.4802260914404046,62.74782723048702,62.43826949503273,539,1.0,1.2489094525741513,1.1083567142486572,0.687975102126709,0.6057408452033997,0.7783303412855888,0.7085534930229187,0.433319662298475,0.4280587136745453,1.456335941803035,1.3523173332214355,1.2137617799479354,1.065211534500122,0.17623117195653118,539,1.0,1.0,540,1.0,1.0,540,9.899618408856568,10.08677339553833,540,8.191942679440533,8.159958839416504,540,,,0,,,0,,,0,,,0,,,0,0.5510204081632653,1.0,539,0.11244836319175232,0.036767005920410156,297,0.10805579800767277,0.11237524217818871,540,0.1097745406257176,0.10469839989593371,540,1.2489094525741513,1.1083567142486572,539,1.2489094525741513,1.1083567142486572,539,1.456335941803035,1.3523173332214355,539,1.2137617799479354,1.065211534500122,539,,,0,,,0,,,0,,,0,
dataset_4_keyframe_3,407,366,41,0.17424734991949958,0.02691497802734375,0.462469482421875,10.28876536399717,9.58044239265379,14.166993374436553,90.52314683132155,81.57225433745462,73.43564551244897,4.481146336229445,4.232384952367164,62.465894169586356,62.22943146713078,365,1.0,3.466784179292313,2.7542669773101807,1.4333369773136426,1.109621286392212,1.2030214017384673,1.155548334121704,0.5475738825863354,0.5471401214599609,3.3256189645153205,2.795841693878174,2.9971626188657057,2.2759435176849365,0.08812635029831979,365,1.0,1.0,366,1.0,1.0,366,9.481359340128352,7.091697692871094,366,9.649912343650568,7.618073225021362,366,,,0,,,0,,,0,,,0,,,0,0.4986301369863014,0.0,365,0.15551177223960122,0.13486671447753906,182,0.07881407581661075,0.07507707815617516,366,0.1059070570486215,0.0942799607329413,366,3.466784179292313,2.7542669773101807,365,3.466784179292313,2.7542669773101807,365,3.3256189645153205,2.795841693878174,365,2.9971626188657057,2.2759435176849365,365,,,0,,,0,,,0,,,0,low_valid_pixel_pct
dataset_4_keyframe_4,348,323,25,0.15214270668468255,0.03425750732421875,0.4120086669921875,20.030629586179547,15.831127211541705,21.620000419551577,96.97315507579421,94.00760655186625,91.1538297223239,5.109387308542862,4.383641736561283,62.56619791555054,62.29153391905129,322,1.0,1.4966782525829647,1.2007449269294739,0.4158068523736474,0.33149781823158264,2.115427260813506,2.0802279710769653,0.6315185550762259,0.5358192920684814,2.6467372808397185,2.475793957710266,2.0348375261940572,1.8238385319709778,0.04961159747579823,322,1.0,1.0,323,1.0,1.0,323,20.866448912458154,12.103682518005371,323,20.8896637339341,13.454870223999023,323,,,0,,,0,,,0,,,0,,,0,0.6708074534161491,1.0,322,0.49304632787351255,0.4054596424102783,216,0.0902799079278048,0.08052142625203862,323,0.1018070862137774,0.08571062025440679,323,1.4966782525829647,1.2007449269294739,322,1.4966782525829647,1.2007449269294739,322,2.6467372808397185,2.475793957710266,322,2.0348375261940572,1.8238385319709778,322,,,0,,,0,,,0,,,0,low_valid_pixel_pct
dataset_5_keyframe_1,197,197,0,0.4006560233643818,0.34549636840820314,0.46566619873046877,19.443522059571265,16.61535544857026,25.266940672710454,91.29949664680062,84.0344839670162,78.63989973075365,10.306404509813039,8.979866796073537,62.75639303033311,62.43575899861753,196,1.0,7.827466580940753,6.144616365432739,3.773054377765072,2.907216191291809,0.8946312915305702,0.8942938446998596,0.5816556867592189,0.5779525637626648,7.4072941219320105,5.884347200393677,7.322332550068291,5.678905248641968,0.2029219568992148,196,1.0,1.0,197,1.0,1.0,197,13.998456831510902,13.430804252624512,197,16.98912190422794,16.084020614624023,197,,,0,,,0,,,0,,,0,,,0,0.4744897959183674,0.0,196,0.12168129541540659,0.13083744049072266,93,0.03945134405872829,0.03930596867164411,197,0.02249243569076535,0.02263277248308243,197,7.827466580940753,6.144616365432739,196,7.827466580940753,6.144616365432739,196,7.4072941219320105,5.884347200393677,196,7.322332550068291,5.678905248641968,196,,,0,,,0,,,0,,,0,
dataset_5_keyframe_2,1673,1565,108,0.1811160792723004,0.00783843994140625,0.34533538818359377,22.18017049642852,16.534077088535163,27.850990911925148,95.46173173001452,91.01162051968686,86.61120137463669,5.81993525343394,5.066614484009725,62.73513688116718,62.45053303427994,1564,1.0,6.701058609539743,2.7007962465286255,1.6617969245652255,0.9692949950695038,2.6506289037139825,1.9777170419692993,0.906509497815081,0.6735745072364807,7.201207022609004,3.3472505807876587,6.914558343112926,2.807146668434143,0.0686495705333817,1564,1.0,1.0,1565,1.0,1.0,1565,29.876683957889057,22.943445205688477,1565,27.44738251043204,20.48111343383789,1565,,,0,,,0,,,0,,,0,,,0,0.6118925831202046,1.0,1564,0.9396147463887213,0.434112548828125,957,0.06808276301147384,0.06402510883339313,1565,0.03744001784934043,0.03273053962232915,1565,6.701058609539743,2.7007962465286255,1564,6.701058609539743,2.7007962465286255,1564,7.201207022609004,3.3472505807876587,1564,6.914558343112926,2.807146668434143,1564,,,0,,,0,,,0,,,0,low_valid_pixel_pct
dataset_5_keyframe_3,1440,1263,177,0.19746236006418863,2.44140625e-05,0.43808746337890625,18.46372969081005,11.451777997808664,23.745850657426196,94.24100758546268,88.3935917483148,82.63394635000691,6.0842351524218,4.69959937761055,62.7622732917335,62.49712314456701,1262,1.0,4.642143829145636,2.5787906646728516,1.3614108994626772,0.8745091259479523,1.7813592660587676,1.3663317561149597,0.5779835750155516,0.5144609808921814,4.873713690533691,3.0112643241882324,4.4839802284012125,2.4736872911453247,0.09763407336928764,1262,1.0,1.0,1263,1.0,1.0,1263,24.997938645424018,12.285869598388672,1263,22.266541270348917,11.938753128051758,1263,,,0,,,0,,,0,,,0,,,0,0.5760697305863708,1.0,1262,0.3441335640058557,0.18535995483398438,727,0.10064047806953401,0.10145908228085555,1263,0.07599430506417043,0.06706645611745703,1263,4.642143829145636,2.5787906646728516,1262,4.642143829145636,2.5787906646728516,1262,4.873713690533691,3.0112643241882324,1262,4.4839802284012125,2.4736872911453247,1262,,,0,,,0,,,0,,,0,low_valid_pixel_pct;low_valid_pixel_pct;extreme_depth_outlier
dataset_5_keyframe_4,411,411,0,0.31349045505198825,0.18528518676757813,0.5007438659667969,10.872851227573369,8.834870574334186,13.52375607987032,92.16657075649476,84.54572916148706,77.2234367671776,3.7087434155471324,3.64992628850613,62.66666419289716,62.451232923194766,410,1.0,1.5580798535812193,1.3032134771347046,0.5596262021762569,0.4857099801301956,1.4454730320267561,1.207675814628601,0.5825914656970559,0.570573091506958,2.024295787258846,1.8000457286834717,1.5229797755799643,1.3587749004364014,0.13149925045850802,410,1.0,1.0,411,1.0,1.0,411,14.40115217280794,7.9756999015808105,411,12.983264606944546,7.509187698364258,411,,,0,,,0,,,0,,,0,,,0,0.7,1.0,410,0.35847900968810825,0.18988609313964844,287,0.023971352526871086,0.022366920794163553,411,0.012526200303735236,0.008131667258463326,411,1.5580798535812193,1.3032134771347046,410,1.5580798535812193,1.3032134771347046,410,2.024295787258846,1.8000457286834717,410,1.5229797755799643,1.3587749004364014,410,,,0,,,0,,,0,,,0,
dataset_6_keyframe_1,637,637,0,0.29317364295947496,0.20359268188476562,0.5735511779785156,2.1984791113034543,2.0808513208532697,2.905597924229237,65.8609134355846,41.022067427550624,24.989091838662734,2.0262191558604936,1.724710279211175,62.69246175902745,62.424673000350595,636,1.0,0.4933710591340402,0.40876854956150055,0.5124662288892194,0.39201968908309937,1.1772833131956604,1.1970409750938416,1.1656832127076275,1.1207794547080994,1.0876596357275106,1.0660925507545471,1.11119553807584,1.1230809688568115,0.09808566495307587,636,1.0,1.0,637,1.0,1.0,637,2.0660901952950135,1.810189127922058,637,2.038673616466193,1.7610998153686523,637,,,0,,,0,,,0,,,0,,,0,0.43553459119496857,0.0,636,0.09360726086241243,0.055649638175964355,277,-0.04860904591390852,-0.05216924604179509,637,-0.013317370850044013,-0.013333386131755005,637,0.4933710591340402,0.40876854956150055,636,0.4933710591340402,0.40876854956150055,636,1.0876596357275106,1.0660925507545471,636,1.11119553807584,1.1230809688568115,636,,,0,,,0,,,0,,,0,
dataset_6_keyframe_2,1087,1055,32,0.17805567638744646,0.0418792724609375,0.5311515808105469,5.150513123565584,3.647138337122311,5.935058372487907,82.54313231560467,67.40771923738336,54.83876130687447,2.0685804523646167,1.7977848046007758,62.999565928944904,62.6169191673398,1054,1.0,1.2190608749134322,0.5726040303707123,0.4885998642596945,0.27479714155197144,1.765197693905749,1.482509195804596,0.8140663402243402,0.8048303723335266,2.115255205833708,1.5294021368026733,1.7662513813664835,1.2685707807540894,0.060718771628682035,1054,1.0,1.0,1055,1.0,1.0,1055,4.995304517892865,3.449146032333374,1055,4.959904208454476,3.433201313018799,1055,,,0,,,0,,,0,,,0,,,0,0.547438330170778,1.0,1054,0.28855880407981277,0.1566162109375,577,-0.0341857076519798,-0.046687332719762616,1055,0.06021284377948629,0.05064145547985524,1055,1.2190608749134322,0.5726040303707123,1054,1.2190608749134322,0.5726040303707123,1054,2.115255205833708,1.5294021368026733,1054,1.7662513813664835,1.2685707807540894,1054,,,0,,,0,,,0,,,0,low_valid_pixel_pct
