beneficial_rate,boundary_raw_mae,boundary_refined_mae,catastrophic_harmful_gt6px,corr_max,corr_p50,corr_p95,corr_p99,correction_magnitude_ratio,correction_sign_accuracy,delta_mae,fixed_bad1_pct_of_rawbad,fixed_bad3_pct_of_rawbad,frac_corr_gt12px,frac_corr_gt20px,frac_corr_gt3px,frac_corr_gt6px,harmful_rate,interior_raw_mae,interior_refined_mae,mean_beneficial_reduction,mean_harmful_increase,modified_pixel_ratio,net_benefit_ratio,neutral_rate,new_bad1_pct_of_rawgood,new_bad3_pct_of_rawgood,overshoot_rate,raw_bad1,raw_bad3,raw_bad5,raw_mae,raw_rmse,refined_bad1,refined_bad3,refined_bad5,refined_mae,refined_rmse,rel_impr,specimen,top0.1pct_damage_contrib,top1.0pct_damage_contrib,top10.0pct_damage_contrib,top5.0pct_damage_contrib,undershoot_rate,valid_px
0.0,7.163326740264893,7.163286209106445,0.0,0.019725799560546875,0.00029754638671875,0.0003108978271484375,0.00473722442984581,0.0,nan,-7.963180541992188e-05,1.1994669035984007,0.24067388688327318,0.0,0.0,0.0,0.0,0.0,3.457198143005371,3.4572858810424805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,49.64711071901191,18.328187031318922,14.512571680635201,3.68280291557312,7.9095139503479,49.051610057344504,18.284075871195412,14.512571680635201,3.68288254737854,7.9096574783325195,-2.1622608444017026e-05,specimen_1,0.05985104292631149,0.3747289180755615,0.5087457299232483,0.44729191064834595,nan,4534
0.0,14.400006294250488,14.400026321411133,0.0,0.02216339111328125,0.000308990478515625,0.0007698014378547668,0.004766897298395634,0.0,nan,-0.00014972686767578125,0.35149384885764495,0.04257130693912303,0.0,0.0,0.0,0.0,0.0,7.937597274780273,7.937760829925537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,70.94763092269328,48.81546134663341,44.763092269326684,8.566110610961914,13.68399429321289,70.69825436408978,48.79467996674979,44.763092269326684,8.56626033782959,13.684252738952637,-1.747897902277589e-05,specimen_1,0.06489908695220947,0.34812575578689575,0.5778902173042297,0.520883321762085,nan,4812
0.0,6.402213096618652,6.40207576751709,0.0,0.032604217529296875,0.00029754638671875,0.000308990478515625,0.0047957804054021835,0.0,nan,-6.437301635742188e-05,0.5260640841702534,0.17064846416382254,0.0,0.0,0.0,0.0,0.0,2.423027515411377,2.4231014251708984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,43.89168765743073,12.300587741393787,9.739714525608733,2.597597122192383,6.012139320373535,43.6607892527288,12.279596977329975,9.739714525608733,2.5976614952087402,6.012197971343994,-2.4781755341294336e-05,specimen_1,0.06368619948625565,0.33229514956474304,0.4922086298465729,0.4276699125766754,nan,4764
0.0,10.891024589538574,10.890995025634766,0.0,0.0188751220703125,0.0003261566162109375,0.00081634521484375,0.003578042611479759,0.0,nan,-0.000263214111328125,0.2945902517407606,0.07230657989877079,0.0,0.0,0.0,0.0,0.0,13.104289054870605,13.104573249816895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,73.3739438003537,54.352525054038125,51.69974454706229,12.951199531555176,18.628883361816406,73.15779131460012,54.31322460208292,51.69974454706229,12.951462745666504,18.629194259643555,-2.032353147573801e-05,specimen_1,0.052196260541677475,0.2399054765701294,0.4391779899597168,0.36247876286506653,nan,5089
0.0,8.47408390045166,8.473971366882324,0.0,0.018207550048828125,0.00029754638671875,0.0003108978271484375,0.005898784846067429,0.0,nan,-0.00010800361633300781,0.36680421824850984,0.0,0.0,0.0,0.0,0.0,0.0,3.5510761737823486,3.5511958599090576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,46.13920033848107,18.552993441929342,14.44891051406812,3.81040096282959,8.4707670211792,45.96995980537339,18.552993441929342,14.44891051406812,3.810508966445923,8.470958709716797,-2.834442290629822e-05,specimen_1,0.05376365780830383,0.38971012830734253,0.5550476312637329,0.5002104043960571,nan,4727
0.0,4.1044921875,4.104057312011719,0.0,0.00705718994140625,0.000293731689453125,0.005241012666374445,0.006545867770910263,0.0,nan,-0.00018167495727539062,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,1.6769381761550903,1.6771541833877563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,62.70627062706271,15.181518151815181,3.9603960396039604,1.8051258325576782,2.6155025959014893,62.37623762376238,15.181518151815181,3.9603960396039604,1.8053075075149536,2.6158742904663086,-0.0001006439296356287,specimen_1,0.04870471730828285,0.1425073742866516,0.6594618558883667,0.591393768787384,nan,303
0.0,4.1268696784973145,4.126805782318115,0.0,0.012432098388671875,0.0002956390380859375,0.000308990478515625,0.004852967336773872,0.0,nan,-0.00011241436004638672,0.4519774011299435,0.2762430939226519,0.0,0.0,0.0,0.0,0.0,1.8069095611572266,1.807026982307434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,42.0827389443652,8.606752258678078,6.3242986210175935,1.871444821357727,4.277699947357178,41.89253447456015,8.58297669995245,6.3242986210175935,1.8715572357177734,4.2778096199035645,-6.006822042705511e-05,specimen_1,0.04546218737959862,0.3003389537334442,0.4085030257701874,0.3499376177787781,nan,4206
0.0,4.686069488525391,4.685997486114502,0.0,0.012399673461914062,0.000293731689453125,0.0003070831298828125,0.0053030215203762054,0.0,nan,-0.00010275840759277344,0.257201646090535,0.0,0.0,0.0,0.0,0.0,0.0,2.451817512512207,2.4519267082214355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,48.4304932735426,15.944195316392626,10.961634280019931,2.5308568477630615,5.1624884605407715,48.30592924763329,15.944195316392626,10.961634280019931,2.5309596061706543,5.162638187408447,-4.060222042333137e-05,specimen_1,0.0466904491186142,0.3184179961681366,0.5066801309585571,0.4491949677467346,nan,4014
0.0,4.686069488525391,4.685997486114502,0.0,0.012399673461914062,0.000293731689453125,0.0003070831298828125,0.0053030215203762054,0.0,nan,-0.00010275840759277344,0.257201646090535,0.0,0.0,0.0,0.0,0.0,0.0,2.451817512512207,2.4519267082214355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,48.4304932735426,15.944195316392626,10.961634280019931,2.5308568477630615,5.1624884605407715,48.30592924763329,15.944195316392626,10.961634280019931,2.5309596061706543,5.162638187408447,-4.060222042333137e-05,specimen_1,0.0466904491186142,0.3184179961681366,0.5066801309585571,0.4491949677467346,nan,4014
0.0,5.347502708435059,5.347534656524658,0.0,0.012176513671875,0.0002956390380859375,0.000308990478515625,0.00436042994260788,0.0,nan,-5.793571472167969e-05,0.27223230490018147,0.12531328320802004,0.0,0.0,0.0,0.0,0.0,3.4315524101257324,3.4316117763519287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,54.93519441674975,19.890329012961118,14.132602193419741,3.540912389755249,7.26245641708374,54.785643070787636,19.865403788634097,14.132602193419741,3.5409703254699707,7.2624711990356445,-1.6361804061942422e-05,specimen_1,0.058723341673612595,0.2274446189403534,0.36208611726760864,0.28781986236572266,nan,4012
