gt_scale,frames,finite_frames,mean_local_rgb_l1,mean_ternary_census,median_valid_count
0.25,16,16,0.049392623361200094,0.18438884429633617,22903.0
0.5,16,16,0.039297807263210416,0.17549807112663984,22903.0
0.75,16,16,0.02991735062096268,0.15052490681409836,22903.0
1.0,16,16,0.026810885057784617,0.06072197272442281,22903.0
