sequence,dataset,protocol,frames,authorization_ratio,catastrophic_update_gt3,clean_degradation,epe_gain,false_update_rate,harmful_modified_rate,intervention_coverage_all,intervention_precision,max_update_abs,mean_clean_update,mean_update_abs,new_bad3,p95_update_abs,raw_bad1,raw_bad3,raw_boundary_epe,raw_epe,raw_mc_temporal_error,raw_temporal_variance,refined_bad1,refined_bad3,refined_boundary_epe,refined_epe,refined_mc_temporal_error,refined_temporal_variance,runtime_ms,support_ratio,temporal_delta,temporal_worsened_ratio,evaluated_frames,valid_count,clean_count,modified_count,frames_worsened,worst_frame_degradation,p95_frame_degradation
dataset_7_keyframe_3,CREStereo,second unseen backbone; frozen SCARED-C keyframes 3/4,160,0.2501544805322967,0.0,0.014116950681600182,0.0737024396541017,0.018974741153579635,0.20788292126383298,0.21628481735573643,0.831112770152568,2.982603073120117,0.007691514652461025,0.15917180522810667,0.00022477279967814728,1.0770167873241008,0.18080302592699563,0.15639232632023284,5.2293501509353515,2.1928799955446165,0.41779864239506426,0.7341085246880539,0.17839342975420824,0.15279042900624293,5.029525442048907,2.1191775615135953,0.3691044453997165,0.5413056233897805,22.084113894379698,0.964881606867284,-0.04869420117011032,0.12073360575907147,160,1080264,841329,104478,0.025,0.007742933928966522,-0.0072933867573738145
dataset_7_keyframe_4,CREStereo,second unseen backbone; frozen SCARED-C keyframes 3/4,160,0.05871477522484889,0.0,0.0072071193747826005,0.008397276051944326,0.02203529447729588,0.18665159829190742,0.05461407568856491,0.7876537479693665,2.7494287490844727,0.005666849205966614,0.017137451832240913,1.5204491273800591e-06,0.05336417031940073,0.016584799628435024,0.0012933552453624462,0.348618052713573,0.2060572367689138,0.08952428293414413,0.012691224194713868,0.01401021197539367,0.0007410084534062522,0.3217181510291994,0.19765996078988324,0.08920917208306492,0.01132070904277498,18.91245556762442,0.9838008777006173,-0.00031511052095538615,0.04267576542148049,160,1319823,1210331,51708,0.0,-0.0004231184720993042,-0.0016775131225585944
