model,checkpoint,frame,runtime_ms,valid_px,valid_pixel_ratio,mae_px,rmse_px,bad1_pct,bad2_pct,bad5_pct,depth_mae_mm,depth_median_abs_error_mm,depth_rmse_mm,depth_bad1mm_pct,depth_bad2mm_pct,depth_bad5mm_pct,abs_depth_error_p50,abs_depth_error_p75,abs_depth_error_p90,abs_depth_error_p95,abs_depth_error_p99,pred_disp_le_0_1_ratio,pred_disp_le_0_5_ratio,excluded_pred_disp_le_0_1_ratio,valid_disp_valid_px,valid_disp_valid_pixel_ratio,valid_disp_mae_px,valid_disp_rmse_px,valid_disp_bad1_pct,valid_disp_bad2_pct,valid_disp_bad5_pct,valid_disp_depth_mae_mm,valid_disp_depth_median_abs_error_mm,valid_disp_depth_rmse_mm,valid_disp_depth_bad1mm_pct,valid_disp_depth_bad2mm_pct,valid_disp_depth_bad5mm_pct,valid_disp_abs_depth_error_p50,valid_disp_abs_depth_error_p75,valid_disp_abs_depth_error_p90,valid_disp_abs_depth_error_p95,valid_disp_abs_depth_error_p99,depth_mae_cap100_mm,depth_rmse_cap100_mm,depth_mae_cap200_mm,depth_rmse_cap200_mm
OpenCV SGBM,n/a,dataset_1_keyframe_1,652.063762769103,711538,0.5428604125976563,16.813261032104492,37.003761291503906,47.28405229235824,25.44670839786491,19.336985515882496,887487488.0,0.7087516784667969,2029755776.0,37.748932593902225,23.564307176847898,19.796834462811542,0.7087516784667969,1.7339982986450195,4642217472.0,4642217472.0,4642217472.0,0.1911774213042733,0.1911774213042733,0.1911774213042733,575508,0.4390777587890625,0.8809952139854431,1.1836110353469849,34.82384258776594,7.824912946475114,0.2710648679080047,0.7643864750862122,0.5510082244873047,1.2593623399734497,23.034953467197674,5.497577792141899,0.8396060523919737,0.5510082244873047,0.9577140808105469,1.5250554084777832,2.1029443740844727,4.621131420135498,9.068991661071777,19.62969970703125,28.182275772094727,63.13765335083008
OpenCV SGBM,n/a,dataset_1_keyframe_2,639.5594580098987,812104,0.619586181640625,11.548311233520508,26.784305572509766,39.21936106705545,21.62777181247722,17.633332676602997,798324992.0,1.0008201599121094,1925096832.0,50.03398579492282,26.239250145301586,18.272043974663344,1.0008201599121094,2.113250732421875,4642217472.0,4642217472.0,4642217472.0,0.17197058504822044,0.17197058504822044,0.17197058504822044,672446,0.5130355834960938,0.8370028138160706,1.7542221546173096,26.59603893844264,5.350912935759897,0.5268824559890312,1.048730731010437,0.8194503784179688,1.8639662265777588,39.65671592960624,10.920133363868622,1.2982455096766135,0.8194503784179688,1.2601070404052734,2.0665664672851562,2.4792251586914062,5.67088508605957,5.120195388793945,11.064532279968262,22.283992767333984,51.822322845458984
OpenCV SGBM,n/a,dataset_1_keyframe_3,641.9985871762037,850214,0.6486618041992187,14.345412254333496,31.922870635986328,37.93092092108575,20.98506964129031,18.746574391858992,870021952.0,0.8348236083984375,2009684224.0,43.939643430947974,26.64235121981054,19.33842538466786,0.8348236083984375,2.1899375915527344,4642217472.0,4642217472.0,4642217472.0,0.18741516841642222,0.18741516841642222,0.18741516841642222,690871,0.5270927429199219,0.684891402721405,0.8829542994499207,23.615262473023183,2.7612969715040867,0.006513516995213288,0.9102519750595093,0.6375961303710938,3.3575310707092285,31.009841200455657,9.723088680810166,0.7345799722379431,0.6375961303710938,1.1761360168457031,1.973114013671875,2.5906295776367188,4.482453346252441,7.886003494262695,17.232969284057617,26.349328994750977,59.48328399658203
OpenCV SGBM,n/a,dataset_1_keyframe_4,647.1525463275611,670652,0.5116668701171875,21.3272705078125,49.84312438964844,63.250389173520695,38.30764688691005,18.63291244937762,773991360.0,0.6316013336181641,1895530624.0,32.61438122901296,19.1264620101036,16.86001085510816,0.6316013336181641,1.3138999938964844,4642217472.0,4642217472.0,4642217472.0,0.16672879526192422,0.16672879526192422,0.16672879526192422,558835,0.4263572692871094,1.4990942478179932,2.0949387550354004,55.89717895264255,25.963656535471113,2.3522148755893957,0.6484103798866272,0.509674072265625,0.9112076759338379,19.13122835899684,2.944518507251693,0.22457433768464752,0.509674072265625,0.8823184967041016,1.313700795173645,1.6731235980987549,2.990689992904663,10.63723087310791,24.853368759155273,27.310110092163086,65.6076431274414
OpenCV SGBM,n/a,dataset_1_keyframe_5,643.0279430933297,661873,0.5049690246582031,22.794740676879883,44.26406478881836,60.90533984616384,38.11637580019128,26.32091050700059,1187254144.0,0.8167686462402344,2347656448.0,43.66668530065436,29.95015660103978,25.8951490693834,0.8167686462402344,4642217472.0,4642217472.0,4642217472.0,4642217472.0,0.2557514810243053,0.2557514810243053,0.2557514810243053,492598,0.37582244873046877,1.1970301866531372,1.6682336330413818,47.47096009322003,16.850860133415075,1.0020341130089852,0.7608510255813599,0.555084228515625,1.1360646486282349,24.308462478532192,5.878424191734437,0.42996520489323947,0.555084228515625,0.9793262481689453,1.5701205730438232,2.1620945930480957,3.77459716796875,11.608195304870605,22.80300521850586,37.17801284790039,72.69646453857422
OpenCV SGBM,n/a,dataset_2_keyframe_1,641.0289700143039,608423,0.4641899108886719,30.014131546020508,54.576744079589844,83.65692947176552,62.51571686145987,32.638641208501326,1301595008.0,1.1384544372558594,2458106624.0,55.10968520256466,33.09572452060491,28.316648121454975,1.1384544372558594,4642217472.0,4642217472.0,4642217472.0,4642217472.0,0.2803822340707041,0.2803822340707041,0.2803822340707041,437832,0.334039306640625,2.2470266819000244,3.0746872425079346,77.28923422682674,47.91084251493724,6.392863015951324,0.9663059115409851,0.8298492431640625,1.4165951013565063,37.61922381187305,7.028038151619799,0.38690639331981214,0.8298492431640625,1.2582283020019531,1.7968740463256836,2.2833824157714844,3.742898941040039,15.521462440490723,28.287912368774414,43.55914306640625,81.05022430419922
OpenCV SGBM,n/a,dataset_2_keyframe_2,644.4374951533973,887191,0.6768730163574219,12.518250465393066,25.77349853515625,54.91940292451118,27.686935507686623,21.408129703750376,965577280.0,1.5618820190429688,2117172864.0,66.54530985999632,40.70138222772774,23.07406184237667,1.5618820190429688,3.7733802795410156,4642217472.0,4642217472.0,4642217472.0,0.20799917943261373,0.20799917943261373,0.20799917943261373,702656,0.536083984375,1.0500152111053467,1.4456144571304321,43.080113170598416,8.6957202386374,0.76794334638856,1.5673192739486694,1.1485061645507812,3.7603750228881836,57.759273385554245,25.12808543583204,2.8713908370525547,1.1485061645507812,2.0049896240234375,2.7808799743652344,3.8325023651123047,8.168344497680664,4.98663330078125,9.082475662231445,25.523326873779297,53.43947219848633
OpenCV SGBM,n/a,dataset_2_keyframe_3,645.2558767050505,496833,0.37905349731445315,28.606088638305664,55.11418914794922,74.38475302566457,53.937641018209334,32.769361133419075,1132661248.0,1.1820144653320312,2293046016.0,55.3864175688813,36.51146361050897,25.48542467992263,1.1820144653320312,13.161392211914062,4642217472.0,4642217472.0,4642217472.0,0.2439914417923125,0.2439914417923125,0.2439914417923125,375610,0.28656768798828125,2.361868381500244,3.7867047786712646,66.11778174170017,39.071643459971774,11.071590213253108,1.222548007965088,0.8035831451416016,2.548034906387329,40.9879928649397,16.021405180905727,1.436862703335907,0.8035831451416016,1.481801986694336,2.4843292236328125,3.318263530731201,6.854389190673828,14.723581314086914,28.287939071655273,39.12360382080078,77.46159362792969
OpenCV SGBM,n/a,dataset_2_keyframe_4,642.0826227404177,635765,0.4850502014160156,26.45775032043457,56.19273376464844,67.75223549582,38.544588016012206,21.561897871068712,977642944.0,0.47248077392578125,2130359424.0,24.313700817125824,21.30708673802427,21.1917925648628,0.47248077392578125,0.9532394409179688,4642217472.0,4642217472.0,4642217472.0,0.2105982556447744,0.2105982556447744,0.2105982556447744,501874,0.38289947509765626,1.437574863433838,2.7468230724334717,59.14910913894723,22.14938410836186,0.6360162112402714,0.4414975047111511,0.37032318115234375,1.2255489826202393,4.121950927922148,0.31322602884389306,0.16717343396948237,0.37032318115234375,0.5842781066894531,0.8058586120605469,0.9526749849319458,1.384552001953125,13.078753471374512,27.872615814208984,34.13850784301758,73.681396484375
OpenCV SGBM,n/a,dataset_2_keyframe_5,644.7096220217645,759702,0.5796066284179687,11.613751411437988,28.377939224243164,44.968026936877884,27.51197179946874,16.944933671360612,704317184.0,1.4304122924804688,1808202112.0,62.001153083709134,32.69703120434065,16.417095124140783,1.4304122924804688,2.40616512298584,4642217472.0,4642217472.0,4642217472.0,0.15172001653279837,0.15172001653279837,0.15172001653279837,644440,0.491668701171875,1.2594727277755737,2.9765968322753906,35.12522500155173,14.547048600335174,2.0900316553907268,1.523854374885559,1.1560249328613281,3.1203975677490234,55.20482899882067,20.659487306809012,1.4677859847309291,1.1560249328613281,1.8687744140625,2.5339365005493164,3.3390588760375977,6.426328659057617,5.768624305725098,14.164291381835938,20.422569274902344,50.0883903503418
