probability_threshold,utility_threshold_px,harm_threshold_px,coverage,precision,harmful_acceptance,net_utility,clean_selection
0.5,0.0,0.05,0.002311429318794635,0.5879003558718862,0.3231316725978648,0.00044127547880634665,0.08896797153024912
0.5,0.0,0.1,0.002311429318794635,0.5879003558718862,0.3231316725978648,0.00044127547880634665,0.08896797153024912
0.5,0.0,0.25,0.002311429318794635,0.5879003558718862,0.3231316725978648,0.00044127547880634665,0.08896797153024912
0.5,0.0,0.5,0.002311429318794635,0.5879003558718862,0.3231316725978648,0.00044127547880634665,0.08896797153024912
0.5,0.025,0.05,0.002311429318794635,0.5879003558718862,0.3231316725978648,0.00044127547880634665,0.08896797153024912
0.5,0.025,0.1,0.002311429318794635,0.5879003558718862,0.3231316725978648,0.00044127547880634665,0.08896797153024912
0.5,0.025,0.25,0.002311429318794635,0.5879003558718862,0.3231316725978648,0.00044127547880634665,0.08896797153024912
0.5,0.025,0.5,0.002311429318794635,0.5879003558718862,0.3231316725978648,0.00044127547880634665,0.08896797153024912
0.5,0.05,0.05,0.00228839728287782,0.5887850467289719,0.3235082674335011,0.00043701950926333666,0.08770668583752696
0.5,0.05,0.1,0.00228839728287782,0.5887850467289719,0.3235082674335011,0.00043701950926333666,0.08770668583752696
0.5,0.05,0.25,0.00228839728287782,0.5887850467289719,0.3235082674335011,0.00043701950926333666,0.08770668583752696
0.5,0.05,0.5,0.00228839728287782,0.5887850467289719,0.3235082674335011,0.00043701950926333666,0.08770668583752696
0.5,0.1,0.05,0.001732338130029004,0.6448243114909782,0.27350427350427353,0.00042287950054742396,0.08167141500474834
0.5,0.1,0.1,0.001732338130029004,0.6448243114909782,0.27350427350427353,0.00042287950054742396,0.08167141500474834
0.5,0.1,0.25,0.001732338130029004,0.6448243114909782,0.27350427350427353,0.00042287950054742396,0.08167141500474834
0.5,0.1,0.5,0.001732338130029004,0.6448243114909782,0.27350427350427353,0.00042287950054742396,0.08167141500474834
0.65,0.0,0.05,0.00049354362678889,0.8066666666666666,0.14333333333333334,0.00026860181242227554,0.05
0.65,0.0,0.1,0.00049354362678889,0.8066666666666666,0.14333333333333334,0.00026860181242227554,0.05
0.65,0.0,0.25,0.00049354362678889,0.8066666666666666,0.14333333333333334,0.00026860181242227554,0.05
0.65,0.0,0.5,0.00049354362678889,0.8066666666666666,0.14333333333333334,0.00026860181242227554,0.05
0.65,0.025,0.05,0.00049354362678889,0.8066666666666666,0.14333333333333334,0.00026860181242227554,0.05
0.65,0.025,0.1,0.00049354362678889,0.8066666666666666,0.14333333333333334,0.00026860181242227554,0.05
0.65,0.025,0.25,0.00049354362678889,0.8066666666666666,0.14333333333333334,0.00026860181242227554,0.05
0.65,0.025,0.5,0.00049354362678889,0.8066666666666666,0.14333333333333334,0.00026860181242227554,0.05
0.65,0.05,0.05,0.00049354362678889,0.8066666666666666,0.14333333333333334,0.00026860181242227554,0.05
0.65,0.05,0.1,0.00049354362678889,0.8066666666666666,0.14333333333333334,0.00026860181242227554,0.05
0.65,0.05,0.25,0.00049354362678889,0.8066666666666666,0.14333333333333334,0.00026860181242227554,0.05
0.65,0.05,0.5,0.00049354362678889,0.8066666666666666,0.14333333333333334,0.00026860181242227554,0.05
0.65,0.1,0.05,0.0004738018817173344,0.8020833333333334,0.14583333333333334,0.0002595442929305136,0.052083333333333336
0.65,0.1,0.1,0.0004738018817173344,0.8020833333333334,0.14583333333333334,0.0002595442929305136,0.052083333333333336
0.65,0.1,0.25,0.0004738018817173344,0.8020833333333334,0.14583333333333334,0.0002595442929305136,0.052083333333333336
0.65,0.1,0.5,0.0004738018817173344,0.8020833333333334,0.14583333333333334,0.0002595442929305136,0.052083333333333336
0.8,0.0,0.05,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.0,0.1,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.0,0.25,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.0,0.5,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.025,0.05,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.025,0.1,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.025,0.25,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.025,0.5,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.05,0.05,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.05,0.1,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.05,0.25,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.05,0.5,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.1,0.05,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.1,0.1,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.1,0.25,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.8,0.1,0.5,3.290290845259267e-06,1.0,0.0,3.237464852645644e-06,0.0
0.9,0.0,0.05,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.9,0.025,0.05,0.0,0.0,0.0,0.0,0.0
0.9,0.025,0.1,0.0,0.0,0.0,0.0,0.0
0.9,0.025,0.25,0.0,0.0,0.0,0.0,0.0
0.9,0.025,0.5,0.0,0.0,0.0,0.0,0.0
0.9,0.05,0.05,0.0,0.0,0.0,0.0,0.0
0.9,0.05,0.1,0.0,0.0,0.0,0.0,0.0
0.9,0.05,0.25,0.0,0.0,0.0,0.0,0.0
0.9,0.05,0.5,0.0,0.0,0.0,0.0,0.0
0.9,0.1,0.05,0.0,0.0,0.0,0.0,0.0
0.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0
0.9,0.1,0.25,0.0,0.0,0.0,0.0,0.0
0.9,0.1,0.5,0.0,0.0,0.0,0.0,0.0
