split,dataset,frame,model,valid_px,valid_pixel_ratio,mae_px,rmse_px,bad1_pct,bad2_pct,bad5_pct,depth_mae_mm,depth_median_abs_error_mm,depth_rmse_mm,depth_bad1mm_pct,depth_bad2mm_pct,depth_bad5mm_pct,abs_depth_error_p50,abs_depth_error_p75,abs_depth_error_p90,abs_depth_error_p95,abs_depth_error_p99,pred_disp_le_0_1_ratio,pred_disp_le_0_5_ratio,excluded_pred_disp_le_0_1_ratio,valid_disp_valid_px,valid_disp_valid_pixel_ratio,valid_disp_mae_px,valid_disp_rmse_px,valid_disp_bad1_pct,valid_disp_bad2_pct,valid_disp_bad5_pct,valid_disp_depth_mae_mm,valid_disp_depth_median_abs_error_mm,valid_disp_depth_rmse_mm,valid_disp_depth_bad1mm_pct,valid_disp_depth_bad2mm_pct,valid_disp_depth_bad5mm_pct,valid_disp_abs_depth_error_p50,valid_disp_abs_depth_error_p75,valid_disp_abs_depth_error_p90,valid_disp_abs_depth_error_p95,valid_disp_abs_depth_error_p99,depth_mae_cap100_mm,depth_rmse_cap100_mm,depth_mae_cap200_mm,depth_rmse_cap200_mm,signed_disp_error_mean,signed_disp_error_median,pred_disp_p05,pred_disp_p50,pred_disp_p95,gt_disp_p05,gt_disp_p50,gt_disp_p95
clean,dataset_7,keyframe_1,zero_shot,613827,0.46831283569335935,1.150224208831787,1.9341709613800049,41.927611525723044,14.252712897933783,1.2404146445171034,1.3668664693832397,0.8699493408203125,2.9739301204681396,44.67920114299306,20.759758042575513,2.8436350958820644,0.8699493408203125,1.7343769073486328,3.0415024757385254,4.060482025146484,7.405910968780518,0.0,0.0,0.0,613827,0.46831283569335935,1.150224208831787,1.9341709613800049,41.927611525723044,14.252712897933783,1.2404146445171034,1.3668664693832397,0.8699493408203125,2.9739301204681396,44.67920114299306,20.759758042575513,2.8436350958820644,0.8699493408203125,1.7343769073486328,3.0415024757385254,4.060482025146484,7.405910968780518,8.539753913879395,15.079007148742676,1.3668664693832397,2.9739301204681396,0.17922207713127136,-0.02462005615234375,37.80736541748047,66.24365997314453,144.77378845214844,38.39133834838867,66.66780090332031,143.04888916015625
clean,dataset_7,keyframe_1,ft_step500,613827,0.46831283569335935,17.28261947631836,24.765933990478516,98.9101163682927,92.91640804330862,67.12249542623573,15.315451622009277,13.951313018798828,17.220020294189453,99.873580015216,99.64762058364978,95.91969724368592,13.951313018798828,20.1572322845459,25.94936180114746,29.06744956970215,37.57267761230469,0.0,0.0,0.0,613827,0.46831283569335935,17.28261947631836,24.765933990478516,98.9101163682927,92.91640804330862,67.12249542623573,15.315451622009277,13.951313018798828,17.220020294189453,99.873580015216,99.64762058364978,95.91969724368592,13.951313018798828,20.1572322845459,25.94936180114746,29.06744956970215,37.57267761230469,18.31442642211914,20.915254592895508,15.315451622009277,17.220020294189453,-17.277084350585938,-9.877265930175781,34.908721923828125,55.42678451538086,85.15847778320312,38.39133834838867,66.66780090332031,143.04888916015625
clean,dataset_7,keyframe_2,zero_shot,521037,0.3975196838378906,1.2217683792114258,2.3039088249206543,43.216124766571276,15.982742108525883,1.5584305913015775,0.9701129198074341,0.6691551208496094,3.1000964641571045,34.37356656053217,10.433999888683529,0.7279713340895176,0.6691551208496094,1.2718429565429688,2.034188747406006,2.6014792919158936,4.447005271911621,0.0,0.0,0.0,521037,0.3975196838378906,1.2217683792114258,2.3039088249206543,43.216124766571276,15.982742108525883,1.5584305913015775,0.9701129198074341,0.6691551208496094,3.1000964641571045,34.37356656053217,10.433999888683529,0.7279713340895176,0.6691551208496094,1.2718429565429688,2.034188747406006,2.6014792919158936,4.447005271911621,1.1343899965286255,3.6785104274749756,0.9701129198074341,3.1000964641571045,0.34290122985839844,0.127716064453125,52.14946365356445,70.9560775756836,173.64578247070312,52.60511016845703,71.1172103881836,172.45358276367188
clean,dataset_7,keyframe_2,ft_step500,521037,0.3975196838378906,23.157867431640625,34.88917922973633,99.88311770565238,98.41719494009062,71.82887203787831,14.526700019836426,11.980003356933594,16.848018646240234,99.97121125754985,99.86584446018229,93.56110986359893,11.980003356933594,21.139293670654297,26.19057273864746,29.66363525390625,35.39884567260742,0.0,0.0,0.0,521037,0.3975196838378906,23.157867431640625,34.88917922973633,99.88311770565238,98.41719494009062,71.82887203787831,14.526700019836426,11.980003356933594,16.848018646240234,99.97121125754985,99.86584446018229,93.56110986359893,11.980003356933594,21.139293670654297,26.19057273864746,29.66363525390625,35.39884567260742,13.8822660446167,16.586397171020508,14.526700019836426,16.848018646240234,-23.15449333190918,-10.052719116210938,48.06727600097656,59.145145416259766,95.7271728515625,52.60511016845703,71.1172103881836,172.45358276367188
clean,dataset_7,keyframe_3,zero_shot,528555,0.4032554626464844,2.630445957183838,14.984625816345215,44.64473895810276,16.090851472410627,3.40891676362914,0.6144216656684875,0.37689971923828125,2.5427956581115723,9.561351231186915,1.3336360454446556,1.0222209609217583,0.37689971923828125,0.6580257415771484,0.985516369342804,1.2185484170913696,6.294454574584961,0.0,0.0,0.0,528555,0.4032554626464844,2.630445957183838,14.984625816345215,44.64473895810276,16.090851472410627,3.40891676362914,0.6144216656684875,0.37689971923828125,2.5427956581115723,9.561351231186915,1.3336360454446556,1.0222209609217583,0.37689971923828125,0.6580257415771484,0.985516369342804,1.2185484170913696,6.294454574584961,0.6144216656684875,2.5427956581115723,0.6144216656684875,2.5427956581115723,1.410107970237732,-0.21978759765625,87.1019058227539,108.64299774169922,157.8260040283203,87.32571411132812,109.23490905761719,155.8992919921875
clean,dataset_7,keyframe_3,ft_step500,528555,0.4032554626464844,26.49800682067871,38.08333206176758,99.99791885423465,99.99072944159076,99.53552610418971,11.933100700378418,8.932449340820312,13.634854316711426,99.99829724437382,99.9903510514516,99.37433190491056,8.932449340820312,14.995784759521484,20.525840759277344,26.25217056274414,34.25777816772461,0.0,0.0,0.0,528555,0.4032554626464844,26.49800682067871,38.08333206176758,99.99791885423465,99.99072944159076,99.53552610418971,11.933100700378418,8.932449340820312,13.634854316711426,99.99829724437382,99.9903510514516,99.37433190491056,8.932449340820312,14.995784759521484,20.525840759277344,26.25217056274414,34.25777816772461,11.933100700378418,13.634854316711426,11.933100700378418,13.634854316711426,-26.488452911376953,-16.871231079101562,72.25169372558594,89.90817260742188,98.94527435302734,87.32571411132812,109.23490905761719,155.8992919921875
clean,dataset_7,keyframe_4,zero_shot,720083,0.5493797302246094,3.1295905113220215,22.602115631103516,40.92805968200888,16.19632736781732,3.5107064046783494,0.9958477020263672,0.490234375,3.069537401199341,21.92330606332881,6.693533939837491,1.9992139794995853,0.490234375,0.9168167114257812,1.5857070684432983,2.390897274017334,11.520150184631348,0.0,0.0,0.0,720083,0.5493797302246094,3.1295905113220215,22.602115631103516,40.92805968200888,16.19632736781732,3.5107064046783494,0.9958477020263672,0.490234375,3.069537401199341,21.92330606332881,6.693533939837491,1.9992139794995853,0.490234375,0.9168167114257812,1.5857070684432983,2.390897274017334,11.520150184631348,1.0131855010986328,3.094482183456421,0.9958477020263672,3.069537401199341,2.274949789047241,0.10425567626953125,68.56885528564453,95.54985046386719,113.59359741210938,68.7110595703125,95.08795928955078,113.5306625366211
clean,dataset_7,keyframe_4,ft_step500,720083,0.5493797302246094,20.199430465698242,22.486652374267578,99.97514175449218,99.91348219580243,99.2498087026079,14.967802047729492,14.130428314208984,15.553420066833496,99.96930909353506,99.94097902602894,99.75738907875898,14.130428314208984,17.289451599121094,20.41834259033203,22.935331344604492,28.2630615234375,0.0,0.0,0.0,720083,0.5493797302246094,20.199430465698242,22.486652374267578,99.97514175449218,99.91348219580243,99.2498087026079,14.967802047729492,14.130428314208984,15.553420066833496,99.96930909353506,99.94097902602894,99.75738907875898,14.130428314208984,17.289451599121094,20.41834259033203,22.935331344604492,28.2630615234375,14.826193809509277,15.38395881652832,14.967802047729492,15.553420066833496,-19.199235916137695,-18.90294647216797,54.517051696777344,74.75555419921875,85.45137786865234,68.7110595703125,95.08795928955078,113.5306625366211
clean,dataset_7,keyframe_5,zero_shot,793976,0.605755615234375,0.6791402697563171,2.537395715713501,18.36415710298548,2.395538404183502,0.1772093866817133,1.368168830871582,0.6420516967773438,158.880615234375,30.490216328957047,7.126285933076063,0.6160135822745272,0.6420516967773438,1.1322555541992188,1.747100830078125,2.2997074127197266,4.206045150756836,0.0,0.0,0.0,793976,0.605755615234375,0.6791402697563171,2.537395715713501,18.36415710298548,2.395538404183502,0.1772093866817133,1.368168830871582,0.6420516967773438,158.880615234375,30.490216328957047,7.126285933076063,0.6160135822745272,0.6420516967773438,1.1322555541992188,1.747100830078125,2.2997074127197266,4.206045150756836,1.4431535005569458,158.88327026367188,1.368168830871582,158.880615234375,-0.1538926064968109,-0.13863372802734375,52.534053802490234,63.49433135986328,75.10520935058594,52.60879898071289,63.554344177246094,75.30514526367188
clean,dataset_7,keyframe_5,ft_step500,793976,0.605755615234375,8.716132164001465,9.5404052734375,99.98652352212157,99.94042641087388,91.20200106804236,13.432530403137207,12.304443359375,159.3883819580078,99.99357663203926,99.98601972855603,99.77530806976533,12.304443359375,15.322807312011719,18.665851593017578,20.975378036499023,25.30259895324707,0.0,0.0,0.0,793976,0.605755615234375,8.716132164001465,9.5404052734375,99.98652352212157,99.94042641087388,91.20200106804236,13.432530403137207,12.304443359375,159.3883819580078,99.99357663203926,99.98601972855603,99.77530806976533,12.304443359375,15.322807312011719,18.665851593017578,20.975378036499023,25.30259895324707,10.467843055725098,159.21669006347656,13.432530403137207,159.3883819580078,-8.704113960266113,-8.177314758300781,45.32668685913086,55.55265808105469,64.22117614746094,52.60879898071289,63.554344177246094,75.30514526367188
