quantile,backbone,sequence,valid_pixels,raw_error_sum,base_error_sum,veto_error_sum,base_authorized,veto_authorized,base_harmful,veto_harmful,raw_clean,base_clean_harmful,veto_clean_harmful,raw_epe,base_epe,veto_epe,base_gain,veto_gain,gain_retained,base_coverage,veto_coverage,base_harmful_acceptance,veto_harmful_acceptance,base_clean_degradation,veto_clean_degradation,harmful_updates_removed,authorized_updates_retained
0.9,RAFT-Stereo,dataset_7_keyframe_1,2954939.0,421735.7624511719,420661.88037109375,420627.8914794922,8767.0,4954.0,3521.0,1648.0,1670092.0,1460.0,608.0,0.14272232436986748,0.14235890499637852,0.14234740259595619,0.0003634193734889657,0.00037492177391129644,1.0316504877324049,0.0029668971169963237,0.0016765151497205187,0.40161971027717575,0.33266047638272106,0.0008742033373011786,0.00036405180073912095,0.5319511502414087,0.565073571347097
0.9,RAFT-Stereo,dataset_7_keyframe_2,250858.0,36308.29625034332,36282.80173301697,36270.140736579895,469.0,354.0,167.0,118.0,135422.0,61.0,44.0,0.14473644950666642,0.1446348202290418,0.14458434945897639,0.00010162927762460972,0.0001521000476900347,1.4966164401153177,0.0018695835891221328,0.0014111569094866418,0.35607675906183367,0.3333333333333333,0.0004504437979058056,0.00032491028045664665,0.2934131736526946,0.7547974413646056
0.9,StereoAnywhere,dataset_7_keyframe_1,2954979.0,467991.14306640625,466572.8018798828,466976.02783203125,5341.0,3252.0,1213.0,586.0,1513431.0,222.0,98.0,0.15837376274633636,0.1578937792383238,0.15803023569102564,0.00047998350801256584,0.0003435270553107106,0.7157059556757045,0.0018074578533383825,0.0011005154351350721,0.22711102789739748,0.18019680196801968,0.00014668656846595582,6.475353022371023e-05,0.5169002473206925,0.6088747425575735
0.9,StereoAnywhere,dataset_7_keyframe_2,250869.0,47678.48158073425,47626.44431400299,47659.07025337219,271.0,163.0,100.0,77.0,118746.0,12.0,6.0,0.19005330104849244,0.1898458730014589,0.18997592469923424,0.00020742804703355322,7.737634925819581e-05,0.37302742018141616,0.0010802450681431344,0.0006497414985510366,0.36900369003690037,0.4723926380368098,0.00010105603557172452,5.052801778586226e-05,0.22999999999999998,0.6014760147601476
0.95,S2M2-S,dataset_7_keyframe_1,2954590.0,508443.54821777344,507262.5495605469,507793.26892089844,5843.0,1641.0,1897.0,240.0,1261996.0,440.0,39.0,0.17208599102338173,0.1716862744274322,0.17186589981043002,0.0003997165959495341,0.0002200912129517174,0.5506181509148668,0.0019776009530933225,0.0005554070107866066,0.32466198870443264,0.14625228519195613,0.00034865403693831043,3.090342600135024e-05,0.8734844491302056,0.2808488790005134
0.95,S2M2-S,dataset_7_keyframe_2,250844.0,45817.74229431152,45836.07985305786,45818.98790836334,206.0,12.0,106.0,4.0,110276.0,12.0,0.0,0.18265432816535984,0.18272743160313926,0.18265929385739083,-7.310343777941486e-05,-4.965692030983737e-06,-4965692.030983738,0.0008212275358390075,4.783849723334024e-05,0.5145631067961165,0.3333333333333333,0.00010881787514962457,0.0,0.9622641509433962,0.05825242718446602
0.95,RAFT-Stereo,dataset_7_keyframe_1,2954939.0,421735.7624511719,420661.88037109375,420611.7097167969,8767.0,3321.0,3521.0,820.0,1670092.0,1460.0,269.0,0.14272232436986748,0.14235890499637852,0.1423419264210858,0.0003634193734889657,0.0003803979487816689,1.0467189603286757,0.0029668971169963237,0.0011238810682724753,0.40161971027717575,0.24691358024691357,0.0008742033373011786,0.0001610689710506966,0.7671116160181767,0.3788068894718832
0.95,RAFT-Stereo,dataset_7_keyframe_2,250858.0,36308.29625034332,36282.80173301697,36265.362137794495,469.0,231.0,167.0,61.0,135422.0,61.0,24.0,0.14473644950666642,0.1446348202290418,0.14456530044006766,0.00010162927762460972,0.0001711490665987636,1.6840527710030633,0.0018695835891221328,0.0009208396782243341,0.35607675906183367,0.26406926406926406,0.0004504437979058056,0.00017722378933998908,0.6347305389221557,0.4925373134328358
0.95,StereoAnywhere,dataset_7_keyframe_1,2954979.0,467991.14306640625,466572.8018798828,467112.83654785156,5341.0,2529.0,1213.0,360.0,1513431.0,222.0,54.0,0.15837376274633636,0.1578937792383238,0.15807653338580463,0.00047998350801256584,0.00029722936053172555,0.6192491107922486,0.0018074578533383825,0.0008558436455893595,0.22711102789739748,0.1423487544483986,0.00014668656846595582,3.5680516653881147e-05,0.7032151690024733,0.47350683392623105
0.95,StereoAnywhere,dataset_7_keyframe_2,250869.0,47678.48158073425,47626.44431400299,47657.44186592102,271.0,108.0,100.0,39.0,118746.0,12.0,4.0,0.19005330104849244,0.1898458730014589,0.18996943371210082,0.00020742804703355322,8.386733639162425e-05,0.40432013698734776,0.0010802450681431344,0.0004305035695920979,0.36900369003690037,0.3611111111111111,0.00010105603557172452,3.368534519057484e-05,0.61,0.3985239852398524
0.5,S2M2-S,aggregate,3205434.0,554261.290512085,553098.6294136047,553293.6777067184,6049.0,3948.0,2003.0,1096.0,1372272.0,452.0,240.0,0.17291302535384756,0.1725503096970971,0.1726111589590422,0.000362715656750473,0.0003018663948053668,0.8322397701542646,0.001887107954804248,0.001231658489926793,0.33112911224995867,0.27760891590678827,0.00032938076416337287,0.00017489244114869356,0.45282076884672995,0.6526698627872376
0.5,RAFT-Stereo,aggregate,3205797.0,458044.0587015152,456944.6821041107,456898.32687950134,9236.0,8265.0,3688.0,3210.0,1805514.0,1521.0,1309.0,0.14287993241665495,0.1425369984762325,0.14252253866339676,0.00034293394042245184,0.00035739375325818945,1.0421650094415411,0.00288103083258235,0.0025781420345704982,0.3993070593330446,0.38838475499092556,0.0008424193886062362,0.0007250013015684177,0.12960954446854667,0.8948679081853617
0.5,StereoAnywhere,aggregate,3205848.0,515669.6246471405,514199.2461938858,514299.1765604019,5612.0,5040.0,1313.0,1137.0,1632177.0,234.0,197.0,0.1608527992116721,0.16039414413717862,0.1604253154112116,0.0004586550744934692,0.00042748380046048196,0.9320376558192183,0.0017505508682882033,0.001572126938020767,0.23396293656450462,0.2255952380952381,0.000143366803967952,0.00012069769393883139,0.13404417364813404,0.8980755523877405
0.5,aggregate,aggregate,9617079.0,1527974.9738607407,1524242.5577116013,1524491.1811466217,20897.0,17253.0,7004.0,5443.0,4809963.0,2207.0,1746.0,0.1588813998367634,0.1584932969471917,0.15851914922884813,0.00038810288957169536,0.0003622506079152543,0.9333880722069057,0.002172905099355012,0.0017939958692239088,0.33516772742498924,0.3154813655596128,0.0004588392883687463,0.0003629965552749574,0.22287264420331243,0.8256209025218931
0.75,S2M2-S,aggregate,3205434.0,554261.290512085,553098.6294136047,553420.7573270798,6049.0,2676.0,2003.0,567.0,1372272.0,452.0,119.0,0.17291302535384756,0.1725503096970971,0.17265080401813912,0.000362715656750473,0.0002622213357084402,0.7229391145054238,0.001887107954804248,0.0008348323503151212,0.33112911224995867,0.21188340807174888,0.00032938076416337287,8.671750206956056e-05,0.7169246130803795,0.44238717143329476
0.75,RAFT-Stereo,aggregate,3205797.0,458044.0587015152,456944.6821041107,456896.8272457123,9236.0,7153.0,3688.0,2670.0,1805514.0,1521.0,1052.0,0.14287993241665495,0.1425369984762325,0.1425220708752651,0.00034293394042245184,0.0003578615413898367,1.043529085948728,0.00288103083258235,0.002231270414190293,0.3993070593330446,0.3732699566615406,0.0008424193886062362,0.0005826595639801187,0.27603036876355747,0.7744694673018623
0.75,StereoAnywhere,aggregate,3205848.0,515669.6246471405,514199.2461938858,514418.6508579254,5612.0,4422.0,1313.0,955.0,1632177.0,234.0,154.0,0.1608527992116721,0.16039414413717862,0.16046258302262784,0.0004586550744934692,0.00039021618904425126,0.8507835424587842,0.0017505508682882033,0.001379354230144411,0.23396293656450462,0.2159656264133876,0.000143366803967952,9.435251201309661e-05,0.27265803503427266,0.7879543834640057
0.75,aggregate,aggregate,9617079.0,1527974.9738607407,1524242.5577116013,1524736.2354307175,20897.0,14251.0,7004.0,4192.0,4809963.0,2207.0,1325.0,0.1588813998367634,0.1584932969471917,0.15854463038420682,0.00038810288957169536,0.0003367694525565623,0.8677324019107823,0.002172905099355012,0.0014818428755758375,0.33516772742498924,0.29415479615465584,0.0004588392883687463,0.0002754698944669637,0.40148486579097653,0.6819639182657797
0.9,S2M2-S,aggregate,3205434.0,554261.290512085,553098.6294136047,553552.0892419815,6049.0,1948.0,2003.0,337.0,1372272.0,452.0,58.0,0.17291302535384756,0.1725503096970971,0.17269177566656543,0.000362715656750473,0.0002212496872821268,0.6099810779172776,0.001887107954804248,0.0006077180188392585,0.33112911224995867,0.17299794661190965,0.00032938076416337287,4.2265673277600944e-05,0.8317523714428358,0.3220367002810382
0.9,RAFT-Stereo,aggregate,3205797.0,458044.0587015152,456944.6821041107,456898.0322160721,9236.0,5308.0,3688.0,1766.0,1805514.0,1521.0,652.0,0.14287993241665495,0.1425369984762325,0.14252244674758635,0.00034293394042245184,0.0003574856690685968,1.0424330371855846,0.00288103083258235,0.001655750504476734,0.3993070593330446,0.33270535041446875,0.0008424193886062362,0.00036111600353140437,0.5211496746203905,0.5747076656561282
0.9,StereoAnywhere,aggregate,3205848.0,515669.6246471405,514199.2461938858,514635.09808540344,5612.0,3415.0,1313.0,663.0,1632177.0,234.0,104.0,0.1608527992116721,0.16039414413717862,0.16053009939504415,0.0004586550744934692,0.00032269981662794156,0.7035784287011884,0.0017505508682882033,0.0010652407724882776,0.23396293656450462,0.19414348462664716,0.000143366803967952,6.3718579541312e-05,0.49504950495049505,0.6085174625801854
0.9,aggregate,aggregate,9617079.0,1527974.9738607407,1524242.5577116013,1525085.219543457,20897.0,10671.0,7004.0,2766.0,4809963.0,2207.0,814.0,0.1588813998367634,0.1584932969471917,0.15858091833741378,0.00038810288957169536,0.00030048149934960855,0.7742315438084357,0.002172905099355012,0.0011095884727576845,0.33516772742498924,0.2592071970761878,0.0004588392883687463,0.00016923207101593088,0.6050828098229584,0.5106474613580897
0.95,S2M2-S,aggregate,3205434.0,554261.290512085,553098.6294136047,553612.2568292618,6049.0,1653.0,2003.0,244.0,1372272.0,452.0,39.0,0.17291302535384756,0.1725503096970971,0.17271054616294138,0.000362715656750473,0.00020247919090618516,0.558231185056009,0.001887107954804248,0.0005156867993538472,0.33112911224995867,0.14761040532365396,0.00032938076416337287,2.84200216866627e-05,0.8781827259111333,0.27326830881137376
0.95,RAFT-Stereo,aggregate,3205797.0,458044.0587015152,456944.6821041107,456877.07185459137,9236.0,3552.0,3688.0,881.0,1805514.0,1521.0,293.0,0.14287993241665495,0.1425369984762325,0.1425159084791056,0.00034293394042245184,0.0003640239375493348,1.061498716344328,0.00288103083258235,0.0011079928017900074,0.3993070593330446,0.24802927927927929,0.0008424193886062362,0.00016228065802868324,0.761117136659436,0.38458207016024254
0.95,StereoAnywhere,aggregate,3205848.0,515669.6246471405,514199.2461938858,514770.2784137726,5612.0,2637.0,1313.0,399.0,1632177.0,234.0,58.0,0.1608527992116721,0.16039414413717862,0.16057226618784565,0.0004586550744934692,0.0002805330238264403,0.6116426906128885,0.0017505508682882033,0.0008225592729287227,0.23396293656450462,0.15130830489192265,0.000143366803967952,3.553536166727015e-05,0.6961157654226962,0.46988595866001426
0.95,aggregate,aggregate,9617079.0,1527974.9738607407,1524242.5577116013,1525259.6070976257,20897.0,7842.0,7004.0,1524.0,4809963.0,2207.0,390.0,0.1588813998367634,0.1584932969471917,0.15859905144770317,0.00038810288957169536,0.0002823483890602163,0.7275091132967648,0.002172905099355012,0.0008154243091899318,0.33516772742498924,0.1943381790359602,0.0004588392883687463,8.108170478650252e-05,0.7824100513992005,0.37526917739388427
