sequence,raw_epe,memory_epe,fused_epe,oracle_epe,raw_bad1,raw_bad3,fused_bad1,fused_bad3,harmful_update_rate,clean_pixel_degradation,effective_temporal_fraction,gain,oracle_gain,oracle_recovery,frames_worsened_fraction,worst_frame_degradation
dataset_7_keyframe_1,0.15812873616049158,0.15632320841389608,0.15502278497754382,0.13534549474859303,0.012523789132922973,0.0029535268539821885,0.011402592452495322,0.0026529031955807273,0.0027637326291531012,0.013513155626402177,0.797649014263042,0.0031059511829477637,0.022783241411898553,0.1363261323002828,0.34886128364389235,0.03864036500453949
dataset_7_keyframe_2,0.2130935409476453,0.20672638300385113,0.20038115460947784,0.17630213161970462,0.016152797439011907,0.00852104921795362,0.01425893994862658,0.00799847022381694,0.006134842281726494,0.06711721970245321,0.8426330156273807,0.012712386338167458,0.03679140932794067,0.3455259412558907,0.2713178294573643,0.18269133567810059
dataset_7_keyframe_3,1.2081723039493122,1.2102283801072327,1.1352316561410483,1.106231581234543,0.1506293815696572,0.11020752808971916,0.14635433631308126,0.10594558754486312,0.009044019821356298,0.044633589752756976,0.7595437504839487,0.07294064780826393,0.10194072271476928,0.715520214746292,0.17586206896551723,0.08031278848648071
dataset_7_keyframe_4,0.3683570207550461,0.3635695397299884,0.35295137758141604,0.3270772487691468,0.07014910576869536,0.010373280406824031,0.06404011620131894,0.009328723982676552,0.009686144175106456,0.049028044289210135,0.6997741317579581,0.01540564317363008,0.04127977198589933,0.3732007817022938,0.2702561421850497,0.4104149341583252
