phase,sequence,backbone,frame_id,valid_count,raw_warped_disparity_difference,fused_warped_disparity_difference,raw_tepe,fused_tepe
test,dataset_7_keyframe_1,StereoAnywhere,['000266'],410,0.021357959136366844,0.014060738496482372,0.030407756567001343,0.02618892677128315
test,dataset_7_keyframe_1,StereoAnywhere,['000266'],404,0.04660139977931976,0.04033258184790611,0.05102531611919403,0.045909781008958817
test,dataset_7_keyframe_1,StereoAnywhere,['000266'],423,0.06638358533382416,0.06394036114215851,0.06982209533452988,0.06795166432857513
test,dataset_7_keyframe_1,StereoAnywhere,['000270'],415,0.059146054089069366,0.04432465508580208,0.06542480736970901,0.05189336836338043
test,dataset_7_keyframe_1,StereoAnywhere,['000270'],447,0.1221664547920227,0.09319836646318436,0.12308978289365768,0.0982360988855362
test,dataset_7_keyframe_1,StereoAnywhere,['000270'],452,0.1744987964630127,0.14264674484729767,0.17353831231594086,0.14388476312160492
test,dataset_7_keyframe_1,StereoAnywhere,['000270'],437,0.06256498396396637,0.04162777215242386,0.06347111612558365,0.04348617047071457
test,dataset_7_keyframe_1,StereoAnywhere,['000274'],410,0.10164089500904083,0.0862322673201561,0.09874671697616577,0.08469473570585251
test,dataset_7_keyframe_1,StereoAnywhere,['000274'],423,0.13081537187099457,0.0790732279419899,0.1352858990430832,0.08386310189962387
test,dataset_7_keyframe_1,StereoAnywhere,['000274'],409,0.09659899771213531,0.0726112425327301,0.09502159804105759,0.07447508722543716
test,dataset_7_keyframe_1,StereoAnywhere,['000274'],430,0.09936397522687912,0.08128688484430313,0.09993108361959457,0.08388086408376694
test,dataset_7_keyframe_1,StereoAnywhere,['000278'],392,0.031235013157129288,0.02444927953183651,0.03667720779776573,0.031195903196930885
test,dataset_7_keyframe_1,StereoAnywhere,['000278'],387,0.018469134345650673,0.015663519501686096,0.024244220927357674,0.023082736879587173
test,dataset_7_keyframe_1,StereoAnywhere,['000278'],413,0.03106456808745861,0.015803061425685883,0.03453386574983597,0.022252125665545464
test,dataset_7_keyframe_1,StereoAnywhere,['000278'],415,0.04503754526376724,0.03287375345826149,0.05086243525147438,0.04016144946217537
test,dataset_7_keyframe_1,StereoAnywhere,['000282'],374,0.04288339614868164,0.028635907918214798,0.04923978075385094,0.03720179572701454
test,dataset_7_keyframe_1,StereoAnywhere,['000282'],366,0.04080547019839287,0.022178232669830322,0.045112837105989456,0.03223762661218643
test,dataset_7_keyframe_1,StereoAnywhere,['000282'],387,0.01754891313612461,0.010331152006983757,0.025869159027934074,0.02159322239458561
test,dataset_7_keyframe_1,StereoAnywhere,['000282'],377,0.020594023168087006,0.009783834218978882,0.028177721425890923,0.022341806441545486
test,dataset_7_keyframe_1,StereoAnywhere,['000286'],418,0.024902092292904854,0.017476703971624374,0.03207292780280113,0.027987685054540634
test,dataset_7_keyframe_1,StereoAnywhere,['000286'],436,0.01837349124252796,0.007745412178337574,0.02663508430123329,0.01991664245724678
test,dataset_7_keyframe_1,StereoAnywhere,['000286'],402,0.031841326504945755,0.017021097242832184,0.031166821718215942,0.0209943987429142
test,dataset_7_keyframe_1,StereoAnywhere,['000286'],455,0.035812463611364365,0.010802479460835457,0.040014222264289856,0.020382393151521683
test,dataset_7_keyframe_1,StereoAnywhere,['000290'],479,0.021927636116743088,0.015112914144992828,0.029054289683699608,0.0248970165848732
test,dataset_7_keyframe_1,StereoAnywhere,['000290'],483,0.029977191239595413,0.01857869140803814,0.033261463046073914,0.024643901735544205
test,dataset_7_keyframe_1,StereoAnywhere,['000290'],479,0.027790987864136696,0.014297721907496452,0.03412175551056862,0.023865770548582077
test,dataset_7_keyframe_1,StereoAnywhere,['000290'],493,0.048309579491615295,0.02782359905540943,0.04707922786474228,0.028616344556212425
test,dataset_7_keyframe_1,StereoAnywhere,['000294'],542,0.01545359194278717,0.009161549620330334,0.02119133062660694,0.017149928957223892
test,dataset_7_keyframe_1,StereoAnywhere,['000294'],529,0.01980847492814064,0.015112078748643398,0.027794139459729195,0.024499090388417244
test,dataset_7_keyframe_1,StereoAnywhere,['000294'],553,0.03196094185113907,0.02141590230166912,0.03346934914588928,0.02556333877146244
test,dataset_7_keyframe_1,StereoAnywhere,['000294'],572,0.012224218808114529,0.009003053419291973,0.01855883002281189,0.015596305951476097
test,dataset_7_keyframe_1,StereoAnywhere,['000298'],576,0.019851049408316612,0.015445983968675137,0.026611749082803726,0.023331301286816597
test,dataset_7_keyframe_1,StereoAnywhere,['000298'],593,0.028537338599562645,0.01954532600939274,0.032170675694942474,0.025909608229994774
test,dataset_7_keyframe_1,StereoAnywhere,['000298'],589,0.038262512534856796,0.0259498693048954,0.04203132539987564,0.031413450837135315
test,dataset_7_keyframe_1,StereoAnywhere,['000298'],647,0.02366284281015396,0.013304351828992367,0.030319644138216972,0.02351621724665165
test,dataset_7_keyframe_1,StereoAnywhere,['000302'],683,0.01695963740348816,0.011531972326338291,0.02697589620947838,0.02335372194647789
test,dataset_7_keyframe_1,StereoAnywhere,['000302'],668,0.02064661495387554,0.012272646650671959,0.02491452544927597,0.02118321694433689
test,dataset_7_keyframe_1,StereoAnywhere,['000302'],721,0.038704417645931244,0.0225985050201416,0.047145962715148926,0.03289336338639259
test,dataset_7_keyframe_1,StereoAnywhere,['000302'],716,0.06319653987884521,0.04093040153384209,0.060045596212148666,0.041629858314991
test,dataset_7_keyframe_1,StereoAnywhere,['000306'],798,0.024841729551553726,0.018137730658054352,0.03376248478889465,0.02902531437575817
test,dataset_7_keyframe_1,StereoAnywhere,['000306'],837,0.03131129592657089,0.017355145886540413,0.03327910229563713,0.02394883707165718
test,dataset_7_keyframe_1,StereoAnywhere,['000306'],891,0.024223005399107933,0.014186378568410873,0.03106650896370411,0.024159440770745277
test,dataset_7_keyframe_1,StereoAnywhere,['000306'],966,0.04236511141061783,0.029404887929558754,0.041770052164793015,0.032817211002111435
test,dataset_7_keyframe_1,StereoAnywhere,['000310'],1024,0.025108184665441513,0.017711423337459564,0.028188573196530342,0.024044513702392578
test,dataset_7_keyframe_1,StereoAnywhere,['000310'],1080,0.02851150557398796,0.021063566207885742,0.03124888986349106,0.024891816079616547
test,dataset_7_keyframe_1,StereoAnywhere,['000310'],1120,0.02709171548485756,0.015962524339556694,0.03395453095436096,0.022390464320778847
test,dataset_7_keyframe_1,StereoAnywhere,['000310'],1196,0.03087344765663147,0.019727889448404312,0.02989540621638298,0.019092576578259468
test,dataset_7_keyframe_1,StereoAnywhere,['000314'],1251,0.027258720248937607,0.01570073887705803,0.030531294643878937,0.0217471644282341
test,dataset_7_keyframe_1,StereoAnywhere,['000314'],1369,0.026943523436784744,0.017174547538161278,0.031191067770123482,0.0223900955170393
test,dataset_7_keyframe_1,StereoAnywhere,['000314'],1404,0.026846138760447502,0.019244598224759102,0.02485557273030281,0.02024698816239834
test,dataset_7_keyframe_1,StereoAnywhere,['000314'],1466,0.031364522874355316,0.025601835921406746,0.028943747282028198,0.024703966453671455
test,dataset_7_keyframe_1,StereoAnywhere,['000318'],1576,0.031488992273807526,0.019308574497699738,0.03257660195231438,0.02354525774717331
test,dataset_7_keyframe_1,StereoAnywhere,['000318'],1657,0.02387687936425209,0.014133700169622898,0.030623942613601685,0.02443213015794754
test,dataset_7_keyframe_1,StereoAnywhere,['000318'],1754,0.03282050043344498,0.02388465777039528,0.026866883039474487,0.022029073908925056
test,dataset_7_keyframe_1,StereoAnywhere,['000318'],1848,0.026433605700731277,0.019538478925824165,0.02898215875029564,0.020608505234122276
test,dataset_7_keyframe_1,StereoAnywhere,['000322'],1948,0.02125357836484909,0.013252876698970795,0.025157829746603966,0.01932903192937374
test,dataset_7_keyframe_1,StereoAnywhere,['000322'],2014,0.038374241441488266,0.025508947670459747,0.029979892075061798,0.021248653531074524
test,dataset_7_keyframe_1,StereoAnywhere,['000322'],2131,0.021326448768377304,0.01868947222828865,0.018828077241778374,0.014667565003037453
test,dataset_7_keyframe_1,StereoAnywhere,['000322'],2218,0.01575014553964138,0.011663499288260937,0.019161993637681007,0.012782759964466095
test,dataset_7_keyframe_1,StereoAnywhere,['000326'],2294,0.03261485695838928,0.02062556892633438,0.030920907855033875,0.021123407408595085
test,dataset_7_keyframe_1,StereoAnywhere,['000326'],2236,0.027679184451699257,0.015306909568607807,0.02949967049062252,0.019252391532063484
test,dataset_7_keyframe_1,StereoAnywhere,['000326'],2265,0.0216203723102808,0.015529640950262547,0.02383251301944256,0.018346581608057022
test,dataset_7_keyframe_1,StereoAnywhere,['000326'],2372,0.018260406330227852,0.009628049097955227,0.022695455700159073,0.015009801834821701
test,dataset_7_keyframe_1,StereoAnywhere,['000330'],2434,0.025172295048832893,0.016424916684627533,0.029259029775857925,0.024258853867650032
test,dataset_7_keyframe_1,StereoAnywhere,['000330'],2450,0.027741972357034683,0.017988011240959167,0.02699948288500309,0.02085956186056137
test,dataset_7_keyframe_1,StereoAnywhere,['000330'],2543,0.03695794939994812,0.027829695492982864,0.0351979099214077,0.027843300253152847
test,dataset_7_keyframe_1,StereoAnywhere,['000330'],2679,0.027069346979260445,0.01685338281095028,0.0295844916254282,0.018682844936847687
test,dataset_7_keyframe_1,StereoAnywhere,['000334'],2738,0.029149716719985008,0.017271626740694046,0.03330494835972786,0.02491370029747486
test,dataset_7_keyframe_1,StereoAnywhere,['000334'],2786,0.03519438952207565,0.021537384018301964,0.031062714755535126,0.02245696261525154
test,dataset_7_keyframe_1,StereoAnywhere,['000334'],2862,0.02783203311264515,0.02071697823703289,0.0321820005774498,0.023872055113315582
test,dataset_7_keyframe_1,StereoAnywhere,['000334'],3009,0.03200443834066391,0.024435877799987793,0.029580997303128242,0.022561075165867805
test,dataset_7_keyframe_1,StereoAnywhere,['000338'],3041,0.020479027181863785,0.012330453842878342,0.02540859580039978,0.01913285069167614
test,dataset_7_keyframe_1,StereoAnywhere,['000338'],3097,0.018426068127155304,0.01141129806637764,0.01935352012515068,0.0156828872859478
test,dataset_7_keyframe_1,StereoAnywhere,['000338'],3150,0.02105197124183178,0.014906976372003555,0.023358846083283424,0.018459167331457138
test,dataset_7_keyframe_1,StereoAnywhere,['000338'],3179,0.03519894927740097,0.019767431542277336,0.04014438018202782,0.02550569735467434
test,dataset_7_keyframe_1,StereoAnywhere,['000342'],3247,0.029939595609903336,0.01835198700428009,0.030313391238451004,0.02083481103181839
test,dataset_7_keyframe_1,StereoAnywhere,['000342'],3244,0.019774284213781357,0.013325574807822704,0.022933613508939743,0.017941176891326904
test,dataset_7_keyframe_1,StereoAnywhere,['000342'],3337,0.021984854713082314,0.013466255739331245,0.026927592232823372,0.01986103132367134
test,dataset_7_keyframe_1,StereoAnywhere,['000342'],3532,0.03669065982103348,0.02237207069993019,0.03562207892537117,0.024057773873209953
test,dataset_7_keyframe_1,StereoAnywhere,['000346'],3534,0.02915375679731369,0.018523119390010834,0.030537782236933708,0.0246434286236763
test,dataset_7_keyframe_1,StereoAnywhere,['000346'],3587,0.025344928726553917,0.017593776807188988,0.03240358829498291,0.025216976180672646
test,dataset_7_keyframe_1,StereoAnywhere,['000346'],3779,0.027620093896985054,0.019126489758491516,0.028081979602575302,0.02270306833088398
test,dataset_7_keyframe_1,StereoAnywhere,['000346'],3925,0.03393144905567169,0.0234687477350235,0.0335833840072155,0.02394048683345318
test,dataset_7_keyframe_1,StereoAnywhere,['000350'],3840,0.03674386441707611,0.027363590896129608,0.042625367641448975,0.0368880070745945
test,dataset_7_keyframe_1,StereoAnywhere,['000350'],4064,0.02663634531199932,0.016909848898649216,0.027581900358200073,0.020962009206414223
test,dataset_7_keyframe_1,StereoAnywhere,['000350'],4127,0.02902458980679512,0.01681462861597538,0.034518226981163025,0.023922407999634743
test,dataset_7_keyframe_1,StereoAnywhere,['000350'],4318,0.03125965595245361,0.018263723701238632,0.030525323003530502,0.022001054137945175
test,dataset_7_keyframe_1,StereoAnywhere,['000354'],4311,0.0320313461124897,0.02200569398701191,0.029544459655880928,0.02423207275569439
test,dataset_7_keyframe_1,StereoAnywhere,['000354'],4444,0.037327006459236145,0.02931591123342514,0.033162109553813934,0.02618200145661831
test,dataset_7_keyframe_1,StereoAnywhere,['000354'],4462,0.031944986432790756,0.021324530243873596,0.03799234703183174,0.02617483213543892
test,dataset_7_keyframe_1,StereoAnywhere,['000354'],4500,0.028126245364546776,0.019405029714107513,0.027642296627163887,0.021472826600074768
test,dataset_7_keyframe_1,StereoAnywhere,['000358'],4617,0.041017934679985046,0.030689669772982597,0.038813382387161255,0.031387802213430405
test,dataset_7_keyframe_1,StereoAnywhere,['000358'],4718,0.03393714502453804,0.02539203129708767,0.03186822310090065,0.025644561275839806
test,dataset_7_keyframe_1,StereoAnywhere,['000358'],4899,0.035713113844394684,0.029332473874092102,0.03766584396362305,0.03160578012466431
test,dataset_7_keyframe_1,StereoAnywhere,['000358'],5082,0.03360340744256973,0.02769472450017929,0.0374380424618721,0.032578613609075546
test,dataset_7_keyframe_1,StereoAnywhere,['000362'],5142,0.033908624202013016,0.0263532642275095,0.040264684706926346,0.034923624247312546
test,dataset_7_keyframe_1,StereoAnywhere,['000362'],5057,0.04792451858520508,0.028753146529197693,0.05249880999326706,0.03497343510389328
test,dataset_7_keyframe_1,StereoAnywhere,['000362'],5072,0.0528595857322216,0.030546260997653008,0.05595216527581215,0.03535185381770134
test,dataset_7_keyframe_1,StereoAnywhere,['000362'],5179,0.037565626204013824,0.02419961988925934,0.04173215478658676,0.03025336191058159
test,dataset_7_keyframe_1,StereoAnywhere,['000366'],5207,0.025770239531993866,0.019727837294340134,0.0317135713994503,0.027579855173826218
test,dataset_7_keyframe_1,StereoAnywhere,['000366'],5119,0.03536288067698479,0.022913798689842224,0.039535876363515854,0.029558993875980377
test,dataset_7_keyframe_1,StereoAnywhere,['000366'],5241,0.03282121941447258,0.025889819487929344,0.03784910589456558,0.031844671815633774
test,dataset_7_keyframe_1,StereoAnywhere,['000366'],5167,0.03712700679898262,0.024389684200286865,0.03879918158054352,0.02862059511244297
test,dataset_7_keyframe_1,StereoAnywhere,['000370'],5272,0.04189935326576233,0.027423446998000145,0.04498494416475296,0.03270116075873375
test,dataset_7_keyframe_1,StereoAnywhere,['000370'],5353,0.024391816928982735,0.016872089356184006,0.029915887862443924,0.023421283811330795
test,dataset_7_keyframe_1,StereoAnywhere,['000370'],5438,0.029826896265149117,0.021956216543912888,0.03207213059067726,0.02536669559776783
test,dataset_7_keyframe_1,StereoAnywhere,['000370'],5628,0.03628583624958992,0.022903595119714737,0.03943951427936554,0.028466779738664627
test,dataset_7_keyframe_1,StereoAnywhere,['000374'],5685,0.03511884808540344,0.0308567825704813,0.03814467042684555,0.034861281514167786
test,dataset_7_keyframe_1,StereoAnywhere,['000374'],5754,0.0314011350274086,0.02360837534070015,0.036962781101465225,0.030153006315231323
test,dataset_7_keyframe_1,StereoAnywhere,['000374'],5709,0.035224154591560364,0.025721630081534386,0.03995271027088165,0.03199433907866478
test,dataset_7_keyframe_1,StereoAnywhere,['000374'],5883,0.029517080634832382,0.018550023436546326,0.0332227386534214,0.024086756631731987
test,dataset_7_keyframe_1,StereoAnywhere,['000378'],5801,0.03249600902199745,0.022586727514863014,0.03597284108400345,0.028195839375257492
test,dataset_7_keyframe_1,StereoAnywhere,['000378'],5797,0.026998119428753853,0.019287362694740295,0.027096955105662346,0.020021852105855942
test,dataset_7_keyframe_1,StereoAnywhere,['000378'],5776,0.03078642301261425,0.017629459500312805,0.029001927003264427,0.020050406455993652
test,dataset_7_keyframe_1,StereoAnywhere,['000378'],5518,0.030184030532836914,0.01818331517279148,0.026436923071742058,0.020325366407632828
test,dataset_7_keyframe_1,StereoAnywhere,['000382'],5366,0.030321165919303894,0.01449070405215025,0.029602494090795517,0.022496595978736877
test,dataset_7_keyframe_1,StereoAnywhere,['000382'],5263,0.038055356591939926,0.021920353174209595,0.03672458603978157,0.02657046914100647
test,dataset_7_keyframe_1,StereoAnywhere,['000382'],5106,0.030657688155770302,0.024164367467164993,0.031815797090530396,0.02653111331164837
test,dataset_7_keyframe_1,StereoAnywhere,['000382'],4910,0.044597476720809937,0.021521085873246193,0.04578445851802826,0.029011787846684456
test,dataset_7_keyframe_1,StereoAnywhere,['000386'],4760,0.03853157162666321,0.022348273545503616,0.04397723451256752,0.03103915974497795
test,dataset_7_keyframe_1,StereoAnywhere,['000386'],4693,0.029185911640524864,0.022596172988414764,0.03175759315490723,0.028607729822397232
test,dataset_7_keyframe_1,StereoAnywhere,['000386'],4487,0.03875206038355827,0.023770226165652275,0.043449725955724716,0.030498456209897995
test,dataset_7_keyframe_1,StereoAnywhere,['000386'],4385,0.04422516003251076,0.024364273995161057,0.05011630803346634,0.03327150642871857
test,dataset_7_keyframe_1,StereoAnywhere,['000390'],4444,0.04902566596865654,0.03504930064082146,0.05146585777401924,0.04026385024189949
test,dataset_7_keyframe_1,StereoAnywhere,['000390'],4215,0.04112428054213524,0.026066236197948456,0.04626907780766487,0.03318486362695694
test,dataset_7_keyframe_1,StereoAnywhere,['000390'],3997,0.0539085753262043,0.042719218879938126,0.04899702966213226,0.04107125476002693
test,dataset_7_keyframe_1,StereoAnywhere,['000390'],3915,0.025843581184744835,0.019527848809957504,0.029936356469988823,0.02430110052227974
test,dataset_7_keyframe_1,StereoAnywhere,['000394'],3895,0.02018214389681816,0.013266202993690968,0.024658078327775,0.02026992104947567
test,dataset_7_keyframe_1,StereoAnywhere,['000394'],3833,0.03721768036484718,0.0248279832303524,0.0349615216255188,0.025169871747493744
test,dataset_7_keyframe_1,StereoAnywhere,['000394'],3753,0.03936373442411423,0.02938931994140148,0.038810208439826965,0.029917534440755844
test,dataset_7_keyframe_1,StereoAnywhere,['000394'],3742,0.021227696910500526,0.016991905868053436,0.029941633343696594,0.02507769875228405
test,dataset_7_keyframe_1,StereoAnywhere,['000398'],3583,0.05337539687752724,0.03389105200767517,0.04680318012833595,0.034220848232507706
test,dataset_7_keyframe_1,StereoAnywhere,['000398'],3455,0.03414132818579674,0.026671193540096283,0.04243110865354538,0.03409028425812721
test,dataset_7_keyframe_1,StereoAnywhere,['000398'],3421,0.05786540359258652,0.03473535180091858,0.05578959360718727,0.03918086737394333
test,dataset_7_keyframe_1,StereoAnywhere,['000398'],3288,0.03782830014824867,0.030441269278526306,0.04443918913602829,0.035973723977804184
test,dataset_7_keyframe_1,StereoAnywhere,['000402'],3230,0.02653094381093979,0.0204598531126976,0.034906450659036636,0.03055308386683464
test,dataset_7_keyframe_1,StereoAnywhere,['000402'],3130,0.043606147170066833,0.027496300637722015,0.05263340100646019,0.03779757022857666
test,dataset_7_keyframe_1,StereoAnywhere,['000402'],3127,0.036009110510349274,0.02583979070186615,0.0415317602455616,0.033299725502729416
test,dataset_7_keyframe_1,StereoAnywhere,['000402'],3069,0.03667708858847618,0.026246121153235435,0.04319301247596741,0.035095036029815674
test,dataset_7_keyframe_1,StereoAnywhere,['000406'],2999,0.030875133350491524,0.022641180083155632,0.03780369833111763,0.03164874389767647
test,dataset_7_keyframe_1,StereoAnywhere,['000406'],3063,0.03292325139045715,0.023156283423304558,0.03882161155343056,0.031137662008404732
test,dataset_7_keyframe_1,StereoAnywhere,['000406'],3139,0.06359648704528809,0.04055812209844589,0.06223148852586746,0.04135911539196968
test,dataset_7_keyframe_1,StereoAnywhere,['000406'],3014,0.053114134818315506,0.03434884920716286,0.05915798246860504,0.040696240961551666
test,dataset_7_keyframe_1,StereoAnywhere,['000410'],3034,0.04296097531914711,0.03327035903930664,0.04562241956591606,0.03751315176486969
test,dataset_7_keyframe_1,StereoAnywhere,['000410'],3102,0.04187579080462456,0.03198045864701271,0.044776998460292816,0.03577226400375366
test,dataset_7_keyframe_1,StereoAnywhere,['000410'],3123,0.04501582309603691,0.026995060965418816,0.047290779650211334,0.03125007078051567
test,dataset_7_keyframe_1,StereoAnywhere,['000410'],3045,0.05598499998450279,0.0340639092028141,0.06058797240257263,0.041581522673368454
test,dataset_7_keyframe_1,StereoAnywhere,['000414'],3036,0.06105731800198555,0.0367509201169014,0.06348951160907745,0.04163249209523201
test,dataset_7_keyframe_1,StereoAnywhere,['000414'],2985,0.06099674105644226,0.031735897064208984,0.06401888281106949,0.03670258820056915
test,dataset_7_keyframe_1,StereoAnywhere,['000414'],3013,0.03707803785800934,0.02837667427957058,0.03774276375770569,0.02737077884376049
test,dataset_7_keyframe_1,StereoAnywhere,['000414'],2957,0.03875249624252319,0.02879384346306324,0.04034479334950447,0.03172420710325241
test,dataset_7_keyframe_1,StereoAnywhere,['000418'],2818,0.03616223484277725,0.025454649701714516,0.03728829696774483,0.029239896684885025
test,dataset_7_keyframe_1,StereoAnywhere,['000418'],2776,0.04143591225147247,0.03302443400025368,0.049623042345047,0.04017571732401848
test,dataset_7_keyframe_1,StereoAnywhere,['000418'],2713,0.0475274883210659,0.026617689058184624,0.04837731644511223,0.030664125457406044
test,dataset_7_keyframe_1,StereoAnywhere,['000418'],2602,0.030489616096019745,0.01876962184906006,0.036616306751966476,0.026229996234178543
test,dataset_7_keyframe_1,StereoAnywhere,['000422'],2652,0.02681702934205532,0.019861863926053047,0.032152626663446426,0.026938043534755707
test,dataset_7_keyframe_1,StereoAnywhere,['000422'],2609,0.028391273692250252,0.020474739372730255,0.029371777549386024,0.022877901792526245
test,dataset_7_keyframe_1,StereoAnywhere,['000422'],2543,0.03194735571742058,0.02327817492187023,0.03696390241384506,0.02983919531106949
test,dataset_7_keyframe_1,StereoAnywhere,['000422'],2562,0.017552906647324562,0.011308422312140465,0.021091459318995476,0.016586793586611748
test,dataset_7_keyframe_1,StereoAnywhere,['000426'],2575,0.05606893450021744,0.039177294820547104,0.05775253102183342,0.04207766428589821
test,dataset_7_keyframe_1,StereoAnywhere,['000426'],2537,0.021027889102697372,0.016937538981437683,0.02531188353896141,0.020891577005386353
test,dataset_7_keyframe_1,StereoAnywhere,['000426'],2505,0.031927015632390976,0.021575862541794777,0.03537026047706604,0.02653997391462326
test,dataset_7_keyframe_1,StereoAnywhere,['000426'],2523,0.027705024927854538,0.01862732134759426,0.030056018382310867,0.022422583773732185
test,dataset_7_keyframe_1,StereoAnywhere,['000430'],2502,0.026742098852992058,0.018106553703546524,0.02905920520424843,0.02192247100174427
test,dataset_7_keyframe_1,StereoAnywhere,['000430'],2465,0.022570237517356873,0.01596134901046753,0.026009639725089073,0.02085842192173004
test,dataset_7_keyframe_1,StereoAnywhere,['000430'],2451,0.032699909061193466,0.021702289581298828,0.036059170961380005,0.026612859219312668
test,dataset_7_keyframe_1,StereoAnywhere,['000430'],2398,0.024847805500030518,0.0142894946038723,0.02874096669256687,0.02023516409099102
test,dataset_7_keyframe_1,StereoAnywhere,['000434'],2511,0.025361118838191032,0.016878003254532814,0.028646836057305336,0.021910790354013443
test,dataset_7_keyframe_1,StereoAnywhere,['000434'],2472,0.028011372312903404,0.018736660480499268,0.031455960124731064,0.02379983477294445
test,dataset_7_keyframe_1,StereoAnywhere,['000434'],2482,0.03282422944903374,0.020841265097260475,0.03633912652730942,0.026050174608826637
test,dataset_7_keyframe_1,StereoAnywhere,['000434'],2419,0.02946414053440094,0.017848044633865356,0.0326523557305336,0.023657584562897682
test,dataset_7_keyframe_1,StereoAnywhere,['000438'],2446,0.04805636405944824,0.033999405801296234,0.04814271256327629,0.03540678322315216
test,dataset_7_keyframe_1,StereoAnywhere,['000438'],2464,0.055903881788253784,0.028842013329267502,0.0574568472802639,0.03258531168103218
test,dataset_7_keyframe_1,StereoAnywhere,['000438'],2399,0.03134416416287422,0.017722338438034058,0.034421879798173904,0.0235992930829525
test,dataset_7_keyframe_1,StereoAnywhere,['000438'],2400,0.03115052357316017,0.020242413505911827,0.034790441393852234,0.025602806359529495
test,dataset_7_keyframe_1,StereoAnywhere,['000442'],2366,0.025141218677163124,0.018494587391614914,0.029685789719223976,0.025227705016732216
test,dataset_7_keyframe_1,StereoAnywhere,['000442'],2357,0.03966812044382095,0.031076837331056595,0.04373462125658989,0.03688009828329086
test,dataset_7_keyframe_1,StereoAnywhere,['000442'],2322,0.02064758539199829,0.012385513633489609,0.024760335683822632,0.019070087000727654
test,dataset_7_keyframe_1,StereoAnywhere,['000442'],2395,0.05109696462750435,0.04020000621676445,0.051983751356601715,0.04305652901530266
test,dataset_7_keyframe_1,StereoAnywhere,['000446'],2392,0.03403496369719505,0.02475810796022415,0.03648782894015312,0.029731957241892815
test,dataset_7_keyframe_1,StereoAnywhere,['000446'],2401,0.02407229132950306,0.01578960008919239,0.029065784066915512,0.02269749902188778
test,dataset_7_keyframe_1,StereoAnywhere,['000446'],2318,0.02609817497432232,0.01797480694949627,0.031472764909267426,0.02535732090473175
test,dataset_7_keyframe_1,StereoAnywhere,['000446'],2340,0.031204869970679283,0.021718032658100128,0.03447140380740166,0.027179140597581863
test,dataset_7_keyframe_1,StereoAnywhere,['000450'],2337,0.03183369338512421,0.0235187616199255,0.033715248107910156,0.027458220720291138
test,dataset_7_keyframe_1,StereoAnywhere,['000450'],2315,0.039053209125995636,0.022425318136811256,0.0432279035449028,0.028713924810290337
test,dataset_7_keyframe_1,StereoAnywhere,['000450'],2350,0.030083760619163513,0.022015783935785294,0.035313162952661514,0.028169075027108192
test,dataset_7_keyframe_1,StereoAnywhere,['000450'],2360,0.050378404557704926,0.02758401818573475,0.051977645605802536,0.03154569864273071
test,dataset_7_keyframe_1,StereoAnywhere,['000454'],2356,0.028480082750320435,0.019577279686927795,0.03479510918259621,0.027648385614156723
test,dataset_7_keyframe_1,StereoAnywhere,['000454'],2369,0.05004582926630974,0.03380761668086052,0.05050225928425789,0.0365544892847538
test,dataset_7_keyframe_1,StereoAnywhere,['000454'],2304,0.04804651066660881,0.029615985229611397,0.05122816562652588,0.03552310913801193
test,dataset_7_keyframe_1,StereoAnywhere,['000454'],2333,0.037474263459444046,0.02177695371210575,0.04114365577697754,0.028218144550919533
test,dataset_7_keyframe_1,StereoAnywhere,['000458'],2355,0.03450244665145874,0.024686234071850777,0.03686363250017166,0.02877175062894821
test,dataset_7_keyframe_1,StereoAnywhere,['000458'],2400,0.025227827951312065,0.018305914476513863,0.03047933615744114,0.025298746302723885
test,dataset_7_keyframe_1,StereoAnywhere,['000458'],2411,0.04558543860912323,0.03360653668642044,0.04931027069687843,0.03947526961565018
test,dataset_7_keyframe_1,StereoAnywhere,['000458'],2402,0.0430869460105896,0.02993251569569111,0.04562678933143616,0.03473991900682449
test,dataset_7_keyframe_1,StereoAnywhere,['000462'],2482,0.041459403932094574,0.030718328431248665,0.04615001752972603,0.03704918920993805
test,dataset_7_keyframe_1,StereoAnywhere,['000462'],2466,0.03393269702792168,0.0233905091881752,0.03887302801012993,0.03045674040913582
test,dataset_7_keyframe_1,StereoAnywhere,['000462'],2439,0.05389871075749397,0.03172377496957779,0.05634568631649017,0.03621561452746391
test,dataset_7_keyframe_1,StereoAnywhere,['000462'],2502,0.031300801783800125,0.01610710285604,0.03660915046930313,0.024647505953907967
test,dataset_7_keyframe_1,StereoAnywhere,['000466'],2543,0.03776930645108223,0.024944286793470383,0.041742876172065735,0.031171798706054688
test,dataset_7_keyframe_1,StereoAnywhere,['000466'],2506,0.041037142276763916,0.026470620185136795,0.04420485720038414,0.030493952333927155
test,dataset_7_keyframe_1,StereoAnywhere,['000466'],2508,0.05362924560904503,0.034721288830041885,0.05441254377365112,0.03757040202617645
test,dataset_7_keyframe_1,StereoAnywhere,['000466'],2571,0.021862253546714783,0.01364717073738575,0.02661074697971344,0.01956748403608799
test,dataset_7_keyframe_1,StereoAnywhere,['000470'],2557,0.03229338675737381,0.022380761802196503,0.03687558323144913,0.028514457866549492
test,dataset_7_keyframe_1,StereoAnywhere,['000470'],2526,0.030558116734027863,0.02135620079934597,0.033527061343193054,0.026689905673265457
