phase,sequence,backbone,reset_mean,fusion_mean,product_mean,product_p95
test,dataset_7_keyframe_1,S2M2-S,0.5813019275665283,0.48507383465766907,0.3907608687877655,0.9996866583824158
test,dataset_7_keyframe_1,S2M2-S,0.6315097808837891,0.540126383304596,0.4501327872276306,0.9998807311058044
test,dataset_7_keyframe_1,S2M2-S,0.6358760595321655,0.5584785342216492,0.47360795736312866,0.9999768733978271
test,dataset_7_keyframe_1,S2M2-S,0.631328821182251,0.5631517171859741,0.47355183959007263,0.9999810457229614
test,dataset_7_keyframe_1,S2M2-S,0.5751026272773743,0.4689618945121765,0.36303797364234924,0.9840994477272034
test,dataset_7_keyframe_1,S2M2-S,0.645818293094635,0.531257688999176,0.44600796699523926,0.9996668100357056
test,dataset_7_keyframe_1,S2M2-S,0.6237710118293762,0.5299504399299622,0.44865384697914124,0.9999570846557617
test,dataset_7_keyframe_1,S2M2-S,0.6056668758392334,0.5665191411972046,0.45431819558143616,0.9999891519546509
test,dataset_7_keyframe_1,S2M2-S,0.5566027760505676,0.4472048580646515,0.3457188904285431,0.995246410369873
test,dataset_7_keyframe_1,S2M2-S,0.5509482026100159,0.5056021213531494,0.3905467092990875,0.9999062418937683
test,dataset_7_keyframe_1,S2M2-S,0.5950940847396851,0.505204439163208,0.4144129753112793,0.9999668598175049
test,dataset_7_keyframe_1,S2M2-S,0.5641353130340576,0.5138686299324036,0.41197946667671204,0.9999874234199524
test,dataset_7_keyframe_1,S2M2-S,0.4711219370365143,0.3981650471687317,0.27752017974853516,0.9402671456336975
test,dataset_7_keyframe_1,S2M2-S,0.5021923184394836,0.4187791049480438,0.31095144152641296,0.9962307214736938
test,dataset_7_keyframe_1,S2M2-S,0.5075991749763489,0.44091179966926575,0.3568101227283478,0.9995306134223938
test,dataset_7_keyframe_1,S2M2-S,0.4876789450645447,0.41144469380378723,0.3307860493659973,0.9996810555458069
test,dataset_7_keyframe_1,S2M2-S,0.44805222749710083,0.34645402431488037,0.2570916414260864,0.9503194689750671
test,dataset_7_keyframe_1,S2M2-S,0.46337226033210754,0.33859965205192566,0.25304359197616577,0.8596713542938232
test,dataset_7_keyframe_1,S2M2-S,0.44978636503219604,0.3523710072040558,0.2714584171772003,0.9901106357574463
