model,checkpoint,frame,runtime_ms,valid_px,valid_pixel_ratio,mae_px,rmse_px,bad1_pct,bad2_pct,bad5_pct,depth_mae_mm,depth_median_abs_error_mm,depth_rmse_mm,depth_bad1mm_pct,depth_bad2mm_pct,depth_bad5mm_pct,abs_depth_error_p50,abs_depth_error_p75,abs_depth_error_p90,abs_depth_error_p95,abs_depth_error_p99,pred_disp_le_0_1_ratio,pred_disp_le_0_5_ratio,excluded_pred_disp_le_0_1_ratio,valid_disp_valid_px,valid_disp_valid_pixel_ratio,valid_disp_mae_px,valid_disp_rmse_px,valid_disp_bad1_pct,valid_disp_bad2_pct,valid_disp_bad5_pct,valid_disp_depth_mae_mm,valid_disp_depth_median_abs_error_mm,valid_disp_depth_rmse_mm,valid_disp_depth_bad1mm_pct,valid_disp_depth_bad2mm_pct,valid_disp_depth_bad5mm_pct,valid_disp_abs_depth_error_p50,valid_disp_abs_depth_error_p75,valid_disp_abs_depth_error_p90,valid_disp_abs_depth_error_p95,valid_disp_abs_depth_error_p99,depth_mae_cap100_mm,depth_rmse_cap100_mm,depth_mae_cap200_mm,depth_rmse_cap200_mm
RAFT-Stereo Middlebury,raftstereo-middlebury.pth,dataset_1_keyframe_1,990.7070994377136,711538,0.5428604125976563,0.806334912776947,1.0466970205307007,31.04387959603001,5.681355036554618,0.048064896042094726,0.6293948292732239,0.5031547546386719,0.8893831372261047,19.10551509546925,2.1270824608102448,0.11777304936630228,0.5031547546386719,0.8685379028320312,1.2892875671386719,1.6010022163391113,2.4569692611694336,0.0,0.0,0.0,711538,0.5428604125976563,0.806334912776947,1.0466970205307007,31.04387959603001,5.681355036554618,0.048064896042094726,0.6293948292732239,0.5031547546386719,0.8893831372261047,19.10551509546925,2.1270824608102448,0.11777304936630228,0.5031547546386719,0.8685379028320312,1.2892875671386719,1.6010022163391113,2.4569692611694336,0.6279431581497192,0.8861918449401855,0.6293948292732239,0.8893831372261047
RAFT-Stereo Middlebury,raftstereo-middlebury.pth,dataset_1_keyframe_2,689.4286349415779,812104,0.619586181640625,0.7118464112281799,1.5172892808914185,21.06885325032262,3.0167318471525815,0.27090126387753294,0.8616564869880676,0.6634368896484375,1.4709837436676025,30.8339818545408,5.921409080610365,0.504492035502842,0.6634368896484375,1.1272449493408203,1.6915106773376465,2.09816312789917,3.358612060546875,0.0,0.0,0.0,812104,0.619586181640625,0.7118464112281799,1.5172892808914185,21.06885325032262,3.0167318471525815,0.27090126387753294,0.8616564869880676,0.6634368896484375,1.4709837436676025,30.8339818545408,5.921409080610365,0.504492035502842,0.6634368896484375,1.1272449493408203,1.6915106773376465,2.09816312789917,3.358612060546875,0.9037593007087708,1.7176282405853271,0.8616564869880676,1.4709837436676025
RAFT-Stereo Middlebury,raftstereo-middlebury.pth,dataset_1_keyframe_3,731.0281139798462,850214,0.6486618041992187,0.6790980696678162,0.8745691180229187,23.62840414295695,2.3729319912398528,0.008703691070718667,0.8468711376190186,0.6209793090820312,6.1856369972229,29.05021559278017,7.615612069431932,0.3700244879524449,0.6209793090820312,1.105123519897461,1.7782034873962402,2.3713150024414062,4.021548271179199,0.0,0.0,0.0,850214,0.6486618041992187,0.6790980696678162,0.8745691180229187,23.62840414295695,2.3729319912398528,0.008703691070718667,0.8468711376190186,0.6209793090820312,6.1856369972229,29.05021559278017,7.615612069431932,0.3700244879524449,0.6209793090820312,1.105123519897461,1.7782034873962402,2.3713150024414062,4.021548271179199,1.1281780004501343,6.455043315887451,0.8468711376190186,6.1856369972229
RAFT-Stereo Middlebury,raftstereo-middlebury.pth,dataset_1_keyframe_4,726.2094039469957,670652,0.5116668701171875,1.3402575254440308,1.899929404258728,50.45165003608428,21.278397738320322,1.8844348484758116,0.5427534580230713,0.4243431091308594,0.7644718885421753,13.18552692007181,1.5786130511800458,0.1285316378688202,0.4243431091308594,0.7403182983398438,1.1087255477905273,1.3835961818695068,2.3106212615966797,0.0,0.0,0.0,670652,0.5116668701171875,1.3402575254440308,1.899929404258728,50.45165003608428,21.278397738320322,1.8844348484758116,0.5427534580230713,0.4243431091308594,0.7644718885421753,13.18552692007181,1.5786130511800458,0.1285316378688202,0.4243431091308594,0.7403182983398438,1.1087255477905273,1.3835961818695068,2.3106212615966797,0.5427534580230713,0.7644718885421753,0.5427534580230713,0.7644718885421753
RAFT-Stereo Middlebury,raftstereo-middlebury.pth,dataset_1_keyframe_5,775.7799653336406,661873,0.5049690246582031,0.921930730342865,1.3665329217910767,35.742657579324124,8.917269627254775,0.3048923282865444,0.6064014434814453,0.4334754943847656,1.0751289129257202,16.693383776041628,3.1632956775695638,0.18508082366254552,0.4334754943847656,0.7944831848144531,1.2722995281219482,1.675978660583496,3.0700860023498535,0.0,0.0,0.0,661873,0.5049690246582031,0.921930730342865,1.3665329217910767,35.742657579324124,8.917269627254775,0.3048923282865444,0.6064014434814453,0.4334754943847656,1.0751289129257202,16.693383776041628,3.1632956775695638,0.18508082366254552,0.4334754943847656,0.7944831848144531,1.2722995281219482,1.675978660583496,3.0700860023498535,0.6064014434814453,1.0751289129257202,0.6064014434814453,1.0751289129257202
RAFT-Stereo Middlebury,raftstereo-middlebury.pth,dataset_2_keyframe_1,812.8262301906943,608423,0.4641899108886719,1.7864018678665161,2.7190792560577393,64.96532839817036,32.11203389746936,3.5069351421626074,0.7450928688049316,0.6350860595703125,1.1793042421340942,24.647161596455096,2.9162276902746935,0.15811368077801136,0.6350860595703125,0.9932804107666016,1.3976860046386719,1.7218732833862305,2.856175422668457,0.0,0.0,0.0,608423,0.4641899108886719,1.7864018678665161,2.7190792560577393,64.96532839817036,32.11203389746936,3.5069351421626074,0.7450928688049316,0.6350860595703125,1.1793042421340942,24.647161596455096,2.9162276902746935,0.15811368077801136,0.6350860595703125,0.9932804107666016,1.3976860046386719,1.7218732833862305,2.856175422668457,0.7450928688049316,1.1793042421340942,0.7450928688049316,1.1793042421340942
RAFT-Stereo Middlebury,raftstereo-middlebury.pth,dataset_2_keyframe_2,842.9383002221584,887191,0.6768730163574219,0.88552325963974,1.1451846361160278,36.076560740584604,4.98314342683819,0.1682839433673245,1.3742471933364868,1.1301345825195312,3.247999906539917,55.608431555324614,19.93155926964994,1.6217477409035934,1.1301345825195312,1.79071044921875,2.65008544921875,3.337810516357422,5.969175338745117,0.0,0.0,0.0,887191,0.6768730163574219,0.88552325963974,1.1451846361160278,36.076560740584604,4.98314342683819,0.1682839433673245,1.3742471933364868,1.1301345825195312,3.247999906539917,55.608431555324614,19.93155926964994,1.6217477409035934,1.1301345825195312,1.79071044921875,2.65008544921875,3.337810516357422,5.969175338745117,1.579648494720459,3.754796028137207,1.3742471933364868,3.247999906539917
RAFT-Stereo Middlebury,raftstereo-middlebury.pth,dataset_2_keyframe_3,842.1344198286533,496833,0.37905349731445315,2.1679112911224365,3.405897378921509,63.7328840878122,35.84121827656375,8.617986325384988,1.0901323556900024,0.6713371276855469,2.1424026489257812,34.325014642747156,13.946738642561987,1.3034560908796315,0.6713371276855469,1.3010444641113281,2.4583401679992676,3.4111664295196533,5.582368850708008,0.0,0.0,0.0,496833,0.37905349731445315,2.1679112911224365,3.405897378921509,63.7328840878122,35.84121827656375,8.617986325384988,1.0901323556900024,0.6713371276855469,2.1424026489257812,34.325014642747156,13.946738642561987,1.3034560908796315,0.6713371276855469,1.3010444641113281,2.4583401679992676,3.4111664295196533,5.582368850708008,1.0901323556900024,2.1424026489257812,1.0901323556900024,2.1424026489257812
RAFT-Stereo Middlebury,raftstereo-middlebury.pth,dataset_2_keyframe_4,850.2518418245018,635765,0.4850502014160156,1.1985440254211426,1.9412473440170288,50.20801711324153,15.650594166083378,0.46825477967487983,0.37179309129714966,0.31175994873046875,0.9466584920883179,2.6129151494656044,0.19425416624067068,0.06999441617578822,0.31175994873046875,0.5061798095703125,0.7132720947265625,0.8594436645507812,1.2291998863220215,0.0,0.0,0.0,635765,0.4850502014160156,1.1985440254211426,1.9412473440170288,50.20801711324153,15.650594166083378,0.46825477967487983,0.37179309129714966,0.31175994873046875,0.9466584920883179,2.6129151494656044,0.19425416624067068,0.06999441617578822,0.31175994873046875,0.5061798095703125,0.7132720947265625,0.8594436645507812,1.2291998863220215,0.37179309129714966,0.9466584920883179,0.37179309129714966,0.9466584920883179
RAFT-Stereo Middlebury,raftstereo-middlebury.pth,dataset_2_keyframe_5,853.8387943990529,759702,0.5796066284179687,1.0883755683898926,2.4377827644348145,31.418766832257912,12.750657494649218,1.0841092954869145,1.3205900192260742,0.9887447357177734,2.8007490634918213,49.47374101950502,14.987455607593503,0.9961800811370775,0.9887447357177734,1.602437973022461,2.3198161125183105,2.885733127593994,4.9915008544921875,0.0,0.0,0.0,759702,0.5796066284179687,1.0883755683898926,2.4377827644348145,31.418766832257912,12.750657494649218,1.0841092954869145,1.3205900192260742,0.9887447357177734,2.8007490634918213,49.47374101950502,14.987455607593503,0.9961800811370775,0.9887447357177734,1.602437973022461,2.3198161125183105,2.885733127593994,4.9915008544921875,1.557978630065918,3.0655441284179688,1.3205900192260742,2.8007490634918213
