dataset,backbone,reset_rate,mean_state_age
SCARED-C,RAFT-Stereo,0.251654257773407,2.494447409644839
SCARED-C,S2M2-S,0.251654257773407,2.494447409644839
SCARED-C,StereoAnywhere,0.251654257773407,2.494447409644839
SCARED-C,CREStereo,0.25165451668001176,2.494446790584684
SCARED-C,Fast-FoundationStereo,0.2516543359988427,2.4944470443662574
