dataset,backbone,harmful_update_rate,clean_pixel_degradation,worst_frame_degradation
SCARED-C,RAFT-Stereo,0.02881923908005103,0.038093220163870053,0.41043537855148315
SCARED-C,S2M2-S,0.03059208748397277,0.0395366074452303,0.16632652282714844
SCARED-C,StereoAnywhere,0.026134356427431973,0.03391617109331021,0.17998628318309784
SCARED-C,CREStereo,0.029049687830741702,0.03840853780171445,0.1622711718082428
SCARED-C,Fast-FoundationStereo,0.026462267908954284,0.03379627026282431,0.1939365565776825
