method,checkpoint,input_resolution,frame,runtime_ms,valid_disp_mae,valid_disp_rmse,bad_1px,bad_2px,bad_3px,valid_depth_mae,valid_depth_median,valid_depth_rmse,bad_1mm,bad_2mm,bad_5mm,pred_disp_le_0_1_ratio,pred_disp_le_0_5_ratio,valid_pixel_ratio,valid_px,mae_px,rmse_px,bad1_pct,bad2_pct,bad5_pct,depth_mae_mm,depth_median_abs_error_mm,depth_rmse_mm,depth_bad1mm_pct,depth_bad2mm_pct,depth_bad5mm_pct,abs_depth_error_p50,abs_depth_error_p75,abs_depth_error_p90,abs_depth_error_p95,abs_depth_error_p99,excluded_pred_disp_le_0_1_ratio,valid_disp_valid_px,valid_disp_valid_pixel_ratio,valid_disp_mae_px,valid_disp_rmse_px,valid_disp_bad1_pct,valid_disp_bad2_pct,valid_disp_bad5_pct,valid_disp_depth_mae_mm,valid_disp_depth_median_abs_error_mm,valid_disp_depth_rmse_mm,valid_disp_depth_bad1mm_pct,valid_disp_depth_bad2mm_pct,valid_disp_depth_bad5mm_pct,valid_disp_abs_depth_error_p50,valid_disp_abs_depth_error_p75,valid_disp_abs_depth_error_p90,valid_disp_abs_depth_error_p95,valid_disp_abs_depth_error_p99,depth_mae_cap100_mm,depth_rmse_cap100_mm,depth_mae_cap200_mm,depth_rmse_cap200_mm
S2M2-L full,CH256NTR3.pth,1024x1280 full,dataset_1_keyframe_1_frame_000000,505.8926991187036,1.6745579242706299,2.159118175506592,61.72154924132,32.11121655512344,16.532690745117012,1.3575562238693237,0.9836235046386719,1.9288058280944824,49.30779107199345,21.222054752320286,2.077247042915713,0.0,0.0,0.7380203247070313,967338,1.6745579242706299,2.159118175506592,61.72154924132,32.11121655512344,2.4698709241237293,1.3575562238693237,0.9836235046386719,1.9288058280944824,49.30779107199345,21.222054752320286,2.077247042915713,0.9836235046386719,1.7966594696044922,2.900376558303833,3.7214221954345703,6.499472618103027,0.0,967338,0.7380203247070313,1.6745579242706299,2.159118175506592,61.72154924132,32.11121655512344,2.4698709241237293,1.3575562238693237,0.9836235046386719,1.9288058280944824,49.30779107199345,21.222054752320286,2.077247042915713,0.9836235046386719,1.7966594696044922,2.900376558303833,3.7214221954345703,6.499472618103027,1.3572138547897339,1.9320318698883057,1.3575562238693237,1.9288058280944824
S2M2-L full,CH256NTR3.pth,1024x1280 full,dataset_1_keyframe_1_frame_000001,492.5674388650805,1.7684485912322998,2.240056037902832,65.06498212563245,34.63951714807535,17.86253090246088,1.433042287826538,1.0764274597167969,1.983390212059021,53.54232274369206,22.908366740697595,2.20254986185393,0.0,0.0,0.7347953796386719,963111,1.7684485912322998,2.240056037902832,65.06498212563245,34.63951714807535,2.7621945964691506,1.433042287826538,1.0764274597167969,1.983390212059021,53.54232274369206,22.908366740697595,2.20254986185393,1.0764274597167969,1.8924884796142578,2.9984817504882812,3.835643768310547,6.566192626953125,0.0,963111,0.7347953796386719,1.7684485912322998,2.240056037902832,65.06498212563245,34.63951714807535,2.7621945964691506,1.433042287826538,1.0764274597167969,1.983390212059021,53.54232274369206,22.908366740697595,2.20254986185393,1.0764274597167969,1.8924884796142578,2.9984817504882812,3.835643768310547,6.566192626953125,1.4320578575134277,1.9871901273727417,1.433042287826538,1.983390212059021
S2M2-L full,CH256NTR3.pth,1024x1280 full,dataset_1_keyframe_1_frame_000002,487.3475059866905,1.788048267364502,2.256371259689331,65.93360080848703,35.12529145142023,18.03879190969526,1.4632574319839478,1.1095809936523438,2.021143913269043,54.91336668586162,23.64814092923753,2.308514718623315,0.0,0.0,0.7300178527832031,956849,1.788048267364502,2.256371259689331,65.93360080848703,35.12529145142023,2.7707611127774605,1.4632574319839478,1.1095809936523438,2.021143913269043,54.91336668586162,23.64814092923753,2.308514718623315,1.1095809936523438,1.9325065612792969,3.0249717235565186,3.8602752685546875,6.7185959815979,0.0,956849,0.7300178527832031,1.788048267364502,2.256371259689331,65.93360080848703,35.12529145142023,2.7707611127774605,1.4632574319839478,1.1095809936523438,2.021143913269043,54.91336668586162,23.64814092923753,2.308514718623315,1.1095809936523438,1.9325065612792969,3.0249717235565186,3.8602752685546875,6.7185959815979,1.4629333019256592,2.024320602416992,1.4632574319839478,2.021143913269043
S2M2-L full,CH256NTR3.pth,1024x1280 full,dataset_1_keyframe_1_frame_000003,486.3607711158693,1.8122437000274658,2.2829532623291016,66.94322363579013,35.93649458521712,18.389443801913576,1.5102649927139282,1.138681411743164,2.1092138290405273,56.105036273788244,24.588581642308903,2.5046787929765535,0.0,0.0,0.7256317138671875,951100,1.8122437000274658,2.2829532623291016,66.94322363579013,35.93649458521712,2.861739039007465,1.5102649927139282,1.138681411743164,2.1092138290405273,56.105036273788244,24.588581642308903,2.5046787929765535,1.138681411743164,1.97894287109375,3.1158947944641113,3.997567653656006,6.981898307800293,0.0,951100,0.7256317138671875,1.8122437000274658,2.2829532623291016,66.94322363579013,35.93649458521712,2.861739039007465,1.5102649927139282,1.138681411743164,2.1092138290405273,56.105036273788244,24.588581642308903,2.5046787929765535,1.138681411743164,1.97894287109375,3.1158947944641113,3.997567653656006,6.981898307800293,1.5102970600128174,2.112703800201416,1.5102649927139282,2.1092138290405273
S2M2-L full,CH256NTR3.pth,1024x1280 full,dataset_1_keyframe_1_frame_000004,487.1576630976051,1.7661151885986328,2.2285189628601074,65.41328682630746,34.610692038488715,17.570169869658496,1.4797061681747437,1.1121368408203125,2.051929473876953,55.21857210613659,24.001998590845567,2.4121470379763954,0.0,0.0,0.7222496032714844,946667,1.7661151885986328,2.2285189628601074,65.41328682630746,34.610692038488715,2.4788019440838225,1.4797061681747437,1.1121368408203125,2.051929473876953,55.21857210613659,24.001998590845567,2.4121470379763954,1.1121368408203125,1.9496955871582031,3.0730292797088623,3.9397425651550293,6.828092575073242,0.0,946667,0.7222496032714844,1.7661151885986328,2.2285189628601074,65.41328682630746,34.610692038488715,2.4788019440838225,1.4797061681747437,1.1121368408203125,2.051929473876953,55.21857210613659,24.001998590845567,2.4121470379763954,1.1121368408203125,1.9496955871582031,3.0730292797088623,3.9397425651550293,6.828092575073242,1.4784430265426636,2.057359218597412,1.4797061681747437,2.051929473876953
S2M2-L full,CH256NTR3.pth,1024x1280 full,dataset_1_keyframe_1_frame_000005,486.2198899500072,1.7273054122924805,2.193479299545288,64.15026845024913,33.4350592416307,16.92637733341542,1.4628045558929443,1.0901031494140625,2.04915452003479,54.006797767478986,23.60631967340145,2.4079849353660117,0.0,0.0,0.7187454223632812,942074,1.7273054122924805,2.193479299545288,64.15026845024913,33.4350592416307,2.322429023622348,1.4628045558929443,1.0901031494140625,2.04915452003479,54.006797767478986,23.60631967340145,2.4079849353660117,1.0901031494140625,1.9264907836914062,3.056938648223877,3.9336678981781006,6.836972713470459,0.0,942074,0.7187454223632812,1.7273054122924805,2.193479299545288,64.15026845024913,33.4350592416307,2.322429023622348,1.4628045558929443,1.0901031494140625,2.04915452003479,54.006797767478986,23.60631967340145,2.4079849353660117,1.0901031494140625,1.9264907836914062,3.056938648223877,3.9336678981781006,6.836972713470459,1.4624497890472412,2.055018901824951,1.4628045558929443,2.04915452003479
S2M2-L full,CH256NTR3.pth,1024x1280 full,dataset_1_keyframe_1_frame_000006,487.27489402517676,1.7053200006484985,2.1751508712768555,63.514592521286204,32.989321453356915,16.54497792759227,1.4579901695251465,1.0830459594726562,2.050236701965332,53.68674770720933,23.620301284900897,2.279198634612904,0.0,0.0,0.7156745910644531,938049,1.7053200006484985,2.1751508712768555,63.514592521286204,32.989321453356915,2.2015907484577033,1.4579901695251465,1.0830459594726562,2.050236701965332,53.68674770720933,23.620301284900897,2.279198634612904,1.0830459594726562,1.9282150268554688,3.0510756969451904,3.891472578048706,6.951604843139648,0.0,938049,0.7156745910644531,1.7053200006484985,2.1751508712768555,63.514592521286204,32.989321453356915,2.2015907484577033,1.4579901695251465,1.0830459594726562,2.050236701965332,53.68674770720933,23.620301284900897,2.279198634612904,1.0830459594726562,1.9282150268554688,3.0510756969451904,3.891472578048706,6.951604843139648,1.4581573009490967,2.058894634246826,1.4579901695251465,2.050236701965332
S2M2-L full,CH256NTR3.pth,1024x1280 full,dataset_1_keyframe_1_frame_000007,487.34032502397895,1.7040621042251587,2.1654906272888184,63.638409313011124,33.032193495293775,16.381778593104393,1.4666404724121094,1.1024646759033203,2.055302619934082,54.64246832513244,23.81872889056526,2.2689963481749444,0.0,0.0,0.71199951171875,933232,1.7040621042251587,2.1654906272888184,63.638409313011124,33.032193495293775,2.091869974454369,1.4666404724121094,1.1024646759033203,2.055302619934082,54.64246832513244,23.81872889056526,2.2689963481749444,1.1024646759033203,1.9391260147094727,3.0518405437469482,3.878168821334839,6.850715160369873,0.0,933232,0.71199951171875,1.7040621042251587,2.1654906272888184,63.638409313011124,33.032193495293775,2.091869974454369,1.4666404724121094,1.1024646759033203,2.055302619934082,54.64246832513244,23.81872889056526,2.2689963481749444,1.1024646759033203,1.9391260147094727,3.0518405437469482,3.878168821334839,6.850715160369873,1.4643770456314087,2.0557403564453125,1.4666404724121094,2.055302619934082
S2M2-L full,CH256NTR3.pth,1024x1280 full,dataset_1_keyframe_1_frame_000008,487.41809581406415,1.7231016159057617,2.1771399974823,64.68213304250644,33.60573159341104,16.767934175219604,1.498616099357605,1.1325225830078125,2.075772523880005,55.781426311555514,24.564218573688446,2.5192879780152144,0.0,0.0,0.7065544128417969,926095,1.7231016159057617,2.1771399974823,64.68213304250644,33.60573159341104,2.106263396303835,1.498616099357605,1.1325225830078125,2.075772523880005,55.781426311555514,24.564218573688446,2.5192879780152144,1.1325225830078125,1.977914810180664,3.1082680225372314,3.9806301593780518,6.879715442657471,0.0,926095,0.7065544128417969,1.7231016159057617,2.1771399974823,64.68213304250644,33.60573159341104,2.106263396303835,1.498616099357605,1.1325225830078125,2.075772523880005,55.781426311555514,24.564218573688446,2.5192879780152144,1.1325225830078125,1.977914810180664,3.1082680225372314,3.9806301593780518,6.879715442657471,1.4929697513580322,2.075883150100708,1.498616099357605,2.075772523880005
S2M2-L full,CH256NTR3.pth,1024x1280 full,dataset_1_keyframe_1_frame_000009,487.69672005437315,1.6616886854171753,2.112929582595825,62.5385244628302,31.898961346805443,15.834328243088953,1.4600712060928345,1.0851898193359375,2.031883955001831,53.85081676749747,23.715643023120652,2.3453073755131615,0.0,0.0,0.7023002624511718,920519,1.6616886854171753,2.112929582595825,62.5385244628302,31.898961346805443,1.7791050483477258,1.4600712060928345,1.0851898193359375,2.031883955001831,53.85081676749747,23.715643023120652,2.3453073755131615,1.0851898193359375,1.9317684173583984,3.0683906078338623,3.923063278198242,6.853650093078613,0.0,920519,0.7023002624511718,1.6616886854171753,2.112929582595825,62.5385244628302,31.898961346805443,1.7791050483477258,1.4600712060928345,1.0851898193359375,2.031883955001831,53.85081676749747,23.715643023120652,2.3453073755131615,1.0851898193359375,1.9317684173583984,3.0683906078338623,3.923063278198242,6.853650093078613,1.4582366943359375,2.0418150424957275,1.4600712060928345,2.031883955001831
