epoch,optimizer_step,total,classification,regression,ranking,fusion,weight_regularizer,learning_rate,loader_wait_s
1,3973,0.7825691204001434,0.553100470983274,0.07571833419637919,0.08173039620528887,0.15807072688859888,0.06553058890710692,0.001994795800599443,6.560907061037142
2,7946,0.6105375170872729,0.4348607080283706,0.0360081083821768,0.06877074569459979,0.12979169643214247,0.053441857799546355,0.0019792402206962583,1.099728730157949
3,11919,0.5674497731725725,0.40012247432862486,0.02605864347805279,0.06278443053503527,0.12871842755165572,0.04941771416288463,0.0019535036904791262,0.9894235773826949
4,15892,0.5426809962022193,0.37990081562781824,0.022645962606422113,0.060061792000329316,0.1269385174567078,0.047515950753831034,0.001917868184759225,1.0908530119922943
5,19865,0.5264921876253302,0.3664361492442584,0.02157992481843824,0.0583271857911546,0.12560034751493118,0.045419563852267454,0.0018727241335940066,1.1330564232484903
6,23838,0.5136981761796091,0.3539480651245215,0.019700906463636644,0.057079967866393154,0.12667798388795307,0.04475848152089593,0.001818566144655039,1.02512863962329
7,27811,0.5001882820151298,0.3430286205699304,0.01878449768762123,0.05484410452437506,0.1254076216595607,0.043243937248731185,0.0017559875842024092,1.0264330956561025
8,31784,0.4952673058288316,0.3368596243668557,0.018594269745086787,0.05395766419318467,0.12722855441721395,0.041962615674909644,0.0016856740760398498,1.0064063651952893
9,35757,0.483647022776075,0.32833947534416236,0.017597250938975774,0.05261316618356097,0.1250443394274071,0.04155660245690392,0.00160839598967684,0.8983880478772335
10,39730,0.47603042100610343,0.3212954336699973,0.017060071357367423,0.051016918055009,0.1254813640992343,0.039846796909027905,0.001524999999999046,0.898499261442339
11,43703,0.4684702669003809,0.3165871502689524,0.01659918232823741,0.05001045258877728,0.12321539767067284,0.03932754416745404,0.0014363998109211242,1.0038673249946442
12,47676,0.46304683987564144,0.30977096987042924,0.016167008495867805,0.04914954013296415,0.12520369385262933,0.03850639793574585,0.0013435661446553754,0.9863484423258342
13,51649,0.45561968897305954,0.30436431992074237,0.01580645995689971,0.04829456724271951,0.12377816079097212,0.03750178425671501,0.0012475161062761163,1.044471017201431
14,55622,0.45097367814771333,0.29908510335136684,0.01571168659252916,0.047304812929642955,0.12481770661113122,0.03694428732675417,0.0011493020401035744,0.9566956220660359
15,59595,0.44777622424570523,0.29753044487384805,0.015313473279526275,0.04664267253348913,0.12373457615667653,0.03596892406080521,0.001049999999999313,0.9309410444402602
16,63568,0.4385542745028969,0.2919033249184253,0.014950332868514452,0.04583122977864334,0.12064455282983876,0.03536697625813843,0.0009506979598949667,0.9601876355009153
17,67541,0.43572110368331285,0.28686058005562304,0.014560311978872515,0.04504225431739151,0.12334230281515743,0.03488730952207429,0.0008524838937224563,0.9787512909097131
18,71514,0.43143057027958726,0.28189161213116265,0.01417597677824016,0.04461828090675717,0.12437243699751327,0.03461989281071304,0.0007564338553432098,0.9824179532297421
19,75487,0.42621264881633736,0.27922893844858065,0.01411584941967417,0.04432375231536709,0.12195229190002059,0.03446300846486796,0.0006636001890774788,0.9870693284610752
20,79460,0.4223022796973125,0.2757388722876323,0.013839578181233284,0.043226844127030456,0.12207981026334101,0.033785494874713703,0.0005749999999995841,0.9835467490484007
21,83433,0.4209979776374615,0.27057580467713904,0.013513070429952357,0.042864114862088215,0.12633436962820566,0.03307612212935053,0.0004916040103219018,1.0345213334949221
22,87406,0.415924829876966,0.27033906959662046,0.013266572086139341,0.04211383024220051,0.1218232796576672,0.03300346549259995,0.00041432592395888835,0.9460766028496437
23,91379,0.41224018612624774,0.26576069548816095,0.0130393394324019,0.04202501462045105,0.12287604566588492,0.03288773292562627,0.000344012415796321,1.0298074935562909
24,95352,0.4096411432580506,0.264274923531716,0.012939826446960886,0.041458235010800086,0.12201939614512178,0.03256194044833756,0.00028143385534373143,0.9413928684662096
25,99325,0.41079680491290405,0.26206089319507014,0.012827278687643287,0.04142511987479921,0.12548414544276695,0.03240922341681595,0.00022727586640478004,0.9763867567235138
26,103298,0.40389614488217834,0.26036780982648894,0.012508130184905226,0.04101143139075763,0.12059176915667233,0.03214817445583617,0.00018213181523952984,1.0064530008821748
27,107271,0.40323784066565294,0.25956208648695966,0.012567925606673762,0.040573659461843006,0.12087486134038002,0.03186752392307745,0.00014649630951960399,1.1192557992471848
28,111244,0.40380323980647764,0.25819270676641853,0.012461870921439433,0.04023784042467084,0.1229554479674495,0.03182354496673346,0.00012075977930288466,0.9479372256028
29,115217,0.399923625229859,0.2573182162409848,0.012229286505992618,0.04027105858884686,0.1201003527526856,0.031612883519082174,0.00010520419940014007,1.0021526086493395
30,119190,0.40119805600960157,0.2562991195852244,0.012299014349697074,0.040313895945016484,0.12234666340558006,0.031621444984434116,0.0001,0.9159544372232631
