quantile,backbone,sequence,valid_pixels,raw_error_sum,base_error_sum,veto_error_sum,base_authorized,veto_authorized,base_harmful,veto_harmful,raw_clean,base_clean_harmful,veto_clean_harmful,raw_epe,base_epe,veto_epe,base_gain,veto_gain,gain_retained,base_coverage,veto_coverage,base_harmful_acceptance,veto_harmful_acceptance,base_clean_degradation,veto_clean_degradation,harmful_updates_removed,authorized_updates_retained
0.5,S2M2-S,dataset_7_keyframe_1,2954590.0,508443.54821777344,506076.77978515625,506881.17150878906,25215.0,13643.0,7413.0,3849.0,1261996.0,2817.0,1446.0,0.17208599102338173,0.1712849430158351,0.17155719457142585,0.0008010480075466286,0.0005287964519558874,0.660130787386181,0.008534179023147036,0.0046175611506164985,0.29399167162403333,0.2821227002858609,0.002232178231943683,0.0011458039486654473,0.48077701335491707,0.5410668253023994
0.5,S2M2-S,dataset_7_keyframe_2,250844.0,45817.74229431152,44988.863986968994,45091.353972435,7705.0,4924.0,1455.0,620.0,110276.0,694.0,139.0,0.18265432816535984,0.17934997044764472,0.17975855102149144,0.0033043577177151173,0.0028957771438684055,0.8763509859552266,0.03071630176524055,0.019629730031413946,0.18883841661258924,0.12591389114541024,0.006293300446153288,0.0012604737204831515,0.5738831615120275,0.6390655418559377
0.5,RAFT-Stereo,dataset_7_keyframe_1,2954939.0,421735.7624511719,419641.7420654297,420461.25329589844,37500.0,25299.0,11624.0,8673.0,1670092.0,7206.0,5238.0,0.14272232436986748,0.14201367340084844,0.14229100949153212,0.0007086509690190368,0.00043131487833536486,0.6086421908551405,0.012690617302083054,0.008561598056677312,0.3099733333333333,0.34281987430333216,0.004314732362049516,0.003136354164920256,0.25387130075705433,0.67464
0.5,RAFT-Stereo,dataset_7_keyframe_2,250858.0,36308.29625034332,35196.73838233948,35639.229709625244,9974.0,5674.0,1864.0,1216.0,135422.0,1283.0,849.0,0.14473644950666642,0.14030542530969503,0.14206933687434822,0.004431024196971389,0.002667112632318197,0.6019178667860067,0.0397595452407338,0.02261837374131979,0.18688590334870664,0.21431089178709906,0.009474088405133583,0.006269291547902113,0.3476394849785408,0.5688790856226188
0.5,StereoAnywhere,dataset_7_keyframe_1,2954979.0,467991.14306640625,463927.9602050781,465113.6975097656,31859.0,21997.0,5996.0,4576.0,1513431.0,2929.0,2154.0,0.15837376274633636,0.15699873339373246,0.15740000098469925,0.0013750293526038904,0.0009737617616371042,0.7081752544359097,0.010781464098391223,0.0074440461336611865,0.18820427508710255,0.20802836750465972,0.0019353376533188496,0.0014232561643048147,0.23682454969979982,0.6904485388744154
0.5,StereoAnywhere,dataset_7_keyframe_2,250869.0,47678.48158073425,45815.00778579712,46286.48764038086,11991.0,7810.0,1647.0,1025.0,118746.0,1008.0,637.0,0.19005330104849244,0.1826252258581057,0.1845046125283748,0.00742807519038674,0.0055486885201176395,0.7469887390610472,0.047797854657211536,0.0311317859121693,0.1373530147610708,0.13124199743918052,0.00848870698802486,0.005364391221599043,0.37765634486945965,0.6513218247018597
0.75,S2M2-S,dataset_7_keyframe_1,2954590.0,508443.54821777344,506076.77978515625,507420.64904785156,25215.0,6410.0,7413.0,1551.0,1261996.0,2817.0,568.0,0.17208599102338173,0.1712849430158351,0.17173978421637234,0.0008010480075466286,0.00034620680700939155,0.4321923327288708,0.008534179023147036,0.0021695057520671225,0.29399167162403333,0.24196567862714508,0.002232178231943683,0.0004500806658658189,0.7907729664103602,0.25421376164981163
0.75,S2M2-S,dataset_7_keyframe_2,250844.0,45817.74229431152,44988.863986968994,45381.985169410706,7705.0,2316.0,1455.0,245.0,110276.0,694.0,25.0,0.18265432816535984,0.17934997044764472,0.18091716433086183,0.0033043577177151173,0.0017371638344980123,0.525719060374377,0.03071630176524055,0.009232829966034667,0.18883841661258924,0.10578583765112262,0.006293300446153288,0.00022670390656171787,0.831615120274914,0.30058403634003894
0.75,RAFT-Stereo,dataset_7_keyframe_1,2954939.0,421735.7624511719,419641.7420654297,420786.31188964844,37500.0,16187.0,11624.0,5748.0,1670092.0,7206.0,3346.0,0.14272232436986748,0.14201367340084844,0.14240101467057303,0.0007086509690190368,0.0003213096992944475,0.45341037173663423,0.012690617302083054,0.0054779472605018245,0.3099733333333333,0.3550997714215111,0.004314732362049516,0.0020034824428833862,0.5055058499655884,0.43165333333333333
0.75,RAFT-Stereo,dataset_7_keyframe_2,250858.0,36308.29625034332,35196.73838233948,35901.630392074585,9974.0,3034.0,1864.0,707.0,135422.0,1283.0,497.0,0.14473644950666642,0.14030542530969503,0.14311534968816855,0.004431024196971389,0.0016210998184978676,0.365852170160996,0.0397595452407338,0.012094491704470259,0.18688590334870664,0.23302570863546473,0.009474088405133583,0.0036700093042489404,0.6207081545064378,0.3041908963304592
